"Status","Year","Function_of_post","Organisation","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Finance","Department for International Trade","Finance","Heterosexual / straight","65","60","51630","55370"
"In post","2023","Finance","Department for International Trade","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department for International Trade","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department for International Trade","Finance","Unknown","15","15","[c]","[c]"
"In post","2023","Finance","Department for International Trade","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department for International Trade","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department for International Trade","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department for International Trade","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department for International Trade","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","Finance","Heterosexual / straight","110","105","52280","54630"
"In post","2023","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","Finance","Undeclared","10","10","[c]","[c]"
"In post","2023","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department for Transport (excl. agencies)","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department for Transport (excl. agencies)","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department for Transport (excl. agencies)","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department for Transport (excl. agencies)","Finance","Heterosexual / straight","100","100","55130","56340"
"In post","2023","Finance","Department for Transport (excl. agencies)","Finance","LGBO","10","10","[c]","[c]"
"In post","2023","Finance","Department for Transport (excl. agencies)","Finance","Undeclared","10","10","[c]","[c]"
"In post","2023","Finance","Department for Transport (excl. agencies)","Finance","Unknown","15","15","[c]","[c]"
"In post","2023","Finance","Department for Work and Pensions (excl. agencies)","Commercial","Heterosexual / straight","545","510","38570","38470"
"In post","2023","Finance","Department for Work and Pensions (excl. agencies)","Commercial","LGBO","40","35","38840","36180"
"In post","2023","Finance","Department for Work and Pensions (excl. agencies)","Commercial","Undeclared","50","50","37740","36720"
"In post","2023","Finance","Department for Work and Pensions (excl. agencies)","Commercial","Unknown","100","95","39030","38470"
"In post","2023","Finance","Department for Work and Pensions (excl. agencies)","Finance","Heterosexual / straight","735","685","40150","38470"
"In post","2023","Finance","Department for Work and Pensions (excl. agencies)","Finance","LGBO","45","45","39180","34170"
"In post","2023","Finance","Department for Work and Pensions (excl. agencies)","Finance","Undeclared","90","85","37020","34170"
"In post","2023","Finance","Department for Work and Pensions (excl. agencies)","Finance","Unknown","120","115","40920","34170"
"In post","2023","Finance","Department for Work and Pensions (excl. agencies)","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department for Work and Pensions (excl. agencies)","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department for Work and Pensions (excl. agencies)","Security","Heterosexual / straight","260","250","43160","38470"
"In post","2023","Finance","Department for Work and Pensions (excl. agencies)","Security","LGBO","25","25","[c]","[c]"
"In post","2023","Finance","Department for Work and Pensions (excl. agencies)","Security","Undeclared","35","35","44050","39180"
"In post","2023","Finance","Department for Work and Pensions (excl. agencies)","Security","Unknown","50","45","45720","39150"
"In post","2023","Finance","Department of Health and Social Care (excl. agencies)","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department of Health and Social Care (excl. agencies)","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department of Health and Social Care (excl. agencies)","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department of Health and Social Care (excl. agencies)","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department of Health and Social Care (excl. agencies)","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department of Health and Social Care (excl. agencies)","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department of Health and Social Care (excl. agencies)","Finance","Heterosexual / straight","55","55","48600","50830"
"In post","2023","Finance","Department of Health and Social Care (excl. agencies)","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department of Health and Social Care (excl. agencies)","Finance","Undeclared","25","20","[c]","[c]"
"In post","2023","Finance","Department of Health and Social Care (excl. agencies)","Medicine","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department of Health and Social Care (excl. agencies)","Medicine","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department of Health and Social Care (excl. agencies)","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department of Health and Social Care (excl. agencies)","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department of Health and Social Care (excl. agencies)","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department of Health and Social Care (excl. agencies)","Other","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Finance","Department of Health and Social Care (excl. agencies)","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department of Health and Social Care (excl. agencies)","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department of Health and Social Care (excl. agencies)","Policy","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Finance","Department of Health and Social Care (excl. agencies)","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department of Health and Social Care (excl. agencies)","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department of Health and Social Care (excl. agencies)","Project Delivery","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Finance","Department of Health and Social Care (excl. agencies)","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department of Health and Social Care (excl. agencies)","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department of Health and Social Care (excl. agencies)","Unknown","Heterosexual / straight","55","55","49430","41950"
"In post","2023","Finance","Department of Health and Social Care (excl. agencies)","Unknown","LGBO","5","5","[c]","[c]"
"In post","2023","Finance","Department of Health and Social Care (excl. agencies)","Unknown","Undeclared","50","50","47410","42210"
"In post","2023","Finance","Driver and Vehicle Licensing Agency","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Driver and Vehicle Licensing Agency","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Driver and Vehicle Licensing Agency","Finance","Heterosexual / straight","105","100","34240","31660"
"In post","2023","Finance","Driver and Vehicle Licensing Agency","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Driver and Vehicle Licensing Agency","Finance","Undeclared","25","20","[c]","[c]"
"In post","2023","Finance","Driver and Vehicle Licensing Agency","Finance","Unknown","5","5","[c]","[c]"
"In post","2023","Finance","Driver and Vehicle Licensing Agency","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Driver and Vehicle Licensing Agency","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Driver and Vehicle Licensing Agency","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Driver and Vehicle Licensing Agency","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Driver and Vehicle Standards Agency","Finance","Heterosexual / straight","60","60","35710","33550"
"In post","2023","Finance","Driver and Vehicle Standards Agency","Finance","LGBO","5","5","[c]","[c]"
"In post","2023","Finance","Driver and Vehicle Standards Agency","Finance","Undeclared","15","15","[c]","[c]"
"In post","2023","Finance","Driver and Vehicle Standards Agency","Finance","Unknown","15","15","[c]","[c]"
"In post","2023","Finance","Education and Skills Funding Agency","Counter Fraud","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Finance","Education and Skills Funding Agency","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Education and Skills Funding Agency","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Education and Skills Funding Agency","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Education and Skills Funding Agency","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Education and Skills Funding Agency","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Education and Skills Funding Agency","Finance","Heterosexual / straight","110","105","44450","38210"
"In post","2023","Finance","Education and Skills Funding Agency","Finance","LGBO","5","5","[c]","[c]"
"In post","2023","Finance","Education and Skills Funding Agency","Finance","Undeclared","10","10","[c]","[c]"
"In post","2023","Finance","Education and Skills Funding Agency","Finance","Unknown","35","30","46100","41510"
"In post","2023","Finance","Education and Skills Funding Agency","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Education and Skills Funding Agency","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Education and Skills Funding Agency","Operational Delivery","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Finance","Education and Skills Funding Agency","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Education and Skills Funding Agency","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Education and Skills Funding Agency","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Education and Skills Funding Agency","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Education and Skills Funding Agency","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Education and Skills Funding Agency","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Education and Skills Funding Agency","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Education and Skills Funding Agency","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Education and Skills Funding Agency","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Education and Skills Funding Agency","Statistics","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Finance","Education and Skills Funding Agency","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Education and Skills Funding Agency","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Estyn","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Estyn","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Estyn","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Estyn","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","FCDO Services","Finance","Heterosexual / straight","40","40","41510","34720"
"In post","2023","Finance","FCDO Services","Finance","LGBO","[c]","[c]","[c]","[c]"
