"Status","Year","Disability","Function_of_post","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared non-disabled","Analysis","HM Land Registry","Economics","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","HM Land Registry","Finance","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","HM Prison and Probation Service","Statistics","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","HM Revenue and Customs (excl. agencies)","Economics","110","110","48830","42510"
"In post","2023","Declared non-disabled","Analysis","HM Revenue and Customs (excl. agencies)","Operational Delivery","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","HM Revenue and Customs (excl. agencies)","Operational Research","75","75","50880","45960"
"In post","2023","Declared non-disabled","Analysis","HM Revenue and Customs (excl. agencies)","Social Research","105","100","51900","46140"
"In post","2023","Declared non-disabled","Analysis","HM Revenue and Customs (excl. agencies)","Statistics","225","215","50950","45950"
"In post","2023","Declared non-disabled","Analysis","HM Revenue and Customs (excl. agencies)","Tax","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","HM Revenue and Customs (excl. agencies)","Unknown","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","HM Treasury (excl. agencies)","Economics","115","110","46450","40860"
"In post","2023","Declared non-disabled","Analysis","HM Treasury (excl. agencies)","Statistics","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Health and Safety Executive","Economics","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Health and Safety Executive","Operational Delivery","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Health and Safety Executive","Science and Engineering","30","30","42520","40820"
"In post","2023","Declared non-disabled","Analysis","Health and Safety Executive","Statistics","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Home Office","Digital, Data and Technology","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Home Office","Economics","45","45","58650","61270"
"In post","2023","Declared non-disabled","Analysis","Home Office","Intelligence Analysis","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Home Office","Operational Delivery","40","35","42790","38190"
"In post","2023","Declared non-disabled","Analysis","Home Office","Operational Research","30","30","57340","59580"
"In post","2023","Declared non-disabled","Analysis","Home Office","Other","25","20","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Home Office","Policy","20","15","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Home Office","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Home Office","Social Research","55","55","54500","60820"
"In post","2023","Declared non-disabled","Analysis","Home Office","Statistics","45","40","47640","45080"
"In post","2023","Declared non-disabled","Analysis","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Intellectual Property Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Intellectual Property Office","Economics","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Intellectual Property Office","Intelligence Analysis","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Intellectual Property Office","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Intellectual Property Office","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Intellectual Property Office","Social Research","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Intellectual Property Office","Statistics","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Medicines and Healthcare Products Regulatory Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Medicines and Healthcare Products Regulatory Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Medicines and Healthcare Products Regulatory Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Medicines and Healthcare Products Regulatory Agency","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Medicines and Healthcare Products Regulatory Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Medicines and Healthcare Products Regulatory Agency","Legal","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Medicines and Healthcare Products Regulatory Agency","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Medicines and Healthcare Products Regulatory Agency","Other","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Medicines and Healthcare Products Regulatory Agency","Planning","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Medicines and Healthcare Products Regulatory Agency","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Ministry of Defence (excl. agencies)","Statistics","205","200","44080","41200"
"In post","2023","Declared non-disabled","Analysis","Ministry of Justice (excl. agencies)","Digital, Data and Technology","50","50","46960","43650"
"In post","2023","Declared non-disabled","Analysis","Ministry of Justice (excl. agencies)","Economics","40","35","50220","51770"
"In post","2023","Declared non-disabled","Analysis","Ministry of Justice (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Ministry of Justice (excl. agencies)","Operational Research","60","55","52870","55720"
"In post","2023","Declared non-disabled","Analysis","Ministry of Justice (excl. agencies)","Other","100","100","39490","37680"
"In post","2023","Declared non-disabled","Analysis","Ministry of Justice (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Ministry of Justice (excl. agencies)","Social Research","75","70","52080","51770"
"In post","2023","Declared non-disabled","Analysis","Ministry of Justice (excl. agencies)","Statistics","95","95","49220","44170"
"In post","2023","Declared non-disabled","Analysis","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","National Infrastructure Commission","Economics","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","National Savings and Investments","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","National Savings and Investments","Operational Research","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","National Savings and Investments","Other","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Office for Budget Responsibility","Economics","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Office for Standards in Education, Children's Services and Skills","Other","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Office for Standards in Education, Children's Services and Skills","Social Research","35","35","44560","36330"
"In post","2023","Declared non-disabled","Analysis","Office for Standards in Education, Children's Services and Skills","Statistics","100","95","42260","40650"
"In post","2023","Declared non-disabled","Analysis","Office of Gas and Electricity Markets","Economics","35","35","51480","48330"
"In post","2023","Declared non-disabled","Analysis","Office of Gas and Electricity Markets","Unknown","100","100","46740","40890"
"In post","2023","Declared non-disabled","Analysis","Office of Rail and Road","Economics","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Office of Rail and Road","Statistics","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Planning Inspectorate","Digital, Data and Technology","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Planning Inspectorate","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Registers of Scotland","Digital, Data and Technology","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Rural Payments Agency","Operational Delivery","15","10","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Scottish Courts and Tribunals Service","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Teaching Regulation Agency","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","The Insolvency Service","Economics","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","The Insolvency Service","Intelligence Analysis","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","The Insolvency Service","Statistics","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","UK Debt Management Office","Economics","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","UK Export Finance","Knowledge and Information Management","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","UK Space Agency","Economics","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","UK Statistics Authority","Economics","90","85","38110","31560"
"In post","2023","Declared non-disabled","Analysis","UK Statistics Authority","Operational Delivery","275","260","33950","31560"
"In post","2023","Declared non-disabled","Analysis","UK Statistics Authority","Operational Research","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","UK Statistics Authority","Social Research","350","335","40540","39300"
"In post","2023","Declared non-disabled","Analysis","UK Statistics Authority","Statistics","315","295","46890","41050"
"In post","2023","Declared non-disabled","Analysis","Valuation Office Agency","Economics","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Valuation Office Agency","Knowledge and Information Management","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Valuation Office Agency","Operational Research","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Valuation Office Agency","Social Research","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Valuation Office Agency","Statistics","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Water Services Regulation Authority","Economics","35","35","61920","54660"
"In post","2023","Declared non-disabled","Analysis","Water Services Regulation Authority","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Welsh Revenue Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Advisory, Conciliation and Arbitration Service","Commercial","[c]","[c]","[c]","[c]"
