"Status","Year","Ethnicity","Function_of_post","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Other ethnicity","Property","Cabinet Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Property","Cabinet Office","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Property","Cabinet Office","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Property","Cabinet Office","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Property","Cabinet Office","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Property","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Property","Chancellor's other departments","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Property","Competition and Markets Authority","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Property","Department for Business, Energy and Industrial Strategy","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Property","Department for Business, Energy and Industrial Strategy","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Property","Department for Environment, Food and Rural Affairs","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Property","Department for Levelling Up, Housing and Communities","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Property","Department for Transport","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Property","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Property","Department for Work and Pensions","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Property","Department of Health and Social Care","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Property","HM Revenue and Customs","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Property","HM Revenue and Customs","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Property","Home Office","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Property","Home Office","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Property","Ministry of Defence","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Property","Ministry of Justice","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Property","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Property","National Crime Agency","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Property","Office of Gas and Electricity Markets","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Property","Office of Qualifications and Examinations Regulation","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Property","Scottish Government","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Property","Scottish Government","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Property","The National Archives","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Property","UK Supreme Court","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Security","Attorney General's Departments","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Security","Cabinet Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Security","Cabinet Office","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Security","Cabinet Office","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Security","Cabinet Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Security","Cabinet Office","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Security","Cabinet Office","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Security","Cabinet Office","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Security","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Security","Department for Business, Energy and Industrial Strategy","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Security","Department for Digital, Culture, Media and Sport","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Security","Department for International Trade","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Security","Department for Transport","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Security","Department for Transport","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Security","Department for Work and Pensions","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Security","Department of Health and Social Care","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Security","Department of Health and Social Care","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Security","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Security","Estyn","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Security","Food Standards Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Security","HM Revenue and Customs","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Security","Home Office","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Security","Ministry of Defence","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Security","Ministry of Justice","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Security","National Crime Agency","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Security","Northern Ireland Office","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Security","Office of Gas and Electricity Markets","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Security","UK Export Finance","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Security","UK Statistics Authority","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","Attorney General's Departments","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","Cabinet Office","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","Department for Business, Energy and Industrial Strategy","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","Department for Education","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","Department for Education","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","Department for Work and Pensions","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","Department of Health and Social Care","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","Department of Health and Social Care","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","Department of Health and Social Care","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","Department of Health and Social Care","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","Department of Health and Social Care","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","Ministry of Defence","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","Ministry of Defence","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","Ministry of Defence","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","Ministry of Defence","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","Ministry of Defence","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","Northern Ireland Office","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","Northern Ireland Office","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","Office of Gas and Electricity Markets","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","Office of Gas and Electricity Markets","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","Office of Gas and Electricity Markets","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","Scottish Government","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","Scottish Government","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","Welsh Government","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","Welsh Government","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","Welsh Government","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","Welsh Government","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","Welsh Government","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","Welsh Government","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","Welsh Government","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","Welsh Government","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","Welsh Government","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","Welsh Government","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","Welsh Government","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","Welsh Government","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","Welsh Government","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","Welsh Government","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","Welsh Government","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","Welsh Government","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","Welsh Government","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","Welsh Government","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","Welsh Government","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Analysis","Cabinet Office","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Analysis","Competition and Markets Authority","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Analysis","Department for Environment, Food and Rural Affairs","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Analysis","Department for Transport","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Analysis","Department for Work and Pensions","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Analysis","HM Treasury","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Analysis","Ministry of Defence","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Analysis","Ministry of Defence","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Analysis","Ministry of Justice","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Analysis","Ministry of Justice","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Analysis","Ministry of Justice","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Analysis","Office of Gas and Electricity Markets","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Analysis","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Analysis","UK Statistics Authority","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Analysis","UK Statistics Authority","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Analysis","UK Statistics Authority","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Commercial","Cabinet Office","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Commercial","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Commercial","Department for Environment, Food and Rural Affairs","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Commercial","Department for Levelling Up, Housing and Communities","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Commercial","Department of Health and Social Care","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Commercial","UK Export Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Communications","Attorney General's Departments","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Communications","Department for Environment, Food and Rural Affairs","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Communications","Department for Work and Pensions","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Communications","HM Treasury","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Communications","Ministry of Defence","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Communications","The National Archives","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Communications","UK Supreme Court","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Communications","Water Services Regulation Authority","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Counter Fraud","Cabinet Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Counter Fraud","Department for Business, Energy and Industrial Strategy","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Counter Fraud","Department for Work and Pensions","Counter Fraud","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Counter Fraud","HM Revenue and Customs","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Counter Fraud","HM Revenue and Customs","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Counter Fraud","HM Revenue and Customs","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Debt","Department for Work and Pensions","Other","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Debt","HM Revenue and Customs","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Digital, Data & Technology","Cabinet Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Digital, Data & Technology","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Digital, Data & Technology","Competition and Markets Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Digital, Data & Technology","Department for Education","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Digital, Data & Technology","Department for International Trade","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Digital, Data & Technology","Department for Transport","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Digital, Data & Technology","Department for Work and Pensions","Digital, Data and Technology","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Digital, Data & Technology","Department of Health and Social Care","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Digital, Data & Technology","HM Revenue and Customs","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Digital, Data & Technology","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Digital, Data & Technology","HM Treasury","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Digital, Data & Technology","Home Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Digital, Data & Technology","Ministry of Defence","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Digital, Data & Technology","Ministry of Justice","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Digital, Data & Technology","National Crime Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Digital, Data & Technology","UK Statistics Authority","Digital, Data and Technology","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Finance","Attorney General's Departments","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Finance","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Finance","Competition and Markets Authority","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Finance","Department for Environment, Food and Rural Affairs","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Finance","Department for Transport","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Finance","Department for Work and Pensions","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Finance","Department for Work and Pensions","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Finance","Department for Work and Pensions","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Finance","HM Revenue and Customs","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Finance","HM Revenue and Customs","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Finance","HM Treasury","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Finance","HM Treasury","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Finance","Ministry of Defence","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Finance","Office of Gas and Electricity Markets","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Finance","Office of Gas and Electricity Markets","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Grants Management","Department for Environment, Food and Rural Affairs","Operational Delivery","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Human Resources","Department for Environment, Food and Rural Affairs","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Human Resources","HM Treasury","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Human Resources","Ministry of Defence","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Human Resources","National Crime Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Internal Audit","HM Treasury","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Internal Audit","UK Statistics Authority","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal","Attorney General's Departments","Legal","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal","Attorney General's Departments","Operational Delivery","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal","HM Revenue and Customs","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal","Ministry of Justice","Legal","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal","National Crime Agency","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal","Office of Gas and Electricity Markets","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal","Scottish Government","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal","UK Supreme Court","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal","UK Supreme Court","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Cabinet Office","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Cabinet Office","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Chancellor's other departments","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Department for Business, Energy and Industrial Strategy","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Department for Business, Energy and Industrial Strategy","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Department for Digital, Culture, Media and Sport","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Department for Digital, Culture, Media and Sport","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Department for Education","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Department for Education","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Department for Environment, Food and Rural Affairs","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Department for Environment, Food and Rural Affairs","Operational Delivery","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Department for Environment, Food and Rural Affairs","Policy","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Department for Environment, Food and Rural Affairs","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Department for Environment, Food and Rural Affairs","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Department for International Trade","International Trade","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Department for Levelling Up, Housing and Communities","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Department for Levelling Up, Housing and Communities","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Department for Levelling Up, Housing and Communities","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Department for Transport","Operational Delivery","25","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Department for Transport","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Department for Transport","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Department for Transport","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Department for Transport","Science and Engineering","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Department for Work and Pensions","Operational Delivery","30","[c]","24440","21690"
"New entrant CS","2023","Undeclared","No function","Department for Work and Pensions","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Department of Health and Social Care","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Department of Health and Social Care","Operational Delivery","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Department of Health and Social Care","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","HM Revenue and Customs","Operational Delivery","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","HM Revenue and Customs","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","HM Revenue and Customs","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","HM Treasury","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","HM Treasury","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","HM Treasury","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Home Office","Operational Delivery","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Ministry of Defence","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Ministry of Defence","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Ministry of Defence","Operational Delivery","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Ministry of Defence","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Ministry of Defence","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Ministry of Defence","Science and Engineering","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Ministry of Justice","Operational Delivery","155","[c]","25750","23640"
"New entrant CS","2023","Undeclared","No function","Ministry of Justice","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","National Crime Agency","Operational Delivery","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Office of Gas and Electricity Markets","Operational Delivery","[c]","[c]","[c]","[c]"
