"Status","Year","Function_of_post","Profession_of_post","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Legal","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Commercial","Female","Heterosexual / straight","235","230","47890","46110"
"In post","2023","No function","Commercial","Female","LGBO","20","20","[c]","[c]"
"In post","2023","No function","Commercial","Female","Undeclared","20","20","[c]","[c]"
"In post","2023","No function","Commercial","Female","Unknown","25","25","[c]","[c]"
"In post","2023","No function","Commercial","Male","Heterosexual / straight","140","140","55900","53200"
"In post","2023","No function","Commercial","Male","LGBO","10","10","[c]","[c]"
"In post","2023","No function","Commercial","Male","Undeclared","20","20","[c]","[c]"
"In post","2023","No function","Commercial","Male","Unknown","25","25","[c]","[c]"
"In post","2023","No function","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","No function","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Communications","Female","Heterosexual / straight","90","90","47330","44180"
"In post","2023","No function","Communications","Female","LGBO","5","5","[c]","[c]"
"In post","2023","No function","Communications","Female","Undeclared","10","10","[c]","[c]"
"In post","2023","No function","Communications","Female","Unknown","25","25","[c]","[c]"
"In post","2023","No function","Communications","Male","Heterosexual / straight","35","35","43350","42200"
"In post","2023","No function","Communications","Male","LGBO","10","10","[c]","[c]"
"In post","2023","No function","Communications","Male","Undeclared","5","5","[c]","[c]"
"In post","2023","No function","Communications","Male","Unknown","15","15","[c]","[c]"
"In post","2023","No function","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","No function","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Corporate Finance","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","No function","Corporate Finance","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Corporate Finance","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","No function","Corporate Finance","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","Corporate Finance","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","No function","Corporate Finance","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Corporate Finance","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","No function","Corporate Finance","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","Corporate Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","No function","Corporate Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Counter Fraud","Female","Heterosexual / straight","110","100","27180","26180"
"In post","2023","No function","Counter Fraud","Female","LGBO","5","5","[c]","[c]"
"In post","2023","No function","Counter Fraud","Female","Undeclared","10","10","[c]","[c]"
"In post","2023","No function","Counter Fraud","Female","Unknown","15","15","[c]","[c]"
"In post","2023","No function","Counter Fraud","Male","Heterosexual / straight","65","65","33290","27890"
"In post","2023","No function","Counter Fraud","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Counter Fraud","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","No function","Counter Fraud","Male","Unknown","10","10","[c]","[c]"
"In post","2023","No function","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","No function","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Digital, Data and Technology","Female","Heterosexual / straight","225","215","54340","56590"
"In post","2023","No function","Digital, Data and Technology","Female","LGBO","15","15","[c]","[c]"
"In post","2023","No function","Digital, Data and Technology","Female","Undeclared","30","25","[c]","[c]"
"In post","2023","No function","Digital, Data and Technology","Female","Unknown","70","70","51400","47840"
"In post","2023","No function","Digital, Data and Technology","Male","Heterosexual / straight","340","340","53610","56430"
"In post","2023","No function","Digital, Data and Technology","Male","LGBO","25","25","[c]","[c]"
"In post","2023","No function","Digital, Data and Technology","Male","Undeclared","60","60","53600","50040"
"In post","2023","No function","Digital, Data and Technology","Male","Unknown","105","105","55170","56430"
"In post","2023","No function","Digital, Data and Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","No function","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Economics","Female","Heterosexual / straight","90","85","53980","55740"
"In post","2023","No function","Economics","Female","LGBO","10","10","[c]","[c]"
"In post","2023","No function","Economics","Female","Undeclared","10","10","[c]","[c]"
"In post","2023","No function","Economics","Female","Unknown","15","15","[c]","[c]"
"In post","2023","No function","Economics","Male","Heterosexual / straight","95","95","54010","59170"
"In post","2023","No function","Economics","Male","LGBO","10","10","[c]","[c]"
"In post","2023","No function","Economics","Male","Undeclared","15","15","[c]","[c]"
"In post","2023","No function","Economics","Male","Unknown","35","35","49480","41550"
"In post","2023","No function","Economics","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","No function","Economics","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Finance","Female","Heterosexual / straight","75","70","40130","36830"
"In post","2023","No function","Finance","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Finance","Female","Undeclared","5","5","[c]","[c]"
"In post","2023","No function","Finance","Female","Unknown","10","10","[c]","[c]"
"In post","2023","No function","Finance","Male","Heterosexual / straight","50","50","44040","40680"
"In post","2023","No function","Finance","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Finance","Male","Undeclared","15","15","[c]","[c]"
"In post","2023","No function","Finance","Male","Unknown","10","10","[c]","[c]"
"In post","2023","No function","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","No function","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Geography","Female","Heterosexual / straight","100","90","33640","34370"
"In post","2023","No function","Geography","Female","LGBO","5","5","[c]","[c]"
"In post","2023","No function","Geography","Female","Undeclared","15","15","[c]","[c]"
"In post","2023","No function","Geography","Female","Unknown","40","35","29160","27610"
"In post","2023","No function","Geography","Male","Heterosexual / straight","200","195","34380","34370"
"In post","2023","No function","Geography","Male","LGBO","5","5","[c]","[c]"
"In post","2023","No function","Geography","Male","Undeclared","15","15","[c]","[c]"
"In post","2023","No function","Geography","Male","Unknown","85","85","30980","29880"
"In post","2023","No function","Geography","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","No function","Geography","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Human Resources","Female","Heterosexual / straight","135","130","42490","37750"
"In post","2023","No function","Human Resources","Female","LGBO","5","5","[c]","[c]"
"In post","2023","No function","Human Resources","Female","Undeclared","20","20","[c]","[c]"
"In post","2023","No function","Human Resources","Female","Unknown","25","20","[c]","[c]"
"In post","2023","No function","Human Resources","Male","Heterosexual / straight","85","85","40060","36180"
"In post","2023","No function","Human Resources","Male","LGBO","5","5","[c]","[c]"
"In post","2023","No function","Human Resources","Male","Undeclared","10","10","[c]","[c]"
"In post","2023","No function","Human Resources","Male","Unknown","5","5","[c]","[c]"
"In post","2023","No function","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","No function","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Inspector of Education and Training","Female","Heterosexual / straight","650","640","64110","52750"
"In post","2023","No function","Inspector of Education and Training","Female","LGBO","35","35","64930","66170"
"In post","2023","No function","Inspector of Education and Training","Female","Undeclared","30","30","[c]","[c]"
"In post","2023","No function","Inspector of Education and Training","Female","Unknown","20","20","[c]","[c]"
"In post","2023","No function","Inspector of Education and Training","Male","Heterosexual / straight","215","215","74040","77470"
"In post","2023","No function","Inspector of Education and Training","Male","LGBO","25","25","[c]","[c]"
"In post","2023","No function","Inspector of Education and Training","Male","Undeclared","10","10","[c]","[c]"
"In post","2023","No function","Inspector of Education and Training","Male","Unknown","5","5","[c]","[c]"
"In post","2023","No function","Inspector of Education and Training","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","No function","Inspector of Education and Training","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Female","Heterosexual / straight","910","845","31750","29750"
"In post","2023","No function","Intelligence Analysis","Female","LGBO","50","50","31450","28480"
"In post","2023","No function","Intelligence Analysis","Female","Undeclared","135","125","32560","30140"
"In post","2023","No function","Intelligence Analysis","Female","Unknown","140","135","31410","29520"
"In post","2023","No function","Intelligence Analysis","Male","Heterosexual / straight","1085","1055","35010","32160"
"In post","2023","No function","Intelligence Analysis","Male","LGBO","35","35","34980","32430"
"In post","2023","No function","Intelligence Analysis","Male","Undeclared","180","175","36070","32960"
"In post","2023","No function","Intelligence Analysis","Male","Unknown","170","165","33240","29890"
"In post","2023","No function","Intelligence Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Internal Audit","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","No function","Internal Audit","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Internal Audit","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","No function","Internal Audit","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","Internal Audit","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","No function","Internal Audit","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Internal Audit","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","No function","Internal Audit","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","Internal Audit","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","No function","Internal Audit","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","International Trade","Female","Heterosexual / straight","655","635","48130","42880"
"In post","2023","No function","International Trade","Female","LGBO","40","40","44090","41550"
"In post","2023","No function","International Trade","Female","Undeclared","45","45","48560","44320"
"In post","2023","No function","International Trade","Female","Unknown","270","265","47290","42640"
"In post","2023","No function","International Trade","Male","Heterosexual / straight","665","660","50190","44570"
"In post","2023","No function","International Trade","Male","LGBO","110","105","50770","46620"
"In post","2023","No function","International Trade","Male","Undeclared","65","65","54170","55370"
"In post","2023","No function","International Trade","Male","Unknown","295","290","47910","42370"
"In post","2023","No function","International Trade","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","No function","International Trade","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","Female","Heterosexual / straight","360","335","35230","34170"
"In post","2023","No function","Knowledge and Information Management","Female","LGBO","30","25","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","Female","Undeclared","45","40","33870","32520"
"In post","2023","No function","Knowledge and Information Management","Female","Unknown","85","75","37000","34170"
"In post","2023","No function","Knowledge and Information Management","Male","Heterosexual / straight","170","165","36610","34170"
"In post","2023","No function","Knowledge and Information Management","Male","LGBO","35","35","37010","35010"
"In post","2023","No function","Knowledge and Information Management","Male","Undeclared","35","30","38890","36180"
"In post","2023","No function","Knowledge and Information Management","Male","Unknown","70","70","37680","34170"
"In post","2023","No function","Knowledge and Information Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Legal","Female","Heterosexual / straight","600","535","45590","43650"
"In post","2023","No function","Legal","Female","LGBO","15","10","[c]","[c]"
"In post","2023","No function","Legal","Female","Undeclared","130","115","46420","45450"
"In post","2023","No function","Legal","Female","Unknown","100","95","43430","43650"
"In post","2023","No function","Legal","Male","Heterosexual / straight","200","190","49500","47100"
"In post","2023","No function","Legal","Male","LGBO","30","30","50760","52210"
"In post","2023","No function","Legal","Male","Undeclared","55","55","49630","47100"
"In post","2023","No function","Legal","Male","Unknown","45","45","44020","43650"
"In post","2023","No function","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","No function","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Medicine","Female","Heterosexual / straight","1090","955","52540","41190"
"In post","2023","No function","Medicine","Female","LGBO","35","30","47530","37020"
"In post","2023","No function","Medicine","Female","Undeclared","125","110","61030","49590"
"In post","2023","No function","Medicine","Female","Unknown","330","280","54630","40590"
"In post","2023","No function","Medicine","Male","Heterosexual / straight","390","350","70400","76300"
"In post","2023","No function","Medicine","Male","LGBO","15","15","[c]","[c]"
"In post","2023","No function","Medicine","Male","Undeclared","60","55","75540","72500"
