"Status","Year","Organisation","Region_ITL1","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Department for International Trade","East Midlands (England)","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","London","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","London","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","London","EO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","London","EO","Male","35","[c]","22710","26250"
"Leaver CS","2023","Department for International Trade","London","G6","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","London","G6","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","London","G7","Female","30","[c]","54360","54640"
"Leaver CS","2023","Department for International Trade","London","G7","Male","30","[c]","54900","54750"
"Leaver CS","2023","Department for International Trade","London","HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","London","HEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","London","SEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","London","SEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","North East (England)","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","North East (England)","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","North East (England)","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","North East (England)","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","North East (England)","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","North East (England)","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","North East (England)","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","North East (England)","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","North West (England)","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","North West (England)","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","North West (England)","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","North West (England)","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","North West (England)","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","North West (England)","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","North West (England)","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","North West (England)","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Northern Ireland","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Northern Ireland","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Overseas","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Overseas","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Overseas","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Overseas","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Overseas","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Overseas","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Overseas","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Overseas","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Overseas","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Overseas","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Scotland","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Scotland","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","South East (England)","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","South East (England)","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","South East (England)","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","South East (England)","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","South West (England)","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","South West (England)","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","South West (England)","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","South West (England)","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","South West (England)","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","South West (England)","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Wales","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Wales","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Wales","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Wales","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Wales","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Wales","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","West Midlands (England)","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","West Midlands (England)","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","West Midlands (England)","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","West Midlands (England)","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","West Midlands (England)","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","West Midlands (England)","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","West Midlands (England)","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","West Midlands (England)","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Yorkshire and The Humber","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Yorkshire and The Humber","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Yorkshire and The Humber","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Yorkshire and The Humber","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","East Midlands (England)","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","East Midlands (England)","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","East Midlands (England)","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","East Midlands (England)","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","East of England","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","East of England","AA","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","East of England","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","East of England","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","East of England","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","East of England","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","London","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","London","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","London","AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","London","AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","London","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","London","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","London","G6","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","London","G6","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","London","G7","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","London","G7","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","London","HEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","London","HEO","Male","30","[c]","33680","33210"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","London","SCS level","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","London","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","London","SEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","London","SEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","North East (England)","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","North East (England)","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","North East (England)","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","North East (England)","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","North East (England)","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","North East (England)","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","North East (England)","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","North East (England)","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","North West (England)","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","North West (England)","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","North West (England)","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","North West (England)","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","North West (England)","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","North West (England)","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","North West (England)","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","North West (England)","SEO","Male","[c]","[c]","[c]","[c]"
