"Status","Year","Function_of_post","Parent_department","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Analysis","Foreign, Commonwealth and Development Office","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Land Registry","London","Female","5","5","[c]","[c]"
"In post","2023","Analysis","HM Land Registry","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Land Registry","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Analysis","HM Land Registry","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Analysis","HM Revenue and Customs","London","Female","185","175","52600","45960"
"In post","2023","Analysis","HM Revenue and Customs","London","Male","245","240","53370","45960"
"In post","2023","Analysis","HM Revenue and Customs","Outside London","Female","175","165","45070","42140"
"In post","2023","Analysis","HM Revenue and Customs","Outside London","Male","235","230","44170","41780"
"In post","2023","Analysis","HM Treasury","London","Female","85","80","45290","41360"
"In post","2023","Analysis","HM Treasury","London","Male","125","125","48210","45850"
"In post","2023","Analysis","HM Treasury","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Analysis","HM Treasury","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Analysis","Home Office","London","Female","240","230","45300","43350"
"In post","2023","Analysis","Home Office","London","Male","235","230","48250","44170"
"In post","2023","Analysis","Home Office","Outside London","Female","45","40","39060","39170"
"In post","2023","Analysis","Home Office","Outside London","Male","60","60","40990","39000"
"In post","2023","Analysis","Ministry of Defence","London","Female","60","60","46370","45640"
"In post","2023","Analysis","Ministry of Defence","London","Male","80","80","47270","46070"
"In post","2023","Analysis","Ministry of Defence","Outside London","Female","360","340","41460","39890"
"In post","2023","Analysis","Ministry of Defence","Outside London","Male","865","845","44650","44200"
"In post","2023","Analysis","Ministry of Defence","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Ministry of Defence","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Ministry of Justice","London","Female","285","275","49860","44170"
"In post","2023","Analysis","Ministry of Justice","London","Male","275","270","48170","43650"
"In post","2023","Analysis","Ministry of Justice","Outside London","Female","100","95","38630","37680"
"In post","2023","Analysis","Ministry of Justice","Outside London","Male","100","95","39960","37680"
"In post","2023","Analysis","Ministry of Justice","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Ministry of Justice","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Office for Standards in Education, Children's Services and Skills","London","Female","20","20","[c]","[c]"
"In post","2023","Analysis","Office for Standards in Education, Children's Services and Skills","London","Male","15","15","[c]","[c]"
"In post","2023","Analysis","Office for Standards in Education, Children's Services and Skills","Outside London","Female","70","60","40990","40640"
"In post","2023","Analysis","Office for Standards in Education, Children's Services and Skills","Outside London","Male","70","70","41630","40640"
"In post","2023","Analysis","Office of Gas and Electricity Markets","London","Female","35","35","48220","40000"
"In post","2023","Analysis","Office of Gas and Electricity Markets","London","Male","75","75","50350","47620"
"In post","2023","Analysis","Office of Gas and Electricity Markets","Outside London","Female","20","20","[c]","[c]"
"In post","2023","Analysis","Office of Gas and Electricity Markets","Outside London","Male","35","35","46190","42810"
"In post","2023","Analysis","Office of Rail and Road","London","Female","10","10","[c]","[c]"
"In post","2023","Analysis","Office of Rail and Road","London","Male","20","20","[c]","[c]"
"In post","2023","Analysis","Office of Rail and Road","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Analysis","Office of Rail and Road","Outside London","Male","20","20","[c]","[c]"
"In post","2023","Analysis","Scottish Government","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Analysis","Scottish Government","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Analysis","UK Export Finance","London","Female","5","5","[c]","[c]"
"In post","2023","Analysis","UK Export Finance","London","Male","15","15","[c]","[c]"
"In post","2023","Analysis","UK Statistics Authority","London","Female","100","95","46580","41510"
"In post","2023","Analysis","UK Statistics Authority","London","Male","75","75","47620","42370"
"In post","2023","Analysis","UK Statistics Authority","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","UK Statistics Authority","Outside London","Female","995","930","38360","37760"
"In post","2023","Analysis","UK Statistics Authority","Outside London","Male","750","735","39420","37760"
"In post","2023","Analysis","UK Statistics Authority","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","Analysis","Water Services Regulation Authority","London","Female","10","10","[c]","[c]"
"In post","2023","Analysis","Water Services Regulation Authority","London","Male","15","15","[c]","[c]"
"In post","2023","Analysis","Water Services Regulation Authority","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Analysis","Water Services Regulation Authority","Outside London","Male","15","15","[c]","[c]"
"In post","2023","Analysis","Welsh Government","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Welsh Government","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Attorney General's Departments","London","Female","5","5","[c]","[c]"
"In post","2023","Commercial","Attorney General's Departments","London","Male","10","10","[c]","[c]"
"In post","2023","Commercial","Attorney General's Departments","Outside London","Female","20","20","[c]","[c]"
"In post","2023","Commercial","Attorney General's Departments","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Commercial","Cabinet Office","London","Female","390","385","67160","65840"
"In post","2023","Commercial","Cabinet Office","London","Male","445","440","74830","66530"
"In post","2023","Commercial","Cabinet Office","Outside London","Female","675","655","56680","56000"
"In post","2023","Commercial","Cabinet Office","Outside London","Male","615","610","63440","65500"
"In post","2023","Commercial","Cabinet Office","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cabinet Office","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Chancellor's other departments","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Chancellor's other departments","London","Male","5","5","[c]","[c]"
"In post","2023","Commercial","Chancellor's other departments","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Chancellor's other departments","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Commercial","Charity Commission","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Charity Commission","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Competition and Markets Authority","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Competition and Markets Authority","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Competition and Markets Authority","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Competition and Markets Authority","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Business, Energy and Industrial Strategy","London","Female","15","15","[c]","[c]"
"In post","2023","Commercial","Department for Business, Energy and Industrial Strategy","London","Male","10","10","[c]","[c]"
"In post","2023","Commercial","Department for Business, Energy and Industrial Strategy","Outside London","Female","115","105","41690","40420"
"In post","2023","Commercial","Department for Business, Energy and Industrial Strategy","Outside London","Male","90","90","44770","45150"
"In post","2023","Commercial","Department for Digital, Culture, Media and Sport","London","Female","15","15","[c]","[c]"
"In post","2023","Commercial","Department for Digital, Culture, Media and Sport","London","Male","15","15","[c]","[c]"
"In post","2023","Commercial","Department for Digital, Culture, Media and Sport","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Digital, Culture, Media and Sport","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Commercial","Department for Education","London","Female","10","10","[c]","[c]"
"In post","2023","Commercial","Department for Education","London","Male","10","10","[c]","[c]"
"In post","2023","Commercial","Department for Education","Outside London","Female","145","140","42240","39090"
"In post","2023","Commercial","Department for Education","Outside London","Male","120","120","43630","40530"
"In post","2023","Commercial","Department for Environment, Food and Rural Affairs","London","Female","10","10","[c]","[c]"
"In post","2023","Commercial","Department for Environment, Food and Rural Affairs","London","Male","10","10","[c]","[c]"
"In post","2023","Commercial","Department for Environment, Food and Rural Affairs","Outside London","Female","140","130","35290","37300"
"In post","2023","Commercial","Department for Environment, Food and Rural Affairs","Outside London","Male","80","80","40040","37300"
"In post","2023","Commercial","Department for International Trade","London","Female","20","20","[c]","[c]"
"In post","2023","Commercial","Department for International Trade","London","Male","15","15","[c]","[c]"
"In post","2023","Commercial","Department for International Trade","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for International Trade","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Levelling Up, Housing and Communities","London","Female","15","15","[c]","[c]"
"In post","2023","Commercial","Department for Levelling Up, Housing and Communities","London","Male","15","15","[c]","[c]"
"In post","2023","Commercial","Department for Levelling Up, Housing and Communities","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Commercial","Department for Levelling Up, Housing and Communities","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Transport","London","Female","55","50","51540","43750"
"In post","2023","Commercial","Department for Transport","London","Male","65","65","55770","55740"
"In post","2023","Commercial","Department for Transport","Outside London","Female","150","135","34560","31660"
"In post","2023","Commercial","Department for Transport","Outside London","Male","125","120","35880","31660"
"In post","2023","Commercial","Department for Work and Pensions","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Work and Pensions","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Work and Pensions","Outside London","Female","45","40","35190","32800"
"In post","2023","Commercial","Department for Work and Pensions","Outside London","Male","45","45","38720","34170"
"In post","2023","Commercial","Department of Health and Social Care","London","Female","70","65","41350","40110"
"In post","2023","Commercial","Department of Health and Social Care","London","Male","60","55","54310","54190"
"In post","2023","Commercial","Department of Health and Social Care","Outside London","Female","80","75","41400","38120"
"In post","2023","Commercial","Department of Health and Social Care","Outside London","Male","45","45","50940","42480"
"In post","2023","Commercial","Estyn","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Estyn","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Food Standards Agency","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Food Standards Agency","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Food Standards Agency","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Commercial","Food Standards Agency","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Commercial","Foreign, Commonwealth and Development Office","London","Female","20","20","[c]","[c]"
"In post","2023","Commercial","Foreign, Commonwealth and Development Office","London","Male","15","15","[c]","[c]"
"In post","2023","Commercial","Foreign, Commonwealth and Development Office","Outside London","Female","80","75","38970","34990"
"In post","2023","Commercial","Foreign, Commonwealth and Development Office","Outside London","Male","50","50","45750","45050"
"In post","2023","Commercial","Foreign, Commonwealth and Development Office","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Foreign, Commonwealth and Development Office","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","HM Land Registry","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","HM Land Registry","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","HM Land Registry","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Commercial","HM Land Registry","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Commercial","HM Revenue and Customs","London","Female","5","5","[c]","[c]"
"In post","2023","Commercial","HM Revenue and Customs","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","HM Revenue and Customs","Outside London","Female","70","60","38090","41780"
"In post","2023","Commercial","HM Revenue and Customs","Outside London","Male","75","75","40090","35070"
"In post","2023","Commercial","HM Treasury","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","HM Treasury","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","HM Treasury","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","HM Treasury","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Home Office","London","Female","35","35","42200","43210"
"In post","2023","Commercial","Home Office","London","Male","25","25","[c]","[c]"
"In post","2023","Commercial","Home Office","Outside London","Female","25","25","[c]","[c]"
"In post","2023","Commercial","Home Office","Outside London","Male","40","40","38220","39190"
"In post","2023","Commercial","Ministry of Defence","London","Female","30","30","40970","38350"
"In post","2023","Commercial","Ministry of Defence","London","Male","25","25","[c]","[c]"
"In post","2023","Commercial","Ministry of Defence","Outside London","Female","1190","1125","38200","35490"
"In post","2023","Commercial","Ministry of Defence","Outside London","Male","945","930","40810","39890"
"In post","2023","Commercial","Ministry of Defence","Overseas","Female","10","10","[c]","[c]"
"In post","2023","Commercial","Ministry of Defence","Overseas","Male","15","15","[c]","[c]"
"In post","2023","Commercial","Ministry of Justice","London","Female","55","55","40750","43650"
"In post","2023","Commercial","Ministry of Justice","London","Male","50","50","43180","43650"
"In post","2023","Commercial","Ministry of Justice","Outside London","Female","95","90","33700","33090"
"In post","2023","Commercial","Ministry of Justice","Outside London","Male","80","80","30950","26410"
"In post","2023","Commercial","Ministry of Justice","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Ministry of Justice","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","National Crime Agency","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","National Crime Agency","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","National Crime Agency","Outside London","Female","15","15","[c]","[c]"
"In post","2023","Commercial","National Crime Agency","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Commercial","Office for Standards in Education, Children's Services and Skills","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Commercial","Office for Standards in Education, Children's Services and Skills","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Commercial","Office of Qualifications and Examinations Regulation","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Office of Qualifications and Examinations Regulation","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Office of Rail and Road","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Office of Rail and Road","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Scottish Government","Outside London","Female","50","45","34450","31290"
"In post","2023","Commercial","Scottish Government","Outside London","Male","60","60","37390","34070"
"In post","2023","Commercial","The National Archives","London","Female","15","15","[c]","[c]"
"In post","2023","Commercial","The National Archives","London","Male","20","20","[c]","[c]"
"In post","2023","Commercial","UK Export Finance","London","Female","75","75","48510","44630"
"In post","2023","Commercial","UK Export Finance","London","Male","130","130","56730","52180"
"In post","2023","Commercial","UK Export Finance","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Commercial","UK Export Finance","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Commercial","UK Statistics Authority","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","UK Statistics Authority","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","UK Statistics Authority","Outside London","Female","20","15","[c]","[c]"
"In post","2023","Commercial","UK Statistics Authority","Outside London","Male","20","20","[c]","[c]"
"In post","2023","Commercial","Water Services Regulation Authority","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Water Services Regulation Authority","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Attorney General's Departments","London","Female","35","35","45770","40540"
"In post","2023","Communications","Attorney General's Departments","London","Male","25","25","[c]","[c]"
"In post","2023","Communications","Attorney General's Departments","Outside London","Female","15","15","[c]","[c]"
"In post","2023","Communications","Attorney General's Departments","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Communications","Cabinet Office","London","Female","150","145","51600","45300"
"In post","2023","Communications","Cabinet Office","London","Male","90","90","52990","43530"
"In post","2023","Communications","Cabinet Office","Outside London","Female","15","15","[c]","[c]"
"In post","2023","Communications","Cabinet Office","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Communications","Cabinet Office","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Cabinet Office","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Chancellor's other departments","London","Female","15","15","[c]","[c]"
"In post","2023","Communications","Chancellor's other departments","London","Male","5","5","[c]","[c]"
"In post","2023","Communications","Chancellor's other departments","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Chancellor's other departments","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Charity Commission","London","Female","5","5","[c]","[c]"
"In post","2023","Communications","Charity Commission","London","Male","5","5","[c]","[c]"
"In post","2023","Communications","Charity Commission","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Communications","Charity Commission","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Competition and Markets Authority","London","Female","15","15","[c]","[c]"
"In post","2023","Communications","Competition and Markets Authority","London","Male","10","10","[c]","[c]"
"In post","2023","Communications","Competition and Markets Authority","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Competition and Markets Authority","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department for Business, Energy and Industrial Strategy","London","Female","65","60","50500","46410"
"In post","2023","Communications","Department for Business, Energy and Industrial Strategy","London","Male","55","55","47460","45100"
"In post","2023","Communications","Department for Business, Energy and Industrial Strategy","Outside London","Female","75","70","40040","39650"
"In post","2023","Communications","Department for Business, Energy and Industrial Strategy","Outside London","Male","50","50","37440","34490"
"In post","2023","Communications","Department for Digital, Culture, Media and Sport","London","Female","30","25","[c]","[c]"
"In post","2023","Communications","Department for Digital, Culture, Media and Sport","London","Male","20","20","[c]","[c]"
"In post","2023","Communications","Department for Digital, Culture, Media and Sport","Outside London","Female","10","5","[c]","[c]"
"In post","2023","Communications","Department for Digital, Culture, Media and Sport","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department for Education","London","Female","85","80","47070","46600"
"In post","2023","Communications","Department for Education","London","Male","40","40","46390","42520"
"In post","2023","Communications","Department for Education","Outside London","Female","100","95","37530","34750"
"In post","2023","Communications","Department for Education","Outside London","Male","60","60","37170","34750"
"In post","2023","Communications","Department for Environment, Food and Rural Affairs","London","Female","70","65","45550","40280"
"In post","2023","Communications","Department for Environment, Food and Rural Affairs","London","Male","35","35","45920","40260"
"In post","2023","Communications","Department for Environment, Food and Rural Affairs","Outside London","Female","125","110","36620","37300"
"In post","2023","Communications","Department for Environment, Food and Rural Affairs","Outside London","Male","60","60","39280","37710"
"In post","2023","Communications","Department for Environment, Food and Rural Affairs","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department for Environment, Food and Rural Affairs","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department for International Trade","London","Female","60","60","45780","41750"
"In post","2023","Communications","Department for International Trade","London","Male","40","40","51180","42800"
"In post","2023","Communications","Department for International Trade","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department for International Trade","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department for Levelling Up, Housing and Communities","London","Female","40","40","50610","54630"
"In post","2023","Communications","Department for Levelling Up, Housing and Communities","London","Male","40","40","50210","44410"
"In post","2023","Communications","Department for Levelling Up, Housing and Communities","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Communications","Department for Levelling Up, Housing and Communities","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Communications","Department for Transport","London","Female","40","40","51010","43750"
"In post","2023","Communications","Department for Transport","London","Male","30","30","48220","43950"
"In post","2023","Communications","Department for Transport","Outside London","Female","85","80","33580","31350"
"In post","2023","Communications","Department for Transport","Outside London","Male","60","60","35580","31940"
"In post","2023","Communications","Department for Work and Pensions","London","Female","70","65","44370","44360"
"In post","2023","Communications","Department for Work and Pensions","London","Male","50","45","47830","44360"
"In post","2023","Communications","Department for Work and Pensions","Outside London","Female","90","80","41110","39730"
"In post","2023","Communications","Department for Work and Pensions","Outside London","Male","45","45","44440","40790"
"In post","2023","Communications","Department of Health and Social Care","London","Female","125","120","47530","41950"
"In post","2023","Communications","Department of Health and Social Care","London","Male","70","70","49860","43800"
"In post","2023","Communications","Department of Health and Social Care","Outside London","Female","20","20","[c]","[c]"
"In post","2023","Communications","Department of Health and Social Care","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Communications","Estyn","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Communications","Estyn","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Food Standards Agency","London","Female","15","15","[c]","[c]"
"In post","2023","Communications","Food Standards Agency","London","Male","5","5","[c]","[c]"
"In post","2023","Communications","Food Standards Agency","Outside London","Female","25","25","[c]","[c]"
"In post","2023","Communications","Food Standards Agency","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Communications","Foreign, Commonwealth and Development Office","London","Female","55","55","50030","48070"
"In post","2023","Communications","Foreign, Commonwealth and Development Office","London","Male","55","55","51700","46450"
"In post","2023","Communications","Foreign, Commonwealth and Development Office","Outside London","Female","15","10","[c]","[c]"
"In post","2023","Communications","Foreign, Commonwealth and Development Office","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Communications","HM Land Registry","London","Female","5","5","[c]","[c]"
"In post","2023","Communications","HM Land Registry","London","Male","10","10","[c]","[c]"
"In post","2023","Communications","HM Land Registry","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Communications","HM Land Registry","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Communications","HM Revenue and Customs","London","Female","60","60","52200","46100"
"In post","2023","Communications","HM Revenue and Customs","London","Male","40","35","53550","46580"
"In post","2023","Communications","HM Revenue and Customs","Outside London","Female","115","105","44080","42140"
"In post","2023","Communications","HM Revenue and Customs","Outside London","Male","75","70","43940","42140"
"In post","2023","Communications","HM Treasury","London","Female","25","25","[c]","[c]"
"In post","2023","Communications","HM Treasury","London","Male","20","20","[c]","[c]"
"In post","2023","Communications","HM Treasury","Outside London","Female","5","5","[c]","[c]"
