"Status","Year","Parent_department","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Attorney General's Departments","East Cumbria","30","25","41550","42030"
"In post","2023","Attorney General's Departments","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Kent","130","120","40720","34730"
"In post","2023","Attorney General's Departments","East Merseyside","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","East Surrey","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Flintshire and Wrexham","95","85","40810","38940"
"In post","2023","Attorney General's Departments","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Haringey and Islington","10","10","40910","25600"
"In post","2023","Attorney General's Departments","Harrow and Hillingdon","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Heart of Essex","210","195","42840","38460"
"In post","2023","Attorney General's Departments","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Hertfordshire CC","195","175","44840","41340"
"In post","2023","Attorney General's Departments","Hounslow and Richmond upon Thames","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Kingston upon Hull, City of","80","75","39810","33810"
"In post","2023","Attorney General's Departments","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Leeds","565","525","44240","49050"
"In post","2023","Attorney General's Departments","Leicester","155","145","38230","32520"
"In post","2023","Attorney General's Departments","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Lewisham and Southwark","10","10","30230","25600"
"In post","2023","Attorney General's Departments","Lincolnshire CC","20","20","46990","56450"
"In post","2023","Attorney General's Departments","Liverpool","420","405","37820","31180"
"In post","2023","Attorney General's Departments","Luton","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Manchester","400","370","41040","35000"
"In post","2023","Attorney General's Departments","Medway","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Merton, Kingston upon Thames and Sutton","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Mid Kent","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Mid Lancashire","195","185","40980","38850"
"In post","2023","Attorney General's Departments","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Northumberland","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Norwich and East Norfolk","95","85","35910","28000"
"In post","2023","Attorney General's Departments","Nottingham","315","295","37990","31180"
"In post","2023","Attorney General's Departments","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Peterborough","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Portsmouth","125","120","41710","30560"
"In post","2023","Attorney General's Departments","Redbridge and Waltham Forest","10","10","39090","25600"
"In post","2023","Attorney General's Departments","Sefton","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Sheffield","160","145","35740","28850"
"In post","2023","Attorney General's Departments","Shropshire","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South Hampshire","170","160","44810","40800"
"In post","2023","Attorney General's Departments","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South Teesside","105","95","39810","33300"
"In post","2023","Attorney General's Departments","South West Wales","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Staffordshire CC","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Stoke-on-Trent","70","65","42220","38850"
"In post","2023","Attorney General's Departments","Suffolk CC","35","35","40490","34280"
"In post","2023","Attorney General's Departments","Swansea","95","90","40760","38940"
"In post","2023","Attorney General's Departments","Swindon","15","10","36820","35000"
"In post","2023","Attorney General's Departments","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Thurrock","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Tyneside","280","260","39070","31740"
"In post","2023","Attorney General's Departments","Wakefield","70","65","37010","31180"
"In post","2023","Attorney General's Departments","Walsall","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Warrington","15","15","57720","59690"
"In post","2023","Attorney General's Departments","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Kent","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Northamptonshire","15","15","42030","43910"
"In post","2023","Attorney General's Departments","West Surrey","80","75","45490","40800"
"In post","2023","Attorney General's Departments","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Sussex (South West)","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Westminster","4705","4445","51400","52790"
"In post","2023","Attorney General's Departments","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Wirral","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Worcestershire CC","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","York","160","150","43760","38940"
"In post","2023","Cabinet Office","Ards and North Down","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Bath and North East Somerset, North Somerset and South Gloucestershire","45","45","70950","66270"
"In post","2023","Cabinet Office","Bedford","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Belfast","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Berkshire","15","15","39860","34320"
"In post","2023","Cabinet Office","Birmingham","265","265","51680","40000"
"In post","2023","Cabinet Office","Blackpool","45","45","56130","56000"
"In post","2023","Cabinet Office","Bradford","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Bristol, City of","195","190","50200","51020"
"In post","2023","Cabinet Office","Buckinghamshire","10","10","53170","65970"
"In post","2023","Cabinet Office","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Cambridgeshire CC","10","10","52720","55050"
"In post","2023","Cabinet Office","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Cardiff and Vale of Glamorgan","85","85","41310","34280"
"In post","2023","Cabinet Office","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Central Hampshire","50","50","63000","66270"
"In post","2023","Cabinet Office","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","City of Edinburgh","30","30","36350","30130"
"In post","2023","Cabinet Office","Coventry","10","10","77040","71930"
"In post","2023","Cabinet Office","Croydon","30","25","67530","68090"
"In post","2023","Cabinet Office","Darlington","15","15","60620","65500"
"In post","2023","Cabinet Office","Devon CC","10","10","63770","68080"
"In post","2023","Cabinet Office","Dorset","10","10","[c]","[c]"
"In post","2023","Cabinet Office","Durham","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Kent","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Merseyside","5","5","[c]","[c]"
"In post","2023","Cabinet Office","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Glasgow City","435","425","39650","33020"
"In post","2023","Cabinet Office","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Greater Manchester South East","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Greater Manchester South West","170","165","44710","38460"
"In post","2023","Cabinet Office","Hackney and Newham","40","40","38820","31540"
"In post","2023","Cabinet Office","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Lambeth","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Leeds","275","270","51240","51290"
"In post","2023","Cabinet Office","Leicester","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Liverpool","475","465","42500","40450"
"In post","2023","Cabinet Office","Manchester","330","325","50640","51290"
"In post","2023","Cabinet Office","Medway","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Milton Keynes","70","70","37340","34320"
"In post","2023","Cabinet Office","Monmouthshire and Newport","140","135","40230","38340"
"In post","2023","Cabinet Office","North Hampshire","30","25","43910","38230"
"In post","2023","Cabinet Office","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","North Yorkshire CC","10","10","60490","51290"
"In post","2023","Cabinet Office","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Northumberland","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Norwich and East Norfolk","210","200","45110","40450"
"In post","2023","Cabinet Office","Nottingham","70","70","49230","45830"
"In post","2023","Cabinet Office","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Peterborough","10","10","69070","70020"
"In post","2023","Cabinet Office","Plymouth","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Portsmouth","20","20","47790","35390"
"In post","2023","Cabinet Office","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Sefton","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Sheffield","100","95","53260","55260"
"In post","2023","Cabinet Office","Shropshire","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Solihull","10","10","[c]","[c]"
"In post","2023","Cabinet Office","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","South Hampshire","10","10","45880","34320"
"In post","2023","Cabinet Office","South Lanarkshire","25","25","66710","65500"
"In post","2023","Cabinet Office","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","South West Wales","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Southampton","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Staffordshire CC","10","10","49790","36800"
"In post","2023","Cabinet Office","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Suffolk CC","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Swansea","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Swindon","15","15","48550","40560"
"In post","2023","Cabinet Office","Telford and Wrekin","15","15","73380","66270"
"In post","2023","Cabinet Office","Tower Hamlets","1325","1295","55350","56430"
"In post","2023","Cabinet Office","Tyneside","395","370","31540","27100"
"In post","2023","Cabinet Office","Unknown","175","170","42980","35740"
"In post","2023","Cabinet Office","Wakefield","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Warrington","5","5","[c]","[c]"
"In post","2023","Cabinet Office","West Cumbria","5","5","[c]","[c]"
"In post","2023","Cabinet Office","West Kent","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","West Surrey","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Westminster","4185","4130","50730","41870"
"In post","2023","Cabinet Office","Wiltshire","60","60","68940","65890"
"In post","2023","Cabinet Office","Wirral","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Wolverhampton","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","York","620","590","35120","33020"
"In post","2023","Chancellor's other departments","Camden and City of London","200","190","68340","62610"
"In post","2023","Chancellor's other departments","City of Edinburgh","15","10","70680","70000"
"In post","2023","Chancellor's other departments","Durham","20","20","50310","45690"
"In post","2023","Chancellor's other departments","Glasgow City","15","15","44380","42290"
"In post","2023","Chancellor's other departments","Mid Lancashire","25","25","44380","45000"
"In post","2023","Chancellor's other departments","Westminster","150","145","54760","49550"
"In post","2023","Charity Commission","Monmouthshire and Newport","5","5","[c]","[c]"
"In post","2023","Charity Commission","Sefton","380","360","33830","30170"
"In post","2023","Charity Commission","Somerset CC","35","30","34850","32360"
"In post","2023","Charity Commission","Westminster","80","80","45710","41370"
"In post","2023","Competition and Markets Authority","Belfast","15","15","59620","59300"
"In post","2023","Competition and Markets Authority","Cardiff and Vale of Glamorgan","10","10","56500","57910"
"In post","2023","Competition and Markets Authority","City of Edinburgh","70","65","59150","55950"
"In post","2023","Competition and Markets Authority","Darlington","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Manchester","15","15","48150","42920"
"In post","2023","Competition and Markets Authority","Tower Hamlets","795","770","62880","58330"
"In post","2023","Department for Business, Energy and Industrial Strategy","Aberdeen City and Aberdeenshire","135","125","48950","39650"
"In post","2023","Department for Business, Energy and Industrial Strategy","Antrim and Newtownabbey","15","15","35330","33130"
"In post","2023","Department for Business, Energy and Industrial Strategy","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Bedford","10","10","36430","36190"
"In post","2023","Department for Business, Energy and Industrial Strategy","Belfast","30","30","29320","25610"
"In post","2023","Department for Business, Energy and Industrial Strategy","Berkshire","50","45","43740","39840"
"In post","2023","Department for Business, Energy and Industrial Strategy","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Birmingham","840","805","36900","34120"
"In post","2023","Department for Business, Energy and Industrial Strategy","Blackpool","40","35","39050","40280"
"In post","2023","Department for Business, Energy and Industrial Strategy","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Brighton and Hove","20","15","35670","32160"
"In post","2023","Department for Business, Energy and Industrial Strategy","Bristol, City of","90","85","39160","35190"
"In post","2023","Department for Business, Energy and Industrial Strategy","Cambridgeshire CC","10","5","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Cardiff and Vale of Glamorgan","1435","1345","33430","30630"
"In post","2023","Department for Business, Energy and Industrial Strategy","Central Hampshire","5","5","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Chorley and West Lancashire","5","5","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","City of Edinburgh","215","210","34560","31120"
"In post","2023","Department for Business, Energy and Industrial Strategy","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Cornwall and Isles of Scilly","5","5","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Coventry","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Croydon","65","60","37030","30570"
"In post","2023","Department for Business, Energy and Industrial Strategy","Darlington","70","70","43370","38020"
"In post","2023","Department for Business, Energy and Industrial Strategy","Derby","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Devon CC","1950","1860","39880","39650"
"In post","2023","Department for Business, Energy and Industrial Strategy","Dorset","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","East Kent","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Glasgow City","100","90","32820","32110"
"In post","2023","Department for Business, Energy and Industrial Strategy","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Greater Manchester South West","410","405","43240","37750"
"In post","2023","Department for Business, Energy and Industrial Strategy","Hackney and Newham","270","260","43020","39650"
"In post","2023","Department for Business, Energy and Industrial Strategy","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Harrow and Hillingdon","25","20","35090","33050"
"In post","2023","Department for Business, Energy and Industrial Strategy","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Hertfordshire CC","10","10","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Hounslow and Richmond upon Thames","90","90","45580","43210"
"In post","2023","Department for Business, Energy and Industrial Strategy","Inverness and Nairn, Moray, and Badenoch and Strathspey","20","20","30290","31580"
"In post","2023","Department for Business, Energy and Industrial Strategy","Isle of Anglesey","5","5","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Leeds","195","180","35120","32310"
"In post","2023","Department for Business, Energy and Industrial Strategy","Lincolnshire CC","35","35","34540","32810"
"In post","2023","Department for Business, Energy and Industrial Strategy","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Manchester","335","320","34600","32110"
"In post","2023","Department for Business, Energy and Industrial Strategy","Medway","45","45","28890","24730"
"In post","2023","Department for Business, Energy and Industrial Strategy","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Monmouthshire and Newport","1640","1545","40520","39960"
"In post","2023","Department for Business, Energy and Industrial Strategy","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","North Hampshire","35","30","35540","35190"
"In post","2023","Department for Business, Energy and Industrial Strategy","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","North Yorkshire CC","5","5","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Nottingham","185","175","33210","32110"
"In post","2023","Department for Business, Energy and Industrial Strategy","Overseas","30","30","34770","37420"
"In post","2023","Department for Business, Energy and Industrial Strategy","Oxfordshire CC","40","40","37860","35150"
"In post","2023","Department for Business, Energy and Industrial Strategy","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Plymouth","55","50","31410","29240"
"In post","2023","Department for Business, Energy and Industrial Strategy","Powys","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Sefton","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Sheffield","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Shetland Islands","5","5","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Shropshire","5","5","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","South Hampshire","10","10","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","South Nottinghamshire","10","10","36480","36410"
"In post","2023","Department for Business, Energy and Industrial Strategy","South Teesside","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","South West Wales","10","10","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Southampton","30","30","34920","34870"
"In post","2023","Department for Business, Energy and Industrial Strategy","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Suffolk CC","110","100","32660","31620"
"In post","2023","Department for Business, Energy and Industrial Strategy","Swansea","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Swindon","100","100","45950","50680"
"In post","2023","Department for Business, Energy and Industrial Strategy","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Thurrock","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Torbay","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Tyneside","225","210","33640","32110"
"In post","2023","Department for Business, Energy and Industrial Strategy","Wandsworth","10","10","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","West Kent","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","West Surrey","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Westminster","5270","5155","51920","54710"
