"Status","Year","Ethnicity","Organisation","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","White","Education and Skills Funding Agency","Department for Education","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Education and Skills Funding Agency","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Estyn","Estyn","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Estyn","Estyn","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Estyn","Estyn","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","FCDO Services","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","FCDO Services","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","FCDO Services","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Food Standards Agency","Food Standards Agency","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Food Standards Agency","Food Standards Agency","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Food Standards Agency","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Food Standards Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Food Standards Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Food Standards Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Forestry and Land Scotland","Scottish Government","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Forestry and Land Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Forestry and Land Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Government Actuary's Department","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Government Actuary's Department","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Government Actuary's Department","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Government Commercial Organisation","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Government Commercial Organisation","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Government Commercial Organisation","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Government Internal Audit Agency","HM Treasury","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Government Internal Audit Agency","HM Treasury","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Government Internal Audit Agency","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Government Legal Department","Attorney General's Departments","Female","40","[c]","52840","52230"
"Leaver Dept.","2023","White","Government Legal Department","Attorney General's Departments","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Government Legal Department","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Government Property Agency","Cabinet Office","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Government Property Agency","Cabinet Office","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Government Property Agency","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Courts and Tribunals Service","Ministry of Justice","Female","205","[c]","26670","21780"
"Leaver Dept.","2023","White","HM Courts and Tribunals Service","Ministry of Justice","Male","85","[c]","32670","23000"
"Leaver Dept.","2023","White","HM Courts and Tribunals Service","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Prison and Probation Service","Ministry of Justice","Female","255","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Prison and Probation Service","Ministry of Justice","Male","235","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Prison and Probation Service","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Female","410","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Male","290","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Treasury (excl. agencies)","HM Treasury","Female","95","[c]","45070","39050"
"Leaver Dept.","2023","White","HM Treasury (excl. agencies)","HM Treasury","Male","95","[c]","52220","52500"
"Leaver Dept.","2023","White","HM Treasury (excl. agencies)","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Health and Safety Executive","Department for Work and Pensions","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Health and Safety Executive","Department for Work and Pensions","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Health and Safety Executive","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Home Office","Home Office","Female","350","[c]","39360","33120"
"Leaver Dept.","2023","White","Home Office","Home Office","Male","270","[c]","40110","32160"
"Leaver Dept.","2023","White","Home Office","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Institute for Apprenticeships and Technical Education","Department for Education","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Institute for Apprenticeships and Technical Education","Department for Education","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Institute for Apprenticeships and Technical Education","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Legal Aid Agency","Ministry of Justice","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Legal Aid Agency","Ministry of Justice","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Legal Aid Agency","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Maritime and Coastguard Agency","Department for Transport","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Maritime and Coastguard Agency","Department for Transport","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Maritime and Coastguard Agency","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Met Office","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Met Office","Department for Business, Energy and Industrial Strategy","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Met Office","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Defence (excl. agencies)","Ministry of Defence","Female","225","[c]","35360","33300"
"Leaver Dept.","2023","White","Ministry of Defence (excl. agencies)","Ministry of Defence","Male","195","[c]","37220","35990"
"Leaver Dept.","2023","White","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Justice (excl. agencies)","Ministry of Justice","Female","175","[c]","43170","41510"
"Leaver Dept.","2023","White","Ministry of Justice (excl. agencies)","Ministry of Justice","Male","115","[c]","42470","39740"
"Leaver Dept.","2023","White","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","National Crime Agency","National Crime Agency","Female","30","[c]","39980","39920"
"Leaver Dept.","2023","White","National Crime Agency","National Crime Agency","Male","35","[c]","39120","38640"
"Leaver Dept.","2023","White","National Crime Agency","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","National Infrastructure Commission","HM Treasury","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","National Infrastructure Commission","HM Treasury","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","National Infrastructure Commission","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","National Records of Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","National Records of Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","National Records of Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","National Savings and Investments","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","National Savings and Investments","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","National Savings and Investments","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Northern Ireland Office","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Northern Ireland Office","Northern Ireland Office","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Northern Ireland Office","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Office for Budget Responsibility","HM Treasury","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Office for Budget Responsibility","HM Treasury","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Office for Budget Responsibility","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Female","30","[c]","40260","33400"
"Leaver Dept.","2023","White","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Office of Rail and Road","Office of Rail and Road","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Office of Rail and Road","Office of Rail and Road","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Office of Rail and Road","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Office of the Public Guardian","Ministry of Justice","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Office of the Public Guardian","Ministry of Justice","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Office of the Public Guardian","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Planning Inspectorate","Department for Levelling Up, Housing and Communities","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Planning Inspectorate","Department for Levelling Up, Housing and Communities","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Planning Inspectorate","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Registers of Scotland","Scottish Government","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Registers of Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Registers of Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Revenue Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Revenue Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Revenue Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Royal Fleet Auxiliary","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Royal Fleet Auxiliary","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Royal Fleet Auxiliary","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Scottish Courts and Tribunals Service","Scottish Government","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Scottish Courts and Tribunals Service","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Scottish Courts and Tribunals Service","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Scottish Forestry","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Scottish Forestry","Scottish Government","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Scottish Forestry","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Scottish Government (excl. agencies)","Scottish Government","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Scottish Government (excl. agencies)","Scottish Government","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Scottish Government (excl. agencies)","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Scottish Prison Service","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Scottish Prison Service","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Scottish Prison Service","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Scottish Public Pensions Agency","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Scottish Public Pensions Agency","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Scottish Public Pensions Agency","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Serious Fraud Office","Attorney General's Departments","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Serious Fraud Office","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Serious Fraud Office","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Social Security Scotland","Scottish Government","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Social Security Scotland","Scottish Government","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Social Security Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Standards and Testing Agency","Department for Education","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Standards and Testing Agency","Department for Education","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Standards and Testing Agency","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Student Awards Agency for Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Student Awards Agency for Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Student Awards Agency for Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Submarine Delivery Agency","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Submarine Delivery Agency","Ministry of Defence","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Submarine Delivery Agency","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Teaching Regulation Agency","Department for Education","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Teaching Regulation Agency","Department for Education","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Teaching Regulation Agency","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","White","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","The National Archives","The National Archives","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","The National Archives","The National Archives","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","The National Archives","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","UK Export Finance","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","UK Export Finance","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","UK Export Finance","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","UK Health Security Agency","Department of Health and Social Care","Female","45","[c]","40890","37070"
"Leaver Dept.","2023","White","UK Health Security Agency","Department of Health and Social Care","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2023","White","UK Health Security Agency","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","UK Hydrographic Office","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","UK Hydrographic Office","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","UK Hydrographic Office","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","UK Space Agency","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","UK Space Agency","Department for Business, Energy and Industrial Strategy","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","UK Space Agency","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","UK Statistics Authority","UK Statistics Authority","Female","100","[c]","34590","31800"
"Leaver Dept.","2023","White","UK Statistics Authority","UK Statistics Authority","Male","60","[c]","37340","31560"
"Leaver Dept.","2023","White","UK Statistics Authority","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","UK Supreme Court","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","UK Supreme Court","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","UK Supreme Court","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Valuation Office Agency","HM Revenue and Customs","Female","30","[c]","32150","26700"
"Leaver Dept.","2023","White","Valuation Office Agency","HM Revenue and Customs","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Valuation Office Agency","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Vehicle Certification Agency","Department for Transport","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Vehicle Certification Agency","Department for Transport","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Vehicle Certification Agency","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Water Services Regulation Authority","Water Services Regulation Authority","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Water Services Regulation Authority","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Water Services Regulation Authority","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Welsh Government (excl. agencies)","Welsh Government","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Welsh Government (excl. agencies)","Welsh Government","Male","35","[c]","40070","38160"
"Leaver Dept.","2023","White","Welsh Government (excl. agencies)","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Welsh Revenue Authority","Welsh Government","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Welsh Revenue Authority","Welsh Government","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Welsh Revenue Authority","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Wilton Park","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Wilton Park","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Wilton Park","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Accountant in Bankruptcy","Scottish Government","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Accountant in Bankruptcy","Scottish Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Accountant in Bankruptcy","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Active Travel England","Department for Transport","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Active Travel England","Department for Transport","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Active Travel England","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Attorney General's Office","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Attorney General's Office","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Attorney General's Office","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Building Digital UK","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Building Digital UK","Department for Digital, Culture, Media and Sport","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Building Digital UK","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Cabinet Office (excl. agencies)","Cabinet Office","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Cabinet Office (excl. agencies)","Cabinet Office","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Central Civil Service Fast Stream","Cabinet Office","Female","30","[c]","28840","28840"
"New entrant CS","2023","Asian","Central Civil Service Fast Stream","Cabinet Office","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Central Civil Service Fast Stream","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
