"Status","Year","Age","Function_of_post","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","30-39","Commercial","Department for Education (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","Department for Education (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","35","35","36930","37300"
"In post","2023","30-39","Commercial","Department for International Trade","Commercial","10","10","41520","42280"
"In post","2023","30-39","Commercial","Department for Levelling Up, Housing and Communities (excl. agencies)","Commercial","10","10","[c]","[c]"
"In post","2023","30-39","Commercial","Department for Transport (excl. agencies)","Commercial","40","40","48340","44160"
"In post","2023","30-39","Commercial","Department for Work and Pensions (excl. agencies)","Project Delivery","10","10","32260","34170"
"In post","2023","30-39","Commercial","Department of Health and Social Care (excl. agencies)","Commercial","15","15","44870","41120"
"In post","2023","30-39","Commercial","Department of Health and Social Care (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","Department of Health and Social Care (excl. agencies)","Unknown","10","10","[c]","[c]"
"In post","2023","30-39","Commercial","Driver and Vehicle Licensing Agency","Commercial","40","40","30960","31660"
"In post","2023","30-39","Commercial","Driver and Vehicle Standards Agency","Commercial","10","10","34140","33390"
"In post","2023","30-39","Commercial","Driver and Vehicle Standards Agency","Policy","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","FCDO Services","Commercial","10","10","40940","38360"
"In post","2023","30-39","Commercial","Food Standards Agency","Commercial","5","5","[c]","[c]"
"In post","2023","30-39","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","Commercial","15","15","39650","34950"
"In post","2023","30-39","Commercial","Government Commercial Organisation","Commercial","300","300","67520","66270"
"In post","2023","30-39","Commercial","Government Commercial Organisation","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","Government Commercial Organisation","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","Government Commercial Organisation","Unknown","15","15","62300","65500"
"In post","2023","30-39","Commercial","HM Land Registry","Commercial","5","5","[c]","[c]"
"In post","2023","30-39","Commercial","HM Revenue and Customs (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","HM Revenue and Customs (excl. agencies)","Operational Delivery","10","10","[c]","[c]"
"In post","2023","30-39","Commercial","HM Revenue and Customs (excl. agencies)","Tax","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","HM Revenue and Customs (excl. agencies)","Unknown","5","5","[c]","[c]"
"In post","2023","30-39","Commercial","HM Treasury (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","Health and Safety Executive","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","Health and Safety Executive","Operational Delivery","5","5","[c]","[c]"
"In post","2023","30-39","Commercial","Home Office","Commercial","25","25","37840","39190"
"In post","2023","30-39","Commercial","Home Office","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","Institute for Apprenticeships and Technical Education","Commercial","5","5","[c]","[c]"
"In post","2023","30-39","Commercial","Intellectual Property Office","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","Maritime and Coastguard Agency","Commercial","5","5","[c]","[c]"
"In post","2023","30-39","Commercial","Medicines and Healthcare Products Regulatory Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","Medicines and Healthcare Products Regulatory Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","5","5","[c]","[c]"
"In post","2023","30-39","Commercial","Met Office","Commercial","5","5","[c]","[c]"
"In post","2023","30-39","Commercial","Met Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","Met Office","Other","40","35","41670","43550"
"In post","2023","30-39","Commercial","Met Office","Policy","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","Met Office","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","Ministry of Defence (excl. agencies)","Commercial","235","230","38290","35800"
"In post","2023","30-39","Commercial","Ministry of Justice (excl. agencies)","Commercial","70","70","34430","36540"
"In post","2023","30-39","Commercial","Ministry of Justice (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","Ministry of Justice (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","Ministry of Justice (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","National Crime Agency","Commercial","5","5","[c]","[c]"
"In post","2023","30-39","Commercial","National Savings and Investments","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","National Savings and Investments","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","Office for Standards in Education, Children's Services and Skills","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","Office of Rail and Road","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","Planning Inspectorate","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","Queen Elizabeth II Centre","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","Queen Elizabeth II Centre","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","Registers of Scotland","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","Scottish Courts and Tribunals Service","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","Scottish Prison Service","Commercial","15","15","36470","37060"
"In post","2023","30-39","Commercial","Submarine Delivery Agency","Commercial","45","45","40260","42620"
"In post","2023","30-39","Commercial","The Insolvency Service","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","The National Archives","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","UK Export Finance","Operational Delivery","35","35","50050","52000"
"In post","2023","30-39","Commercial","UK Health Security Agency","Commercial","25","25","42850","39260"
"In post","2023","30-39","Commercial","UK Hydrographic Office","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","UK Space Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","UK Statistics Authority","Commercial","10","10","39730","37760"
"In post","2023","30-39","Commercial","Valuation Office Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","Water Services Regulation Authority","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","Wilton Park","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","Wilton Park","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","Wilton Park","Other","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","Wilton Park","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Active Travel England","Communications","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Advisory, Conciliation and Arbitration Service","Communications","5","5","[c]","[c]"
"In post","2023","30-39","Communications","Attorney General's Office","Communications","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Building Digital UK","Other","10","10","[c]","[c]"
"In post","2023","30-39","Communications","Cabinet Office (excl. agencies)","Communications","50","50","52040","56430"
"In post","2023","30-39","Communications","Cabinet Office (excl. agencies)","Digital, Data and Technology","10","10","[c]","[c]"
"In post","2023","30-39","Communications","Cabinet Office (excl. agencies)","Human Resources","5","5","[c]","[c]"
"In post","2023","30-39","Communications","Cabinet Office (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Cabinet Office (excl. agencies)","Psychology","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Cabinet Office (excl. agencies)","Unknown","40","40","56080","56430"
"In post","2023","30-39","Communications","Centre for Environment, Fisheries and Aquaculture Science","Communications","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Charity Commission","Communications","5","5","[c]","[c]"
"In post","2023","30-39","Communications","Companies House","Communications","5","5","[c]","[c]"
"In post","2023","30-39","Communications","Competition and Markets Authority","Communications","10","10","[c]","[c]"
"In post","2023","30-39","Communications","Crown Commercial Service","Communications","10","10","38610","39860"
"In post","2023","30-39","Communications","Crown Office and Procurator Fiscal Service","Communications","5","5","[c]","[c]"
"In post","2023","30-39","Communications","Crown Prosecution Service","Communications","15","15","45260","40540"
"In post","2023","30-39","Communications","Defence Equipment and Support","Communications","5","5","[c]","[c]"
"In post","2023","30-39","Communications","Defence Science and Technology Laboratory","Communications","5","5","[c]","[c]"
"In post","2023","30-39","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","35","35","56780","59970"
"In post","2023","30-39","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Department for Digital, Culture, Media and Sport (excl. agencies)","Communications","15","15","60820","58900"
"In post","2023","30-39","Communications","Department for Education (excl. agencies)","Communications","65","65","42230","43250"
"In post","2023","30-39","Communications","Department for Education (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","60","55","44840","40260"
"In post","2023","30-39","Communications","Department for International Trade","Communications","30","30","47470","43300"
"In post","2023","30-39","Communications","Department for International Trade","Other","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Department for Levelling Up, Housing and Communities (excl. agencies)","Communications","25","25","50200","54630"
"In post","2023","30-39","Communications","Department for Transport (excl. agencies)","Communications","30","30","54520","55740"
"In post","2023","30-39","Communications","Department for Transport (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Department for Transport (excl. agencies)","Unknown","5","5","[c]","[c]"
"In post","2023","30-39","Communications","Department for Work and Pensions (excl. agencies)","Communications","15","15","47690","47070"
"In post","2023","30-39","Communications","Department for Work and Pensions (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Department for Work and Pensions (excl. agencies)","Knowledge and Information Management","25","25","50280","48790"
"In post","2023","30-39","Communications","Department for Work and Pensions (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Department of Health and Social Care (excl. agencies)","Communications","5","5","[c]","[c]"
"In post","2023","30-39","Communications","Department of Health and Social Care (excl. agencies)","Unknown","15","15","55020","54690"
"In post","2023","30-39","Communications","Driver and Vehicle Licensing Agency","Communications","20","20","28320","27260"
"In post","2023","30-39","Communications","Driver and Vehicle Standards Agency","Communications","10","10","32200","31070"
"In post","2023","30-39","Communications","Education and Skills Funding Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Estyn","Communications","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","FCDO Services","Communications","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Food Standards Agency","Communications","25","25","37270","37910"
"In post","2023","30-39","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","Communications","30","30","51320","53500"
"In post","2023","30-39","Communications","Government Legal Department","Communications","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","HM Courts and Tribunals Service","Communications","5","5","[c]","[c]"
"In post","2023","30-39","Communications","HM Land Registry","Communications","10","10","[c]","[c]"
"In post","2023","30-39","Communications","HM Prison and Probation Service","Communications","20","20","40650","35230"
"In post","2023","30-39","Communications","HM Revenue and Customs (excl. agencies)","Communications","50","45","46900","42510"
"In post","2023","30-39","Communications","HM Treasury (excl. agencies)","Communications","20","15","50470","53820"
"In post","2023","30-39","Communications","Health and Safety Executive","Communications","10","10","38760","40790"
"In post","2023","30-39","Communications","Home Office","Communications","50","50","54500","59290"
"In post","2023","30-39","Communications","Home Office","Other","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Home Office","Policy","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Institute for Apprenticeships and Technical Education","Communications","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Intellectual Property Office","Communications","15","15","40440","38400"
"In post","2023","30-39","Communications","Legal Aid Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Maritime and Coastguard Agency","Communications","5","5","[c]","[c]"
"In post","2023","30-39","Communications","Medicines and Healthcare Products Regulatory Agency","Communications","15","15","48620","54090"
"In post","2023","30-39","Communications","Met Office","Communications","10","10","[c]","[c]"
"In post","2023","30-39","Communications","Ministry of Defence (excl. agencies)","Communications","100","100","40080","38370"
"In post","2023","30-39","Communications","Ministry of Justice (excl. agencies)","Communications","55","55","47270","43650"
"In post","2023","30-39","Communications","National Crime Agency","Communications","10","10","[c]","[c]"
"In post","2023","30-39","Communications","National Savings and Investments","Communications","5","5","[c]","[c]"
"In post","2023","30-39","Communications","Northern Ireland Office","Communications","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Office for Budget Responsibility","Communications","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Office for Standards in Education, Children's Services and Skills","Communications","15","15","39230","41050"
"In post","2023","30-39","Communications","Office of Gas and Electricity Markets","Communications","25","25","41440","43060"
"In post","2023","30-39","Communications","Office of Qualifications and Examinations Regulation","Communications","5","5","[c]","[c]"
"In post","2023","30-39","Communications","Office of Rail and Road","Communications","5","5","[c]","[c]"
"In post","2023","30-39","Communications","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Communications","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Office of the Secretary of State for Wales","Communications","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Planning Inspectorate","Communications","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Registers of Scotland","Communications","10","10","[c]","[c]"
"In post","2023","30-39","Communications","Rural Payments Agency","Operational Delivery","10","10","31400","30640"
"In post","2023","30-39","Communications","Scottish Courts and Tribunals Service","Communications","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Serious Fraud Office","Communications","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","The Insolvency Service","Communications","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","The National Archives","Communications","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","UK Export Finance","Communications","5","5","[c]","[c]"
"In post","2023","30-39","Communications","UK Export Finance","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","UK Export Finance","Operational Delivery","15","15","68790","70500"
"In post","2023","30-39","Communications","UK Export Finance","Policy","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","UK Health Security Agency","Communications","30","30","47900","45200"
"In post","2023","30-39","Communications","UK Hydrographic Office","Communications","5","5","[c]","[c]"
"In post","2023","30-39","Communications","UK Space Agency","Communications","5","5","[c]","[c]"
"In post","2023","30-39","Communications","UK Statistics Authority","Communications","20","20","38720","37720"
"In post","2023","30-39","Communications","UK Supreme Court","Communications","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Valuation Office Agency","Communications","15","15","35020","34450"
"In post","2023","30-39","Communications","Vehicle Certification Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Water Services Regulation Authority","Communications","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Welsh Revenue Authority","Communications","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Wilton Park","Communications","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","Building Digital UK","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","Cabinet Office (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","Cabinet Office (excl. agencies)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","Cabinet Office (excl. agencies)","Digital, Data and Technology","10","10","54480","59090"
"In post","2023","30-39","Counter Fraud","Cabinet Office (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","Cabinet Office (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","Cabinet Office (excl. agencies)","Unknown","20","20","43450","38460"
"In post","2023","30-39","Counter Fraud","Companies House","Counter Fraud","45","40","25290","25610"
"In post","2023","30-39","Counter Fraud","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","Department for Transport (excl. agencies)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","Department for Work and Pensions (excl. agencies)","Counter Fraud","950","895","29320","28120"
"In post","2023","30-39","Counter Fraud","Department for Work and Pensions (excl. agencies)","Operational Delivery","45","45","30730","29700"
"In post","2023","30-39","Counter Fraud","Driver and Vehicle Standards Agency","Counter Fraud","5","5","[c]","[c]"
"In post","2023","30-39","Counter Fraud","Food Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","HM Revenue and Customs (excl. agencies)","Counter Fraud","575","565","33520","32540"
"In post","2023","30-39","Counter Fraud","HM Revenue and Customs (excl. agencies)","Intelligence Analysis","80","80","39150","35000"
"In post","2023","30-39","Counter Fraud","HM Revenue and Customs (excl. agencies)","International Trade","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","HM Revenue and Customs (excl. agencies)","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2023","30-39","Counter Fraud","HM Revenue and Customs (excl. agencies)","Legal","460","450","33460","32540"
"In post","2023","30-39","Counter Fraud","HM Revenue and Customs (excl. agencies)","Operational Delivery","630","610","33780","34700"
"In post","2023","30-39","Counter Fraud","HM Revenue and Customs (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","HM Revenue and Customs (excl. agencies)","Other","60","55","48020","54680"
"In post","2023","30-39","Counter Fraud","HM Revenue and Customs (excl. agencies)","Tax","465","450","41420","35000"
"In post","2023","30-39","Counter Fraud","HM Revenue and Customs (excl. agencies)","Unknown","80","80","35460","34700"
"In post","2023","30-39","Counter Fraud","Ministry of Defence (excl. agencies)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","National Savings and Investments","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","Planning Inspectorate","Finance","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","Serious Fraud Office","Counter Fraud","50","50","43270","40000"
"In post","2023","30-39","Counter Fraud","Serious Fraud Office","Legal","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","The Insolvency Service","Counter Fraud","30","30","36390","34870"
"In post","2023","30-39","Debt","Department for Work and Pensions (excl. agencies)","Other","475","415","23250","21690"
"In post","2023","30-39","Debt","Department for Work and Pensions (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Debt","HM Revenue and Customs (excl. agencies)","Operational Delivery","915","850","24790","22520"
"In post","2023","30-39","Debt","HM Revenue and Customs (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Debt","HM Revenue and Customs (excl. agencies)","Tax","180","170","23910","22520"
"In post","2023","30-39","Debt","HM Revenue and Customs (excl. agencies)","Unknown","20","15","28780","27650"
"In post","2023","30-39","Debt","Health and Safety Executive","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Active Travel England","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","15","15","39500","36770"
"In post","2023","30-39","Digital, Data & Technology","Animal and Plant Health Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Building Digital UK","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Cabinet Office (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Cabinet Office (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Cabinet Office (excl. agencies)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Cabinet Office (excl. agencies)","Digital, Data and Technology","265","260","52550","56430"
"In post","2023","30-39","Digital, Data & Technology","Cabinet Office (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Cabinet Office (excl. agencies)","Human Resources","20","20","44820","39960"
"In post","2023","30-39","Digital, Data & Technology","Cabinet Office (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Cabinet Office (excl. agencies)","Policy","10","10","47430","41870"
"In post","2023","30-39","Digital, Data & Technology","Cabinet Office (excl. agencies)","Project Delivery","5","5","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Cabinet Office (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Cabinet Office (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Cabinet Office (excl. agencies)","Unknown","95","95","54920","56430"
"In post","2023","30-39","Digital, Data & Technology","Central Civil Service Fast Stream","Digital, Data and Technology","30","30","31170","30130"
"In post","2023","30-39","Digital, Data & Technology","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data and Technology","10","10","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Charity Commission","Digital, Data and Technology","15","15","33470","30170"
"In post","2023","30-39","Digital, Data & Technology","Companies House","Digital, Data and Technology","65","65","40850","38000"
"In post","2023","30-39","Digital, Data & Technology","Competition and Markets Authority","Digital, Data and Technology","30","30","57190","58050"
"In post","2023","30-39","Digital, Data & Technology","Crown Commercial Service","Digital, Data and Technology","40","40","44440","40940"
"In post","2023","30-39","Digital, Data & Technology","Crown Office and Procurator Fiscal Service","Digital, Data and Technology","15","15","41750","36540"
"In post","2023","30-39","Digital, Data & Technology","Crown Prosecution Service","Digital, Data and Technology","25","25","38460","33360"
"In post","2023","30-39","Digital, Data & Technology","Crown Prosecution Service","Knowledge and Information Management","10","10","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Crown Prosecution Service","Policy","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Crown Prosecution Service","Project Delivery","10","10","36120","38940"
"In post","2023","30-39","Digital, Data & Technology","Defence Equipment and Support","Digital, Data and Technology","90","90","37990","34050"
"In post","2023","30-39","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","25","25","47760","42460"
"In post","2023","30-39","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","5","5","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","5","5","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Department for Digital, Culture, Media and Sport (excl. agencies)","Digital, Data and Technology","10","10","52740","53380"
"In post","2023","30-39","Digital, Data & Technology","Department for Education (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Department for Education (excl. agencies)","Digital, Data and Technology","235","230","43330","39590"
"In post","2023","30-39","Digital, Data & Technology","Department for Education (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Department for Education (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Department for Education (excl. agencies)","Geography","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Department for Education (excl. agencies)","Operational Delivery","15","10","37640","37590"
"In post","2023","30-39","Digital, Data & Technology","Department for Education (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Department for Education (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Department for Education (excl. agencies)","Project Delivery","5","5","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Department for Education (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Department for Education (excl. agencies)","Statistics","10","10","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","190","185","44090","49400"
"In post","2023","30-39","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Knowledge and Information Management","10","10","35520","32510"
"In post","2023","30-39","Digital, Data & Technology","Department for International Trade","Communications","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Department for International Trade","Digital, Data and Technology","70","70","54020","52590"
"In post","2023","30-39","Digital, Data & Technology","Department for International Trade","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Department for Levelling Up, Housing and Communities (excl. agencies)","Digital, Data and Technology","45","40","57080","57600"
"In post","2023","30-39","Digital, Data & Technology","Department for Levelling Up, Housing and Communities (excl. agencies)","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Department for Transport (excl. agencies)","Digital, Data and Technology","20","20","41360","37210"
"In post","2023","30-39","Digital, Data & Technology","Department for Transport (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Digital, Data and Technology","815","800","42940","38550"
"In post","2023","30-39","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Finance","10","10","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","Digital, Data and Technology","10","10","57680","54690"
"In post","2023","30-39","Digital, Data & Technology","Driver and Vehicle Licensing Agency","Digital, Data and Technology","195","190","39690","39430"
"In post","2023","30-39","Digital, Data & Technology","Driver and Vehicle Licensing Agency","Security","10","10","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Driver and Vehicle Standards Agency","Digital, Data and Technology","60","60","36670","31660"
"In post","2023","30-39","Digital, Data & Technology","Driver and Vehicle Standards Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Education and Skills Funding Agency","Digital, Data and Technology","25","20","39330","37590"
"In post","2023","30-39","Digital, Data & Technology","Education and Skills Funding Agency","Operational Delivery","[c]","[c]","[c]","[c]"
