"Status","Year","Function_of_post","Region_london","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Digital, Data & Technology","London","SCS level","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","London","SCS level","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","London","SEO/HEO","Female","85","[c]","39090","40470"
"Leaver CS","2023","Digital, Data & Technology","London","SEO/HEO","Male","140","[c]","40080","41300"
"Leaver CS","2023","Digital, Data & Technology","London","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","London","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Outside London","AA/AO","Female","45","[c]","21470","21690"
"Leaver CS","2023","Digital, Data & Technology","Outside London","AA/AO","Male","60","[c]","21590","21600"
"Leaver CS","2023","Digital, Data & Technology","Outside London","EO","Female","85","[c]","27310","27470"
"Leaver CS","2023","Digital, Data & Technology","Outside London","EO","Male","175","[c]","28120","27570"
"Leaver CS","2023","Digital, Data & Technology","Outside London","G6/G7","Female","130","[c]","56680","54540"
"Leaver CS","2023","Digital, Data & Technology","Outside London","G6/G7","Male","290","[c]","59170","57120"
"Leaver CS","2023","Digital, Data & Technology","Outside London","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Outside London","SCS level","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Outside London","SEO/HEO","Female","235","[c]","37380","37690"
"Leaver CS","2023","Digital, Data & Technology","Outside London","SEO/HEO","Male","500","[c]","38350","38470"
"Leaver CS","2023","Digital, Data & Technology","Outside London","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Outside London","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Overseas","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Overseas","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Overseas","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Overseas","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Overseas","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Overseas","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Unknown","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Unknown","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","London","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Finance","London","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Finance","London","EO","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Finance","London","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Finance","London","G6/G7","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","Finance","London","G6/G7","Male","35","[c]","62080","59950"
"Leaver CS","2023","Finance","London","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Finance","London","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Finance","London","SEO/HEO","Female","40","[c]","42280","42480"
"Leaver CS","2023","Finance","London","SEO/HEO","Male","65","[c]","41050","41270"
"Leaver CS","2023","Finance","Outside London","AA/AO","Female","90","[c]","22020","21690"
"Leaver CS","2023","Finance","Outside London","AA/AO","Male","55","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Outside London","EO","Female","65","[c]","27030","27080"
"Leaver CS","2023","Finance","Outside London","EO","Male","50","[c]","26680","26950"
"Leaver CS","2023","Finance","Outside London","G6/G7","Female","45","[c]","57450","56180"
"Leaver CS","2023","Finance","Outside London","G6/G7","Male","60","[c]","60490","59330"
"Leaver CS","2023","Finance","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Outside London","SEO/HEO","Female","110","[c]","37810","37170"
"Leaver CS","2023","Finance","Outside London","SEO/HEO","Male","135","[c]","38420","37670"
"Leaver CS","2023","Finance","Outside London","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Outside London","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Overseas","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Overseas","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Overseas","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Overseas","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Unknown","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Unknown","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Grants Management","Outside London","AA/AO","Female","75","[c]","21650","21300"
"Leaver CS","2023","Grants Management","Outside London","AA/AO","Male","55","[c]","21720","21300"
"Leaver CS","2023","Grants Management","Outside London","EO","Female","30","[c]","25280","25920"
"Leaver CS","2023","Grants Management","Outside London","EO","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Grants Management","Outside London","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Grants Management","Outside London","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","London","AA/AO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","London","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","London","EO","Female","35","[c]","27340","28310"
"Leaver CS","2023","Human Resources","London","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","London","G6/G7","Female","60","[c]","61630","58300"
"Leaver CS","2023","Human Resources","London","G6/G7","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","London","SCS level","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","London","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","London","SEO/HEO","Female","65","[c]","38740","38160"
"Leaver CS","2023","Human Resources","London","SEO/HEO","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","London","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","London","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Outside London","AA/AO","Female","280","[c]","21800","21830"
"Leaver CS","2023","Human Resources","Outside London","AA/AO","Male","90","[c]","21670","21720"
"Leaver CS","2023","Human Resources","Outside London","EO","Female","140","[c]","26790","27070"
"Leaver CS","2023","Human Resources","Outside London","EO","Male","170","[c]","29000","28120"
"Leaver CS","2023","Human Resources","Outside London","G6/G7","Female","70","[c]","57070","54940"
"Leaver CS","2023","Human Resources","Outside London","G6/G7","Male","45","[c]","57870","55210"
"Leaver CS","2023","Human Resources","Outside London","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Outside London","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Outside London","SEO/HEO","Female","175","[c]","36180","34310"
"Leaver CS","2023","Human Resources","Outside London","SEO/HEO","Male","165","[c]","37480","36300"
"Leaver CS","2023","Human Resources","Outside London","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Outside London","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Overseas","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Overseas","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Overseas","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Overseas","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Overseas","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Overseas","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Overseas","SEO/HEO","Female","35","[c]","46150","46130"
"Leaver CS","2023","Human Resources","Overseas","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Unknown","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Unknown","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Unknown","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Unknown","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","London","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","London","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Outside London","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Outside London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Outside London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Outside London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Outside London","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Outside London","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Outside London","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Unknown","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Unknown","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","London","AA/AO","Female","35","[c]","23690","24480"
"Leaver CS","2023","Legal","London","AA/AO","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Legal","London","EO","Female","60","[c]","28580","28170"
"Leaver CS","2023","Legal","London","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Legal","London","G6/G7","Female","130","[c]","60640","59230"
"Leaver CS","2023","Legal","London","G6/G7","Male","105","[c]","62240","63720"
"Leaver CS","2023","Legal","London","SCS level","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Legal","London","SCS level","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Legal","London","SEO/HEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Legal","London","SEO/HEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Outside London","AA/AO","Female","85","[c]","22290","22870"
"Leaver CS","2023","Legal","Outside London","AA/AO","Male","35","[c]","22650","22870"
"Leaver CS","2023","Legal","Outside London","EO","Female","55","[c]","27980","28080"
"Leaver CS","2023","Legal","Outside London","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Outside London","G6/G7","Female","105","[c]","57910","56450"
"Leaver CS","2023","Legal","Outside London","G6/G7","Male","65","[c]","60840","60110"
"Leaver CS","2023","Legal","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Outside London","SEO/HEO","Female","60","[c]","38610","38760"
"Leaver CS","2023","Legal","Outside London","SEO/HEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Overseas","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Overseas","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","London","AA/AO","Female","750","[c]","24590","25480"
"Leaver CS","2023","No function","London","AA/AO","Male","560","[c]","24490","25480"
"Leaver CS","2023","No function","London","EO","Female","990","[c]","30390","31060"
"Leaver CS","2023","No function","London","EO","Male","635","[c]","30550","31060"
"Leaver CS","2023","No function","London","G6/G7","Female","520","[c]","59130","57220"
"Leaver CS","2023","No function","London","G6/G7","Male","590","[c]","59490","57430"
"Leaver CS","2023","No function","London","SCS level","Female","110","[c]","91490","81310"
"Leaver CS","2023","No function","London","SCS level","Male","110","[c]","99850","93000"
"Leaver CS","2023","No function","London","SEO/HEO","Female","975","[c]","37820","37020"
"Leaver CS","2023","No function","London","SEO/HEO","Male","765","[c]","38590","38160"
"Leaver CS","2023","No function","London","Unknown","Female","215","[c]","[c]","[c]"
"Leaver CS","2023","No function","London","Unknown","Male","60","[c]","[c]","[c]"
"Leaver CS","2023","No function","Outside London","AA/AO","Female","6855","[c]","21740","21690"
"Leaver CS","2023","No function","Outside London","AA/AO","Male","5445","[c]","22000","21690"
"Leaver CS","2023","No function","Outside London","EO","Female","3430","[c]","27890","27570"
"Leaver CS","2023","No function","Outside London","EO","Male","2750","[c]","28290","27570"
"Leaver CS","2023","No function","Outside London","G6/G7","Female","420","[c]","61290","56550"
"Leaver CS","2023","No function","Outside London","G6/G7","Male","480","[c]","62290","59590"
"Leaver CS","2023","No function","Outside London","SCS level","Female","50","[c]","96570","94660"
"Leaver CS","2023","No function","Outside London","SCS level","Male","70","[c]","103680","101320"
"Leaver CS","2023","No function","Outside London","SEO/HEO","Female","1595","[c]","37060","36330"
"Leaver CS","2023","No function","Outside London","SEO/HEO","Male","1545","[c]","38290","37420"
"Leaver CS","2023","No function","Outside London","Unknown","Female","1220","[c]","[c]","[c]"
"Leaver CS","2023","No function","Outside London","Unknown","Male","460","[c]","[c]","[c]"
"Leaver CS","2023","No function","Overseas","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Overseas","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Overseas","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Overseas","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Overseas","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Overseas","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Overseas","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Overseas","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","No function","Overseas","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Overseas","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Unknown","AA/AO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","No function","Unknown","AA/AO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","No function","Unknown","EO","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","No function","Unknown","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","No function","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Unknown","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Unknown","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Unknown","Unknown","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Unknown","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","London","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","London","EO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","London","EO","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","London","G6/G7","Female","50","[c]","61930","59730"
"Leaver CS","2023","Project Delivery","London","G6/G7","Male","70","[c]","61720","57540"
"Leaver CS","2023","Project Delivery","London","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","London","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","London","SEO/HEO","Female","75","[c]","37650","35960"
"Leaver CS","2023","Project Delivery","London","SEO/HEO","Male","60","[c]","38050","37910"
"Leaver CS","2023","Project Delivery","Outside London","AA/AO","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Outside London","AA/AO","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Outside London","EO","Female","45","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Outside London","EO","Male","45","[c]","25930","25930"
"Leaver CS","2023","Project Delivery","Outside London","G6/G7","Female","100","[c]","57580","55110"
"Leaver CS","2023","Project Delivery","Outside London","G6/G7","Male","135","[c]","59080","57550"
"Leaver CS","2023","Project Delivery","Outside London","SCS level","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Outside London","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Outside London","SEO/HEO","Female","235","[c]","36540","35700"
"Leaver CS","2023","Project Delivery","Outside London","SEO/HEO","Male","285","[c]","38410","39460"
"Leaver CS","2023","Project Delivery","Outside London","Unknown","Female","40","[c]","37160","33690"
"Leaver CS","2023","Project Delivery","Outside London","Unknown","Male","100","[c]","42800","38790"
"Leaver CS","2023","Project Delivery","Overseas","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Overseas","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Unknown","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Unknown","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","London","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Property","London","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Property","London","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Property","London","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Property","London","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Property","London","G6/G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Property","London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","London","SEO/HEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Property","London","SEO/HEO","Male","30","[c]","45480","46670"
"Leaver CS","2023","Property","Outside London","AA/AO","Female","95","[c]","21380","22010"
"Leaver CS","2023","Property","Outside London","AA/AO","Male","95","[c]","22100","22220"
"Leaver CS","2023","Property","Outside London","EO","Female","40","[c]","26840","27000"
"Leaver CS","2023","Property","Outside London","EO","Male","60","[c]","27290","26890"
"Leaver CS","2023","Property","Outside London","G6/G7","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Property","Outside London","G6/G7","Male","35","[c]","61590","60350"
"Leaver CS","2023","Property","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Outside London","SEO/HEO","Female","70","[c]","38710","38760"
"Leaver CS","2023","Property","Outside London","SEO/HEO","Male","145","[c]","39090","39000"
"Leaver CS","2023","Property","Outside London","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Outside London","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Overseas","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Overseas","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Unknown","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Unknown","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","London","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Security","London","AA/AO","Male","35","[c]","28620","25530"
"Leaver CS","2023","Security","London","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Security","London","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Security","London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","London","G6/G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Security","London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","London","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Security","London","SEO/HEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Security","Outside London","AA/AO","Female","90","[c]","26980","23730"
"Leaver CS","2023","Security","Outside London","AA/AO","Male","480","[c]","28910","27350"
"Leaver CS","2023","Security","Outside London","EO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Security","Outside London","EO","Male","75","[c]","35890","31500"
"Leaver CS","2023","Security","Outside London","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Security","Outside London","G6/G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Security","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Outside London","SEO/HEO","Female","50","[c]","35800","34320"
"Leaver CS","2023","Security","Outside London","SEO/HEO","Male","75","[c]","43570","41740"
"Leaver CS","2023","Security","Outside London","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Outside London","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Overseas","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Overseas","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Unknown","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Unknown","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","London","AA/AO","Female","40","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","London","AA/AO","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","London","EO","Female","100","[c]","26560","27510"
"Leaver CS","2023","Unknown","London","EO","Male","60","[c]","23430","25750"
"Leaver CS","2023","Unknown","London","G6/G7","Female","165","[c]","60030","56550"
"Leaver CS","2023","Unknown","London","G6/G7","Male","130","[c]","65790","65330"
"Leaver CS","2023","Unknown","London","SCS level","Female","35","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","London","SCS level","Male","45","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","London","SEO/HEO","Female","190","[c]","36630","38160"
"Leaver CS","2023","Unknown","London","SEO/HEO","Male","115","[c]","37360","37380"
"Leaver CS","2023","Unknown","Outside London","AA/AO","Female","230","[c]","23980","23340"
"Leaver CS","2023","Unknown","Outside London","AA/AO","Male","200","[c]","24330","23340"
"Leaver CS","2023","Unknown","Outside London","EO","Female","180","[c]","29120","29430"
"Leaver CS","2023","Unknown","Outside London","EO","Male","140","[c]","29980","29450"
"Leaver CS","2023","Unknown","Outside London","G6/G7","Female","160","[c]","64810","65280"
"Leaver CS","2023","Unknown","Outside London","G6/G7","Male","160","[c]","64730","65280"
"Leaver CS","2023","Unknown","Outside London","SCS level","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Outside London","SCS level","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Outside London","SEO/HEO","Female","320","[c]","39610","38330"
"Leaver CS","2023","Unknown","Outside London","SEO/HEO","Male","275","[c]","40850","39580"
"Leaver CS","2023","Unknown","Outside London","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Outside London","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Overseas","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Overseas","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Overseas","G6/G7","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Overseas","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Overseas","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Overseas","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Overseas","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Overseas","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Overseas","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Overseas","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","SEO/HEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Unknown","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Unknown","Male","175","[c]","37700","34250"
