"Status","Year","Age","Ethnicity","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","60-64","Mixed","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Other","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Planning","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Planning Inspectors","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Planning Inspectors","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Policy","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Policy","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Policy","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Policy","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Policy","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Policy","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Project Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Project Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Project Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Property","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Property","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Property","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Property","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Property","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Property","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Psychology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Psychology","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Psychology","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Science and Engineering","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Science and Engineering","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Science and Engineering","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Science and Engineering","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Science and Engineering","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Security","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Security","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Security","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Security","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Security","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Security","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Security","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Social Research","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Social Research","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Statistics","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Statistics","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Statistics","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Tax","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Tax","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Tax","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Tax","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Tax","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Tax","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Tax","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Veterinarian","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Veterinarian","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Veterinarian","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Commercial","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Commercial","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Commercial","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Commercial","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Commercial","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Communications","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Communications","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Communications","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Communications","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Communications","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Counter Fraud","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Counter Fraud","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Counter Fraud","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Finance","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Finance","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Finance","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Finance","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Human Resources","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Human Resources","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Human Resources","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Human Resources","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Human Resources","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Human Resources","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Inspector of Education and Training","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Inspector of Education and Training","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Inspector of Education and Training","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Intelligence Analysis","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Intelligence Analysis","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Intelligence Analysis","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Intelligence Analysis","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Intelligence Analysis","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Internal Audit","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Internal Audit","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","International Trade","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","International Trade","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","International Trade","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","International Trade","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Knowledge and Information Management","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Legal","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Legal","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Legal","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Legal","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Legal","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Medicine","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Medicine","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Medicine","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Medicine","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Medicine","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Medicine","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Medicine","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Medicine","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Operational Delivery","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Operational Research","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Operational Research","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Other","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Other","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Other","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Other","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Other","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Other","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Planning","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Planning Inspectors","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Planning Inspectors","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Policy","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Policy","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Policy","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Policy","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Policy","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Policy","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Project Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Project Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Project Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Property","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Property","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Property","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Property","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Property","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Property","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Psychology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Psychology","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Psychology","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Science and Engineering","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Science and Engineering","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Science and Engineering","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Science and Engineering","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Science and Engineering","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Security","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Security","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Security","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Security","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Security","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Security","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Security","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Social Research","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Social Research","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Statistics","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Statistics","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Statistics","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Tax","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Tax","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Tax","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Tax","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Tax","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Tax","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Tax","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Veterinarian","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Veterinarian","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Veterinarian","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Commercial","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Communications","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Finance","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Finance","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Finance","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Human Resources","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Human Resources","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Human Resources","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Human Resources","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Human Resources","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Human Resources","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Intelligence Analysis","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","International Trade","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Knowledge and Information Management","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Legal","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Legal","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Operational Delivery","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Operational Delivery","AO","55","[c]","22430","21690"
"Leaver CS","2023","60-64","Undeclared","Operational Delivery","EO","55","[c]","29240","28120"
"Leaver CS","2023","60-64","Undeclared","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Operational Delivery","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Operational Delivery","HEO","20","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Operational Delivery","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Operational Delivery","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Other","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Other","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Other","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Other","SCS level","[c]","[c]","[c]","[c]"
