"Status","Year","Age","Ethnicity","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","60-64","Undeclared","Other","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Policy","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Policy","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Policy","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Policy","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Project Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Project Delivery","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Property","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Science and Engineering","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Science and Engineering","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Science and Engineering","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Security","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Security","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Security","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Tax","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Tax","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Tax","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Tax","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Tax","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Commercial","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Commercial","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Communications","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Counter Fraud","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Digital, Data and Technology","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Finance","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Human Resources","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Human Resources","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Human Resources","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Human Resources","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","International Trade","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Legal","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Legal","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Legal","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Legal","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Legal","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Medicine","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Medicine","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Medicine","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Operational Delivery","AA","40","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Operational Delivery","AO","165","[c]","22560","21690"
"Leaver CS","2023","60-64","Unknown","Operational Delivery","EO","70","[c]","29890","28120"
"Leaver CS","2023","60-64","Unknown","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Operational Delivery","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Operational Delivery","HEO","20","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Operational Delivery","SEO","20","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Operational Delivery","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Other","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Other","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Other","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Other","Unknown","30","[c]","46800","38420"
"Leaver CS","2023","60-64","Unknown","Planning Inspectors","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Policy","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Policy","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Policy","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Project Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Project Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Property","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Property","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Property","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Property","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Property","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Psychology","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Science and Engineering","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Science and Engineering","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Science and Engineering","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Science and Engineering","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Security","AA","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Security","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Security","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Security","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Security","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Statistics","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Tax","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Tax","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Tax","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Tax","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Unknown","AA","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Unknown","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Unknown","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Unknown","G6","20","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Unknown","G7","20","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Unknown","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Unknown","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Unknown","SEO","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Veterinarian","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Commercial","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Commercial","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Commercial","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Commercial","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Commercial","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Commercial","SEO","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Communications","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Communications","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Communications","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Communications","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Communications","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Counter Fraud","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Counter Fraud","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Counter Fraud","EO","40","[c]","28210","28120"
"Leaver CS","2023","60-64","White","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Counter Fraud","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Counter Fraud","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Digital, Data and Technology","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Digital, Data and Technology","EO","25","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Digital, Data and Technology","G6","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Digital, Data and Technology","G7","30","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Digital, Data and Technology","HEO","20","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Digital, Data and Technology","SEO","30","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Finance","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Finance","AO","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Finance","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Finance","G6","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Finance","G7","20","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Finance","HEO","30","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Finance","SEO","20","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Human Resources","AA","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Human Resources","AO","60","[c]","22230","22220"
"Leaver CS","2023","60-64","White","Human Resources","EO","45","[c]","29130","28520"
"Leaver CS","2023","60-64","White","Human Resources","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Human Resources","G7","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Human Resources","HEO","40","[c]","35390","34680"
"Leaver CS","2023","60-64","White","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Human Resources","SEO","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Inspector of Education and Training","G6","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Inspector of Education and Training","G7","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Inspector of Education and Training","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Intelligence Analysis","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Intelligence Analysis","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Intelligence Analysis","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Intelligence Analysis","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Intelligence Analysis","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Intelligence Analysis","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Internal Audit","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Internal Audit","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Internal Audit","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","International Trade","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","International Trade","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","International Trade","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","International Trade","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Knowledge and Information Management","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Legal","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Legal","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Legal","G6","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Legal","G7","30","[c]","58540","56450"
"Leaver CS","2023","60-64","White","Legal","HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Legal","SEO","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Medicine","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Medicine","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Medicine","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Medicine","G6","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Medicine","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Medicine","HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Medicine","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Medicine","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Operational Delivery","AA","140","[c]","20040","19500"
"Leaver CS","2023","60-64","White","Operational Delivery","AO","960","[c]","22000","21690"
"Leaver CS","2023","60-64","White","Operational Delivery","EO","780","[c]","28480","28120"
"Leaver CS","2023","60-64","White","Operational Delivery","G6","30","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Operational Delivery","G7","70","[c]","56550","56860"
"Leaver CS","2023","60-64","White","Operational Delivery","HEO","255","[c]","34960","34290"
"Leaver CS","2023","60-64","White","Operational Delivery","SCS level","25","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Operational Delivery","SEO","130","[c]","42520","41510"
"Leaver CS","2023","60-64","White","Operational Delivery","Unknown","125","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Operational Research","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Operational Research","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Other","AA","30","[c]","19930","19680"
"Leaver CS","2023","60-64","White","Other","AO","70","[c]","22190","21690"
"Leaver CS","2023","60-64","White","Other","EO","25","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Other","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Other","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Other","HEO","30","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Other","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Other","SEO","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Planning","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Planning Inspectors","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Planning Inspectors","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Policy","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Policy","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Policy","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Policy","G6","20","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Policy","G7","30","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Policy","HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Policy","SCS level","20","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Policy","SEO","25","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Project Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Project Delivery","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Project Delivery","G6","25","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Project Delivery","G7","35","[c]","[c]","[c]"
