"Status","Year","Age","Disability","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","20-29","Undeclared","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Department for Work and Pensions","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Department of Health and Social Care","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Food Standards Agency","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Foreign, Commonwealth and Development Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","HM Revenue and Customs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","HM Revenue and Customs","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","HM Treasury","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","HM Treasury","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Home Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Home Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Ministry of Justice","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Ministry of Justice","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","National Crime Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Office of Gas and Electricity Markets","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Office of the Secretary of State for Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Office of the Secretary of State for Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Office of the Secretary of State for Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Office of the Secretary of State for Wales","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","UK Statistics Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","UK Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","UK Supreme Court","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Welsh Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Attorney General's Departments","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Attorney General's Departments","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Cabinet Office","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Cabinet Office","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Cabinet Office","Unknown","505","[c]","32820","32000"
"Leaver Dept.","2023","20-29","Unknown","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Competition and Markets Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Department for Business, Energy and Industrial Strategy","Unknown","40","[c]","28880","25160"
"Leaver Dept.","2023","20-29","Unknown","Department for Digital, Culture, Media and Sport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Department for Digital, Culture, Media and Sport","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Department for Education","Heterosexual / straight","55","[c]","35390","33990"
"Leaver Dept.","2023","20-29","Unknown","Department for Education","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Department for Education","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Department for Education","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Department for Environment, Food and Rural Affairs","Unknown","35","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Department for International Trade","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Department for International Trade","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Department for Levelling Up, Housing and Communities","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Department for Levelling Up, Housing and Communities","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Department for Levelling Up, Housing and Communities","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Department for Levelling Up, Housing and Communities","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Department for Transport","Unknown","55","[c]","31120","31640"
"Leaver Dept.","2023","20-29","Unknown","Department for Work and Pensions","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Department for Work and Pensions","Unknown","65","[c]","31560","31060"
"Leaver Dept.","2023","20-29","Unknown","Department of Health and Social Care","Heterosexual / straight","60","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Department of Health and Social Care","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Department of Health and Social Care","Undeclared","65","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Department of Health and Social Care","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Foreign, Commonwealth and Development Office","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Foreign, Commonwealth and Development Office","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","HM Revenue and Customs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","HM Revenue and Customs","Unknown","180","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Home Office","Heterosexual / straight","65","[c]","30810","29890"
"Leaver Dept.","2023","20-29","Unknown","Home Office","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Home Office","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Home Office","Unknown","190","[c]","34910","32160"
"Leaver Dept.","2023","20-29","Unknown","Ministry of Defence","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Ministry of Defence","Unknown","40","[c]","36880","36010"
"Leaver Dept.","2023","20-29","Unknown","Ministry of Justice","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Ministry of Justice","Unknown","130","[c]","30450","28310"
"Leaver Dept.","2023","20-29","Unknown","National Crime Agency","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Northern Ireland Office","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Office for Standards in Education, Children's Services and Skills","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Office of Gas and Electricity Markets","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
