"Status","Year","Age","Function_of_post","Profession_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","No function","Operational Delivery","Essex","15","15","24620","22400"
"In post","2023","16-19","No function","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","20","20","23850","23230"
"In post","2023","16-19","No function","Operational Delivery","Greater Manchester","25","25","24640","22520"
"In post","2023","16-19","No function","Operational Delivery","Hampshire and Isle of Wight","40","40","22850","22310"
"In post","2023","16-19","No function","Operational Delivery","Herefordshire, Worcestershire and Warwickshire","5","5","[c]","[c]"
"In post","2023","16-19","No function","Operational Delivery","Inner London - East","10","10","[c]","[c]"
"In post","2023","16-19","No function","Operational Delivery","Inner London - West","5","5","[c]","[c]"
"In post","2023","16-19","No function","Operational Delivery","Kent","50","50","24100","22400"
"In post","2023","16-19","No function","Operational Delivery","Lancashire","25","25","24010","23230"
"In post","2023","16-19","No function","Operational Delivery","Leicestershire, Rutland and Northamptonshire","20","20","25890","28120"
"In post","2023","16-19","No function","Operational Delivery","Lincolnshire","10","10","25630","24070"
"In post","2023","16-19","No function","Operational Delivery","Merseyside","40","35","22700","22400"
"In post","2023","16-19","No function","Operational Delivery","North Eastern Scotland","5","5","[c]","[c]"
"In post","2023","16-19","No function","Operational Delivery","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Operational Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Operational Delivery","Northumberland, and Tyne and Wear","25","20","22460","22520"
"In post","2023","16-19","No function","Operational Delivery","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Operational Delivery","Outer London - South","10","10","[c]","[c]"
"In post","2023","16-19","No function","Operational Delivery","Outer London - West and North West","20","20","26720","26400"
"In post","2023","16-19","No function","Operational Delivery","Shropshire and Staffordshire","15","15","25590","23230"
"In post","2023","16-19","No function","Operational Delivery","South Yorkshire","15","15","22830","22400"
"In post","2023","16-19","No function","Operational Delivery","Southern Scotland","15","15","20390","20920"
"In post","2023","16-19","No function","Operational Delivery","Surrey, East and West Sussex","10","10","26180","25340"
"In post","2023","16-19","No function","Operational Delivery","Tees Valley and Durham","25","25","24830","23230"
"In post","2023","16-19","No function","Operational Delivery","Unknown","5","5","[c]","[c]"
"In post","2023","16-19","No function","Operational Delivery","West Central Scotland","10","10","22720","22310"
"In post","2023","16-19","No function","Operational Delivery","West Midlands","35","35","23330","22500"
"In post","2023","16-19","No function","Operational Delivery","West Wales and The Valleys","85","75","20760","20390"
"In post","2023","16-19","No function","Operational Delivery","West Yorkshire","40","40","25010","23230"
"In post","2023","16-19","No function","Operational Research","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Operational Research","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Operational Research","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Other","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Other","Devon","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Other","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Other","Gloucestershire, Wiltshire and Bath/Bristol area","10","10","20030","19460"
"In post","2023","16-19","No function","Other","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Other","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Other","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Other","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Policy","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Policy","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Policy","Inner London - West","10","10","[c]","[c]"
"In post","2023","16-19","No function","Policy","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Policy","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Policy","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Policy","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Policy","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Psychology","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Science and Engineering","Devon","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Science and Engineering","East Wales","10","10","[c]","[c]"
"In post","2023","16-19","No function","Science and Engineering","Gloucestershire, Wiltshire and Bath/Bristol area","55","55","18990","18280"
"In post","2023","16-19","No function","Science and Engineering","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Science and Engineering","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Science and Engineering","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Science and Engineering","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Tax","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Tax","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Tax","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Tax","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Tax","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Unknown","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Unknown","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Unknown","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Unknown","Inner London - West","5","5","[c]","[c]"
"In post","2023","16-19","No function","Unknown","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Unknown","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Unknown","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Unknown","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Veterinarian","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","Operational Delivery","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","Operational Delivery","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","Other","Devon","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","Project Delivery","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","Project Delivery","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","Project Delivery","Devon","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","5","5","[c]","[c]"
"In post","2023","16-19","Project Delivery","Project Delivery","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","Project Delivery","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","Project Delivery","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","Project Delivery","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","Project Delivery","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","Project Delivery","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","Science and Engineering","Devon","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","Science and Engineering","Gloucestershire, Wiltshire and Bath/Bristol area","10","10","18320","18280"
"In post","2023","16-19","Property","Operational Delivery","Devon","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Operational Delivery","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Other","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Other","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Other","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Property","Berkshire, Buckinghamshire and Oxfordshire","20","20","23520","23280"
"In post","2023","16-19","Property","Property","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Property","Devon","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Property","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Property","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Property","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Property","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Property","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Property","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Property","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Property","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Property","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Property","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Property","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Property","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Security","Security","Berkshire, Buckinghamshire and Oxfordshire","5","5","[c]","[c]"
"In post","2023","16-19","Security","Security","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Security","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Security","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","16-19","Security","Unknown","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Human Resources","East Wales","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","Human Resources","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Operational Delivery","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Other","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Other","Devon","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Other","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Other","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Other","Unknown","30","30","19370","17400"
"In post","2023","16-19","Unknown","Policy","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Policy","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Policy","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Science and Engineering","Gloucestershire, Wiltshire and Bath/Bristol area","10","10","20780","19430"
"In post","2023","16-19","Unknown","Science and Engineering","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Unknown","Eastern Scotland","15","15","23270","22760"
"In post","2023","16-19","Unknown","Unknown","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Unknown","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Unknown","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Unknown","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Unknown","Southern Scotland","10","5","[c]","[c]"
"In post","2023","16-19","Unknown","Unknown","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Unknown","West Central Scotland","20","20","22650","22180"
"In post","2023","16-19","Unknown","Unknown","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Unknown","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Digital, Data and Technology","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Digital, Data and Technology","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Digital, Data and Technology","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Digital, Data and Technology","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Digital, Data and Technology","Inner London - East","15","15","39010","35410"
"In post","2023","20-29","Analysis","Digital, Data and Technology","Inner London - West","10","10","44990","44340"
