"Status","Year","Function_of_post","Parent_department","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Human Resources","Attorney General's Departments","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Attorney General's Departments","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Attorney General's Departments","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Attorney General's Departments","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Cabinet Office","Female","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Cabinet Office","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Cabinet Office","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Cabinet Office","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Cabinet Office","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Cabinet Office","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Cabinet Office","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Cabinet Office","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Cabinet Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Cabinet Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Chancellor's other departments","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Chancellor's other departments","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Chancellor's other departments","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Chancellor's other departments","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Chancellor's other departments","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Chancellor's other departments","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Chancellor's other departments","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Chancellor's other departments","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Chancellor's other departments","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Chancellor's other departments","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Charity Commission","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Charity Commission","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Charity Commission","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Charity Commission","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Charity Commission","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Charity Commission","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Charity Commission","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Charity Commission","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Charity Commission","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Charity Commission","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Competition and Markets Authority","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Competition and Markets Authority","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Competition and Markets Authority","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Competition and Markets Authority","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Competition and Markets Authority","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Competition and Markets Authority","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Competition and Markets Authority","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Competition and Markets Authority","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Competition and Markets Authority","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Competition and Markets Authority","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Business, Energy and Industrial Strategy","Female","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Business, Energy and Industrial Strategy","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Business, Energy and Industrial Strategy","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Business, Energy and Industrial Strategy","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Business, Energy and Industrial Strategy","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Business, Energy and Industrial Strategy","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Business, Energy and Industrial Strategy","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Business, Energy and Industrial Strategy","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Business, Energy and Industrial Strategy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Business, Energy and Industrial Strategy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Digital, Culture, Media and Sport","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Digital, Culture, Media and Sport","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Digital, Culture, Media and Sport","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Digital, Culture, Media and Sport","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Digital, Culture, Media and Sport","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Digital, Culture, Media and Sport","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Digital, Culture, Media and Sport","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Digital, Culture, Media and Sport","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Digital, Culture, Media and Sport","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Digital, Culture, Media and Sport","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Education","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Education","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Education","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Education","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Education","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Education","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Education","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Education","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Education","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Education","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Environment, Food and Rural Affairs","Female","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Environment, Food and Rural Affairs","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Environment, Food and Rural Affairs","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Environment, Food and Rural Affairs","Female","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Environment, Food and Rural Affairs","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Environment, Food and Rural Affairs","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Environment, Food and Rural Affairs","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Environment, Food and Rural Affairs","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Environment, Food and Rural Affairs","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Environment, Food and Rural Affairs","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for International Trade","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for International Trade","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for International Trade","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for International Trade","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for International Trade","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for International Trade","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for International Trade","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for International Trade","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for International Trade","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for International Trade","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Levelling Up, Housing and Communities","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Levelling Up, Housing and Communities","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Levelling Up, Housing and Communities","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Levelling Up, Housing and Communities","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Levelling Up, Housing and Communities","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Levelling Up, Housing and Communities","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Levelling Up, Housing and Communities","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Levelling Up, Housing and Communities","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Levelling Up, Housing and Communities","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Levelling Up, Housing and Communities","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Transport","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Transport","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Transport","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Transport","Female","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Transport","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Transport","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Transport","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Transport","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Transport","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Transport","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Work and Pensions","Female","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Work and Pensions","Female","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Work and Pensions","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Work and Pensions","Female","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Work and Pensions","Male","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Work and Pensions","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Work and Pensions","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Work and Pensions","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Work and Pensions","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Work and Pensions","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department of Health and Social Care","Female","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department of Health and Social Care","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department of Health and Social Care","Female","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department of Health and Social Care","Female","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department of Health and Social Care","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department of Health and Social Care","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department of Health and Social Care","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department of Health and Social Care","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department of Health and Social Care","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department of Health and Social Care","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Food Standards Agency","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Food Standards Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Food Standards Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Food Standards Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Food Standards Agency","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Food Standards Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Food Standards Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Food Standards Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Food Standards Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Food Standards Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","HM Land Registry","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","HM Land Registry","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","HM Land Registry","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","HM Land Registry","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","HM Land Registry","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","HM Land Registry","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","HM Land Registry","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","HM Land Registry","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","HM Land Registry","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","HM Land Registry","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","HM Revenue and Customs","Female","Heterosexual / straight","35","[c]","34910","32260"
"New entrant CS","2023","Human Resources","HM Revenue and Customs","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","HM Revenue and Customs","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","HM Revenue and Customs","Female","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","HM Revenue and Customs","Male","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","HM Revenue and Customs","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","HM Revenue and Customs","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","HM Revenue and Customs","Male","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","HM Revenue and Customs","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","HM Revenue and Customs","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","HM Treasury","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","HM Treasury","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","HM Treasury","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","HM Treasury","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","HM Treasury","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","HM Treasury","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","HM Treasury","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","HM Treasury","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","HM Treasury","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","HM Treasury","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Home Office","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Home Office","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Home Office","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Home Office","Female","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Home Office","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Home Office","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Home Office","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Home Office","Male","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Home Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Home Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Ministry of Defence","Female","Heterosexual / straight","120","[c]","29510","27080"
"New entrant CS","2023","Human Resources","Ministry of Defence","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Ministry of Defence","Female","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Ministry of Defence","Female","Unknown","90","[c]","32040","27140"
"New entrant CS","2023","Human Resources","Ministry of Defence","Male","Heterosexual / straight","85","[c]","33070","32500"
"New entrant CS","2023","Human Resources","Ministry of Defence","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Ministry of Defence","Male","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Ministry of Defence","Male","Unknown","85","[c]","30190","27420"
"New entrant CS","2023","Human Resources","Ministry of Defence","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Ministry of Defence","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Ministry of Justice","Female","Heterosexual / straight","40","[c]","31160","31270"
"New entrant CS","2023","Human Resources","Ministry of Justice","Female","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Ministry of Justice","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Ministry of Justice","Female","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Ministry of Justice","Male","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Ministry of Justice","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Ministry of Justice","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Ministry of Justice","Male","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Ministry of Justice","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Ministry of Justice","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","National Crime Agency","Female","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","National Crime Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","National Crime Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","National Crime Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","National Crime Agency","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","National Crime Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","National Crime Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","National Crime Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","National Crime Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","National Crime Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Office for Standards in Education, Children's Services and Skills","Female","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Office for Standards in Education, Children's Services and Skills","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Office for Standards in Education, Children's Services and Skills","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Office for Standards in Education, Children's Services and Skills","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Office for Standards in Education, Children's Services and Skills","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Office for Standards in Education, Children's Services and Skills","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Office for Standards in Education, Children's Services and Skills","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Office for Standards in Education, Children's Services and Skills","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Office for Standards in Education, Children's Services and Skills","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Office for Standards in Education, Children's Services and Skills","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Office of Gas and Electricity Markets","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Office of Gas and Electricity Markets","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Office of Gas and Electricity Markets","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Office of Gas and Electricity Markets","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Office of Gas and Electricity Markets","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Office of Gas and Electricity Markets","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Office of Gas and Electricity Markets","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Office of Gas and Electricity Markets","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Office of Gas and Electricity Markets","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Office of Gas and Electricity Markets","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Office of Qualifications and Examinations Regulation","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Office of Qualifications and Examinations Regulation","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Office of Qualifications and Examinations Regulation","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Office of Qualifications and Examinations Regulation","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Office of Qualifications and Examinations Regulation","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Office of Qualifications and Examinations Regulation","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Office of Qualifications and Examinations Regulation","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Office of Qualifications and Examinations Regulation","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Office of Qualifications and Examinations Regulation","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Office of Qualifications and Examinations Regulation","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Office of Rail and Road","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Office of Rail and Road","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Office of Rail and Road","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Office of Rail and Road","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Office of Rail and Road","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Office of Rail and Road","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Office of Rail and Road","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Office of Rail and Road","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Office of Rail and Road","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
