"Status","Year","Function_of_post","Organisation","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Project Delivery","Advisory, Conciliation and Arbitration Service","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Advisory, Conciliation and Arbitration Service","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Animal and Plant Health Agency","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Attorney General's Office","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Building Digital UK","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Building Digital UK","Project Delivery","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Cabinet Office (excl. agencies)","Unknown","London","15","[c]","55620","56550"
"Leaver Dept.","2023","Project Delivery","Cabinet Office (excl. agencies)","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Central Civil Service Fast Stream","Project Delivery","London","40","[c]","31770","32000"
"Leaver Dept.","2023","Project Delivery","Central Civil Service Fast Stream","Project Delivery","Outside London","10","[c]","32440","32960"
"Leaver Dept.","2023","Project Delivery","Central Civil Service Fast Stream","Project Delivery","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Companies House","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Competition and Markets Authority","Project Delivery","London","10","[c]","43150","31430"
"Leaver Dept.","2023","Project Delivery","Competition and Markets Authority","Project Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Crown Commercial Service","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Defence Electronics and Components Agency","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Defence Equipment and Support","Project Delivery","Outside London","15","[c]","35510","32550"
"Leaver Dept.","2023","Project Delivery","Defence Science and Technology Laboratory","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Defence Science and Technology Laboratory","Project Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Department for Digital, Culture, Media and Sport (excl. agencies)","Project Delivery","London","20","[c]","43290","35620"
"Leaver Dept.","2023","Project Delivery","Department for Education (excl. agencies)","Project Delivery","London","15","[c]","42770","41440"
"Leaver Dept.","2023","Project Delivery","Department for Education (excl. agencies)","Project Delivery","Outside London","25","[c]","41860","37590"
"Leaver Dept.","2023","Project Delivery","Department for International Trade","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Department for International Trade","Other","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Department for International Trade","Project Delivery","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Department for International Trade","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Department for Levelling Up, Housing and Communities (excl. agencies)","Project Delivery","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Department for Levelling Up, Housing and Communities (excl. agencies)","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Department for Work and Pensions (excl. agencies)","Project Delivery","London","15","[c]","38540","39150"
"Leaver Dept.","2023","Project Delivery","Department for Work and Pensions (excl. agencies)","Project Delivery","Outside London","25","[c]","36360","34170"
"Leaver Dept.","2023","Project Delivery","Department for Work and Pensions (excl. agencies)","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Department of Health and Social Care (excl. agencies)","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Driver and Vehicle Licensing Agency","Project Delivery","Outside London","15","[c]","32900","31350"
"Leaver Dept.","2023","Project Delivery","Driver and Vehicle Standards Agency","Project Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Education and Skills Funding Agency","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Estyn","Inspector of Education and Training","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Estyn","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","FCDO Services","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Food Standards Agency","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Government Internal Audit Agency","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Government Internal Audit Agency","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","HM Courts and Tribunals Service","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","HM Courts and Tribunals Service","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","HM Revenue and Customs (excl. agencies)","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","HM Revenue and Customs (excl. agencies)","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","HM Revenue and Customs (excl. agencies)","Other","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","HM Revenue and Customs (excl. agencies)","Other","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","HM Revenue and Customs (excl. agencies)","Policy","London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","HM Revenue and Customs (excl. agencies)","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","HM Revenue and Customs (excl. agencies)","Project Delivery","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","HM Revenue and Customs (excl. agencies)","Project Delivery","Outside London","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","HM Revenue and Customs (excl. agencies)","Tax","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","HM Treasury (excl. agencies)","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Health and Safety Executive","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Home Office","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Home Office","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Intellectual Property Office","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Medicines and Healthcare Products Regulatory Agency","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Met Office","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Met Office","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Met Office","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Ministry of Defence (excl. agencies)","Project Delivery","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Ministry of Defence (excl. agencies)","Project Delivery","Outside London","55","[c]","42050","40580"
"Leaver Dept.","2023","Project Delivery","Ministry of Defence (excl. agencies)","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Ministry of Justice (excl. agencies)","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Ministry of Justice (excl. agencies)","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Ministry of Justice (excl. agencies)","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Ministry of Justice (excl. agencies)","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Ministry of Justice (excl. agencies)","Project Delivery","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Ministry of Justice (excl. agencies)","Project Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","National Crime Agency","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","National Crime Agency","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","National Savings and Investments","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Office of Gas and Electricity Markets","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Office of Gas and Electricity Markets","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Queen Elizabeth II Centre","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Registers of Scotland","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Rural Payments Agency","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Standards and Testing Agency","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Standards and Testing Agency","Project Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Submarine Delivery Agency","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Submarine Delivery Agency","Project Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","The Insolvency Service","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","UK Export Finance","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","UK Space Agency","Project Delivery","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","UK Space Agency","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","UK Statistics Authority","Project Delivery","Outside London","15","[c]","35800","36840"
"Leaver Dept.","2023","Project Delivery","Valuation Office Agency","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Valuation Office Agency","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Welsh Revenue Authority","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Wilton Park","Policy","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Building Digital UK","Planning","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Cabinet Office (excl. agencies)","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Cabinet Office (excl. agencies)","Unknown","Outside London","10","[c]","42930","44970"
"Leaver Dept.","2023","Property","Cabinet Office (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Central Civil Service Fast Stream","Property","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Department for Education (excl. agencies)","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Department for Work and Pensions (excl. agencies)","Property","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Department for Work and Pensions (excl. agencies)","Property","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Department of Health and Social Care (excl. agencies)","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Driver and Vehicle Licensing Agency","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Driver and Vehicle Licensing Agency","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Driver and Vehicle Standards Agency","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Food Standards Agency","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Government Property Agency","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Government Property Agency","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Government Property Agency","Finance","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Government Property Agency","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Government Property Agency","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Government Property Agency","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Government Property Agency","Property","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Government Property Agency","Property","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Government Property Agency","Security","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","HM Courts and Tribunals Service","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","HM Courts and Tribunals Service","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","HM Courts and Tribunals Service","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","HM Courts and Tribunals Service","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","HM Revenue and Customs (excl. agencies)","Property","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","HM Revenue and Customs (excl. agencies)","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Health and Safety Executive","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Ministry of Defence (excl. agencies)","Property","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Ministry of Defence (excl. agencies)","Property","Outside London","15","[c]","32240","33300"
"Leaver Dept.","2023","Property","Ministry of Justice (excl. agencies)","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Ministry of Justice (excl. agencies)","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Ministry of Justice (excl. agencies)","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Ministry of Justice (excl. agencies)","Property","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Ministry of Justice (excl. agencies)","Property","Outside London","15","[c]","35960","36870"
"Leaver Dept.","2023","Property","Ministry of Justice (excl. agencies)","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Office for Standards in Education, Children's Services and Skills","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Office of Gas and Electricity Markets","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","UK Health Security Agency","Property","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","UK Statistics Authority","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Valuation Office Agency","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Valuation Office Agency","Operational Delivery","Outside London","50","[c]","25960","22520"
"Leaver Dept.","2023","Property","Valuation Office Agency","Property","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Valuation Office Agency","Property","Outside London","20","[c]","29160","26020"
"Leaver Dept.","2023","Security","Cabinet Office (excl. agencies)","Unknown","London","50","[c]","39110","35580"
"Leaver Dept.","2023","Security","Cabinet Office (excl. agencies)","Unknown","Outside London","55","[c]","31490","32640"
"Leaver Dept.","2023","Security","Cabinet Office (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Department for Education (excl. agencies)","Security","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Department for Education (excl. agencies)","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Department for International Trade","Security","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Driver and Vehicle Licensing Agency","Security","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Driver and Vehicle Standards Agency","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","FCDO Services","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Government Actuary's Department","Security","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Government Legal Department","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","HM Prison and Probation Service","Security","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","HM Prison and Probation Service","Security","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","HM Revenue and Customs (excl. agencies)","Security","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","HM Revenue and Customs (excl. agencies)","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Home Office","Security","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Home Office","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Ministry of Defence (excl. agencies)","Security","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Ministry of Defence (excl. agencies)","Security","Outside London","45","[c]","27570","25000"
"Leaver Dept.","2023","Security","Ministry of Defence (excl. agencies)","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","National Crime Agency","Security","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Northern Ireland Office","Security","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Serious Fraud Office","Security","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","The Insolvency Service","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","UK Statistics Authority","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Animal and Plant Health Agency","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Central Civil Service Fast Stream","Science and Engineering","London","20","[c]","31270","32000"
"Leaver Dept.","2023","Unknown","Central Civil Service Fast Stream","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Central Civil Service Fast Stream","Unknown","London","210","[c]","31790","32000"
"Leaver Dept.","2023","Unknown","Central Civil Service Fast Stream","Unknown","Outside London","50","[c]","31890","32000"
"Leaver Dept.","2023","Unknown","Central Civil Service Fast Stream","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Crown Prosecution Service","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Crown Prosecution Service","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Defence Science and Technology Laboratory","Other","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Defence Science and Technology Laboratory","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for International Trade","Unknown","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Work and Pensions (excl. agencies)","Other","London","15","[c]","53190","54610"
"Leaver Dept.","2023","Unknown","Department for Work and Pensions (excl. agencies)","Policy","London","50","[c]","46750","39150"
"Leaver Dept.","2023","Unknown","Department for Work and Pensions (excl. agencies)","Policy","Outside London","45","[c]","35370","34170"
"Leaver Dept.","2023","Unknown","Department for Work and Pensions (excl. agencies)","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Work and Pensions (excl. agencies)","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Work and Pensions (excl. agencies)","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department of Health and Social Care (excl. agencies)","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department of Health and Social Care (excl. agencies)","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department of Health and Social Care (excl. agencies)","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department of Health and Social Care (excl. agencies)","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department of Health and Social Care (excl. agencies)","Human Resources","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department of Health and Social Care (excl. agencies)","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department of Health and Social Care (excl. agencies)","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department of Health and Social Care (excl. agencies)","Other","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department of Health and Social Care (excl. agencies)","Unknown","London","245","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department of Health and Social Care (excl. agencies)","Unknown","Outside London","70","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department of Health and Social Care (excl. agencies)","Unknown","Unknown","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Disclosure Scotland","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Education Scotland","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Food Standards Scotland","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","London","160","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","Outside London","40","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","Overseas","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Forestry and Land Scotland","Unknown","Outside London","20","[c]","40920","40510"
"Leaver Dept.","2023","Unknown","Government Commercial Organisation","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Institute for Apprenticeships and Technical Education","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Institute for Apprenticeships and Technical Education","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Institute for Apprenticeships and Technical Education","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Institute for Apprenticeships and Technical Education","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Institute for Apprenticeships and Technical Education","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Medicines and Healthcare Products Regulatory Agency","Medicine","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Medicines and Healthcare Products Regulatory Agency","Other","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Medicines and Healthcare Products Regulatory Agency","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","National Records of Scotland","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Northern Ireland Office","Economics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Northern Ireland Office","Operational Delivery","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Northern Ireland Office","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Northern Ireland Office","Other","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Northern Ireland Office","Policy","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Northern Ireland Office","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of Gas and Electricity Markets","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of Gas and Electricity Markets","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of Gas and Electricity Markets","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of Gas and Electricity Markets","Other","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of Gas and Electricity Markets","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of Gas and Electricity Markets","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of Gas and Electricity Markets","Unknown","London","20","[c]","36150","34540"
"Leaver Dept.","2023","Unknown","Office of Gas and Electricity Markets","Unknown","Outside London","15","[c]","30540","31340"
"Leaver Dept.","2023","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Operational Delivery","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Revenue Scotland","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Royal Fleet Auxiliary","Other","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Forestry","Unknown","Outside London","10","[c]","37950","32220"
"Leaver Dept.","2023","Unknown","Scottish Government (excl. agencies)","Unknown","Outside London","45","[c]","45940","42860"
"Leaver Dept.","2023","Unknown","Scottish Government (excl. agencies)","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Prison Service","Other","Outside London","[c]","[c]","[c]","[c]"
