"Status","Year","Age","Function_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","40-49","Human Resources","AA/AO","AO","215","195","22840","22220"
"In post","2023","40-49","Human Resources","EO","EO","710","675","28590","28120"
"In post","2023","40-49","Human Resources","G6/G7","G6","220","215","68350","67310"
"In post","2023","40-49","Human Resources","G6/G7","G7","640","615","55460","55150"
"In post","2023","40-49","Human Resources","SCS level","SCS level","105","105","89400","81600"
"In post","2023","40-49","Human Resources","SEO/HEO","HEO","935","895","36620","34300"
"In post","2023","40-49","Human Resources","SEO/HEO","SEO","670","645","41850","41510"
"In post","2023","40-49","Human Resources","Unknown","Unknown","35","30","39830","38290"
"In post","2023","40-49","Internal Audit","AA/AO","AO","5","5","[c]","[c]"
"In post","2023","40-49","Internal Audit","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Internal Audit","G6/G7","G6","20","20","66130","64280"
"In post","2023","40-49","Internal Audit","G6/G7","G7","45","45","55090","54680"
"In post","2023","40-49","Internal Audit","SCS level","SCS level","10","10","[c]","[c]"
"In post","2023","40-49","Internal Audit","SEO/HEO","HEO","35","35","34900","33990"
"In post","2023","40-49","Internal Audit","SEO/HEO","SEO","60","60","44620","43310"
"In post","2023","40-49","Legal","AA/AO","AA","5","5","[c]","[c]"
"In post","2023","40-49","Legal","AA/AO","AO","305","265","23340","22870"
"In post","2023","40-49","Legal","EO","EO","415","380","28680","28410"
"In post","2023","40-49","Legal","G6/G7","G6","710","655","70700","68900"
"In post","2023","40-49","Legal","G6/G7","G7","1435","1315","56750","55170"
"In post","2023","40-49","Legal","SCS level","SCS level","180","175","86730","82100"
"In post","2023","40-49","Legal","SEO/HEO","HEO","255","245","34750","34850"
"In post","2023","40-49","Legal","SEO/HEO","SEO","190","180","41330","40800"
"In post","2023","40-49","No function","AA/AO","AA","1950","1765","22090","22920"
"In post","2023","40-49","No function","AA/AO","AO","18035","16110","24390","22500"
"In post","2023","40-49","No function","EO","EO","20120","18695","28950","28120"
"In post","2023","40-49","No function","G6/G7","G6","2875","2755","70040","67950"
"In post","2023","40-49","No function","G6/G7","G7","5800","5625","57050","56000"
"In post","2023","40-49","No function","SCS level","SCS level","1565","1490","88110","80000"
"In post","2023","40-49","No function","SEO/HEO","HEO","9955","9595","35290","34700"
"In post","2023","40-49","No function","SEO/HEO","SEO","7180","6935","43620","42420"
"In post","2023","40-49","No function","Unknown","Unknown","5130","4740","33260","30840"
"In post","2023","40-49","Project Delivery","AA/AO","AO","45","40","22940","22520"
"In post","2023","40-49","Project Delivery","EO","EO","350","325","28260","28120"
"In post","2023","40-49","Project Delivery","G6/G7","G6","715","700","69530","69140"
"In post","2023","40-49","Project Delivery","G6/G7","G7","1495","1450","55350","55780"
"In post","2023","40-49","Project Delivery","SCS level","SCS level","260","255","89210","81620"
"In post","2023","40-49","Project Delivery","SEO/HEO","HEO","980","935","34470","34400"
"In post","2023","40-49","Project Delivery","SEO/HEO","SEO","1405","1365","41780","41800"
"In post","2023","40-49","Project Delivery","Unknown","Unknown","340","335","48270","45320"
"In post","2023","40-49","Property","AA/AO","AA","75","70","20250","19770"
"In post","2023","40-49","Property","AA/AO","AO","225","205","23540","22520"
"In post","2023","40-49","Property","EO","EO","300","280","28040","27740"
"In post","2023","40-49","Property","G6/G7","G6","110","110","65090","65410"
"In post","2023","40-49","Property","G6/G7","G7","320","315","55520","55720"
"In post","2023","40-49","Property","SCS level","SCS level","30","30","91300","85880"
"In post","2023","40-49","Property","SEO/HEO","HEO","435","425","34590","34300"
"In post","2023","40-49","Property","SEO/HEO","SEO","450","435","43000","41800"
"In post","2023","40-49","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Security","AA/AO","AA","395","395","22780","21380"
"In post","2023","40-49","Security","AA/AO","AO","630","625","36230","40880"
"In post","2023","40-49","Security","EO","EO","310","300","33070","28470"
"In post","2023","40-49","Security","G6/G7","G6","90","90","69720","69120"
"In post","2023","40-49","Security","G6/G7","G7","160","160","56840","56970"
"In post","2023","40-49","Security","SCS level","SCS level","35","35","94330","90760"
"In post","2023","40-49","Security","SEO/HEO","HEO","295","290","37200","35240"
"In post","2023","40-49","Security","SEO/HEO","SEO","205","200","43240","42540"
"In post","2023","40-49","Security","Unknown","Unknown","10","10","[c]","[c]"
"In post","2023","40-49","Unknown","AA/AO","AA","360","330","23590","23340"
"In post","2023","40-49","Unknown","AA/AO","AO","430","400","26850","26220"
"In post","2023","40-49","Unknown","EO","EO","1140","1075","30430","30440"
"In post","2023","40-49","Unknown","G6/G7","G6","690","665","74880","74000"
"In post","2023","40-49","Unknown","G6/G7","G7","1515","1450","59350","59890"
"In post","2023","40-49","Unknown","SCS level","SCS level","220","215","86830","83530"
"In post","2023","40-49","Unknown","SEO/HEO","HEO","1410","1345","37430","38330"
"In post","2023","40-49","Unknown","SEO/HEO","SEO","1575","1515","46660","49370"
"In post","2023","40-49","Unknown","Unknown","Unknown","320","320","45890","41630"
"In post","2023","50-59","Analysis","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","AA/AO","AO","25","25","22940","22500"
"In post","2023","50-59","Analysis","EO","EO","115","110","28190","27580"
"In post","2023","50-59","Analysis","G6/G7","G6","170","160","75100","70890"
"In post","2023","50-59","Analysis","G6/G7","G7","415","395","56810","57860"
"In post","2023","50-59","Analysis","SCS level","SCS level","65","65","94150","84420"
"In post","2023","50-59","Analysis","SEO/HEO","HEO","230","220","34600","34300"
"In post","2023","50-59","Analysis","SEO/HEO","SEO","275","255","42060","41120"
"In post","2023","50-59","Commercial","AA/AO","AA","5","5","[c]","[c]"
"In post","2023","50-59","Commercial","AA/AO","AO","65","60","24410","22670"
"In post","2023","50-59","Commercial","EO","EO","155","145","28550","27650"
"In post","2023","50-59","Commercial","G6/G7","G6","265","265","74170","70710"
"In post","2023","50-59","Commercial","G6/G7","G7","475","470","58380","56000"
"In post","2023","50-59","Commercial","SCS level","SCS level","145","140","119400","116020"
"In post","2023","50-59","Commercial","SEO/HEO","HEO","265","255","34490","34300"
"In post","2023","50-59","Commercial","SEO/HEO","SEO","455","450","42510","42620"
"In post","2023","50-59","Commercial","Unknown","Unknown","45","45","50370","45670"
"In post","2023","50-59","Communications","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","AA/AO","AO","50","45","22850","22220"
"In post","2023","50-59","Communications","EO","EO","130","125","29450","29510"
"In post","2023","50-59","Communications","G6/G7","G6","70","65","71060","71130"
"In post","2023","50-59","Communications","G6/G7","G7","130","125","57040","56430"
"In post","2023","50-59","Communications","SCS level","SCS level","30","30","93420","83780"
"In post","2023","50-59","Communications","SEO/HEO","HEO","190","180","35410","34600"
"In post","2023","50-59","Communications","SEO/HEO","SEO","195","190","42970","42510"
"In post","2023","50-59","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","AA/AO","AA","10","10","22070","22200"
"In post","2023","50-59","Counter Fraud","AA/AO","AO","795","700","23120","22520"
"In post","2023","50-59","Counter Fraud","EO","EO","2180","2040","29350","28130"
"In post","2023","50-59","Counter Fraud","G6/G7","G6","130","130","72730","71300"
"In post","2023","50-59","Counter Fraud","G6/G7","G7","345","335","59000","57970"
"In post","2023","50-59","Counter Fraud","SCS level","SCS level","25","25","83560","80500"
"In post","2023","50-59","Counter Fraud","SEO/HEO","HEO","1400","1350","36180","35000"
"In post","2023","50-59","Counter Fraud","SEO/HEO","SEO","685","660","43180","42510"
"In post","2023","50-59","Debt","AA/AO","AA","10","10","21370","21250"
"In post","2023","50-59","Debt","AA/AO","AO","1345","1180","22660","22520"
"In post","2023","50-59","Debt","EO","EO","410","380","29260","28130"
"In post","2023","50-59","Debt","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","50-59","Debt","G6/G7","G7","15","15","57960","57970"
"In post","2023","50-59","Debt","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Debt","SEO/HEO","HEO","110","100","35410","35000"
"In post","2023","50-59","Debt","SEO/HEO","SEO","40","40","42540","42510"
"In post","2023","50-59","Digital, Data & Technology","AA/AO","AA","5","5","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","AA/AO","AO","200","190","23430","22220"
"In post","2023","50-59","Digital, Data & Technology","EO","EO","950","910","29060","28120"
"In post","2023","50-59","Digital, Data & Technology","G6/G7","G6","665","655","69780","68840"
"In post","2023","50-59","Digital, Data & Technology","G6/G7","G7","1615","1590","56290","56040"
"In post","2023","50-59","Digital, Data & Technology","SCS level","SCS level","155","150","99040","92540"
"In post","2023","50-59","Digital, Data & Technology","SEO/HEO","HEO","1425","1390","35380","34640"
"In post","2023","50-59","Digital, Data & Technology","SEO/HEO","SEO","1840","1795","42750","42180"
"In post","2023","50-59","Digital, Data & Technology","Unknown","Unknown","25","25","44440","42670"
"In post","2023","50-59","Finance","AA/AO","AA","30","25","21850","22520"
"In post","2023","50-59","Finance","AA/AO","AO","600","500","22920","22520"
"In post","2023","50-59","Finance","EO","EO","575","550","28670","28120"
"In post","2023","50-59","Finance","G6/G7","G6","300","295","70690","70710"
"In post","2023","50-59","Finance","G6/G7","G7","670","660","56640","56340"
"In post","2023","50-59","Finance","SCS level","SCS level","115","115","95410","88520"
"In post","2023","50-59","Finance","SEO/HEO","HEO","750","725","35340","34670"
"In post","2023","50-59","Finance","SEO/HEO","SEO","875","855","42750","42310"
"In post","2023","50-59","Finance","Unknown","Unknown","15","15","68200","57720"
"In post","2023","50-59","Grants Management","AA/AO","AO","300","275","22150","22150"
"In post","2023","50-59","Grants Management","EO","EO","165","155","26320","26390"
"In post","2023","50-59","Grants Management","G6/G7","G6","10","10","62080","61060"
"In post","2023","50-59","Grants Management","G6/G7","G7","25","25","50590","49690"
"In post","2023","50-59","Grants Management","SCS level","SCS level","5","5","[c]","[c]"
"In post","2023","50-59","Grants Management","SEO/HEO","HEO","90","85","31170","30930"
"In post","2023","50-59","Grants Management","SEO/HEO","SEO","50","50","38660","38150"
"In post","2023","50-59","Human Resources","AA/AO","AA","20","20","21660","21380"
"In post","2023","50-59","Human Resources","AA/AO","AO","315","295","22720","22220"
"In post","2023","50-59","Human Resources","EO","EO","1165","1120","29030","28120"
"In post","2023","50-59","Human Resources","G6/G7","G6","295","290","69850","69890"
"In post","2023","50-59","Human Resources","G6/G7","G7","710","695","56230","56020"
"In post","2023","50-59","Human Resources","SCS level","SCS level","105","105","90080","82880"
"In post","2023","50-59","Human Resources","SEO/HEO","HEO","1095","1065","36410","34450"
"In post","2023","50-59","Human Resources","SEO/HEO","SEO","785","760","42850","41800"
"In post","2023","50-59","Human Resources","Unknown","Unknown","25","20","45040","46380"
"In post","2023","50-59","Internal Audit","AA/AO","AO","5","5","[c]","[c]"
"In post","2023","50-59","Internal Audit","EO","EO","15","15","28850","27470"
"In post","2023","50-59","Internal Audit","G6/G7","G6","45","45","68360","66170"
"In post","2023","50-59","Internal Audit","G6/G7","G7","45","40","54790","55240"
"In post","2023","50-59","Internal Audit","SCS level","SCS level","15","15","101760","1e+05"
"In post","2023","50-59","Internal Audit","SEO/HEO","HEO","40","40","35990","34970"
"In post","2023","50-59","Internal Audit","SEO/HEO","SEO","110","105","46340","45990"
"In post","2023","50-59","Legal","AA/AO","AA","5","5","[c]","[c]"
"In post","2023","50-59","Legal","AA/AO","AO","435","395","23590","22870"
"In post","2023","50-59","Legal","EO","EO","595","550","29210","28850"
"In post","2023","50-59","Legal","G6/G7","G6","500","470","74260","73920"
"In post","2023","50-59","Legal","G6/G7","G7","1325","1235","58790","56940"
"In post","2023","50-59","Legal","SCS level","SCS level","225","220","93780","86920"
"In post","2023","50-59","Legal","SEO/HEO","HEO","340","325","35100","35000"
"In post","2023","50-59","Legal","SEO/HEO","SEO","185","180","42230","42140"
"In post","2023","50-59","Legal","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","No function","AA/AO","AA","3870","3520","22010","22520"
"In post","2023","50-59","No function","AA/AO","AO","25060","22405","24090","22400"
"In post","2023","50-59","No function","EO","EO","28005","25890","29300","28120"
"In post","2023","50-59","No function","G6/G7","G6","2560","2485","72570","70840"
"In post","2023","50-59","No function","G6/G7","G7","5210","5090","57960","56870"
"In post","2023","50-59","No function","SCS level","SCS level","1210","1185","97220","89000"
"In post","2023","50-59","No function","SEO/HEO","HEO","11675","11260","35890","34850"
"In post","2023","50-59","No function","SEO/HEO","SEO","7960","7740","44400","42860"
"In post","2023","50-59","No function","Unknown","Unknown","4845","4535","32390","29050"
"In post","2023","50-59","Project Delivery","AA/AO","AO","85","75","23130","22520"
"In post","2023","50-59","Project Delivery","EO","EO","455","425","28820","28130"
"In post","2023","50-59","Project Delivery","G6/G7","G6","820","805","70750","70550"
"In post","2023","50-59","Project Delivery","G6/G7","G7","1555","1520","56260","56570"
"In post","2023","50-59","Project Delivery","SCS level","SCS level","300","295","94920","86960"
"In post","2023","50-59","Project Delivery","SEO/HEO","HEO","1080","1035","35100","34700"
"In post","2023","50-59","Project Delivery","SEO/HEO","SEO","1570","1535","42300","42140"
"In post","2023","50-59","Project Delivery","Unknown","Unknown","390","385","52610","50330"
"In post","2023","50-59","Property","AA/AO","AA","205","205","19840","18830"
"In post","2023","50-59","Property","AA/AO","AO","335","310","23810","22520"
"In post","2023","50-59","Property","EO","EO","490","465","28610","27810"
"In post","2023","50-59","Property","G6/G7","G6","185","185","68030","66860"
"In post","2023","50-59","Property","G6/G7","G7","470","465","56580","56180"
"In post","2023","50-59","Property","SCS level","SCS level","65","60","92980","85410"
"In post","2023","50-59","Property","SEO/HEO","HEO","615","595","35130","34300"
"In post","2023","50-59","Property","SEO/HEO","SEO","640","620","43680","42860"
"In post","2023","50-59","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Security","AA/AO","AA","970","960","22480","21380"
"In post","2023","50-59","Security","AA/AO","AO","865","850","35250","40880"
