"Status","Year","Function_of_post","Region_ITL3","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Analysis","Hertfordshire CC","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Analysis","Hertfordshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Hertfordshire CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Hertfordshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Inverclyde, East Renfrewshire, and Renfrewshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Inverclyde, East Renfrewshire, and Renfrewshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Inverness and Nairn, Moray, and Badenoch and Strathspey","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Inverness and Nairn, Moray, and Badenoch and Strathspey","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Isle of Anglesey","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Isle of Anglesey","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Isle of Anglesey","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Kent Thames Gateway","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Kent Thames Gateway","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Kingston upon Hull, City of","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Kingston upon Hull, City of","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Kingston upon Hull, City of","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lambeth","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lambeth","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Leeds","Heterosexual / straight","170","160","43010","41610"
"In post","2023","Analysis","Leeds","LGBO","30","30","39460","37680"
"In post","2023","Analysis","Leeds","Undeclared","25","25","[c]","[c]"
"In post","2023","Analysis","Leeds","Unknown","25","25","[c]","[c]"
"In post","2023","Analysis","Leicester","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Leicester","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Leicestershire CC and Rutland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Leicestershire CC and Rutland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lewisham and Southwark","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lewisham and Southwark","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lewisham and Southwark","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lincolnshire CC","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Analysis","Lincolnshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lincolnshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Liverpool","Heterosexual / straight","105","100","46090","42510"
"In post","2023","Analysis","Liverpool","LGBO","10","10","[c]","[c]"
"In post","2023","Analysis","Liverpool","Undeclared","15","15","[c]","[c]"
"In post","2023","Analysis","Liverpool","Unknown","15","15","[c]","[c]"
"In post","2023","Analysis","Luton","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Luton","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Luton","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Manchester","Heterosexual / straight","130","125","38530","35000"
"In post","2023","Analysis","Manchester","LGBO","20","20","[c]","[c]"
"In post","2023","Analysis","Manchester","Undeclared","10","10","[c]","[c]"
"In post","2023","Analysis","Manchester","Unknown","15","15","[c]","[c]"
"In post","2023","Analysis","Medway","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Medway","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Merton, Kingston upon Thames and Sutton","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Analysis","Merton, Kingston upon Thames and Sutton","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Mid Kent","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Mid Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Mid Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Mid Lancashire","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Analysis","Mid Lancashire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Mid Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Mid and East Antrim","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Mid and East Antrim","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Milton Keynes","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Milton Keynes","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Milton Keynes","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Monmouthshire and Newport","Heterosexual / straight","725","695","38780","37760"
"In post","2023","Analysis","Monmouthshire and Newport","LGBO","90","90","38120","37690"
"In post","2023","Analysis","Monmouthshire and Newport","Undeclared","50","50","38960","37760"
"In post","2023","Analysis","Monmouthshire and Newport","Unknown","230","225","39910","37760"
"In post","2023","Analysis","Newry, Mourne and Down","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Newry, Mourne and Down","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North Hampshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North Hampshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North Hampshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North Northamptonshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North Northamptonshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North Nottinghamshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North Yorkshire CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North Yorkshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North Yorkshire CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North Yorkshire CC","Unknown","5","5","[c]","[c]"
"In post","2023","Analysis","North and North East Lincolnshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North and North East Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North and West Norfolk","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North and West Norfolk","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Northumberland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Northumberland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Northumberland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Norwich and East Norfolk","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Norwich and East Norfolk","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Nottingham","Heterosexual / straight","45","45","41310","39410"
"In post","2023","Analysis","Nottingham","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Nottingham","Undeclared","10","10","[c]","[c]"
"In post","2023","Analysis","Nottingham","Unknown","10","10","[c]","[c]"
"In post","2023","Analysis","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Oxfordshire CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Oxfordshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Oxfordshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Peterborough","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Peterborough","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Plymouth","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Analysis","Plymouth","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Plymouth","Unknown","5","5","[c]","[c]"
"In post","2023","Analysis","Portsmouth","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Analysis","Portsmouth","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Portsmouth","Undeclared","5","5","[c]","[c]"
"In post","2023","Analysis","Portsmouth","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Powys","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Powys","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Sandwell","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Sandwell","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Sefton","Heterosexual / straight","35","30","39850","35540"
"In post","2023","Analysis","Sefton","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Sefton","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Sefton","Unknown","5","5","[c]","[c]"
"In post","2023","Analysis","Sheffield","Heterosexual / straight","255","235","46230","43250"
"In post","2023","Analysis","Sheffield","LGBO","25","20","[c]","[c]"
"In post","2023","Analysis","Sheffield","Undeclared","25","25","[c]","[c]"
"In post","2023","Analysis","Sheffield","Unknown","50","50","43210","40310"
"In post","2023","Analysis","Shropshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Shropshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Solihull","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Solihull","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Somerset CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Somerset CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Somerset CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South Hampshire","Heterosexual / straight","380","360","40740","39190"
"In post","2023","Analysis","South Hampshire","LGBO","35","35","35440","32170"
"In post","2023","Analysis","South Hampshire","Undeclared","20","20","[c]","[c]"
"In post","2023","Analysis","South Hampshire","Unknown","95","90","38110","35050"
"In post","2023","Analysis","South Lanarkshire","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Analysis","South Lanarkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South Lanarkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South Nottinghamshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South Nottinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South Teesside","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South Teesside","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South Teesside","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South West Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South West Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South West Wales","Undeclared","[c]","[c]","[c]","[c]"
