"Status","Year","Ethnicity","Organisation","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Unknown","Institute for Apprenticeships and Technical Education","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Intellectual Property Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Intellectual Property Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Intellectual Property Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Intellectual Property Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Legal Aid Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Legal Aid Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Maritime and Coastguard Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Maritime and Coastguard Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Maritime and Coastguard Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Ministry of Defence (excl. agencies)","AA/AO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Ministry of Defence (excl. agencies)","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Ministry of Defence (excl. agencies)","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Ministry of Defence (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Ministry of Defence (excl. agencies)","SEO/HEO","40","[c]","40770","41190"
"Leaver Dept.","2023","Unknown","Ministry of Justice (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Ministry of Justice (excl. agencies)","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Ministry of Justice (excl. agencies)","G6/G7","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Ministry of Justice (excl. agencies)","SEO/HEO","60","[c]","37940","36060"
"Leaver Dept.","2023","Unknown","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","National Crime Agency","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","National Records of Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Northern Ireland Office","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Northern Ireland Office","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of the Public Guardian","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of the Public Guardian","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of the Public Guardian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of the Secretary of State for Wales","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Planning Inspectorate","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Planning Inspectorate","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Registers of Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Registers of Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Registers of Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Revenue Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Royal Fleet Auxiliary","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Rural Payments Agency","AA/AO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Rural Payments Agency","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Rural Payments Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Rural Payments Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Courts and Tribunals Service","AA/AO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Courts and Tribunals Service","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Courts and Tribunals Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Courts and Tribunals Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Government (excl. agencies)","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Government (excl. agencies)","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Government (excl. agencies)","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Prison Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Prison Service","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Prison Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Public Pensions Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Serious Fraud Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Serious Fraud Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Serious Fraud Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Social Security Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Social Security Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Social Security Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Standards and Testing Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Standards and Testing Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Submarine Delivery Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","The Insolvency Service","AA/AO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","The Insolvency Service","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","The Insolvency Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","The Insolvency Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","The National Archives","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","UK Health Security Agency","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","UK Health Security Agency","G6/G7","35","[c]","57080","54690"
"Leaver Dept.","2023","Unknown","UK Health Security Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","UK Health Security Agency","SEO/HEO","60","[c]","35280","36820"
"Leaver Dept.","2023","Unknown","UK Hydrographic Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","UK Hydrographic Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","UK Space Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","UK Space Agency","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","UK Space Agency","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","UK Statistics Authority","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","UK Statistics Authority","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","UK Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","UK Statistics Authority","SEO/HEO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Valuation Office Agency","AA/AO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Valuation Office Agency","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Valuation Office Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Veterinary Medicines Directorate","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Veterinary Medicines Directorate","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Welsh Government (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Welsh Government (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Welsh Revenue Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Welsh Revenue Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Welsh Revenue Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Active Travel England","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Active Travel England","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Advisory, Conciliation and Arbitration Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Advisory, Conciliation and Arbitration Service","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Advisory, Conciliation and Arbitration Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Advisory, Conciliation and Arbitration Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Animal and Plant Health Agency","AA/AO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Animal and Plant Health Agency","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Animal and Plant Health Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Animal and Plant Health Agency","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Attorney General's Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Attorney General's Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Attorney General's Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Building Digital UK","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Building Digital UK","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Building Digital UK","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Building Digital UK","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Cabinet Office (excl. agencies)","AA/AO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Cabinet Office (excl. agencies)","EO","115","[c]","26720","27500"
"Leaver Dept.","2023","White","Cabinet Office (excl. agencies)","G6/G7","235","[c]","58680","56430"
"Leaver Dept.","2023","White","Cabinet Office (excl. agencies)","SCS level","45","[c]","84430","77920"
"Leaver Dept.","2023","White","Cabinet Office (excl. agencies)","SEO/HEO","255","[c]","36910","35650"
"Leaver Dept.","2023","White","Central Civil Service Fast Stream","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Charity Commission","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Charity Commission","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Companies House","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Companies House","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Companies House","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Companies House","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Companies House","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Competition and Markets Authority","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Competition and Markets Authority","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Criminal Injuries Compensation Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Criminal Injuries Compensation Authority","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Criminal Injuries Compensation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Crown Commercial Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Crown Commercial Service","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Crown Commercial Service","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Crown Commercial Service","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Crown Commercial Service","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Crown Office and Procurator Fiscal Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Crown Office and Procurator Fiscal Service","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Crown Office and Procurator Fiscal Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Crown Office and Procurator Fiscal Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Crown Prosecution Service","AA/AO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Crown Prosecution Service","EO","30","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Crown Prosecution Service","G6/G7","20","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Crown Prosecution Service","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Crown Prosecution Service","SEO/HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Defence Electronics and Components Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Defence Equipment and Support","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Defence Equipment and Support","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Defence Equipment and Support","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Defence Equipment and Support","SEO/HEO","30","[c]","37160","37010"
"Leaver Dept.","2023","White","Defence Science and Technology Laboratory","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Defence Science and Technology Laboratory","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Defence Science and Technology Laboratory","G6/G7","20","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Defence Science and Technology Laboratory","SEO/HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","120","[c]","56640","53600"
"Leaver Dept.","2023","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","155","[c]","36600","35050"
"Leaver Dept.","2023","White","Department for Digital, Culture, Media and Sport (excl. agencies)","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Digital, Culture, Media and Sport (excl. agencies)","G6/G7","55","[c]","56160","53490"
"Leaver Dept.","2023","White","Department for Digital, Culture, Media and Sport (excl. agencies)","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Digital, Culture, Media and Sport (excl. agencies)","SEO/HEO","65","[c]","35920","35620"
"Leaver Dept.","2023","White","Department for Education (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Education (excl. agencies)","EO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Education (excl. agencies)","G6/G7","85","[c]","56430","55020"
"Leaver Dept.","2023","White","Department for Education (excl. agencies)","SCS level","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Education (excl. agencies)","SEO/HEO","175","[c]","37800","37590"
"Leaver Dept.","2023","White","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","30","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","75","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","185","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for International Trade","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for International Trade","G6/G7","30","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for International Trade","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for International Trade","SEO/HEO","50","[c]","35650","35010"
"Leaver Dept.","2023","White","Department for Levelling Up, Housing and Communities (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","30","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","80","[c]","55790","54630"
"Leaver Dept.","2023","White","Department for Levelling Up, Housing and Communities (excl. agencies)","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","140","[c]","35440","34310"
"Leaver Dept.","2023","White","Department for Transport (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Transport (excl. agencies)","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Transport (excl. agencies)","G6/G7","40","[c]","59090","55490"
"Leaver Dept.","2023","White","Department for Transport (excl. agencies)","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Transport (excl. agencies)","SEO/HEO","60","[c]","38060","35910"
"Leaver Dept.","2023","White","Department for Work and Pensions (excl. agencies)","AA/AO","415","[c]","21600","21690"
"Leaver Dept.","2023","White","Department for Work and Pensions (excl. agencies)","EO","980","[c]","28320","28120"
"Leaver Dept.","2023","White","Department for Work and Pensions (excl. agencies)","G6/G7","85","[c]","58030","55150"
"Leaver Dept.","2023","White","Department for Work and Pensions (excl. agencies)","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Work and Pensions (excl. agencies)","SEO/HEO","300","[c]","35700","34170"
"Leaver Dept.","2023","White","Department of Health and Social Care (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department of Health and Social Care (excl. agencies)","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department of Health and Social Care (excl. agencies)","G6/G7","55","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department of Health and Social Care (excl. agencies)","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department of Health and Social Care (excl. agencies)","SEO/HEO","90","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Disclosure Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Disclosure Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Driver and Vehicle Licensing Agency","AA/AO","55","[c]","22020","22500"
"Leaver Dept.","2023","White","Driver and Vehicle Licensing Agency","EO","35","[c]","26830","26960"
"Leaver Dept.","2023","White","Driver and Vehicle Licensing Agency","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Driver and Vehicle Licensing Agency","SEO/HEO","70","[c]","34540","31940"
"Leaver Dept.","2023","White","Driver and Vehicle Standards Agency","AA/AO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Driver and Vehicle Standards Agency","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Driver and Vehicle Standards Agency","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Driver and Vehicle Standards Agency","SEO/HEO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Education Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Education and Skills Funding Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Education and Skills Funding Agency","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Education and Skills Funding Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Education and Skills Funding Agency","SEO/HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Estyn","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Estyn","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","FCDO Services","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","FCDO Services","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","FCDO Services","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Food Standards Agency","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Food Standards Agency","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Food Standards Agency","SEO/HEO","30","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Food Standards Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Foreign, Commonwealth and Development Office (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Foreign, Commonwealth and Development Office (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Forestry and Land Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Forestry and Land Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Forestry and Land Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Forestry and Land Scotland","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Government Actuary's Department","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Government Actuary's Department","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Government Actuary's Department","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Government Actuary's Department","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Government Commercial Organisation","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Government Commercial Organisation","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Government Internal Audit Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Government Internal Audit Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Government Internal Audit Agency","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Government Legal Department","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Government Legal Department","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Government Legal Department","G6/G7","30","[c]","58590","56340"
"Leaver Dept.","2023","White","Government Legal Department","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Government Legal Department","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Government Property Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Government Property Agency","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Government Property Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Government Property Agency","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Courts and Tribunals Service","AA/AO","175","[c]","21630","21780"
"Leaver Dept.","2023","White","HM Courts and Tribunals Service","EO","45","[c]","26770","25830"
"Leaver Dept.","2023","White","HM Courts and Tribunals Service","G6/G7","20","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Courts and Tribunals Service","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Courts and Tribunals Service","SEO/HEO","45","[c]","36500","36050"
"Leaver Dept.","2023","White","HM Crown Prosecution Service Inspectorate","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Crown Prosecution Service Inspectorate","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Prison and Probation Service","AA/AO","235","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Prison and Probation Service","EO","65","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Prison and Probation Service","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Prison and Probation Service","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Prison and Probation Service","SEO/HEO","85","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Prison and Probation Service","Unknown","95","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Revenue and Customs (excl. agencies)","AA/AO","290","[c]","[c]","[c]"
