"Status","Year","Ethnicity","Organisation","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","White","Cabinet Office (excl. agencies)","AA/AO","280","260","22370","21720"
"In post","2023","White","Cabinet Office (excl. agencies)","EO","420","400","26750","27100"
"In post","2023","White","Cabinet Office (excl. agencies)","G6/G7","1500","1465","59090","56430"
"In post","2023","White","Cabinet Office (excl. agencies)","SCS level","315","305","94320","83000"
"In post","2023","White","Cabinet Office (excl. agencies)","SEO/HEO","1300","1265","37290","36680"
"In post","2023","White","Central Civil Service Fast Stream","SEO/HEO","1170","1170","30660","30130"
"In post","2023","White","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","20","20","[c]","[c]"
"In post","2023","White","Centre for Environment, Fisheries and Aquaculture Science","EO","135","125","26000","25920"
"In post","2023","White","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","125","120","52560","49400"
"In post","2023","White","Centre for Environment, Fisheries and Aquaculture Science","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","White","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","320","305","33760","30820"
"In post","2023","White","Charity Commission","AA/AO","10","10","[c]","[c]"
"In post","2023","White","Charity Commission","EO","70","70","25810","25300"
"In post","2023","White","Charity Commission","G6/G7","50","45","56300","52240"
"In post","2023","White","Charity Commission","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","White","Charity Commission","SEO/HEO","215","205","34090","30550"
"In post","2023","White","Companies House","AA/AO","340","300","22680","23240"
"In post","2023","White","Companies House","EO","235","220","27610","26060"
"In post","2023","White","Companies House","G6/G7","90","85","57860","55830"
"In post","2023","White","Companies House","SCS level","5","5","[c]","[c]"
"In post","2023","White","Companies House","SEO/HEO","280","270","39460","40500"
"In post","2023","White","Competition and Markets Authority","AA/AO","5","5","[c]","[c]"
"In post","2023","White","Competition and Markets Authority","EO","30","30","29010","28760"
"In post","2023","White","Competition and Markets Authority","G6/G7","345","330","67280","66140"
"In post","2023","White","Competition and Markets Authority","SCS level","105","100","108790","102320"
"In post","2023","White","Competition and Markets Authority","SEO/HEO","140","135","38500","35920"
"In post","2023","White","Criminal Injuries Compensation Authority","AA/AO","90","80","21630","21780"
"In post","2023","White","Criminal Injuries Compensation Authority","EO","70","65","26020","25830"
"In post","2023","White","Criminal Injuries Compensation Authority","G6/G7","10","10","[c]","[c]"
"In post","2023","White","Criminal Injuries Compensation Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","White","Criminal Injuries Compensation Authority","SEO/HEO","75","70","32740","31270"
"In post","2023","White","Crown Commercial Service","AA/AO","10","10","[c]","[c]"
"In post","2023","White","Crown Commercial Service","EO","80","75","26540","26410"
"In post","2023","White","Crown Commercial Service","G6/G7","155","150","56690","53160"
"In post","2023","White","Crown Commercial Service","SCS level","15","15","[c]","[c]"
"In post","2023","White","Crown Commercial Service","SEO/HEO","340","330","36780","39860"
"In post","2023","White","Crown Office and Procurator Fiscal Service","AA/AO","720","655","24000","24490"
"In post","2023","White","Crown Office and Procurator Fiscal Service","EO","370","360","30280","29450"
"In post","2023","White","Crown Office and Procurator Fiscal Service","G6/G7","650","615","61870","58850"
"In post","2023","White","Crown Office and Procurator Fiscal Service","SCS level","25","25","[c]","[c]"
"In post","2023","White","Crown Office and Procurator Fiscal Service","SEO/HEO","455","435","37640","37940"
"In post","2023","White","Crown Prosecution Service","AA/AO","1045","970","23040","22870"
"In post","2023","White","Crown Prosecution Service","EO","1100","1025","28300","28200"
"In post","2023","White","Crown Prosecution Service","G6/G7","2215","2055","58460","56450"
"In post","2023","White","Crown Prosecution Service","SCS level","80","80","95140","87430"
"In post","2023","White","Crown Prosecution Service","SEO/HEO","825","795","36380","35550"
"In post","2023","White","Defence Electronics and Components Agency","AA/AO","90","85","20890","22210"
"In post","2023","White","Defence Electronics and Components Agency","EO","210","200","29090","28710"
"In post","2023","White","Defence Electronics and Components Agency","G6/G7","10","10","[c]","[c]"
"In post","2023","White","Defence Electronics and Components Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","White","Defence Electronics and Components Agency","SEO/HEO","90","90","36600","34680"
"In post","2023","White","Defence Equipment and Support","AA/AO","1210","1150","22570","21630"
"In post","2023","White","Defence Equipment and Support","EO","610","580","27480","27050"
"In post","2023","White","Defence Equipment and Support","G6/G7","1675","1625","58250","55790"
"In post","2023","White","Defence Equipment and Support","SCS level","105","100","103500","95670"
"In post","2023","White","Defence Equipment and Support","SEO/HEO","5085","4890","38150","38790"
"In post","2023","White","Defence Science and Technology Laboratory","AA/AO","100","100","20770","19430"
"In post","2023","White","Defence Science and Technology Laboratory","EO","205","195","24630","24630"
"In post","2023","White","Defence Science and Technology Laboratory","G6/G7","1835","1750","54180","49260"
"In post","2023","White","Defence Science and Technology Laboratory","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","White","Defence Science and Technology Laboratory","SEO/HEO","1745","1690","35050","36210"
"In post","2023","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","35","35","25020","25900"
"In post","2023","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","210","205","28070","28510"
"In post","2023","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","2025","1965","59590","57710"
"In post","2023","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","270","260","84870","77480"
"In post","2023","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","1445","1425","39470","39860"
"In post","2023","White","Department for Digital, Culture, Media and Sport (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","White","Department for Digital, Culture, Media and Sport (excl. agencies)","EO","80","80","28040","27780"
"In post","2023","White","Department for Digital, Culture, Media and Sport (excl. agencies)","G6/G7","630","615","57450","54950"
"In post","2023","White","Department for Digital, Culture, Media and Sport (excl. agencies)","SCS level","95","90","88240","78830"
"In post","2023","White","Department for Digital, Culture, Media and Sport (excl. agencies)","SEO/HEO","425","420","36910","35620"
"In post","2023","White","Department for Education (excl. agencies)","AA/AO","50","45","22610","22020"
"In post","2023","White","Department for Education (excl. agencies)","EO","405","390","27160","26940"
"In post","2023","White","Department for Education (excl. agencies)","G6/G7","2160","2070","57620","55020"
"In post","2023","White","Department for Education (excl. agencies)","SCS level","210","200","84720","76510"
"In post","2023","White","Department for Education (excl. agencies)","SEO/HEO","2335","2250","36860","37590"
"In post","2023","White","Department for Education (excl. agencies)","Unknown","5","5","[c]","[c]"
"In post","2023","White","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","65","55","22970","22150"
"In post","2023","White","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","320","300","26770","25920"
"In post","2023","White","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","1820","1760","54740","54330"
"In post","2023","White","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","170","165","83600","78260"
"In post","2023","White","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","2245","2165","35910","37300"
"In post","2023","White","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Department for International Trade","AA/AO","10","10","[c]","[c]"
"In post","2023","White","Department for International Trade","EO","125","125","28700","29280"
"In post","2023","White","Department for International Trade","G6/G7","805","795","59400","55640"
"In post","2023","White","Department for International Trade","SCS level","115","110","88900","78980"
"In post","2023","White","Department for International Trade","SEO/HEO","900","890","39000","39690"
"In post","2023","White","Department for Levelling Up, Housing and Communities (excl. agencies)","AA/AO","35","30","25940","24320"
"In post","2023","White","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","135","130","29080","28850"
"In post","2023","White","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","1055","1025","57600","54630"
"In post","2023","White","Department for Levelling Up, Housing and Communities (excl. agencies)","SCS level","135","130","86200","78840"
"In post","2023","White","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","860","840","37210","37540"
"In post","2023","White","Department for Transport (excl. agencies)","AA/AO","75","65","28800","26510"
"In post","2023","White","Department for Transport (excl. agencies)","EO","155","145","29770","30720"
"In post","2023","White","Department for Transport (excl. agencies)","G6/G7","1020","995","61930","57310"
"In post","2023","White","Department for Transport (excl. agencies)","SCS level","190","185","90340","81250"
"In post","2023","White","Department for Transport (excl. agencies)","SEO/HEO","755","740","39780","39820"
"In post","2023","White","Department for Work and Pensions (excl. agencies)","AA/AO","19250","16475","21870","21690"
"In post","2023","White","Department for Work and Pensions (excl. agencies)","EO","30815","27295","28460","28120"
"In post","2023","White","Department for Work and Pensions (excl. agencies)","G6/G7","3070","2940","57970","55000"
"In post","2023","White","Department for Work and Pensions (excl. agencies)","SCS level","230","225","90060","81500"
"In post","2023","White","Department for Work and Pensions (excl. agencies)","SEO/HEO","9715","9125","36410","34170"
"In post","2023","White","Department of Health and Social Care (excl. agencies)","AA/AO","15","15","[c]","[c]"
"In post","2023","White","Department of Health and Social Care (excl. agencies)","EO","150","145","27790","28770"
"In post","2023","White","Department of Health and Social Care (excl. agencies)","G6/G7","980","935","58870","54690"
"In post","2023","White","Department of Health and Social Care (excl. agencies)","SCS level","200","190","90560","80860"
"In post","2023","White","Department of Health and Social Care (excl. agencies)","SEO/HEO","765","740","37840","38120"
"In post","2023","White","Disclosure Scotland","AA/AO","125","115","24470","24890"
"In post","2023","White","Disclosure Scotland","EO","35","35","31570","31940"
"In post","2023","White","Disclosure Scotland","G6/G7","20","20","[c]","[c]"
"In post","2023","White","Disclosure Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","White","Disclosure Scotland","SEO/HEO","60","55","41940","41330"
"In post","2023","White","Driver and Vehicle Licensing Agency","AA/AO","3215","2710","21650","22500"
"In post","2023","White","Driver and Vehicle Licensing Agency","EO","775","730","27300","27260"
"In post","2023","White","Driver and Vehicle Licensing Agency","G6/G7","245","235","63820","59920"
"In post","2023","White","Driver and Vehicle Licensing Agency","SCS level","5","5","[c]","[c]"
"In post","2023","White","Driver and Vehicle Licensing Agency","SEO/HEO","880","845","37560","34850"
"In post","2023","White","Driver and Vehicle Standards Agency","AA/AO","660","605","25370","24900"
"In post","2023","White","Driver and Vehicle Standards Agency","EO","1635","1495","28830","27450"
"In post","2023","White","Driver and Vehicle Standards Agency","G6/G7","105","105","55230","52710"
"In post","2023","White","Driver and Vehicle Standards Agency","SCS level","10","10","[c]","[c]"
"In post","2023","White","Driver and Vehicle Standards Agency","SEO/HEO","755","735","36090","33850"
"In post","2023","White","Education Scotland","AA/AO","25","20","[c]","[c]"
"In post","2023","White","Education Scotland","EO","10","10","[c]","[c]"
"In post","2023","White","Education Scotland","G6/G7","160","155","73700","79110"
"In post","2023","White","Education Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","White","Education Scotland","SEO/HEO","35","35","45070","44890"
"In post","2023","White","Education and Skills Funding Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","White","Education and Skills Funding Agency","EO","35","35","27460","26940"
"In post","2023","White","Education and Skills Funding Agency","G6/G7","175","170","56000","52150"
"In post","2023","White","Education and Skills Funding Agency","SCS level","15","15","[c]","[c]"
"In post","2023","White","Education and Skills Funding Agency","SEO/HEO","325","310","35960","37590"
"In post","2023","White","Estyn","AA/AO","10","10","[c]","[c]"
"In post","2023","White","Estyn","EO","25","20","[c]","[c]"
"In post","2023","White","Estyn","G6/G7","70","65","77130","78500"
"In post","2023","White","Estyn","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","White","Estyn","SEO/HEO","10","10","[c]","[c]"
"In post","2023","White","FCDO Services","AA/AO","110","110","27600","26100"
"In post","2023","White","FCDO Services","EO","165","160","30140","29400"
"In post","2023","White","FCDO Services","G6/G7","195","175","64180","62130"
"In post","2023","White","FCDO Services","SCS level","5","5","[c]","[c]"
"In post","2023","White","FCDO Services","SEO/HEO","380","375","42250","42160"
"In post","2023","White","FCDO Services","Unknown","45","45","24970","23800"
"In post","2023","White","Food Standards Agency","AA/AO","5","5","[c]","[c]"
"In post","2023","White","Food Standards Agency","EO","345","325","28390","28090"
"In post","2023","White","Food Standards Agency","G6/G7","235","230","56600","55850"
"In post","2023","White","Food Standards Agency","SCS level","25","25","[c]","[c]"
"In post","2023","White","Food Standards Agency","SEO/HEO","570","555","36380","37730"
"In post","2023","White","Food Standards Scotland","AA/AO","10","10","[c]","[c]"
"In post","2023","White","Food Standards Scotland","EO","60","60","30690","30440"
"In post","2023","White","Food Standards Scotland","G6/G7","15","15","[c]","[c]"
"In post","2023","White","Food Standards Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","White","Food Standards Scotland","SEO/HEO","85","80","39990","38330"
"In post","2023","White","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","175","170","26590","25700"
"In post","2023","White","Foreign, Commonwealth and Development Office (excl. agencies)","EO","365","350","30650","31050"
"In post","2023","White","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","2065","2010","61470","60070"
"In post","2023","White","Foreign, Commonwealth and Development Office (excl. agencies)","SCS level","445","440","87530","79320"
"In post","2023","White","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","1670","1650","38940","38540"
"In post","2023","White","Forestry and Land Scotland","AA/AO","455","435","27950","28140"
"In post","2023","White","Forestry and Land Scotland","EO","270","260","33560","33260"
"In post","2023","White","Forestry and Land Scotland","G6/G7","35","35","64750","62270"
"In post","2023","White","Forestry and Land Scotland","SCS level","5","5","[c]","[c]"
"In post","2023","White","Forestry and Land Scotland","SEO/HEO","245","235","43050","41500"
"In post","2023","White","Government Actuary's Department","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","White","Government Actuary's Department","EO","15","15","[c]","[c]"
"In post","2023","White","Government Actuary's Department","G6/G7","95","85","90830","84290"
"In post","2023","White","Government Actuary's Department","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","White","Government Actuary's Department","SEO/HEO","30","30","42390","41460"
"In post","2023","White","Government Commercial Organisation","G6/G7","960","945","68090","66270"
"In post","2023","White","Government Commercial Organisation","SCS level","185","180","122500","119760"
"In post","2023","White","Government Commercial Organisation","SEO/HEO","70","65","40130","40130"
"In post","2023","White","Government Internal Audit Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","White","Government Internal Audit Agency","EO","10","10","[c]","[c]"
"In post","2023","White","Government Internal Audit Agency","G6/G7","155","145","57490","55940"
"In post","2023","White","Government Internal Audit Agency","SCS level","20","20","[c]","[c]"
"In post","2023","White","Government Internal Audit Agency","SEO/HEO","160","145","40940","42700"
"In post","2023","White","Government Legal Department","AA/AO","10","10","[c]","[c]"
"In post","2023","White","Government Legal Department","EO","160","155","29980","29880"
"In post","2023","White","Government Legal Department","G6/G7","1130","1035","60990","62830"
"In post","2023","White","Government Legal Department","SCS level","150","140","85200","79190"
"In post","2023","White","Government Legal Department","SEO/HEO","145","140","39170","38860"
"In post","2023","White","Government Property Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","White","Government Property Agency","EO","10","10","[c]","[c]"
"In post","2023","White","Government Property Agency","G6/G7","155","155","56680","56150"
"In post","2023","White","Government Property Agency","SCS level","20","20","[c]","[c]"
"In post","2023","White","Government Property Agency","SEO/HEO","85","80","37270","38380"
"In post","2023","White","HM Courts and Tribunals Service","AA/AO","6180","5310","21860","21780"
"In post","2023","White","HM Courts and Tribunals Service","EO","1920","1800","26630","25830"
"In post","2023","White","HM Courts and Tribunals Service","G6/G7","570","555","58560","56080"
"In post","2023","White","HM Courts and Tribunals Service","SCS level","65","65","86090","79500"
"In post","2023","White","HM Courts and Tribunals Service","SEO/HEO","1865","1745","37310","37680"
"In post","2023","White","HM Courts and Tribunals Service","Unknown","10","10","[c]","[c]"
"In post","2023","White","HM Crown Prosecution Service Inspectorate","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","White","HM Crown Prosecution Service Inspectorate","G6/G7","10","10","[c]","[c]"
"In post","2023","White","HM Crown Prosecution Service Inspectorate","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","White","HM Crown Prosecution Service Inspectorate","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","White","HM Land Registry","AA/AO","920","850","23430","23390"
"In post","2023","White","HM Land Registry","EO","1830","1605","28340","28080"
"In post","2023","White","HM Land Registry","G6/G7","245","235","62550","61730"
"In post","2023","White","HM Land Registry","SCS level","20","20","[c]","[c]"
"In post","2023","White","HM Land Registry","SEO/HEO","1855","1655","38140","34850"
"In post","2023","White","HM Prison and Probation Service","AA/AO","20920","19570","28980","29890"
"In post","2023","White","HM Prison and Probation Service","EO","5815","5535","33340","34170"
"In post","2023","White","HM Prison and Probation Service","G6/G7","790","775","74510","70970"
"In post","2023","White","HM Prison and Probation Service","SCS level","70","65","102620","106090"
"In post","2023","White","HM Prison and Probation Service","SEO/HEO","6050","5830","42370","40660"
"In post","2023","White","HM Prison and Probation Service","Unknown","14685","13695","30830","29050"
"In post","2023","White","HM Revenue and Customs (excl. agencies)","AA/AO","10540","9100","22630","22520"
"In post","2023","White","HM Revenue and Customs (excl. agencies)","EO","9140","8435","28660","28130"
"In post","2023","White","HM Revenue and Customs (excl. agencies)","G6/G7","6395","6140","62580","57970"
"In post","2023","White","HM Revenue and Customs (excl. agencies)","SCS level","390","380","87550","81430"
"In post","2023","White","HM Revenue and Customs (excl. agencies)","SEO/HEO","15900","15160","38350","35150"
"In post","2023","White","HM Treasury (excl. agencies)","AA/AO","35","30","22860","22120"
"In post","2023","White","HM Treasury (excl. agencies)","EO","155","150","26830","26080"
"In post","2023","White","HM Treasury (excl. agencies)","G6/G7","690","680","58330","54440"
"In post","2023","White","HM Treasury (excl. agencies)","SCS level","115","110","85380","78620"
"In post","2023","White","HM Treasury (excl. agencies)","SEO/HEO","495","490","34570","33630"
"In post","2023","White","Health and Safety Executive","AA/AO","230","205","22880","23500"
"In post","2023","White","Health and Safety Executive","EO","375","355","28170","27320"
"In post","2023","White","Health and Safety Executive","G6/G7","465","450","61580","58210"
"In post","2023","White","Health and Safety Executive","SCS level","35","30","88890","82650"
"In post","2023","White","Health and Safety Executive","SEO/HEO","1065","1010","43600","40840"
"In post","2023","White","Home Office","AA/AO","4255","3740","22520","22400"
"In post","2023","White","Home Office","EO","9095","8390","27210","26180"
"In post","2023","White","Home Office","G6/G7","2915","2845","61860","59400"
"In post","2023","White","Home Office","SCS level","275","275","89840","83260"
"In post","2023","White","Home Office","SEO/HEO","6920","6680","36850","36180"
"In post","2023","White","Home Office","Unknown","115","110","[c]","[c]"
"In post","2023","White","Institute for Apprenticeships and Technical Education","AA/AO","5","5","[c]","[c]"
"In post","2023","White","Institute for Apprenticeships and Technical Education","EO","[c]","[c]","[c]","[c]"
"In post","2023","White","Institute for Apprenticeships and Technical Education","G6/G7","110","105","55740","52110"
"In post","2023","White","Institute for Apprenticeships and Technical Education","SCS level","15","15","[c]","[c]"
"In post","2023","White","Institute for Apprenticeships and Technical Education","SEO/HEO","80","75","36860","37710"
"In post","2023","White","Intellectual Property Office","AA/AO","125","115","22970","23100"
"In post","2023","White","Intellectual Property Office","EO","295","275","27050","25040"
"In post","2023","White","Intellectual Property Office","G6/G7","310","295","62440","61980"
"In post","2023","White","Intellectual Property Office","SCS level","20","20","[c]","[c]"
"In post","2023","White","Intellectual Property Office","SEO/HEO","415","395","40050","41350"
"In post","2023","White","Legal Aid Agency","AA/AO","250","225","21690","21780"
"In post","2023","White","Legal Aid Agency","EO","280","260","26300","25830"
"In post","2023","White","Legal Aid Agency","G6/G7","75","75","60880","58670"
"In post","2023","White","Legal Aid Agency","SCS level","10","5","[c]","[c]"
"In post","2023","White","Legal Aid Agency","SEO/HEO","240","230","37120","37680"
"In post","2023","White","Maritime and Coastguard Agency","AA/AO","150","140","22510","22500"
"In post","2023","White","Maritime and Coastguard Agency","EO","175","170","27240","27190"
"In post","2023","White","Maritime and Coastguard Agency","G6/G7","130","125","56490","57000"
"In post","2023","White","Maritime and Coastguard Agency","SCS level","5","5","[c]","[c]"
"In post","2023","White","Maritime and Coastguard Agency","SEO/HEO","425","415","36820","33850"
"In post","2023","White","Medicines and Healthcare Products Regulatory Agency","AA/AO","5","5","[c]","[c]"
"In post","2023","White","Medicines and Healthcare Products Regulatory Agency","EO","75","75","28350","28220"
"In post","2023","White","Medicines and Healthcare Products Regulatory Agency","G6/G7","290","285","60500","55290"
"In post","2023","White","Medicines and Healthcare Products Regulatory Agency","SCS level","95","90","87460","83580"
"In post","2023","White","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","260","255","39490","41190"
"In post","2023","White","Met Office","AA/AO","115","110","20060","20660"
"In post","2023","White","Met Office","EO","180","175","25840","25940"
"In post","2023","White","Met Office","G6/G7","575","550","51540","48080"
"In post","2023","White","Met Office","SCS level","10","10","[c]","[c]"
"In post","2023","White","Met Office","SEO/HEO","1060","1000","37020","37420"
"In post","2023","White","Ministry of Defence (excl. agencies)","AA/AO","10860","10385","24370","22220"
"In post","2023","White","Ministry of Defence (excl. agencies)","EO","5610","5450","29430","27470"
"In post","2023","White","Ministry of Defence (excl. agencies)","G6/G7","2695","2610","62450","60220"
"In post","2023","White","Ministry of Defence (excl. agencies)","SCS level","315","300","91640","84330"
"In post","2023","White","Ministry of Defence (excl. agencies)","SEO/HEO","9840","9565","39330","38350"
"In post","2023","White","Ministry of Defence (excl. agencies)","Unknown","50","45","44810","42480"
"In post","2023","White","Ministry of Justice (excl. agencies)","AA/AO","160","150","22620","21780"
"In post","2023","White","Ministry of Justice (excl. agencies)","EO","390","380","27780","27170"
"In post","2023","White","Ministry of Justice (excl. agencies)","G6/G7","1350","1310","59900","58780"
"In post","2023","White","Ministry of Justice (excl. agencies)","SCS level","125","125","88240","81790"
"In post","2023","White","Ministry of Justice (excl. agencies)","SEO/HEO","2185","2130","38280","37680"
"In post","2023","White","Ministry of Justice (excl. agencies)","Unknown","30","30","37410","37680"
"In post","2023","White","National Crime Agency","AA/AO","145","135","25890","26140"
"In post","2023","White","National Crime Agency","EO","1860","1810","36150","36040"
"In post","2023","White","National Crime Agency","G6/G7","345","340","66630","66650"
"In post","2023","White","National Crime Agency","SCS level","30","30","105980","94500"
"In post","2023","White","National Crime Agency","SEO/HEO","1930","1885","45610","45610"
"In post","2023","White","National Infrastructure Commission","EO","[c]","[c]","[c]","[c]"
"In post","2023","White","National Infrastructure Commission","G6/G7","25","25","[c]","[c]"
"In post","2023","White","National Infrastructure Commission","SCS level","5","5","[c]","[c]"
"In post","2023","White","National Infrastructure Commission","SEO/HEO","5","5","[c]","[c]"
"In post","2023","White","National Records of Scotland","AA/AO","95","85","25400","24890"
"In post","2023","White","National Records of Scotland","EO","35","30","31940","31940"
"In post","2023","White","National Records of Scotland","G6/G7","40","35","68500","65280"
"In post","2023","White","National Records of Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","White","National Records of Scotland","SEO/HEO","125","120","42740","42860"
"In post","2023","White","National Savings and Investments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","White","National Savings and Investments","EO","15","15","[c]","[c]"
"In post","2023","White","National Savings and Investments","G6/G7","60","60","59170","55590"
"In post","2023","White","National Savings and Investments","SCS level","10","10","[c]","[c]"
"In post","2023","White","National Savings and Investments","SEO/HEO","60","60","42940","43240"
"In post","2023","White","Northern Ireland Office","AA/AO","5","5","[c]","[c]"
"In post","2023","White","Northern Ireland Office","EO","10","10","[c]","[c]"
"In post","2023","White","Northern Ireland Office","G6/G7","30","30","56550","56040"
"In post","2023","White","Northern Ireland Office","SCS level","10","10","[c]","[c]"
"In post","2023","White","Northern Ireland Office","SEO/HEO","55","55","37620","37680"
"In post","2023","White","Office for Budget Responsibility","EO","[c]","[c]","[c]","[c]"
"In post","2023","White","Office for Budget Responsibility","G6/G7","20","15","[c]","[c]"
"In post","2023","White","Office for Budget Responsibility","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","White","Office for Budget Responsibility","SEO/HEO","10","10","[c]","[c]"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","AA/AO","160","145","22440","22490"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","EO","170","165","27310","27140"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","G6/G7","645","635","75000","77470"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","SCS level","25","25","[c]","[c]"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","SEO/HEO","690","670","44880","47750"
"In post","2023","White","Office of Gas and Electricity Markets","AA/AO","25","25","[c]","[c]"
"In post","2023","White","Office of Gas and Electricity Markets","EO","250","245","26030","25600"
"In post","2023","White","Office of Gas and Electricity Markets","G6/G7","465","455","58910","57670"
"In post","2023","White","Office of Gas and Electricity Markets","SCS level","50","50","97370","90620"
"In post","2023","White","Office of Gas and Electricity Markets","SEO/HEO","265","260","35840","34900"
"In post","2023","White","Office of Qualifications and Examinations Regulation","AA/AO","5","5","[c]","[c]"
"In post","2023","White","Office of Qualifications and Examinations Regulation","EO","15","15","[c]","[c]"
"In post","2023","White","Office of Qualifications and Examinations Regulation","G6/G7","100","100","54080","49900"
"In post","2023","White","Office of Qualifications and Examinations Regulation","SCS level","20","20","[c]","[c]"
"In post","2023","White","Office of Qualifications and Examinations Regulation","SEO/HEO","125","115","36730","38380"
"In post","2023","White","Office of Rail and Road","AA/AO","5","5","[c]","[c]"
"In post","2023","White","Office of Rail and Road","EO","15","15","[c]","[c]"
"In post","2023","White","Office of Rail and Road","G6/G7","165","160","62790","61950"
"In post","2023","White","Office of Rail and Road","SCS level","15","15","[c]","[c]"
"In post","2023","White","Office of Rail and Road","SEO/HEO","65","60","40290","40240"
"In post","2023","White","Office of the Public Guardian","AA/AO","235","215","21770","21780"
"In post","2023","White","Office of the Public Guardian","EO","205","195","25880","25830"
"In post","2023","White","Office of the Public Guardian","G6/G7","20","20","[c]","[c]"
"In post","2023","White","Office of the Public Guardian","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","White","Office of the Public Guardian","SEO/HEO","125","120","33650","31270"
"In post","2023","White","Office of the Scottish Charity Regulator","AA/AO","5","5","[c]","[c]"
"In post","2023","White","Office of the Scottish Charity Regulator","EO","10","10","[c]","[c]"
"In post","2023","White","Office of the Scottish Charity Regulator","G6/G7","5","5","[c]","[c]"
"In post","2023","White","Office of the Scottish Charity Regulator","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","White","Office of the Scottish Charity Regulator","SEO/HEO","10","10","[c]","[c]"
"In post","2023","White","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","White","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","EO","[c]","[c]","[c]","[c]"
"In post","2023","White","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","G6/G7","30","25","[c]","[c]"
"In post","2023","White","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SCS level","10","5","[c]","[c]"
"In post","2023","White","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SEO/HEO","15","15","[c]","[c]"
"In post","2023","White","Office of the Secretary of State for Wales","EO","5","5","[c]","[c]"
"In post","2023","White","Office of the Secretary of State for Wales","G6/G7","10","10","[c]","[c]"
"In post","2023","White","Office of the Secretary of State for Wales","SCS level","5","5","[c]","[c]"
"In post","2023","White","Office of the Secretary of State for Wales","SEO/HEO","10","10","[c]","[c]"
"In post","2023","White","Planning Inspectorate","AA/AO","105","95","22360","23250"
"In post","2023","White","Planning Inspectorate","EO","65","60","27200","26590"
"In post","2023","White","Planning Inspectorate","G6/G7","415","370","59940","60050"
"In post","2023","White","Planning Inspectorate","SCS level","5","5","[c]","[c]"
