"Status","Year","Organisation","Profession_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Advisory, Conciliation and Arbitration Service","Commercial","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Communications","Inner London - West","10","10","42200","39360"
"In post","2023","Advisory, Conciliation and Arbitration Service","Communications","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Communications","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","Devon","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","Inner London - West","35","35","51300","49550"
"In post","2023","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","Northumberland, and Tyne and Wear","5","5","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","West Central Scotland","5","5","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Finance","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Finance","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Finance","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Finance","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Finance","Inner London - West","10","10","44970","39950"
"In post","2023","Advisory, Conciliation and Arbitration Service","Finance","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Human Resources","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Human Resources","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Human Resources","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Human Resources","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Human Resources","Inner London - West","10","10","39040","38230"
"In post","2023","Advisory, Conciliation and Arbitration Service","Human Resources","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Human Resources","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Knowledge and Information Management","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Knowledge and Information Management","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","Derbyshire and Nottinghamshire","95","90","30080","29500"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","Devon","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","East Anglia","35","35","34830","34950"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","East Wales","75","70","30780","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","Essex","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","35","35","33170","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","Greater Manchester","135","125","32000","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","Hampshire and Isle of Wight","15","15","35090","35190"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","Inner London - West","90","85","40820","39360"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","Kent","5","5","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","Northumberland, and Tyne and Wear","125","115","30690","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","West Central Scotland","85","75","31920","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","West Midlands","60","55","32240","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","West Wales and The Valleys","5","5","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","West Yorkshire","60","55","33250","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Research","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Research","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Research","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Research","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Policy","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Policy","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Policy","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Policy","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Policy","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Policy","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Policy","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Policy","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Project Delivery","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Project Delivery","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Project Delivery","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Project Delivery","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Project Delivery","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Project Delivery","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Commercial","Derbyshire and Nottinghamshire","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Commercial","Surrey, East and West Sussex","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Digital, Data and Technology","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Digital, Data and Technology","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Digital, Data and Technology","Herefordshire, Worcestershire and Warwickshire","10","10","30720","30320"
"In post","2023","Animal and Plant Health Agency","Digital, Data and Technology","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Bedfordshire and Hertfordshire","10","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Cheshire","20","20","33020","30320"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Cornwall and Isles of Scilly","45","40","27350","25920"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Cumbria","160","150","24780","22150"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Derbyshire and Nottinghamshire","15","15","28920","28850"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Devon","180","165","25600","22150"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Dorset and Somerset","20","20","33200","30320"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","East Anglia","80","75","31480","30320"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","East Wales","100","95","28680","25920"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","East Yorkshire and Northern Lincolnshire","30","25","29300","29150"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Eastern Scotland","40","40","27050","25920"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Essex","35","30","32130","30320"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","125","120","26780","25920"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Greater Manchester","20","20","30260","29150"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Hampshire and Isle of Wight","35","35","30980","29150"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Herefordshire, Worcestershire and Warwickshire","115","105","28150","25920"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Highlands and Islands","20","15","24750","24030"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Inner London - West","15","15","37850","29570"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Kent","60","60","30270","29150"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Lancashire","90","80","29850","25920"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Leicestershire, Rutland and Northamptonshire","15","15","31430","28010"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Lincolnshire","20","15","33820","32220"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","North Eastern Scotland","10","10","32000","26710"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","North Yorkshire","235","230","28370","25920"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Northumberland, and Tyne and Wear","35","30","32120","27560"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Outer London - West and North West","55","55","35500","32720"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Shropshire and Staffordshire","115","110","27110","25920"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Southern Scotland","35","35","28820","25920"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Surrey, East and West Sussex","190","180","32850","29080"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","West Wales and The Valleys","180","160","26630","25920"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Other","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Other","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Other","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Other","Essex","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Other","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Other","Surrey, East and West Sussex","15","15","37140","40260"
"In post","2023","Animal and Plant Health Agency","Other","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Project Delivery","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Project Delivery","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Project Delivery","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Project Delivery","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Project Delivery","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Project Delivery","Herefordshire, Worcestershire and Warwickshire","20","20","35450","34480"
"In post","2023","Animal and Plant Health Agency","Project Delivery","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Project Delivery","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Project Delivery","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Project Delivery","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Project Delivery","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","Cumbria","15","15","25450","25920"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","Derbyshire and Nottinghamshire","15","15","30470","30320"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","Devon","15","15","32640","28760"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","East Anglia","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","Eastern Scotland","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","Herefordshire, Worcestershire and Warwickshire","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","North Yorkshire","10","10","35830","32570"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","Northumberland, and Tyne and Wear","15","15","29730","25920"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","Shropshire and Staffordshire","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","Surrey, East and West Sussex","455","435","33670","29190"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","West Wales and The Valleys","15","15","26850","22500"
"In post","2023","Animal and Plant Health Agency","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Unknown","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Unknown","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Unknown","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Veterinarian","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Veterinarian","Berkshire, Buckinghamshire and Oxfordshire","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Veterinarian","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Veterinarian","Cornwall and Isles of Scilly","15","15","44960","38910"
"In post","2023","Animal and Plant Health Agency","Veterinarian","Cumbria","10","10","43960","38840"
"In post","2023","Animal and Plant Health Agency","Veterinarian","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Veterinarian","Devon","25","20","44450","42810"
"In post","2023","Animal and Plant Health Agency","Veterinarian","Dorset and Somerset","15","15","42340","37330"
"In post","2023","Animal and Plant Health Agency","Veterinarian","East Anglia","10","10","44190","49400"
"In post","2023","Animal and Plant Health Agency","Veterinarian","East Wales","15","15","45360","38740"
"In post","2023","Animal and Plant Health Agency","Veterinarian","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Veterinarian","Eastern Scotland","10","10","43430","38460"
"In post","2023","Animal and Plant Health Agency","Veterinarian","Essex","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Veterinarian","Gloucestershire, Wiltshire and Bath/Bristol area","35","35","34970","30320"
"In post","2023","Animal and Plant Health Agency","Veterinarian","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Veterinarian","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Veterinarian","Herefordshire, Worcestershire and Warwickshire","15","10","45050","46020"
"In post","2023","Animal and Plant Health Agency","Veterinarian","Highlands and Islands","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Veterinarian","Inner London - West","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Veterinarian","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Veterinarian","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Veterinarian","Leicestershire, Rutland and Northamptonshire","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Veterinarian","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Veterinarian","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Veterinarian","North Yorkshire","25","25","38290","37710"
"In post","2023","Animal and Plant Health Agency","Veterinarian","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Veterinarian","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Veterinarian","Shropshire and Staffordshire","15","15","46680","46720"
"In post","2023","Animal and Plant Health Agency","Veterinarian","Southern Scotland","20","15","43400","37750"
"In post","2023","Animal and Plant Health Agency","Veterinarian","Surrey, East and West Sussex","20","20","50160","41960"
"In post","2023","Animal and Plant Health Agency","Veterinarian","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Veterinarian","West Wales and The Valleys","25","25","44630","44500"
"In post","2023","Attorney General's Office","Communications","Inner London - West","5","5","[c]","[c]"
"In post","2023","Attorney General's Office","Corporate Finance","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","Digital, Data and Technology","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","Legal","Inner London - West","20","20","57760","61980"
"In post","2023","Attorney General's Office","Operational Delivery","Inner London - West","5","5","[c]","[c]"
"In post","2023","Attorney General's Office","Other","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","Policy","Inner London - West","10","10","51560","51620"
"In post","2023","Building Digital UK","Counter Fraud","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Counter Fraud","Inner London - West","5","5","[c]","[c]"
"In post","2023","Building Digital UK","Digital, Data and Technology","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Digital, Data and Technology","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Digital, Data and Technology","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Finance","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Finance","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Finance","Inner London - West","10","10","53890","58030"
"In post","2023","Building Digital UK","Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Finance","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Human Resources","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Human Resources","Inner London - West","10","5","[c]","[c]"
"In post","2023","Building Digital UK","Operational Research","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Operational Research","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Operational Research","Inner London - West","15","15","46800","39040"
"In post","2023","Building Digital UK","Operational Research","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Other","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Other","Greater Manchester","20","20","39030","35000"
"In post","2023","Building Digital UK","Other","Inner London - West","25","25","43280","37540"
"In post","2023","Building Digital UK","Other","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Project Delivery","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Project Delivery","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Project Delivery","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Project Delivery","Greater Manchester","30","30","44350","48010"
"In post","2023","Building Digital UK","Project Delivery","Inner London - West","75","75","51220","53030"
"In post","2023","Building Digital UK","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Project Delivery","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Project Delivery","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Commercial","East Anglia","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Commercial","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Commercial","Greater Manchester","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Commercial","Inner London - East","55","50","65560","56430"
"In post","2023","Cabinet Office (excl. agencies)","Commercial","Inner London - West","40","40","61510","56430"
"In post","2023","Cabinet Office (excl. agencies)","Commercial","North Yorkshire","25","25","43910","51290"
"In post","2023","Cabinet Office (excl. agencies)","Commercial","Northumberland, and Tyne and Wear","10","10","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Commercial","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Commercial","West Central Scotland","10","10","41660","38050"
"In post","2023","Cabinet Office (excl. agencies)","Commercial","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Commercial","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Communications","Devon","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Communications","East Wales","[c]","[c]","[c]","[c]"
