"Status","Year","Region_ITL2","Region_ITL3","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Lincolnshire","Lincolnshire CC","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Lincolnshire","Lincolnshire CC","Outside London","SEO/HEO","50","[c]","37090","35230"
"Leaver CS","2023","Lincolnshire","Lincolnshire CC","Outside London","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","Merseyside","East Merseyside","Outside London","AA/AO","20","[c]","22300","21690"
"Leaver CS","2023","Merseyside","East Merseyside","Outside London","EO","35","[c]","28250","28120"
"Leaver CS","2023","Merseyside","East Merseyside","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Merseyside","East Merseyside","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Merseyside","East Merseyside","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Merseyside","East Merseyside","Outside London","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","Merseyside","Liverpool","Outside London","AA/AO","420","[c]","21920","22400"
"Leaver CS","2023","Merseyside","Liverpool","Outside London","EO","190","[c]","26910","26770"
"Leaver CS","2023","Merseyside","Liverpool","Outside London","G6/G7","40","[c]","59300","59000"
"Leaver CS","2023","Merseyside","Liverpool","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Merseyside","Liverpool","Outside London","SEO/HEO","115","[c]","34910","33710"
"Leaver CS","2023","Merseyside","Liverpool","Outside London","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2023","Merseyside","Sefton","Outside London","AA/AO","205","[c]","21560","21730"
"Leaver CS","2023","Merseyside","Sefton","Outside London","EO","125","[c]","26980","27320"
"Leaver CS","2023","Merseyside","Sefton","Outside London","G6/G7","30","[c]","62740","59630"
"Leaver CS","2023","Merseyside","Sefton","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Merseyside","Sefton","Outside London","SEO/HEO","80","[c]","38590","39000"
"Leaver CS","2023","Merseyside","Sefton","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Merseyside","Wirral","Outside London","AA/AO","75","[c]","21940","21690"
"Leaver CS","2023","Merseyside","Wirral","Outside London","EO","35","[c]","27960","28120"
"Leaver CS","2023","Merseyside","Wirral","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Merseyside","Wirral","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Merseyside","Wirral","Outside London","SEO/HEO","25","[c]","38010","34850"
"Leaver CS","2023","Merseyside","Wirral","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","North Eastern Scotland","Aberdeen City and Aberdeenshire","Outside London","AA/AO","50","[c]","26630","24600"
"Leaver CS","2023","North Eastern Scotland","Aberdeen City and Aberdeenshire","Outside London","EO","50","[c]","29930","29100"
"Leaver CS","2023","North Eastern Scotland","Aberdeen City and Aberdeenshire","Outside London","G6/G7","10","[c]","64580","65280"
"Leaver CS","2023","North Eastern Scotland","Aberdeen City and Aberdeenshire","Outside London","SEO/HEO","45","[c]","44010","38330"
"Leaver CS","2023","North Yorkshire","North Yorkshire CC","Outside London","AA/AO","80","[c]","24360","22150"
"Leaver CS","2023","North Yorkshire","North Yorkshire CC","Outside London","EO","45","[c]","29120","27520"
"Leaver CS","2023","North Yorkshire","North Yorkshire CC","Outside London","G6/G7","25","[c]","68520","70100"
"Leaver CS","2023","North Yorkshire","North Yorkshire CC","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","North Yorkshire","North Yorkshire CC","Outside London","SEO/HEO","40","[c]","38390","37740"
"Leaver CS","2023","North Yorkshire","North Yorkshire CC","Outside London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","North Yorkshire","York","Outside London","AA/AO","70","[c]","21370","21440"
"Leaver CS","2023","North Yorkshire","York","Outside London","EO","45","[c]","26540","26670"
"Leaver CS","2023","North Yorkshire","York","Outside London","G6/G7","20","[c]","61690","57360"
"Leaver CS","2023","North Yorkshire","York","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","North Yorkshire","York","Outside London","SEO/HEO","55","[c]","36260","34320"
"Leaver CS","2023","North Yorkshire","York","Outside London","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland","Antrim and Newtownabbey","Outside London","AA/AO","10","[c]","23300","22130"
"Leaver CS","2023","Northern Ireland","Antrim and Newtownabbey","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland","Antrim and Newtownabbey","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland","Antrim and Newtownabbey","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland","Ards and North Down","Outside London","AA/AO","15","[c]","25180","22130"
"Leaver CS","2023","Northern Ireland","Ards and North Down","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland","Ards and North Down","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland","Ards and North Down","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland","Ards and North Down","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland","Armagh City, Banbridge and Craigavon","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland","Armagh City, Banbridge and Craigavon","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland","Belfast","Outside London","AA/AO","90","[c]","22240","22400"
"Leaver CS","2023","Northern Ireland","Belfast","Outside London","EO","55","[c]","27730","26460"
"Leaver CS","2023","Northern Ireland","Belfast","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland","Belfast","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland","Belfast","Outside London","SEO/HEO","30","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland","Causeway Coast and Glens","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland","Derry City and Strabane","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland","Fermanagh and Omagh","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland","Lisburn and Castlereagh","Outside London","AA/AO","10","[c]","23790","22400"
"Leaver CS","2023","Northern Ireland","Lisburn and Castlereagh","Outside London","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland","Lisburn and Castlereagh","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland","Lisburn and Castlereagh","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland","Newry, Mourne and Down","Outside London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland","Newry, Mourne and Down","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northumberland, and Tyne and Wear","Northumberland","Outside London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Northumberland, and Tyne and Wear","Northumberland","Outside London","EO","15","[c]","27360","27570"
"Leaver CS","2023","Northumberland, and Tyne and Wear","Northumberland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northumberland, and Tyne and Wear","Northumberland","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Northumberland, and Tyne and Wear","Northumberland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northumberland, and Tyne and Wear","Sunderland","Outside London","AA/AO","230","[c]","21540","21690"
"Leaver CS","2023","Northumberland, and Tyne and Wear","Sunderland","Outside London","EO","55","[c]","27980","28120"
"Leaver CS","2023","Northumberland, and Tyne and Wear","Sunderland","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Northumberland, and Tyne and Wear","Sunderland","Outside London","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2023","Northumberland, and Tyne and Wear","Sunderland","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Northumberland, and Tyne and Wear","Tyneside","Outside London","AA/AO","570","[c]","21450","21690"
"Leaver CS","2023","Northumberland, and Tyne and Wear","Tyneside","Outside London","EO","245","[c]","26970","27570"
"Leaver CS","2023","Northumberland, and Tyne and Wear","Tyneside","Outside London","G6/G7","120","[c]","57660","56450"
"Leaver CS","2023","Northumberland, and Tyne and Wear","Tyneside","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Northumberland, and Tyne and Wear","Tyneside","Outside London","SEO/HEO","220","[c]","37440","37710"
"Leaver CS","2023","Northumberland, and Tyne and Wear","Tyneside","Outside London","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2023","Outer London - East and North East","Barking & Dagenham and Havering","London","AA/AO","10","[c]","25920","25480"
"Leaver CS","2023","Outer London - East and North East","Barking & Dagenham and Havering","London","EO","45","[c]","31540","31880"
"Leaver CS","2023","Outer London - East and North East","Barking & Dagenham and Havering","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Outer London - East and North East","Barking & Dagenham and Havering","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Outer London - East and North East","Barking & Dagenham and Havering","London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Outer London - East and North East","Bexley and Greenwich","London","AA/AO","145","[c]","25370","25480"
"Leaver CS","2023","Outer London - East and North East","Bexley and Greenwich","London","EO","80","[c]","31160","31060"
"Leaver CS","2023","Outer London - East and North East","Bexley and Greenwich","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Outer London - East and North East","Bexley and Greenwich","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Outer London - East and North East","Bexley and Greenwich","London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Outer London - East and North East","Bexley and Greenwich","London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Outer London - East and North East","Enfield","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Outer London - East and North East","Enfield","London","EO","25","[c]","31250","31060"
"Leaver CS","2023","Outer London - East and North East","Enfield","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Outer London - East and North East","Redbridge and Waltham Forest","London","AA/AO","45","[c]","24920","25480"
"Leaver CS","2023","Outer London - East and North East","Redbridge and Waltham Forest","London","EO","65","[c]","31050","31060"
"Leaver CS","2023","Outer London - East and North East","Redbridge and Waltham Forest","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Outer London - East and North East","Redbridge and Waltham Forest","London","SEO/HEO","15","[c]","40070","40060"
"Leaver CS","2023","Outer London - East and North East","Redbridge and Waltham Forest","London","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","Outer London - South","Bromley","London","AA/AO","10","[c]","24970","25480"
"Leaver CS","2023","Outer London - South","Bromley","London","EO","20","[c]","31700","32520"
"Leaver CS","2023","Outer London - South","Bromley","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Outer London - South","Bromley","London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Outer London - South","Bromley","London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Outer London - South","Croydon","London","AA/AO","155","[c]","25140","25630"
"Leaver CS","2023","Outer London - South","Croydon","London","EO","200","[c]","30530","30200"
"Leaver CS","2023","Outer London - South","Croydon","London","G6/G7","115","[c]","64630","61900"
"Leaver CS","2023","Outer London - South","Croydon","London","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","Outer London - South","Croydon","London","SEO/HEO","280","[c]","39850","38410"
"Leaver CS","2023","Outer London - South","Croydon","London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Outer London - South","Merton, Kingston upon Thames and Sutton","London","AA/AO","10","[c]","24010","23830"
"Leaver CS","2023","Outer London - South","Merton, Kingston upon Thames and Sutton","London","EO","40","[c]","32070","31060"
"Leaver CS","2023","Outer London - South","Merton, Kingston upon Thames and Sutton","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Outer London - South","Merton, Kingston upon Thames and Sutton","London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Outer London - South","Merton, Kingston upon Thames and Sutton","London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Outer London - West and North West","Barnet","London","AA/AO","40","[c]","24250","24490"
"Leaver CS","2023","Outer London - West and North West","Barnet","London","EO","80","[c]","29300","29210"
"Leaver CS","2023","Outer London - West and North West","Barnet","London","G6/G7","30","[c]","58530","56500"
"Leaver CS","2023","Outer London - West and North West","Barnet","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Outer London - West and North West","Barnet","London","SEO/HEO","85","[c]","36420","34140"
"Leaver CS","2023","Outer London - West and North West","Barnet","London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Outer London - West and North West","Brent","London","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Outer London - West and North West","Brent","London","EO","40","[c]","31270","31060"
"Leaver CS","2023","Outer London - West and North West","Brent","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Outer London - West and North West","Brent","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Outer London - West and North West","Brent","London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Outer London - West and North West","Ealing","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Outer London - West and North West","Ealing","London","EO","35","[c]","31490","31060"
"Leaver CS","2023","Outer London - West and North West","Ealing","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Outer London - West and North West","Ealing","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Outer London - West and North West","Ealing","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Outer London - West and North West","Ealing","London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Outer London - West and North West","Harrow and Hillingdon","London","AA/AO","60","[c]","25840","25630"
"Leaver CS","2023","Outer London - West and North West","Harrow and Hillingdon","London","EO","130","[c]","30710","31060"
"Leaver CS","2023","Outer London - West and North West","Harrow and Hillingdon","London","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Outer London - West and North West","Harrow and Hillingdon","London","SEO/HEO","40","[c]","39290","38750"
"Leaver CS","2023","Outer London - West and North West","Harrow and Hillingdon","London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Outer London - West and North West","Hounslow and Richmond upon Thames","London","AA/AO","165","[c]","24230","23500"
"Leaver CS","2023","Outer London - West and North West","Hounslow and Richmond upon Thames","London","EO","110","[c]","29840","30060"
"Leaver CS","2023","Outer London - West and North West","Hounslow and Richmond upon Thames","London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Outer London - West and North West","Hounslow and Richmond upon Thames","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Outer London - West and North West","Hounslow and Richmond upon Thames","London","SEO/HEO","85","[c]","36930","36000"
"Leaver CS","2023","Outer London - West and North West","Hounslow and Richmond upon Thames","London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Overseas","Overseas","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Overseas","Overseas","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Overseas","Overseas","Overseas","G6/G7","40","[c]","70790","68920"
"Leaver CS","2023","Overseas","Overseas","Overseas","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","Overseas","Overseas","Overseas","SEO/HEO","90","[c]","45760","44760"
"Leaver CS","2023","Overseas","Overseas","Overseas","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Shropshire and Staffordshire","Shropshire","Outside London","AA/AO","55","[c]","22210","21780"
"Leaver CS","2023","Shropshire and Staffordshire","Shropshire","Outside London","EO","50","[c]","29120","29510"
"Leaver CS","2023","Shropshire and Staffordshire","Shropshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Shropshire and Staffordshire","Shropshire","Outside London","SEO/HEO","15","[c]","36980","35480"
"Leaver CS","2023","Shropshire and Staffordshire","Shropshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Shropshire and Staffordshire","Staffordshire CC","Outside London","AA/AO","230","[c]","21860","21780"
"Leaver CS","2023","Shropshire and Staffordshire","Staffordshire CC","Outside London","EO","115","[c]","28070","27570"
"Leaver CS","2023","Shropshire and Staffordshire","Staffordshire CC","Outside London","G6/G7","20","[c]","58980","56080"
"Leaver CS","2023","Shropshire and Staffordshire","Staffordshire CC","Outside London","SEO/HEO","60","[c]","38980","40000"
"Leaver CS","2023","Shropshire and Staffordshire","Staffordshire CC","Outside London","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","Shropshire and Staffordshire","Stoke-on-Trent","Outside London","AA/AO","135","[c]","21550","21690"
"Leaver CS","2023","Shropshire and Staffordshire","Stoke-on-Trent","Outside London","EO","75","[c]","27850","28120"
"Leaver CS","2023","Shropshire and Staffordshire","Stoke-on-Trent","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Shropshire and Staffordshire","Stoke-on-Trent","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Shropshire and Staffordshire","Stoke-on-Trent","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Shropshire and Staffordshire","Stoke-on-Trent","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Shropshire and Staffordshire","Telford and Wrekin","Outside London","AA/AO","35","[c]","21990","21690"
"Leaver CS","2023","Shropshire and Staffordshire","Telford and Wrekin","Outside London","EO","40","[c]","27950","27570"
"Leaver CS","2023","Shropshire and Staffordshire","Telford and Wrekin","Outside London","G6/G7","30","[c]","[c]","[c]"
"Leaver CS","2023","Shropshire and Staffordshire","Telford and Wrekin","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Shropshire and Staffordshire","Telford and Wrekin","Outside London","SEO/HEO","35","[c]","37570","34850"
"Leaver CS","2023","Shropshire and Staffordshire","Telford and Wrekin","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","South Yorkshire","Barnsley, Doncaster and Rotherham","Outside London","AA/AO","170","[c]","21630","21690"
"Leaver CS","2023","South Yorkshire","Barnsley, Doncaster and Rotherham","Outside London","EO","50","[c]","27680","27570"
"Leaver CS","2023","South Yorkshire","Barnsley, Doncaster and Rotherham","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","South Yorkshire","Barnsley, Doncaster and Rotherham","Outside London","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","South Yorkshire","Barnsley, Doncaster and Rotherham","Outside London","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","South Yorkshire","Sheffield","Outside London","AA/AO","160","[c]","21900","22400"
"Leaver CS","2023","South Yorkshire","Sheffield","Outside London","EO","115","[c]","27220","27060"
"Leaver CS","2023","South Yorkshire","Sheffield","Outside London","G6/G7","75","[c]","58010","55000"
"Leaver CS","2023","South Yorkshire","Sheffield","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","South Yorkshire","Sheffield","Outside London","SEO/HEO","105","[c]","36900","37590"
"Leaver CS","2023","South Yorkshire","Sheffield","Outside London","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","Southern Scotland","Dumfries and Galloway","Outside London","AA/AO","15","[c]","25540","24890"
"Leaver CS","2023","Southern Scotland","Dumfries and Galloway","Outside London","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Southern Scotland","Dumfries and Galloway","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Southern Scotland","Dumfries and Galloway","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Southern Scotland","East Ayrshire and North Ayrshire mainland","Outside London","AA/AO","50","[c]","23150","21690"
"Leaver CS","2023","Southern Scotland","East Ayrshire and North Ayrshire mainland","Outside London","EO","20","[c]","28030","28120"
"Leaver CS","2023","Southern Scotland","East Ayrshire and North Ayrshire mainland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Southern Scotland","East Ayrshire and North Ayrshire mainland","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Southern Scotland","Scottish Borders","Outside London","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Southern Scotland","Scottish Borders","Outside London","EO","15","[c]","30050","28120"
"Leaver CS","2023","Southern Scotland","Scottish Borders","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Southern Scotland","Scottish Borders","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Southern Scotland","South Ayrshire","Outside London","AA/AO","10","[c]","22890","22080"
"Leaver CS","2023","Southern Scotland","South Ayrshire","Outside London","EO","15","[c]","28050","27570"
"Leaver CS","2023","Southern Scotland","South Ayrshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Southern Scotland","South Ayrshire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Southern Scotland","South Lanarkshire","Outside London","AA/AO","155","[c]","23680","23700"
"Leaver CS","2023","Southern Scotland","South Lanarkshire","Outside London","EO","45","[c]","27790","27570"
"Leaver CS","2023","Southern Scotland","South Lanarkshire","Outside London","G6/G7","25","[c]","[c]","[c]"
"Leaver CS","2023","Southern Scotland","South Lanarkshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Southern Scotland","South Lanarkshire","Outside London","SEO/HEO","55","[c]","36550","34730"
"Leaver CS","2023","Surrey, East and West Sussex","Brighton and Hove","Outside London","AA/AO","25","[c]","22040","21780"
"Leaver CS","2023","Surrey, East and West Sussex","Brighton and Hove","Outside London","EO","45","[c]","27700","27570"
"Leaver CS","2023","Surrey, East and West Sussex","Brighton and Hove","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Surrey, East and West Sussex","Brighton and Hove","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Surrey, East and West Sussex","Brighton and Hove","Outside London","SEO/HEO","15","[c]","36550","36510"
"Leaver CS","2023","Surrey, East and West Sussex","Brighton and Hove","Outside London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Surrey, East and West Sussex","East Surrey","Outside London","AA/AO","85","[c]","[c]","[c]"
"Leaver CS","2023","Surrey, East and West Sussex","East Surrey","Outside London","EO","30","[c]","29960","29290"
"Leaver CS","2023","Surrey, East and West Sussex","East Surrey","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Surrey, East and West Sussex","East Surrey","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Surrey, East and West Sussex","East Surrey","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Surrey, East and West Sussex","East Sussex CC","Outside London","AA/AO","135","[c]","21950","21690"
"Leaver CS","2023","Surrey, East and West Sussex","East Sussex CC","Outside London","EO","55","[c]","27740","27570"
"Leaver CS","2023","Surrey, East and West Sussex","East Sussex CC","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Surrey, East and West Sussex","East Sussex CC","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Surrey, East and West Sussex","East Sussex CC","Outside London","SEO/HEO","10","[c]","37790","38910"
"Leaver CS","2023","Surrey, East and West Sussex","East Sussex CC","Outside London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Surrey, East and West Sussex","West Surrey","Outside London","AA/AO","125","[c]","23180","24370"
"Leaver CS","2023","Surrey, East and West Sussex","West Surrey","Outside London","EO","50","[c]","29900","29290"
"Leaver CS","2023","Surrey, East and West Sussex","West Surrey","Outside London","G6/G7","15","[c]","56880","55740"
"Leaver CS","2023","Surrey, East and West Sussex","West Surrey","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Surrey, East and West Sussex","West Surrey","Outside London","SEO/HEO","50","[c]","37740","37580"
"Leaver CS","2023","Surrey, East and West Sussex","West Surrey","Outside London","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2023","Surrey, East and West Sussex","West Sussex (North East)","Outside London","AA/AO","20","[c]","22670","23110"
"Leaver CS","2023","Surrey, East and West Sussex","West Sussex (North East)","Outside London","EO","90","[c]","27590","27570"
"Leaver CS","2023","Surrey, East and West Sussex","West Sussex (North East)","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Surrey, East and West Sussex","West Sussex (North East)","Outside London","SEO/HEO","20","[c]","37500","36110"
"Leaver CS","2023","Surrey, East and West Sussex","West Sussex (North East)","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Surrey, East and West Sussex","West Sussex (South West)","Outside London","AA/AO","40","[c]","21450","21690"
"Leaver CS","2023","Surrey, East and West Sussex","West Sussex (South West)","Outside London","EO","50","[c]","27260","27570"
"Leaver CS","2023","Surrey, East and West Sussex","West Sussex (South West)","Outside London","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Surrey, East and West Sussex","West Sussex (South West)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Surrey, East and West Sussex","West Sussex (South West)","Outside London","SEO/HEO","25","[c]","[c]","[c]"
"Leaver CS","2023","Surrey, East and West Sussex","West Sussex (South West)","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Tees Valley and Durham","Darlington","Outside London","AA/AO","15","[c]","22650","21780"
"Leaver CS","2023","Tees Valley and Durham","Darlington","Outside London","EO","15","[c]","26120","26780"
"Leaver CS","2023","Tees Valley and Durham","Darlington","Outside London","G6/G7","20","[c]","55240","52000"
"Leaver CS","2023","Tees Valley and Durham","Darlington","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Tees Valley and Durham","Darlington","Outside London","SEO/HEO","40","[c]","33220","31290"
"Leaver CS","2023","Tees Valley and Durham","Darlington","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Tees Valley and Durham","Durham","Outside London","AA/AO","415","[c]","22030","22010"
"Leaver CS","2023","Tees Valley and Durham","Durham","Outside London","EO","90","[c]","27530","28080"
"Leaver CS","2023","Tees Valley and Durham","Durham","Outside London","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Tees Valley and Durham","Durham","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Tees Valley and Durham","Durham","Outside London","SEO/HEO","65","[c]","37600","36330"
"Leaver CS","2023","Tees Valley and Durham","Durham","Outside London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","Outside London","AA/AO","75","[c]","22170","21500"
"Leaver CS","2023","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","Outside London","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","Outside London","Unknown","15","[c]","[c]","[c]"
