"Status","Year","Disability","Parent_department","Region_ITL2","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Attorney General's Departments","Derbyshire and Nottinghamshire","AA/AO","15","10","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Derbyshire and Nottinghamshire","EO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Derbyshire and Nottinghamshire","G6/G7","15","10","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Derbyshire and Nottinghamshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Derbyshire and Nottinghamshire","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Devon","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Devon","EO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Devon","G6/G7","5","5","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Devon","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Dorset and Somerset","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","East Anglia","AA/AO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","East Anglia","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","East Anglia","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","East Anglia","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","East Anglia","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","East Wales","AA/AO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","East Wales","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","East Wales","G6/G7","10","10","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","East Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","East Wales","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","AA/AO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Essex","AA/AO","10","5","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Essex","EO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Essex","G6/G7","15","15","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Essex","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Essex","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","EO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","15","10","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Greater Manchester","AA/AO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Greater Manchester","EO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Greater Manchester","G6/G7","25","25","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Greater Manchester","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Greater Manchester","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Hampshire and Isle of Wight","AA/AO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Hampshire and Isle of Wight","EO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Hampshire and Isle of Wight","G6/G7","10","10","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Hampshire and Isle of Wight","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Hampshire and Isle of Wight","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Herefordshire, Worcestershire and Warwickshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Herefordshire, Worcestershire and Warwickshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Inner London - East","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Inner London - East","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Inner London - East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Inner London - East","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Inner London - West","AA/AO","50","45","23980","24480"
"In post","2023","Declared disabled","Attorney General's Departments","Inner London - West","EO","85","80","29640","29370"
"In post","2023","Declared disabled","Attorney General's Departments","Inner London - West","G6/G7","230","210","63110","63450"
"In post","2023","Declared disabled","Attorney General's Departments","Inner London - West","SCS level","25","25","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Inner London - West","SEO/HEO","70","70","38130","36780"
"In post","2023","Declared disabled","Attorney General's Departments","Kent","AA/AO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Kent","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Kent","G6/G7","5","5","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Kent","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Lancashire","AA/AO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Lancashire","EO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Lancashire","G6/G7","10","10","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Lancashire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Lancashire","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","AA/AO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","G6/G7","10","5","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Lincolnshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Merseyside","AA/AO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Merseyside","EO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Merseyside","G6/G7","15","15","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Merseyside","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Merseyside","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","North Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","North Yorkshire","EO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","North Yorkshire","G6/G7","5","5","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","North Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","North Yorkshire","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Northumberland, and Tyne and Wear","AA/AO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Northumberland, and Tyne and Wear","EO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Northumberland, and Tyne and Wear","G6/G7","5","5","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Northumberland, and Tyne and Wear","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Northumberland, and Tyne and Wear","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Outer London - East and North East","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Outer London - East and North East","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Outer London - East and North East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Outer London - East and North East","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Outer London - South","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Outer London - South","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Outer London - South","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Outer London - South","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Outer London - South","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Outer London - West and North West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Outer London - West and North West","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Outer London - West and North West","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Outer London - West and North West","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Shropshire and Staffordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Shropshire and Staffordshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Shropshire and Staffordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Shropshire and Staffordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","South Yorkshire","AA/AO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","South Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","South Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","South Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Surrey, East and West Sussex","AA/AO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Surrey, East and West Sussex","EO","10","5","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Surrey, East and West Sussex","G6/G7","20","15","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Surrey, East and West Sussex","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Surrey, East and West Sussex","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Tees Valley and Durham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Tees Valley and Durham","EO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Tees Valley and Durham","G6/G7","5","5","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Tees Valley and Durham","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Tees Valley and Durham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","West Midlands","AA/AO","15","10","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","West Midlands","EO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","West Midlands","G6/G7","30","25","55510","54800"
"In post","2023","Declared disabled","Attorney General's Departments","West Midlands","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","West Midlands","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","West Wales and The Valleys","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","West Wales and The Valleys","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","West Wales and The Valleys","G6/G7","5","5","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","West Wales and The Valleys","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","West Yorkshire","AA/AO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","West Yorkshire","EO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","West Yorkshire","G6/G7","25","25","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","West Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","West Yorkshire","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Bedfordshire and Hertfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Bedfordshire and Hertfordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Bedfordshire and Hertfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Cheshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Cheshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Cumbria","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Cumbria","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Derbyshire and Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Derbyshire and Nottinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Derbyshire and Nottinghamshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Derbyshire and Nottinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Devon","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Devon","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Devon","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Dorset and Somerset","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Dorset and Somerset","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","East Anglia","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","East Anglia","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","East Anglia","G6/G7","10","10","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","East Anglia","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","East Anglia","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","East Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","East Wales","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","East Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","East Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","East Wales","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","East Yorkshire and Northern Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","East Yorkshire and Northern Lincolnshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Eastern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Eastern Scotland","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Essex","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","25","25","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","5","5","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Greater Manchester","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Greater Manchester","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Greater Manchester","G6/G7","30","30","58930","56040"
"In post","2023","Declared disabled","Cabinet Office","Greater Manchester","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Greater Manchester","SEO/HEO","35","35","34030","32960"
"In post","2023","Declared disabled","Cabinet Office","Hampshire and Isle of Wight","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Hampshire and Isle of Wight","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Hampshire and Isle of Wight","G6/G7","5","5","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Hampshire and Isle of Wight","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Hampshire and Isle of Wight","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Herefordshire, Worcestershire and Warwickshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Highlands and Islands","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Inner London - East","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Inner London - East","EO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Inner London - East","G6/G7","90","85","60100","58070"
"In post","2023","Declared disabled","Cabinet Office","Inner London - East","SCS level","10","10","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Inner London - East","SEO/HEO","70","65","37220","36680"
"In post","2023","Declared disabled","Cabinet Office","Inner London - West","AA/AO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Inner London - West","EO","45","45","28980","28370"
"In post","2023","Declared disabled","Cabinet Office","Inner London - West","G6/G7","145","145","63040","60650"
"In post","2023","Declared disabled","Cabinet Office","Inner London - West","SCS level","35","35","99780","87110"
"In post","2023","Declared disabled","Cabinet Office","Inner London - West","SEO/HEO","300","300","33760","32960"
"In post","2023","Declared disabled","Cabinet Office","Kent","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Kent","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Lancashire","G6/G7","5","5","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Lancashire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Lancashire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Leicestershire, Rutland and Northamptonshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Leicestershire, Rutland and Northamptonshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Lincolnshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Merseyside","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Merseyside","EO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Merseyside","G6/G7","10","10","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Merseyside","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Merseyside","SEO/HEO","25","25","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","North Yorkshire","AA/AO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","North Yorkshire","EO","20","20","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","North Yorkshire","G6/G7","20","20","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","North Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","North Yorkshire","SEO/HEO","40","40","34900","34320"
"In post","2023","Declared disabled","Cabinet Office","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Northumberland, and Tyne and Wear","AA/AO","30","25","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Northumberland, and Tyne and Wear","EO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Northumberland, and Tyne and Wear","G6/G7","10","10","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Northumberland, and Tyne and Wear","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Northumberland, and Tyne and Wear","SEO/HEO","20","20","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Outer London - East and North East","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Outer London - South","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Outer London - South","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Outer London - South","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Outer London - West and North West","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Shropshire and Staffordshire","G6/G7","[c]","[c]","[c]","[c]"
