"Status","Year","Disability","Parent_department","Region_ITL2","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Declared disabled","Department for Work and Pensions","Northumberland, and Tyne and Wear","EO","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Work and Pensions","Northumberland, and Tyne and Wear","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Work and Pensions","Northumberland, and Tyne and Wear","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Work and Pensions","Outer London - East and North East","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Work and Pensions","Outer London - East and North East","EO","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Work and Pensions","Outer London - East and North East","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Work and Pensions","Outer London - South","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Work and Pensions","Outer London - South","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Work and Pensions","Outer London - South","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Work and Pensions","Outer London - South","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Work and Pensions","Outer London - West and North West","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Work and Pensions","Outer London - West and North West","EO","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Work and Pensions","Outer London - West and North West","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Work and Pensions","Shropshire and Staffordshire","AA/AO","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Work and Pensions","Shropshire and Staffordshire","EO","35","[c]","27750","28120"
"Leaver CS","2023","Declared disabled","Department for Work and Pensions","Shropshire and Staffordshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Work and Pensions","Shropshire and Staffordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Work and Pensions","South Yorkshire","AA/AO","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Work and Pensions","South Yorkshire","EO","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Work and Pensions","South Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Work and Pensions","South Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Work and Pensions","South Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Work and Pensions","Southern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Work and Pensions","Southern Scotland","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Work and Pensions","Southern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Work and Pensions","Surrey, East and West Sussex","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Work and Pensions","Surrey, East and West Sussex","EO","35","[c]","29140","28120"
"Leaver CS","2023","Declared disabled","Department for Work and Pensions","Surrey, East and West Sussex","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Work and Pensions","Surrey, East and West Sussex","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Work and Pensions","Tees Valley and Durham","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Work and Pensions","Tees Valley and Durham","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Work and Pensions","Tees Valley and Durham","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Work and Pensions","Tees Valley and Durham","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Work and Pensions","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Work and Pensions","Unknown","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Work and Pensions","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Work and Pensions","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Work and Pensions","West Central Scotland","AA/AO","45","[c]","21520","21690"
"Leaver CS","2023","Declared disabled","Department for Work and Pensions","West Central Scotland","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Work and Pensions","West Central Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Work and Pensions","West Central Scotland","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Work and Pensions","West Central Scotland","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Work and Pensions","West Midlands","AA/AO","35","[c]","21520","21690"
"Leaver CS","2023","Declared disabled","Department for Work and Pensions","West Midlands","EO","50","[c]","27720","28120"
"Leaver CS","2023","Declared disabled","Department for Work and Pensions","West Midlands","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Work and Pensions","West Midlands","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Work and Pensions","West Wales and The Valleys","AA/AO","45","[c]","21610","21690"
"Leaver CS","2023","Declared disabled","Department for Work and Pensions","West Wales and The Valleys","EO","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Work and Pensions","West Wales and The Valleys","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Work and Pensions","West Wales and The Valleys","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Work and Pensions","West Yorkshire","AA/AO","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Work and Pensions","West Yorkshire","EO","35","[c]","27920","28120"
"Leaver CS","2023","Declared disabled","Department for Work and Pensions","West Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Work and Pensions","West Yorkshire","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Bedfordshire and Hertfordshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Bedfordshire and Hertfordshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Bedfordshire and Hertfordshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Bedfordshire and Hertfordshire","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Bedfordshire and Hertfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Berkshire, Buckinghamshire and Oxfordshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Berkshire, Buckinghamshire and Oxfordshire","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Cheshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Cheshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Cheshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Cheshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Cornwall and Isles of Scilly","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Cornwall and Isles of Scilly","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Cumbria","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Cumbria","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Derbyshire and Nottinghamshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Derbyshire and Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Derbyshire and Nottinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Derbyshire and Nottinghamshire","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Derbyshire and Nottinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Devon","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Devon","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Devon","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Devon","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Dorset and Somerset","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Dorset and Somerset","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Dorset and Somerset","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Dorset and Somerset","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","East Anglia","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","East Anglia","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","East Anglia","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","East Anglia","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","East Anglia","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","East Wales","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","East Wales","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","East Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","East Yorkshire and Northern Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","East Yorkshire and Northern Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Eastern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Essex","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Essex","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Essex","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Essex","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Essex","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Gloucestershire, Wiltshire and Bath/Bristol area","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Greater Manchester","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Greater Manchester","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Greater Manchester","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Greater Manchester","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Greater Manchester","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Hampshire and Isle of Wight","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Hampshire and Isle of Wight","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Hampshire and Isle of Wight","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Hampshire and Isle of Wight","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Herefordshire, Worcestershire and Warwickshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Herefordshire, Worcestershire and Warwickshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Inner London - East","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Inner London - East","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Inner London - East","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Inner London - East","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Inner London - East","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Inner London - West","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Inner London - West","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Inner London - West","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Inner London - West","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Inner London - West","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Kent","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Kent","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Kent","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Kent","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Lancashire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Lancashire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Lancashire","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Lancashire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Leicestershire, Rutland and Northamptonshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Leicestershire, Rutland and Northamptonshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Merseyside","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Merseyside","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Merseyside","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Merseyside","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","North Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","North Yorkshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","North Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","North Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Northumberland, and Tyne and Wear","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Northumberland, and Tyne and Wear","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Northumberland, and Tyne and Wear","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Northumberland, and Tyne and Wear","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Northumberland, and Tyne and Wear","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Outer London - East and North East","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Outer London - East and North East","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Outer London - East and North East","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Outer London - East and North East","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Outer London - East and North East","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Outer London - South","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Outer London - South","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Outer London - South","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Outer London - West and North West","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Outer London - West and North West","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Outer London - West and North West","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Outer London - West and North West","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Outer London - West and North West","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Shropshire and Staffordshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Shropshire and Staffordshire","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Shropshire and Staffordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","South Yorkshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","South Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","South Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","South Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Southern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Surrey, East and West Sussex","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Surrey, East and West Sussex","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Surrey, East and West Sussex","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Surrey, East and West Sussex","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Surrey, East and West Sussex","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Tees Valley and Durham","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","West Central Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","West Central Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","West Central Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","West Midlands","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","West Midlands","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","West Midlands","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","West Midlands","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","West Midlands","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","West Wales and The Valleys","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","West Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","West Yorkshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","West Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","West Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","West Yorkshire","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Estyn","East Wales","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Estyn","East Wales","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Estyn","East Wales","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Estyn","East Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Estyn","Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Estyn","West Wales and The Valleys","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Food Standards Agency","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Food Standards Agency","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Food Standards Agency","Cheshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Food Standards Agency","Cornwall and Isles of Scilly","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Food Standards Agency","Cumbria","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Food Standards Agency","Derbyshire and Nottinghamshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Food Standards Agency","Derbyshire and Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Food Standards Agency","Derbyshire and Nottinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Food Standards Agency","Derbyshire and Nottinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Food Standards Agency","Devon","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Food Standards Agency","Dorset and Somerset","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Food Standards Agency","East Anglia","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Food Standards Agency","East Wales","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Food Standards Agency","East Wales","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Food Standards Agency","East Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Food Standards Agency","East Yorkshire and Northern Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Food Standards Agency","Essex","EO","[c]","[c]","[c]","[c]"
