"Status","Year","Ethnicity","Organisation","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Asian","Animal and Plant Health Agency","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Animal and Plant Health Agency","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Animal and Plant Health Agency","North Yorkshire","10","10","[c]","[c]"
"In post","2023","Asian","Animal and Plant Health Agency","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Animal and Plant Health Agency","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Animal and Plant Health Agency","Outer London - West and North West","5","5","[c]","[c]"
"In post","2023","Asian","Animal and Plant Health Agency","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Animal and Plant Health Agency","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Animal and Plant Health Agency","Surrey, East and West Sussex","45","45","32270","29200"
"In post","2023","Asian","Animal and Plant Health Agency","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Animal and Plant Health Agency","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Animal and Plant Health Agency","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Attorney General's Office","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Building Digital UK","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Building Digital UK","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Building Digital UK","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Building Digital UK","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Building Digital UK","Greater Manchester","5","5","[c]","[c]"
"In post","2023","Asian","Building Digital UK","Inner London - West","20","20","[c]","[c]"
"In post","2023","Asian","Building Digital UK","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Building Digital UK","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Building Digital UK","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office (excl. agencies)","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office (excl. agencies)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office (excl. agencies)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office (excl. agencies)","Devon","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office (excl. agencies)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office (excl. agencies)","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office (excl. agencies)","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office (excl. agencies)","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office (excl. agencies)","Essex","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office (excl. agencies)","Greater Manchester","25","25","[c]","[c]"
"In post","2023","Asian","Cabinet Office (excl. agencies)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office (excl. agencies)","Inner London - East","145","140","52670","56430"
"In post","2023","Asian","Cabinet Office (excl. agencies)","Inner London - West","195","195","44580","41870"
"In post","2023","Asian","Cabinet Office (excl. agencies)","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office (excl. agencies)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office (excl. agencies)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office (excl. agencies)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office (excl. agencies)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office (excl. agencies)","North Yorkshire","15","10","[c]","[c]"
"In post","2023","Asian","Cabinet Office (excl. agencies)","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office (excl. agencies)","Northumberland, and Tyne and Wear","10","5","[c]","[c]"
"In post","2023","Asian","Cabinet Office (excl. agencies)","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office (excl. agencies)","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office (excl. agencies)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office (excl. agencies)","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office (excl. agencies)","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office (excl. agencies)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office (excl. agencies)","Unknown","10","10","[c]","[c]"
"In post","2023","Asian","Cabinet Office (excl. agencies)","West Central Scotland","10","10","[c]","[c]"
"In post","2023","Asian","Cabinet Office (excl. agencies)","West Midlands","10","10","[c]","[c]"
"In post","2023","Asian","Cabinet Office (excl. agencies)","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office (excl. agencies)","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Central Civil Service Fast Stream","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Central Civil Service Fast Stream","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Central Civil Service Fast Stream","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Central Civil Service Fast Stream","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Central Civil Service Fast Stream","Devon","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Central Civil Service Fast Stream","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Central Civil Service Fast Stream","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Central Civil Service Fast Stream","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Central Civil Service Fast Stream","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Central Civil Service Fast Stream","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Central Civil Service Fast Stream","Greater Manchester","10","10","[c]","[c]"
"In post","2023","Asian","Central Civil Service Fast Stream","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Central Civil Service Fast Stream","Inner London - East","15","15","[c]","[c]"
"In post","2023","Asian","Central Civil Service Fast Stream","Inner London - West","125","125","30670","30130"
"In post","2023","Asian","Central Civil Service Fast Stream","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Central Civil Service Fast Stream","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Central Civil Service Fast Stream","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Central Civil Service Fast Stream","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Central Civil Service Fast Stream","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Central Civil Service Fast Stream","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Central Civil Service Fast Stream","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Central Civil Service Fast Stream","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Central Civil Service Fast Stream","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Central Civil Service Fast Stream","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Central Civil Service Fast Stream","West Midlands","10","10","[c]","[c]"
"In post","2023","Asian","Central Civil Service Fast Stream","West Yorkshire","5","5","[c]","[c]"
"In post","2023","Asian","Centre for Environment, Fisheries and Aquaculture Science","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Centre for Environment, Fisheries and Aquaculture Science","Devon","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Centre for Environment, Fisheries and Aquaculture Science","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Centre for Environment, Fisheries and Aquaculture Science","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Centre for Environment, Fisheries and Aquaculture Science","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Charity Commission","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Charity Commission","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Charity Commission","Inner London - West","5","5","[c]","[c]"
"In post","2023","Asian","Charity Commission","Merseyside","5","5","[c]","[c]"
"In post","2023","Asian","Companies House","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Companies House","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Companies House","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Companies House","Devon","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Companies House","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Companies House","East Wales","5","5","[c]","[c]"
"In post","2023","Asian","Companies House","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Companies House","Essex","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Companies House","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Companies House","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Companies House","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Companies House","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Companies House","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Companies House","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Companies House","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Companies House","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Companies House","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Companies House","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Companies House","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Companies House","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Companies House","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Companies House","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Companies House","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Companies House","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Competition and Markets Authority","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Competition and Markets Authority","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Competition and Markets Authority","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Competition and Markets Authority","Inner London - East","120","120","50010","43560"
"In post","2023","Asian","Competition and Markets Authority","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Competition and Markets Authority","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Criminal Injuries Compensation Authority","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Criminal Injuries Compensation Authority","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Criminal Injuries Compensation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Criminal Injuries Compensation Authority","West Central Scotland","5","5","[c]","[c]"
"In post","2023","Asian","Crown Commercial Service","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Commercial Service","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Commercial Service","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Commercial Service","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Commercial Service","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Commercial Service","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Commercial Service","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Commercial Service","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Commercial Service","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Commercial Service","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Commercial Service","Inner London - East","5","5","[c]","[c]"
"In post","2023","Asian","Crown Commercial Service","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Commercial Service","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Commercial Service","Merseyside","10","10","[c]","[c]"
"In post","2023","Asian","Crown Commercial Service","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Commercial Service","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Commercial Service","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Commercial Service","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Commercial Service","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Commercial Service","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Commercial Service","West Midlands","10","10","[c]","[c]"
"In post","2023","Asian","Crown Commercial Service","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Commercial Service","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Office and Procurator Fiscal Service","Eastern Scotland","25","20","[c]","[c]"
"In post","2023","Asian","Crown Office and Procurator Fiscal Service","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Office and Procurator Fiscal Service","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Office and Procurator Fiscal Service","Southern Scotland","10","10","[c]","[c]"
"In post","2023","Asian","Crown Office and Procurator Fiscal Service","West Central Scotland","25","25","[c]","[c]"
"In post","2023","Asian","Crown Prosecution Service","Bedfordshire and Hertfordshire","30","30","46390","54100"
"In post","2023","Asian","Crown Prosecution Service","Berkshire, Buckinghamshire and Oxfordshire","15","15","[c]","[c]"
"In post","2023","Asian","Crown Prosecution Service","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Prosecution Service","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Prosecution Service","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Prosecution Service","Derbyshire and Nottinghamshire","20","15","[c]","[c]"
"In post","2023","Asian","Crown Prosecution Service","Devon","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Prosecution Service","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Prosecution Service","East Anglia","5","5","[c]","[c]"
"In post","2023","Asian","Crown Prosecution Service","East Wales","5","5","[c]","[c]"
"In post","2023","Asian","Crown Prosecution Service","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Prosecution Service","Essex","10","10","[c]","[c]"
"In post","2023","Asian","Crown Prosecution Service","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Prosecution Service","Greater Manchester","35","35","39310","38760"
"In post","2023","Asian","Crown Prosecution Service","Hampshire and Isle of Wight","5","5","[c]","[c]"
"In post","2023","Asian","Crown Prosecution Service","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Prosecution Service","Inner London - East","5","5","[c]","[c]"
"In post","2023","Asian","Crown Prosecution Service","Inner London - West","365","340","41810","33780"
"In post","2023","Asian","Crown Prosecution Service","Kent","5","5","[c]","[c]"
"In post","2023","Asian","Crown Prosecution Service","Lancashire","25","25","[c]","[c]"
"In post","2023","Asian","Crown Prosecution Service","Leicestershire, Rutland and Northamptonshire","60","55","36120","28850"
"In post","2023","Asian","Crown Prosecution Service","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Prosecution Service","Merseyside","5","5","[c]","[c]"
"In post","2023","Asian","Crown Prosecution Service","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Prosecution Service","Northumberland, and Tyne and Wear","10","10","[c]","[c]"
"In post","2023","Asian","Crown Prosecution Service","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Prosecution Service","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Prosecution Service","Outer London - West and North West","10","10","[c]","[c]"
"In post","2023","Asian","Crown Prosecution Service","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Prosecution Service","Shropshire and Staffordshire","5","5","[c]","[c]"
"In post","2023","Asian","Crown Prosecution Service","South Yorkshire","10","10","[c]","[c]"
"In post","2023","Asian","Crown Prosecution Service","Surrey, East and West Sussex","10","10","[c]","[c]"
"In post","2023","Asian","Crown Prosecution Service","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Prosecution Service","West Midlands","130","120","36230","28850"
"In post","2023","Asian","Crown Prosecution Service","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Prosecution Service","West Yorkshire","45","40","43350","49050"
"In post","2023","Asian","Defence Electronics and Components Agency","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Electronics and Components Agency","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","Devon","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","Essex","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","Gloucestershire, Wiltshire and Bath/Bristol area","275","265","37770","34330"
"In post","2023","Asian","Defence Equipment and Support","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","Outer London - West and North West","45","40","27830","24900"
"In post","2023","Asian","Defence Equipment and Support","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Science and Technology Laboratory","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Science and Technology Laboratory","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Science and Technology Laboratory","Gloucestershire, Wiltshire and Bath/Bristol area","60","60","40340","39890"
