"Status","Year","Parent_department","Region_ITL1","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Department for Transport","Scotland","Caithness and Sutherland, and Ross and Cromarty","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","Scotland","Caithness and Sutherland, and Ross and Cromarty","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","Scotland","City of Edinburgh","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","Scotland","City of Edinburgh","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","Scotland","Clackmannanshire and Fife","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","Scotland","Clackmannanshire and Fife","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","Scotland","Dumfries and Galloway","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","Scotland","Dumfries and Galloway","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","Scotland","East Ayrshire and North Ayrshire mainland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","Scotland","East Ayrshire and North Ayrshire mainland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","Scotland","Falkirk","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","Scotland","Falkirk","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","Scotland","Glasgow City","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","Scotland","Glasgow City","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","Scotland","Na h-Eileanan Siar","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","Scotland","Na h-Eileanan Siar","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","Scotland","Orkney Islands","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","Scotland","Orkney Islands","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","Scotland","Perth and Kinross, and Stirling","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","Scotland","Perth and Kinross, and Stirling","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","Scotland","Shetland Islands","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","Scotland","Shetland Islands","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","Scotland","South Lanarkshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","Scotland","South Lanarkshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","Scotland","West Lothian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","Scotland","West Lothian","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","South East (England)","Berkshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","South East (England)","Berkshire","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","South East (England)","Central Hampshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","South East (England)","Central Hampshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","South East (England)","East Kent","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","South East (England)","East Kent","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","South East (England)","East Surrey","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","South East (England)","East Surrey","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","South East (England)","East Sussex CC","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","South East (England)","East Sussex CC","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","South East (England)","Kent Thames Gateway","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","South East (England)","Kent Thames Gateway","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","South East (England)","Medway","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","South East (England)","Medway","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","South East (England)","Mid Kent","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","South East (England)","Mid Kent","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","South East (England)","Milton Keynes","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","South East (England)","Milton Keynes","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","South East (England)","North Hampshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","South East (England)","North Hampshire","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","South East (England)","Portsmouth","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","South East (England)","Portsmouth","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","South East (England)","South Hampshire","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","South East (England)","South Hampshire","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","South East (England)","Southampton","Female","35","[c]","33420","26960"
"Leaver CS","2023","Department for Transport","South East (England)","Southampton","Male","45","[c]","46210","41550"
"Leaver CS","2023","Department for Transport","South East (England)","West Kent","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","South East (England)","West Kent","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","South East (England)","West Surrey","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","South East (England)","West Surrey","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","South East (England)","West Sussex (North East)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","South East (England)","West Sussex (North East)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","South East (England)","West Sussex (South West)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","South East (England)","West Sussex (South West)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","South West (England)","Bournemouth, Christchurch and Poole","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","South West (England)","Bournemouth, Christchurch and Poole","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","South West (England)","Bristol, City of","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","South West (England)","Bristol, City of","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","South West (England)","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","South West (England)","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","South West (England)","Devon CC","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","South West (England)","Devon CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","South West (England)","Dorset","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","South West (England)","Dorset","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","South West (England)","Gloucestershire CC","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","South West (England)","Gloucestershire CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","South West (England)","Plymouth","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","South West (England)","Plymouth","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","South West (England)","Somerset CC","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","South West (England)","Somerset CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","South West (England)","Wiltshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","South West (England)","Wiltshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","Wales","Bridgend and Neath Port Talbot","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","Wales","Bridgend and Neath Port Talbot","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","Wales","Cardiff and Vale of Glamorgan","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","Wales","Cardiff and Vale of Glamorgan","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","Wales","Central Valleys","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","Wales","Central Valleys","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","Wales","Conwy and Denbighshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","Wales","Conwy and Denbighshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","Wales","Flintshire and Wrexham","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","Wales","Flintshire and Wrexham","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","Wales","Gwynedd","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","Wales","Gwynedd","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","Wales","Isle of Anglesey","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","Wales","Isle of Anglesey","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","Wales","Monmouthshire and Newport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","Wales","Monmouthshire and Newport","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","Wales","Powys","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","Wales","Powys","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","Wales","South West Wales","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","Wales","South West Wales","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","Wales","Swansea","Female","360","[c]","23850","22500"
"Leaver CS","2023","Department for Transport","Wales","Swansea","Male","230","[c]","27320","22500"
"Leaver CS","2023","Department for Transport","West Midlands (England)","Birmingham","Female","35","[c]","27130","22500"
"Leaver CS","2023","Department for Transport","West Midlands (England)","Birmingham","Male","40","[c]","27210","22500"
"Leaver CS","2023","Department for Transport","West Midlands (England)","Dudley","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","West Midlands (England)","Dudley","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","West Midlands (England)","Herefordshire, County of","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","West Midlands (England)","Herefordshire, County of","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","West Midlands (England)","Sandwell","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","West Midlands (England)","Sandwell","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","West Midlands (England)","Shropshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","West Midlands (England)","Shropshire","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","West Midlands (England)","Solihull","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","West Midlands (England)","Solihull","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","West Midlands (England)","Staffordshire CC","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","West Midlands (England)","Staffordshire CC","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","West Midlands (England)","Stoke-on-Trent","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","West Midlands (England)","Stoke-on-Trent","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","West Midlands (England)","Telford and Wrekin","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","West Midlands (England)","Telford and Wrekin","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","West Midlands (England)","Warwickshire CC","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","West Midlands (England)","Warwickshire CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","West Midlands (England)","Wolverhampton","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","West Midlands (England)","Wolverhampton","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","West Midlands (England)","Worcestershire CC","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","West Midlands (England)","Worcestershire CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","Yorkshire and The Humber","Bradford","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","Yorkshire and The Humber","Bradford","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","Yorkshire and The Humber","Calderdale and Kirklees","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","Yorkshire and The Humber","Calderdale and Kirklees","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","Yorkshire and The Humber","East Riding of Yorkshire","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","Yorkshire and The Humber","East Riding of Yorkshire","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","Yorkshire and The Humber","Kingston upon Hull, City of","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","Yorkshire and The Humber","Kingston upon Hull, City of","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","Yorkshire and The Humber","Leeds","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","Yorkshire and The Humber","Leeds","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","Yorkshire and The Humber","North Yorkshire CC","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","Yorkshire and The Humber","North Yorkshire CC","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","Yorkshire and The Humber","North and North East Lincolnshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","Yorkshire and The Humber","North and North East Lincolnshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","Yorkshire and The Humber","Sheffield","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","Yorkshire and The Humber","Sheffield","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","Yorkshire and The Humber","Wakefield","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","Yorkshire and The Humber","Wakefield","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","East Midlands (England)","Derby","Female","40","[c]","26200","21690"
"Leaver CS","2023","Department for Work and Pensions","East Midlands (England)","Derby","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","East Midlands (England)","East Derbyshire","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","East Midlands (England)","East Derbyshire","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","East Midlands (England)","Leicester","Female","45","[c]","25080","27570"
"Leaver CS","2023","Department for Work and Pensions","East Midlands (England)","Leicester","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","East Midlands (England)","Leicestershire CC and Rutland","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","East Midlands (England)","Leicestershire CC and Rutland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","East Midlands (England)","Lincolnshire CC","Female","40","[c]","26680","27570"
"Leaver CS","2023","Department for Work and Pensions","East Midlands (England)","Lincolnshire CC","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","East Midlands (England)","North Northamptonshire","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","East Midlands (England)","North Northamptonshire","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","East Midlands (England)","North Nottinghamshire","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","East Midlands (England)","North Nottinghamshire","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","East Midlands (England)","Nottingham","Female","45","[c]","26030","27570"
"Leaver CS","2023","Department for Work and Pensions","East Midlands (England)","Nottingham","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","East Midlands (England)","South Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","East Midlands (England)","South Nottinghamshire","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","East Midlands (England)","South and West Derbyshire","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","East Midlands (England)","South and West Derbyshire","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","East Midlands (England)","West Northamptonshire","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","East Midlands (England)","West Northamptonshire","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","East of England","Bedford","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","East of England","Bedford","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","East of England","Breckland and South Norfolk","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","East of England","Breckland and South Norfolk","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","East of England","Cambridgeshire CC","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","East of England","Cambridgeshire CC","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","East of England","Central Bedfordshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","East of England","Central Bedfordshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","East of England","Essex Haven Gateway","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","East of England","Essex Haven Gateway","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","East of England","Essex Thames Gateway","Female","40","[c]","29060","29290"
"Leaver CS","2023","Department for Work and Pensions","East of England","Essex Thames Gateway","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","East of England","Heart of Essex","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","East of England","Heart of Essex","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","East of England","Hertfordshire CC","Female","75","[c]","29260","29290"
"Leaver CS","2023","Department for Work and Pensions","East of England","Hertfordshire CC","Male","35","[c]","29760","29290"
"Leaver CS","2023","Department for Work and Pensions","East of England","Luton","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","East of England","Luton","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","East of England","North and West Norfolk","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","East of England","North and West Norfolk","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","East of England","Norwich and East Norfolk","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","East of England","Norwich and East Norfolk","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","East of England","Peterborough","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","East of England","Peterborough","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","East of England","Southend-on-Sea","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","East of England","Southend-on-Sea","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","East of England","Suffolk CC","Female","35","[c]","27370","27570"
"Leaver CS","2023","Department for Work and Pensions","East of England","Suffolk CC","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","East of England","Thurrock","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","East of England","Thurrock","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","East of England","West Essex","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","East of England","West Essex","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","London","Barking & Dagenham and Havering","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","London","Barking & Dagenham and Havering","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","London","Barnet","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","London","Barnet","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","London","Bexley and Greenwich","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","London","Bexley and Greenwich","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","London","Brent","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","London","Brent","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","London","Bromley","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","London","Bromley","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","London","Camden and City of London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","London","Camden and City of London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","London","Croydon","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","London","Croydon","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","London","Ealing","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","London","Ealing","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","London","Enfield","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","London","Enfield","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","London","Hackney and Newham","Female","90","[c]","28990","31060"
"Leaver CS","2023","Department for Work and Pensions","London","Hackney and Newham","Male","55","[c]","28950","30930"
"Leaver CS","2023","Department for Work and Pensions","London","Haringey and Islington","Female","30","[c]","31620","31060"
"Leaver CS","2023","Department for Work and Pensions","London","Haringey and Islington","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","London","Harrow and Hillingdon","Female","40","[c]","31290","31060"
"Leaver CS","2023","Department for Work and Pensions","London","Harrow and Hillingdon","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","London","Hounslow and Richmond upon Thames","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","London","Hounslow and Richmond upon Thames","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","London","Kensington & Chelsea and Hammersmith & Fulham","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","London","Kensington & Chelsea and Hammersmith & Fulham","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","London","Lambeth","Female","30","[c]","31710","31470"
"Leaver CS","2023","Department for Work and Pensions","London","Lambeth","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","London","Lewisham and Southwark","Female","35","[c]","31410","31060"
"Leaver CS","2023","Department for Work and Pensions","London","Lewisham and Southwark","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","London","Merton, Kingston upon Thames and Sutton","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","London","Merton, Kingston upon Thames and Sutton","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","London","Redbridge and Waltham Forest","Female","50","[c]","29450","31060"
"Leaver CS","2023","Department for Work and Pensions","London","Redbridge and Waltham Forest","Male","30","[c]","29530","31060"
"Leaver CS","2023","Department for Work and Pensions","London","Tower Hamlets","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","London","Tower Hamlets","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","London","Wandsworth","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","London","Wandsworth","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","London","Westminster","Female","120","[c]","40790","39150"
"Leaver CS","2023","Department for Work and Pensions","London","Westminster","Male","115","[c]","45070","39780"
"Leaver CS","2023","Department for Work and Pensions","North East (England)","Darlington","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","North East (England)","Darlington","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","North East (England)","Durham","Female","75","[c]","24520","21690"
"Leaver CS","2023","Department for Work and Pensions","North East (England)","Durham","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","North East (England)","Hartlepool and Stockton-on-Tees","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","North East (England)","Hartlepool and Stockton-on-Tees","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","North East (England)","Northumberland","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","North East (England)","Northumberland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","North East (England)","South Teesside","Female","30","[c]","26110","24630"
"Leaver CS","2023","Department for Work and Pensions","North East (England)","South Teesside","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","North East (England)","Sunderland","Female","80","[c]","24520","21690"
