"Status","Year","Parent_department","Region_ITL1","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Attorney General's Departments","East Midlands (England)","South and West Derbyshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Midlands (England)","South and West Derbyshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Midlands (England)","West Northamptonshire","Female","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","East Midlands (England)","West Northamptonshire","Male","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","East of England","Bedford","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East of England","Bedford","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East of England","Cambridgeshire CC","Female","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","East of England","Cambridgeshire CC","Male","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","East of England","Essex Haven Gateway","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East of England","Essex Haven Gateway","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East of England","Essex Thames Gateway","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East of England","Essex Thames Gateway","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East of England","Heart of Essex","Female","160","150","42220","38460"
"In post","2023","Attorney General's Departments","East of England","Heart of Essex","Male","45","45","45020","38660"
"In post","2023","Attorney General's Departments","East of England","Hertfordshire CC","Female","135","120","42040","32660"
"In post","2023","Attorney General's Departments","East of England","Hertfordshire CC","Male","55","55","51670","55170"
"In post","2023","Attorney General's Departments","East of England","Luton","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East of England","Luton","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East of England","Norwich and East Norfolk","Female","65","55","32150","26900"
"In post","2023","Attorney General's Departments","East of England","Norwich and East Norfolk","Male","30","30","[c]","[c]"
"In post","2023","Attorney General's Departments","East of England","Peterborough","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East of England","Peterborough","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East of England","Suffolk CC","Female","25","20","[c]","[c]"
"In post","2023","Attorney General's Departments","East of England","Suffolk CC","Male","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","East of England","Thurrock","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East of England","Thurrock","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Barnet","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Barnet","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Bexley and Greenwich","Female","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Bexley and Greenwich","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Bromley","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Bromley","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Camden and City of London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Camden and City of London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Croydon","Female","35","30","38280","32390"
"In post","2023","Attorney General's Departments","London","Croydon","Male","20","20","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Ealing","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Ealing","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Haringey and Islington","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Haringey and Islington","Male","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Harrow and Hillingdon","Female","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Harrow and Hillingdon","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Hounslow and Richmond upon Thames","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Hounslow and Richmond upon Thames","Male","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Lewisham and Southwark","Female","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Lewisham and Southwark","Male","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Merton, Kingston upon Thames and Sutton","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Merton, Kingston upon Thames and Sutton","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Redbridge and Waltham Forest","Female","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Redbridge and Waltham Forest","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Westminster","Female","3040","2810","50920","52790"
"In post","2023","Attorney General's Departments","London","Westminster","Male","1670","1635","52290","52790"
"In post","2023","Attorney General's Departments","North East (England)","Darlington","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North East (England)","Darlington","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North East (England)","Durham","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North East (England)","Durham","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North East (England)","Hartlepool and Stockton-on-Tees","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North East (England)","Hartlepool and Stockton-on-Tees","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North East (England)","Northumberland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North East (England)","Northumberland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North East (England)","South Teesside","Female","75","65","39400","32000"
"In post","2023","Attorney General's Departments","North East (England)","South Teesside","Male","30","30","40840","38760"
"In post","2023","Attorney General's Departments","North East (England)","Tyneside","Female","180","165","35600","28850"
"In post","2023","Attorney General's Departments","North East (England)","Tyneside","Male","95","95","45580","49050"
"In post","2023","Attorney General's Departments","North West (England)","Blackburn with Darwen","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Blackburn with Darwen","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Cheshire East","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Cheshire East","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","East Cumbria","Female","20","20","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","East Cumbria","Male","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","East Merseyside","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","East Merseyside","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Greater Manchester North East","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Greater Manchester North East","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Greater Manchester North West","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Greater Manchester North West","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Greater Manchester South East","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Greater Manchester South East","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Greater Manchester South West","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Greater Manchester South West","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Lancaster and Wyre","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Lancaster and Wyre","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Liverpool","Female","275","260","36230","28850"
"In post","2023","Attorney General's Departments","North West (England)","Liverpool","Male","145","140","40860","38760"
"In post","2023","Attorney General's Departments","North West (England)","Manchester","Female","270","245","39380","31880"
"In post","2023","Attorney General's Departments","North West (England)","Manchester","Male","130","125","44540","49050"
"In post","2023","Attorney General's Departments","North West (England)","Mid Lancashire","Female","130","120","39170","34640"
"In post","2023","Attorney General's Departments","North West (England)","Mid Lancashire","Male","65","65","44550","49050"
"In post","2023","Attorney General's Departments","North West (England)","Sefton","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Sefton","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Warrington","Female","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Warrington","Male","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","West Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","West Cumbria","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Wirral","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Wirral","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Overseas","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Overseas","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Berkshire","Female","100","90","39820","32660"
"In post","2023","Attorney General's Departments","South East (England)","Berkshire","Male","35","35","46700","47450"
"In post","2023","Attorney General's Departments","South East (England)","Brighton and Hove","Female","85","75","39860","30560"
"In post","2023","Attorney General's Departments","South East (England)","Brighton and Hove","Male","40","40","42870","38660"
"In post","2023","Attorney General's Departments","South East (England)","Buckinghamshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Buckinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Central Hampshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Central Hampshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","East Kent","Female","80","75","38750","30560"
"In post","2023","Attorney General's Departments","South East (England)","East Kent","Male","50","50","43860","40540"
"In post","2023","Attorney General's Departments","South East (England)","East Surrey","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","East Surrey","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Isle of Wight","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Isle of Wight","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Kent Thames Gateway","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Kent Thames Gateway","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Medway","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Medway","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Mid Kent","Female","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Mid Kent","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","North Hampshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","North Hampshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Oxfordshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Oxfordshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Portsmouth","Female","90","85","40450","30560"
"In post","2023","Attorney General's Departments","South East (England)","Portsmouth","Male","40","40","44620","40800"
"In post","2023","Attorney General's Departments","South East (England)","South Hampshire","Female","100","95","44870","40800"
"In post","2023","Attorney General's Departments","South East (England)","South Hampshire","Male","65","65","44730","44750"
"In post","2023","Attorney General's Departments","South East (England)","West Kent","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","West Kent","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","West Surrey","Female","55","55","46340","54100"
"In post","2023","Attorney General's Departments","South East (England)","West Surrey","Male","25","25","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","West Sussex (North East)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","West Sussex (North East)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","West Sussex (South West)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","West Sussex (South West)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","20","15","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Bristol, City of","Female","150","140","42360","49050"
"In post","2023","Attorney General's Departments","South West (England)","Bristol, City of","Male","85","85","46120","50460"
"In post","2023","Attorney General's Departments","South West (England)","Cornwall and Isles of Scilly","Female","20","15","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Cornwall and Isles of Scilly","Male","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Devon CC","Female","60","55","39400","36970"
"In post","2023","Attorney General's Departments","South West (England)","Devon CC","Male","50","50","42860","38940"
"In post","2023","Attorney General's Departments","South West (England)","Dorset","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Dorset","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Gloucestershire CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Gloucestershire CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Somerset CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Somerset CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Swindon","Female","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Swindon","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Wiltshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Wiltshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Wales","Bridgend and Neath Port Talbot","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Wales","Bridgend and Neath Port Talbot","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Wales","Cardiff and Vale of Glamorgan","Female","160","145","38360","32520"
"In post","2023","Attorney General's Departments","Wales","Cardiff and Vale of Glamorgan","Male","75","70","47310","50000"
"In post","2023","Attorney General's Departments","Wales","Conwy and Denbighshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Wales","Conwy and Denbighshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Wales","Flintshire and Wrexham","Female","65","60","39880","38760"
"In post","2023","Attorney General's Departments","Wales","Flintshire and Wrexham","Male","30","25","[c]","[c]"
"In post","2023","Attorney General's Departments","Wales","Gwent Valleys","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Wales","Gwent Valleys","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Wales","Monmouthshire and Newport","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Wales","Monmouthshire and Newport","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Wales","South West Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Wales","South West Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Wales","Swansea","Female","70","65","38760","36880"
"In post","2023","Attorney General's Departments","Wales","Swansea","Male","25","25","[c]","[c]"
"In post","2023","Attorney General's Departments","West Midlands (England)","Birmingham","Female","385","355","39120","31490"
"In post","2023","Attorney General's Departments","West Midlands (England)","Birmingham","Male","160","155","44780","49050"
"In post","2023","Attorney General's Departments","West Midlands (England)","Dudley","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Midlands (England)","Dudley","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Midlands (England)","Herefordshire, County of","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Midlands (England)","Herefordshire, County of","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Midlands (England)","Shropshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Midlands (England)","Shropshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Midlands (England)","Staffordshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Midlands (England)","Staffordshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Midlands (England)","Stoke-on-Trent","Female","50","45","40600","38940"
"In post","2023","Attorney General's Departments","West Midlands (England)","Stoke-on-Trent","Male","20","20","[c]","[c]"
"In post","2023","Attorney General's Departments","West Midlands (England)","Telford and Wrekin","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Midlands (England)","Telford and Wrekin","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Midlands (England)","Walsall","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Midlands (England)","Walsall","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Midlands (England)","Warwickshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Midlands (England)","Warwickshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Midlands (England)","Wolverhampton","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Midlands (England)","Wolverhampton","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Midlands (England)","Worcestershire CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Midlands (England)","Worcestershire CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","Bradford","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","Bradford","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","Calderdale and Kirklees","Female","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","Calderdale and Kirklees","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","Kingston upon Hull, City of","Female","60","55","38420","28850"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","Kingston upon Hull, City of","Male","20","20","[c]","[c]"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","Leeds","Female","390","355","42810","45230"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","Leeds","Male","175","170","47460","50460"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","North Yorkshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","North Yorkshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","North and North East Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","North and North East Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","Sheffield","Female","115","100","34350","28850"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","Sheffield","Male","45","45","39190","32140"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","Wakefield","Female","40","35","34570","31180"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","Wakefield","Male","30","30","[c]","[c]"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","York","Female","95","85","41160","38940"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","York","Male","65","65","47430","40080"
"In post","2023","Cabinet Office","East Midlands (England)","East Derbyshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Midlands (England)","East Derbyshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Midlands (England)","Leicester","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Midlands (England)","Leicester","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Midlands (England)","Leicestershire CC and Rutland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Midlands (England)","Leicestershire CC and Rutland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Midlands (England)","Lincolnshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Midlands (England)","Lincolnshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Midlands (England)","North Northamptonshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Midlands (England)","North Northamptonshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Midlands (England)","North Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Midlands (England)","North Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Midlands (England)","Nottingham","Female","35","35","47410","38420"
"In post","2023","Cabinet Office","East Midlands (England)","Nottingham","Male","35","35","51060","53220"
"In post","2023","Cabinet Office","East Midlands (England)","South Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Midlands (England)","South Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Midlands (England)","South and West Derbyshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Midlands (England)","South and West Derbyshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Midlands (England)","West Northamptonshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Midlands (England)","West Northamptonshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East of England","Bedford","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East of England","Bedford","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East of England","Breckland and South Norfolk","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East of England","Breckland and South Norfolk","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East of England","Cambridgeshire CC","Female","5","5","[c]","[c]"
"In post","2023","Cabinet Office","East of England","Cambridgeshire CC","Male","5","5","[c]","[c]"
"In post","2023","Cabinet Office","East of England","Central Bedfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East of England","Central Bedfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East of England","Essex Haven Gateway","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East of England","Essex Haven Gateway","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East of England","Hertfordshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East of England","Hertfordshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East of England","Norwich and East Norfolk","Female","105","95","45400","40620"
"In post","2023","Cabinet Office","East of England","Norwich and East Norfolk","Male","105","105","44830","40450"
"In post","2023","Cabinet Office","East of England","Peterborough","Female","5","5","[c]","[c]"
"In post","2023","Cabinet Office","East of England","Peterborough","Male","5","5","[c]","[c]"
"In post","2023","Cabinet Office","East of England","Suffolk CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East of England","Suffolk CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","London","Camden and City of London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","London","Camden and City of London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","London","Croydon","Female","15","15","[c]","[c]"
"In post","2023","Cabinet Office","London","Croydon","Male","15","15","[c]","[c]"
"In post","2023","Cabinet Office","London","Hackney and Newham","Female","20","20","[c]","[c]"
"In post","2023","Cabinet Office","London","Hackney and Newham","Male","20","20","[c]","[c]"
"In post","2023","Cabinet Office","London","Haringey and Islington","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","London","Haringey and Islington","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","London","Harrow and Hillingdon","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","London","Harrow and Hillingdon","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","London","Lambeth","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","London","Lambeth","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","London","Merton, Kingston upon Thames and Sutton","Female","[c]","[c]","[c]","[c]"
