"Status","Year","Profession_of_post","Region_ITL3","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Commercial","Bridgend and Neath Port Talbot","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Bridgend and Neath Port Talbot","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Brighton and Hove","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Brighton and Hove","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Bristol, City of","Outside London","Heterosexual / straight","65","65","49110","41240"
"In post","2023","Commercial","Bristol, City of","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Bristol, City of","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2023","Commercial","Bristol, City of","Outside London","Unknown","15","15","[c]","[c]"
"In post","2023","Commercial","Buckinghamshire","Outside London","Heterosexual / straight","50","50","41710","43200"
"In post","2023","Commercial","Buckinghamshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Buckinghamshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Buckinghamshire","Outside London","Unknown","15","15","[c]","[c]"
"In post","2023","Commercial","Calderdale and Kirklees","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Calderdale and Kirklees","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cambridgeshire CC","Outside London","Heterosexual / straight","40","35","39820","35800"
"In post","2023","Commercial","Cambridgeshire CC","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cambridgeshire CC","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2023","Commercial","Cambridgeshire CC","Outside London","Unknown","10","10","[c]","[c]"
"In post","2023","Commercial","Camden and City of London","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Camden and City of London","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Camden and City of London","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cardiff and Vale of Glamorgan","Outside London","Heterosexual / straight","45","45","45540","38470"
"In post","2023","Commercial","Cardiff and Vale of Glamorgan","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cardiff and Vale of Glamorgan","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cardiff and Vale of Glamorgan","Outside London","Unknown","10","10","[c]","[c]"
"In post","2023","Commercial","Central Bedfordshire","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Commercial","Central Bedfordshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Central Hampshire","Outside London","Heterosexual / straight","150","145","43410","39890"
"In post","2023","Commercial","Central Hampshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Central Hampshire","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2023","Commercial","Central Hampshire","Outside London","Unknown","20","20","[c]","[c]"
"In post","2023","Commercial","Central Valleys","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Central Valleys","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cheshire East","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Commercial","Cheshire East","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cheshire East","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cheshire West and Chester","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cheshire West and Chester","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Chorley and West Lancashire","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Commercial","Chorley and West Lancashire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","City of Edinburgh","Outside London","Heterosexual / straight","35","35","45050","39590"
"In post","2023","Commercial","City of Edinburgh","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","City of Edinburgh","Outside London","Unknown","20","20","[c]","[c]"
"In post","2023","Commercial","Clackmannanshire and Fife","Outside London","Heterosexual / straight","10","5","[c]","[c]"
"In post","2023","Commercial","Clackmannanshire and Fife","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Clackmannanshire and Fife","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Clackmannanshire and Fife","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","Commercial","Cornwall and Isles of Scilly","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Commercial","Cornwall and Isles of Scilly","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Coventry","Outside London","Heterosexual / straight","35","35","52300","50420"
"In post","2023","Commercial","Coventry","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Coventry","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Coventry","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","Commercial","Croydon","London","Heterosexual / straight","95","90","49920","46280"
"In post","2023","Commercial","Croydon","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Croydon","London","Undeclared","10","10","[c]","[c]"
"In post","2023","Commercial","Croydon","London","Unknown","35","35","45610","43000"
"In post","2023","Commercial","Darlington","Outside London","Heterosexual / straight","40","40","45960","40340"
"In post","2023","Commercial","Darlington","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Darlington","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Darlington","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Devon CC","Outside London","Heterosexual / straight","40","40","43320","40050"
"In post","2023","Commercial","Devon CC","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Devon CC","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Devon CC","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Dorset","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Commercial","Dorset","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Dorset","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Dorset","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Durham","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Commercial","Durham","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Durham","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Durham","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Ayrshire and North Ayrshire mainland","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Ayrshire and North Ayrshire mainland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Cumbria","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Cumbria","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Derbyshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Derbyshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Commercial","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Kent","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Commercial","East Kent","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Kent","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Merseyside","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Commercial","East Merseyside","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Merseyside","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Merseyside","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Riding of Yorkshire","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Commercial","East Riding of Yorkshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Riding of Yorkshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Riding of Yorkshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Surrey","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Surrey","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Surrey","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Sussex CC","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Sussex CC","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Sussex CC","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Enfield","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Enfield","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Enfield","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Essex Haven Gateway","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Essex Haven Gateway","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Falkirk","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Falkirk","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Falkirk","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Falkirk","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Flintshire and Wrexham","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Commercial","Flintshire and Wrexham","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Flintshire and Wrexham","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2023","Commercial","Glasgow City","Outside London","Heterosexual / straight","140","135","40460","35490"
"In post","2023","Commercial","Glasgow City","Outside London","LGBO","5","5","[c]","[c]"
"In post","2023","Commercial","Glasgow City","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2023","Commercial","Glasgow City","Outside London","Unknown","35","35","48340","41300"
"In post","2023","Commercial","Gloucestershire CC","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Gloucestershire CC","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Gloucestershire CC","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Gloucestershire CC","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Greater Manchester North East","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Greater Manchester North East","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Greater Manchester North West","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Commercial","Greater Manchester North West","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Greater Manchester North West","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Greater Manchester South East","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Greater Manchester South East","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Greater Manchester South East","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Greater Manchester South West","Outside London","Heterosexual / straight","80","75","48300","42510"
"In post","2023","Commercial","Greater Manchester South West","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Greater Manchester South West","Outside London","Undeclared","15","10","[c]","[c]"
"In post","2023","Commercial","Greater Manchester South West","Outside London","Unknown","40","40","47340","42510"
"In post","2023","Commercial","Hackney and Newham","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Commercial","Hackney and Newham","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Hackney and Newham","London","Unknown","5","5","[c]","[c]"
"In post","2023","Commercial","Haringey and Islington","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Haringey and Islington","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Harrow and Hillingdon","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Harrow and Hillingdon","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Harrow and Hillingdon","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Hartlepool and Stockton-on-Tees","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Hartlepool and Stockton-on-Tees","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Heart of Essex","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Heart of Essex","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Heart of Essex","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Herefordshire, County of","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Herefordshire, County of","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Hertfordshire CC","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Commercial","Hertfordshire CC","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Hertfordshire CC","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Hounslow and Richmond upon Thames","London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Commercial","Hounslow and Richmond upon Thames","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Hounslow and Richmond upon Thames","London","Undeclared","5","5","[c]","[c]"
"In post","2023","Commercial","Hounslow and Richmond upon Thames","London","Unknown","15","10","[c]","[c]"
"In post","2023","Commercial","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Isle of Anglesey","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Isle of Anglesey","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Isle of Anglesey","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Kensington & Chelsea and Hammersmith & Fulham","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Kensington & Chelsea and Hammersmith & Fulham","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Kensington & Chelsea and Hammersmith & Fulham","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Kent Thames Gateway","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Kent Thames Gateway","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Kingston upon Hull, City of","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Kingston upon Hull, City of","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Lambeth","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Lambeth","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Lambeth","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Lancaster and Wyre","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Lancaster and Wyre","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Leeds","Outside London","Heterosexual / straight","260","250","45620","38470"
"In post","2023","Commercial","Leeds","Outside London","LGBO","25","25","[c]","[c]"
"In post","2023","Commercial","Leeds","Outside London","Undeclared","30","30","[c]","[c]"
"In post","2023","Commercial","Leeds","Outside London","Unknown","55","50","50570","50160"
"In post","2023","Commercial","Leicester","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Commercial","Leicester","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Leicester","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Leicestershire CC and Rutland","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Commercial","Leicestershire CC and Rutland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Leicestershire CC and Rutland","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Leicestershire CC and Rutland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Lewisham and Southwark","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Lewisham and Southwark","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Lincolnshire CC","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Commercial","Lincolnshire CC","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Lincolnshire CC","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Lincolnshire CC","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Lisburn and Castlereagh","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Commercial","Lisburn and Castlereagh","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Lisburn and Castlereagh","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Lisburn and Castlereagh","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Liverpool","Outside London","Heterosexual / straight","180","175","43930","40450"
"In post","2023","Commercial","Liverpool","Outside London","LGBO","10","10","[c]","[c]"
"In post","2023","Commercial","Liverpool","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2023","Commercial","Liverpool","Outside London","Unknown","45","45","38480","32960"
"In post","2023","Commercial","Luton","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Luton","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Manchester","Outside London","Heterosexual / straight","155","155","50120","40640"
"In post","2023","Commercial","Manchester","Outside London","LGBO","15","15","[c]","[c]"
"In post","2023","Commercial","Manchester","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2023","Commercial","Manchester","Outside London","Unknown","45","45","55230","56000"
"In post","2023","Commercial","Medway","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Commercial","Medway","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Merton, Kingston upon Thames and Sutton","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Merton, Kingston upon Thames and Sutton","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Merton, Kingston upon Thames and Sutton","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Mid Kent","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Mid Kent","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Mid Kent","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Mid Lancashire","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Commercial","Mid Lancashire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Mid Lancashire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Mid and East Antrim","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Mid and East Antrim","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Milton Keynes","Outside London","Heterosexual / straight","60","60","45920","40750"
"In post","2023","Commercial","Milton Keynes","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Milton Keynes","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Milton Keynes","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Monmouthshire and Newport","Outside London","Heterosexual / straight","90","90","38410","32730"
"In post","2023","Commercial","Monmouthshire and Newport","Outside London","LGBO","5","5","[c]","[c]"
"In post","2023","Commercial","Monmouthshire and Newport","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Monmouthshire and Newport","Outside London","Unknown","15","15","[c]","[c]"
"In post","2023","Commercial","North Hampshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North Hampshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North Lanarkshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North Lanarkshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North Lanarkshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North Northamptonshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North Northamptonshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
