"Status","Year","Function_of_post","Organisation","Parent_department","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Security","Driver and Vehicle Standards Agency","Department for Transport","G7","[c]","[c]","[c]","[c]"
"In post","2023","Security","Driver and Vehicle Standards Agency","Department for Transport","HEO","10","10","32880","32670"
"In post","2023","Security","Driver and Vehicle Standards Agency","Department for Transport","SEO","10","10","41870","41090"
"In post","2023","Security","Education and Skills Funding Agency","Department for Education","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Estyn","Estyn","AO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Estyn","Estyn","EO","[c]","[c]","[c]","[c]"
"In post","2023","Security","FCDO Services","Foreign, Commonwealth and Development Office","AO","85","85","28830","27560"
"In post","2023","Security","FCDO Services","Foreign, Commonwealth and Development Office","EO","65","65","29830","29400"
"In post","2023","Security","FCDO Services","Foreign, Commonwealth and Development Office","G6","5","5","[c]","[c]"
"In post","2023","Security","FCDO Services","Foreign, Commonwealth and Development Office","G7","20","20","57730","56620"
"In post","2023","Security","FCDO Services","Foreign, Commonwealth and Development Office","HEO","85","80","38220","37400"
"In post","2023","Security","FCDO Services","Foreign, Commonwealth and Development Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Security","FCDO Services","Foreign, Commonwealth and Development Office","SEO","75","75","46540","46110"
"In post","2023","Security","FCDO Services","Foreign, Commonwealth and Development Office","Unknown","10","10","[c]","[c]"
"In post","2023","Security","Food Standards Agency","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Food Standards Agency","Food Standards Agency","G7","[c]","[c]","[c]","[c]"
"In post","2023","Security","Food Standards Agency","Food Standards Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Food Standards Agency","Food Standards Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","AO","25","25","28810","28950"
"In post","2023","Security","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","EO","55","55","31970","31910"
"In post","2023","Security","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","G6","65","60","71740","70100"
"In post","2023","Security","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","G7","150","150","58580","58970"
"In post","2023","Security","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","HEO","135","130","37630","38540"
"In post","2023","Security","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","SCS level","30","30","88320","80150"
"In post","2023","Security","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","SEO","80","80","44720","44450"
"In post","2023","Security","Government Actuary's Department","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Government Actuary's Department","Chancellor's other departments","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Government Legal Department","Attorney General's Departments","AO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Government Legal Department","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Government Legal Department","Attorney General's Departments","G6","[c]","[c]","[c]","[c]"
"In post","2023","Security","Government Legal Department","Attorney General's Departments","G7","[c]","[c]","[c]","[c]"
"In post","2023","Security","Government Legal Department","Attorney General's Departments","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Government Legal Department","Attorney General's Departments","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Security","HM Prison and Probation Service","Ministry of Justice","G7","[c]","[c]","[c]","[c]"
"In post","2023","Security","HM Prison and Probation Service","Ministry of Justice","HEO","5","5","[c]","[c]"
"In post","2023","Security","HM Prison and Probation Service","Ministry of Justice","SEO","5","5","[c]","[c]"
"In post","2023","Security","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","AO","5","5","[c]","[c]"
"In post","2023","Security","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","EO","40","35","29240","28130"
"In post","2023","Security","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","G6","15","15","73040","71300"
"In post","2023","Security","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","G7","50","50","59560","57970"
"In post","2023","Security","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","HEO","35","30","36130","35000"
"In post","2023","Security","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Security","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SEO","65","65","43350","42510"
"In post","2023","Security","Health and Safety Executive","Department for Work and Pensions","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Home Office","Home Office","AA","70","65","22070","23500"
"In post","2023","Security","Home Office","Home Office","AO","60","55","25600","26400"
"In post","2023","Security","Home Office","Home Office","EO","70","70","29400","29890"
"In post","2023","Security","Home Office","Home Office","G6","5","5","[c]","[c]"
"In post","2023","Security","Home Office","Home Office","G7","30","30","57690","59000"
"In post","2023","Security","Home Office","Home Office","HEO","60","60","35260","36180"
"In post","2023","Security","Home Office","Home Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Security","Home Office","Home Office","SEO","40","40","42380","43210"
"In post","2023","Security","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","G6","[c]","[c]","[c]","[c]"
"In post","2023","Security","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","G7","[c]","[c]","[c]","[c]"
"In post","2023","Security","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","SEO","5","5","[c]","[c]"
"In post","2023","Security","Legal Aid Agency","Ministry of Justice","AO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Legal Aid Agency","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Legal Aid Agency","Ministry of Justice","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","G7","[c]","[c]","[c]","[c]"
"In post","2023","Security","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Met Office","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Met Office","Department for Business, Energy and Industrial Strategy","G6","[c]","[c]","[c]","[c]"
"In post","2023","Security","Met Office","Department for Business, Energy and Industrial Strategy","G7","5","5","[c]","[c]"
"In post","2023","Security","Met Office","Department for Business, Energy and Industrial Strategy","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Met Office","Department for Business, Energy and Industrial Strategy","SEO","10","10","43100","43650"
"In post","2023","Security","Ministry of Defence (excl. agencies)","Ministry of Defence","AA","2345","2280","22610","21380"
"In post","2023","Security","Ministry of Defence (excl. agencies)","Ministry of Defence","AO","2600","2555","35120","40880"
"In post","2023","Security","Ministry of Defence (excl. agencies)","Ministry of Defence","EO","755","745","36620","33470"
"In post","2023","Security","Ministry of Defence (excl. agencies)","Ministry of Defence","G6","25","25","79140","74940"
"In post","2023","Security","Ministry of Defence (excl. agencies)","Ministry of Defence","G7","60","60","58820","59530"
"In post","2023","Security","Ministry of Defence (excl. agencies)","Ministry of Defence","HEO","375","375","42910","38020"
"In post","2023","Security","Ministry of Defence (excl. agencies)","Ministry of Defence","SCS level","10","10","98990","91080"
"In post","2023","Security","Ministry of Defence (excl. agencies)","Ministry of Defence","SEO","165","165","46920","42750"
"In post","2023","Security","Ministry of Justice (excl. agencies)","Ministry of Justice","EO","10","10","[c]","[c]"
"In post","2023","Security","Ministry of Justice (excl. agencies)","Ministry of Justice","G6","10","10","[c]","[c]"
"In post","2023","Security","Ministry of Justice (excl. agencies)","Ministry of Justice","G7","20","20","56560","55720"
"In post","2023","Security","Ministry of Justice (excl. agencies)","Ministry of Justice","HEO","20","20","33840","34260"
"In post","2023","Security","Ministry of Justice (excl. agencies)","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Security","Ministry of Justice (excl. agencies)","Ministry of Justice","SEO","25","25","42780","43650"
"In post","2023","Security","National Crime Agency","National Crime Agency","AO","[c]","[c]","[c]","[c]"
"In post","2023","Security","National Crime Agency","National Crime Agency","EO","40","35","34430","34340"
"In post","2023","Security","National Crime Agency","National Crime Agency","G6","[c]","[c]","[c]","[c]"
"In post","2023","Security","National Crime Agency","National Crime Agency","G7","5","5","[c]","[c]"
"In post","2023","Security","National Crime Agency","National Crime Agency","HEO","30","25","41410","42240"
"In post","2023","Security","National Crime Agency","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Security","National Crime Agency","National Crime Agency","SEO","25","25","50460","49960"
"In post","2023","Security","National Savings and Investments","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"In post","2023","Security","National Savings and Investments","Chancellor's other departments","G7","[c]","[c]","[c]","[c]"
"In post","2023","Security","National Savings and Investments","Chancellor's other departments","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Security","National Savings and Investments","Chancellor's other departments","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Northern Ireland Office","Northern Ireland Office","AO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","G6","10","10","74620","73570"
"In post","2023","Security","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","G7","10","10","60530","54910"
"In post","2023","Security","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Security","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Office of the Public Guardian","Ministry of Justice","AO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Office of the Public Guardian","Ministry of Justice","EO","10","10","[c]","[c]"
"In post","2023","Security","Office of the Public Guardian","Ministry of Justice","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Office of the Public Guardian","Ministry of Justice","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Planning Inspectorate","Department for Levelling Up, Housing and Communities","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Registers of Scotland","Scottish Government","G6","[c]","[c]","[c]","[c]"
"In post","2023","Security","Registers of Scotland","Scottish Government","G7","[c]","[c]","[c]","[c]"
"In post","2023","Security","Registers of Scotland","Scottish Government","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Registers of Scotland","Scottish Government","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Serious Fraud Office","Attorney General's Departments","G6","[c]","[c]","[c]","[c]"
"In post","2023","Security","Serious Fraud Office","Attorney General's Departments","G7","[c]","[c]","[c]","[c]"
"In post","2023","Security","Serious Fraud Office","Attorney General's Departments","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Serious Fraud Office","Attorney General's Departments","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Submarine Delivery Agency","Ministry of Defence","Unknown","40","40","41000","39000"
"In post","2023","Security","The Insolvency Service","Department for Business, Energy and Industrial Strategy","G6","[c]","[c]","[c]","[c]"
"In post","2023","Security","The Insolvency Service","Department for Business, Energy and Industrial Strategy","G7","[c]","[c]","[c]","[c]"
"In post","2023","Security","The Insolvency Service","Department for Business, Energy and Industrial Strategy","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Security","UK Export Finance","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","Security","UK Export Finance","UK Export Finance","G7","[c]","[c]","[c]","[c]"
"In post","2023","Security","UK Export Finance","UK Export Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Security","UK Export Finance","UK Export Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Security","UK Hydrographic Office","Ministry of Defence","AO","[c]","[c]","[c]","[c]"
"In post","2023","Security","UK Hydrographic Office","Ministry of Defence","EO","5","5","[c]","[c]"
"In post","2023","Security","UK Hydrographic Office","Ministry of Defence","G7","[c]","[c]","[c]","[c]"
"In post","2023","Security","UK Hydrographic Office","Ministry of Defence","SEO","5","5","[c]","[c]"
"In post","2023","Security","UK Space Agency","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"In post","2023","Security","UK Space Agency","Department for Business, Energy and Industrial Strategy","G6","[c]","[c]","[c]","[c]"
"In post","2023","Security","UK Space Agency","Department for Business, Energy and Industrial Strategy","G7","[c]","[c]","[c]","[c]"
"In post","2023","Security","UK Space Agency","Department for Business, Energy and Industrial Strategy","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Security","UK Space Agency","Department for Business, Energy and Industrial Strategy","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Security","UK Statistics Authority","UK Statistics Authority","EO","10","10","[c]","[c]"
"In post","2023","Security","UK Statistics Authority","UK Statistics Authority","G6","[c]","[c]","[c]","[c]"
"In post","2023","Security","UK Statistics Authority","UK Statistics Authority","G7","15","15","57390","57000"
"In post","2023","Security","UK Statistics Authority","UK Statistics Authority","HEO","20","20","31300","31060"
"In post","2023","Security","UK Statistics Authority","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Security","UK Statistics Authority","UK Statistics Authority","SEO","10","10","41170","41100"
"In post","2023","Security","Water Services Regulation Authority","Water Services Regulation Authority","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Accountant in Bankruptcy","Scottish Government","AA","35","35","23910","24890"
"In post","2023","Unknown","Accountant in Bankruptcy","Scottish Government","EO","45","40","31120","31940"
"In post","2023","Unknown","Accountant in Bankruptcy","Scottish Government","G6","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Accountant in Bankruptcy","Scottish Government","G7","5","5","[c]","[c]"
"In post","2023","Unknown","Accountant in Bankruptcy","Scottish Government","HEO","25","25","37250","38330"
"In post","2023","Unknown","Accountant in Bankruptcy","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Accountant in Bankruptcy","Scottish Government","SEO","10","10","47530","49860"
"In post","2023","Unknown","Building Digital UK","Department for Digital, Culture, Media and Sport","G6","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Building Digital UK","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Central Civil Service Fast Stream","Cabinet Office","HEO","900","900","30630","30130"
"In post","2023","Unknown","Crown Prosecution Service","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Crown Prosecution Service","Attorney General's Departments","G6","5","5","[c]","[c]"
"In post","2023","Unknown","Crown Prosecution Service","Attorney General's Departments","G7","30","25","57220","55850"
"In post","2023","Unknown","Crown Prosecution Service","Attorney General's Departments","HEO","10","10","[c]","[c]"
"In post","2023","Unknown","Crown Prosecution Service","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Crown Prosecution Service","Attorney General's Departments","SEO","15","15","39920","40540"
"In post","2023","Unknown","Defence Science and Technology Laboratory","Ministry of Defence","AA","30","30","19320","19280"
"In post","2023","Unknown","Defence Science and Technology Laboratory","Ministry of Defence","AO","55","50","20790","19430"
"In post","2023","Unknown","Defence Science and Technology Laboratory","Ministry of Defence","EO","80","75","24940","24630"
"In post","2023","Unknown","Defence Science and Technology Laboratory","Ministry of Defence","G6","110","105","70530","70550"
"In post","2023","Unknown","Defence Science and Technology Laboratory","Ministry of Defence","G7","910","875","52270","49260"
"In post","2023","Unknown","Defence Science and Technology Laboratory","Ministry of Defence","HEO","570","560","30090","30650"
"In post","2023","Unknown","Defence Science and Technology Laboratory","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Defence Science and Technology Laboratory","Ministry of Defence","SEO","535","520","39660","39890"
"In post","2023","Unknown","Department for International Trade","Department for International Trade","AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for International Trade","Department for International Trade","EO","5","5","[c]","[c]"
"In post","2023","Unknown","Department for International Trade","Department for International Trade","G6","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for International Trade","Department for International Trade","G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for International Trade","Department for International Trade","HEO","5","5","[c]","[c]"
"In post","2023","Unknown","Department for International Trade","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for International Trade","Department for International Trade","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","AO","150","140","22120","21690"
"In post","2023","Unknown","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","EO","230","210","29490","28120"
"In post","2023","Unknown","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","G6","100","90","72070","72550"
"In post","2023","Unknown","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","G7","230","215","54290","55150"
"In post","2023","Unknown","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","HEO","295","285","37100","39150"
"In post","2023","Unknown","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","SCS level","35","35","85030","80930"
"In post","2023","Unknown","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","SEO","260","255","41460","43760"
"In post","2023","Unknown","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","G6","5","5","[c]","[c]"
"In post","2023","Unknown","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","G7","15","15","54230","54660"
"In post","2023","Unknown","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","HEO","5","5","[c]","[c]"
"In post","2023","Unknown","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","SEO","20","20","42170","41950"
"In post","2023","Unknown","Disclosure Scotland","Scottish Government","AA","190","180","23980","23340"
"In post","2023","Unknown","Disclosure Scotland","Scottish Government","AO","25","25","27530","27740"
"In post","2023","Unknown","Disclosure Scotland","Scottish Government","EO","60","55","31820","31940"
"In post","2023","Unknown","Disclosure Scotland","Scottish Government","G6","5","5","[c]","[c]"
"In post","2023","Unknown","Disclosure Scotland","Scottish Government","G7","15","15","59940","58850"
"In post","2023","Unknown","Disclosure Scotland","Scottish Government","HEO","35","35","37070","38330"
"In post","2023","Unknown","Disclosure Scotland","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Disclosure Scotland","Scottish Government","SEO","30","30","47240","47860"
"In post","2023","Unknown","Education Scotland","Scottish Government","AA","35","30","23890","24890"
"In post","2023","Unknown","Education Scotland","Scottish Government","AO","5","5","[c]","[c]"
"In post","2023","Unknown","Education Scotland","Scottish Government","EO","25","20","30710","29450"
"In post","2023","Unknown","Education Scotland","Scottish Government","G6","160","155","78190","81110"
"In post","2023","Unknown","Education Scotland","Scottish Government","G7","70","65","59640","58850"
"In post","2023","Unknown","Education Scotland","Scottish Government","HEO","25","20","36640","36330"
"In post","2023","Unknown","Education Scotland","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Education Scotland","Scottish Government","SEO","40","40","48130","49860"
"In post","2023","Unknown","FCDO Services","Foreign, Commonwealth and Development Office","AO","15","15","27030","26100"
"In post","2023","Unknown","FCDO Services","Foreign, Commonwealth and Development Office","EO","20","20","30160","29530"
"In post","2023","Unknown","FCDO Services","Foreign, Commonwealth and Development Office","G6","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","FCDO Services","Foreign, Commonwealth and Development Office","G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","FCDO Services","Foreign, Commonwealth and Development Office","HEO","10","10","34560","34750"
"In post","2023","Unknown","FCDO Services","Foreign, Commonwealth and Development Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","FCDO Services","Foreign, Commonwealth and Development Office","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","FCDO Services","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Food Standards Agency","Food Standards Agency","G6","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Food Standards Scotland","Scottish Government","AA","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Food Standards Scotland","Scottish Government","AO","10","10","[c]","[c]"
"In post","2023","Unknown","Food Standards Scotland","Scottish Government","EO","95","90","30710","31190"
"In post","2023","Unknown","Food Standards Scotland","Scottish Government","G6","5","5","[c]","[c]"
"In post","2023","Unknown","Food Standards Scotland","Scottish Government","G7","20","20","57770","58850"
"In post","2023","Unknown","Food Standards Scotland","Scottish Government","HEO","100","95","35720","34730"
"In post","2023","Unknown","Food Standards Scotland","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Food Standards Scotland","Scottish Government","SEO","55","50","46010","44890"
"In post","2023","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","AA","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","AO","15","15","25590","25700"
"In post","2023","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","EO","15","15","30130","28680"
"In post","2023","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","G6","25","25","68190","68230"
"In post","2023","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","G7","60","60","57030","56460"
"In post","2023","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","HEO","55","55","36640","36300"
"In post","2023","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","SCS level","15","15","82730","78860"
"In post","2023","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","SEO","15","15","44370","44450"
"In post","2023","Unknown","Forestry and Land Scotland","Scottish Government","AA","25","25","22150","22460"
"In post","2023","Unknown","Forestry and Land Scotland","Scottish Government","AO","485","470","28220","28140"
"In post","2023","Unknown","Forestry and Land Scotland","Scottish Government","EO","290","280","33480","33260"
"In post","2023","Unknown","Forestry and Land Scotland","Scottish Government","G6","10","10","74130","75960"
"In post","2023","Unknown","Forestry and Land Scotland","Scottish Government","G7","25","25","59850","60270"
"In post","2023","Unknown","Forestry and Land Scotland","Scottish Government","HEO","165","160","40260","40510"
"In post","2023","Unknown","Forestry and Land Scotland","Scottish Government","SCS level","5","5","[c]","[c]"
"In post","2023","Unknown","Forestry and Land Scotland","Scottish Government","SEO","95","90","47900","49370"
"In post","2023","Unknown","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","G6","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","HEO","10","10","[c]","[c]"
"In post","2023","Unknown","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Institute for Apprenticeships and Technical Education","Department for Education","AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Institute for Apprenticeships and Technical Education","Department for Education","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Institute for Apprenticeships and Technical Education","Department for Education","G6","20","20","65710","63950"
"In post","2023","Unknown","Institute for Apprenticeships and Technical Education","Department for Education","G7","85","80","52840","51710"
"In post","2023","Unknown","Institute for Apprenticeships and Technical Education","Department for Education","HEO","15","15","32170","30700"
"In post","2023","Unknown","Institute for Apprenticeships and Technical Education","Department for Education","SCS level","10","10","[c]","[c]"
"In post","2023","Unknown","Institute for Apprenticeships and Technical Education","Department for Education","SEO","75","70","38610","37710"
"In post","2023","Unknown","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","EO","15","15","28000","27840"
"In post","2023","Unknown","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","G6","25","20","68660","67600"
"In post","2023","Unknown","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","G7","20","20","55250","54090"
"In post","2023","Unknown","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","HEO","10","10","[c]","[c]"
"In post","2023","Unknown","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","SCS level","5","5","[c]","[c]"
"In post","2023","Unknown","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","SEO","10","10","[c]","[c]"
"In post","2023","Unknown","Met Office","Department for Business, Energy and Industrial Strategy","AA","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Met Office","Department for Business, Energy and Industrial Strategy","EO","5","5","[c]","[c]"
"In post","2023","Unknown","Met Office","Department for Business, Energy and Industrial Strategy","G6","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Met Office","Department for Business, Energy and Industrial Strategy","G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Met Office","Department for Business, Energy and Industrial Strategy","SCS level","10","10","105630","96010"
"In post","2023","Unknown","Met Office","Department for Business, Energy and Industrial Strategy","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Ministry of Defence (excl. agencies)","Ministry of Defence","AA","5","5","[c]","[c]"
"In post","2023","Unknown","Ministry of Defence (excl. agencies)","Ministry of Defence","AO","5","5","[c]","[c]"
"In post","2023","Unknown","Ministry of Defence (excl. agencies)","Ministry of Defence","EO","5","5","[c]","[c]"
"In post","2023","Unknown","Ministry of Defence (excl. agencies)","Ministry of Defence","G6","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Ministry of Defence (excl. agencies)","Ministry of Defence","HEO","10","10","38580","38680"
"In post","2023","Unknown","Ministry of Defence (excl. agencies)","Ministry of Defence","SEO","5","5","[c]","[c]"
"In post","2023","Unknown","National Records of Scotland","Scottish Government","AA","115","110","24540","24890"
"In post","2023","Unknown","National Records of Scotland","Scottish Government","AO","35","30","27000","27740"
"In post","2023","Unknown","National Records of Scotland","Scottish Government","EO","70","65","31860","31940"
"In post","2023","Unknown","National Records of Scotland","Scottish Government","G6","25","25","77950","79110"
"In post","2023","Unknown","National Records of Scotland","Scottish Government","G7","30","30","58820","58100"
"In post","2023","Unknown","National Records of Scotland","Scottish Government","HEO","105","100","38020","38330"
"In post","2023","Unknown","National Records of Scotland","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","National Records of Scotland","Scottish Government","SEO","70","70","47740","49860"
"In post","2023","Unknown","Northern Ireland Office","Northern Ireland Office","AO","5","5","[c]","[c]"
"In post","2023","Unknown","Northern Ireland Office","Northern Ireland Office","EO","10","10","28010","28420"
"In post","2023","Unknown","Northern Ireland Office","Northern Ireland Office","G6","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Northern Ireland Office","Northern Ireland Office","G7","35","30","55530","55720"
