"Status","Year","Region_ITL2","Region_ITL3","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Devon","Plymouth","G6/G7","210","200","60050","57570"
"In post","2023","Devon","Plymouth","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Devon","Plymouth","SEO/HEO","945","895","39550","39460"
"In post","2023","Devon","Plymouth","Unknown","335","315","34440","31920"
"In post","2023","Devon","Torbay","AA/AO","130","100","21590","21690"
"In post","2023","Devon","Torbay","EO","110","90","28130","28120"
"In post","2023","Devon","Torbay","G6/G7","10","10","[c]","[c]"
"In post","2023","Devon","Torbay","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Devon","Torbay","SEO/HEO","45","40","36130","34170"
"In post","2023","Devon","Torbay","Unknown","75","65","29550","29050"
"In post","2023","Dorset and Somerset","Bournemouth, Christchurch and Poole","AA/AO","190","170","21920","21780"
"In post","2023","Dorset and Somerset","Bournemouth, Christchurch and Poole","EO","295","260","27670","28120"
"In post","2023","Dorset and Somerset","Bournemouth, Christchurch and Poole","G6/G7","35","35","60310","54260"
"In post","2023","Dorset and Somerset","Bournemouth, Christchurch and Poole","SEO/HEO","95","90","37140","34970"
"In post","2023","Dorset and Somerset","Bournemouth, Christchurch and Poole","Unknown","155","140","29600","26840"
"In post","2023","Dorset and Somerset","Dorset","AA/AO","970","910","26240","24070"
"In post","2023","Dorset and Somerset","Dorset","EO","560","520","29530","28120"
"In post","2023","Dorset and Somerset","Dorset","G6/G7","105","95","61390","58650"
"In post","2023","Dorset and Somerset","Dorset","SCS level","5","5","[c]","[c]"
"In post","2023","Dorset and Somerset","Dorset","SEO/HEO","525","500","38350","37310"
"In post","2023","Dorset and Somerset","Dorset","Unknown","85","75","28780","26840"
"In post","2023","Dorset and Somerset","Somerset CC","AA/AO","515","465","22010","21690"
"In post","2023","Dorset and Somerset","Somerset CC","EO","690","625","28030","28120"
"In post","2023","Dorset and Somerset","Somerset CC","G6/G7","215","210","60310","56130"
"In post","2023","Dorset and Somerset","Somerset CC","SCS level","5","5","[c]","[c]"
"In post","2023","Dorset and Somerset","Somerset CC","SEO/HEO","965","920","38400","35370"
"In post","2023","Dorset and Somerset","Somerset CC","Unknown","150","140","29250","26840"
"In post","2023","East Anglia","Breckland and South Norfolk","AA/AO","285","270","27620","28880"
"In post","2023","East Anglia","Breckland and South Norfolk","EO","135","125","29870","28480"
"In post","2023","East Anglia","Breckland and South Norfolk","G6/G7","25","25","65240","63850"
"In post","2023","East Anglia","Breckland and South Norfolk","SEO/HEO","105","100","40180","38670"
"In post","2023","East Anglia","Breckland and South Norfolk","Unknown","10","10","35920","38980"
"In post","2023","East Anglia","Cambridgeshire CC","AA/AO","1115","1040","27580","25450"
"In post","2023","East Anglia","Cambridgeshire CC","EO","685","655","30060","28120"
"In post","2023","East Anglia","Cambridgeshire CC","G6/G7","315","305","59490","56180"
"In post","2023","East Anglia","Cambridgeshire CC","SCS level","35","35","102160","99080"
"In post","2023","East Anglia","Cambridgeshire CC","SEO/HEO","1135","1100","38490","36540"
"In post","2023","East Anglia","Cambridgeshire CC","Unknown","175","165","30170","29050"
"In post","2023","East Anglia","North and West Norfolk","AA/AO","505","470","26570","24070"
"In post","2023","East Anglia","North and West Norfolk","EO","185","170","29860","28120"
"In post","2023","East Anglia","North and West Norfolk","G6/G7","20","15","62980","60230"
"In post","2023","East Anglia","North and West Norfolk","SEO/HEO","190","180","38030","35000"
"In post","2023","East Anglia","North and West Norfolk","Unknown","55","55","30700","29050"
"In post","2023","East Anglia","Norwich and East Norfolk","AA/AO","640","575","24870","23230"
"In post","2023","East Anglia","Norwich and East Norfolk","EO","570","505","28350","28120"
"In post","2023","East Anglia","Norwich and East Norfolk","G6/G7","140","135","57850","56000"
"In post","2023","East Anglia","Norwich and East Norfolk","SCS level","10","10","97820","98240"
"In post","2023","East Anglia","Norwich and East Norfolk","SEO/HEO","385","365","37440","35960"
"In post","2023","East Anglia","Norwich and East Norfolk","Unknown","315","290","26860","24570"
"In post","2023","East Anglia","Peterborough","AA/AO","695","605","22280","22400"
"In post","2023","East Anglia","Peterborough","EO","400","360","27490","28080"
"In post","2023","East Anglia","Peterborough","G6/G7","110","105","60310","59200"
"In post","2023","East Anglia","Peterborough","SCS level","5","5","[c]","[c]"
"In post","2023","East Anglia","Peterborough","SEO/HEO","380","360","36850","34850"
"In post","2023","East Anglia","Peterborough","Unknown","140","125","30540","29050"
"In post","2023","East Anglia","Suffolk CC","AA/AO","1530","1415","25080","22520"
"In post","2023","East Anglia","Suffolk CC","EO","1150","1060","28340","28120"
"In post","2023","East Anglia","Suffolk CC","G6/G7","265","250","58580","55780"
"In post","2023","East Anglia","Suffolk CC","SCS level","10","10","97670","97530"
"In post","2023","East Anglia","Suffolk CC","SEO/HEO","1050","1000","36860","35070"
"In post","2023","East Anglia","Suffolk CC","Unknown","290","255","29680","26840"
"In post","2023","East Wales","Cardiff and Vale of Glamorgan","AA/AO","2945","2670","23440","22520"
"In post","2023","East Wales","Cardiff and Vale of Glamorgan","EO","2985","2810","28250","28120"
"In post","2023","East Wales","Cardiff and Vale of Glamorgan","G6/G7","1710","1640","61280","59480"
"In post","2023","East Wales","Cardiff and Vale of Glamorgan","SCS level","230","220","89780","82480"
"In post","2023","East Wales","Cardiff and Vale of Glamorgan","SEO/HEO","4250","4070","38940","38320"
"In post","2023","East Wales","Cardiff and Vale of Glamorgan","Unknown","345","330","30830","29050"
"In post","2023","East Wales","Flintshire and Wrexham","AA/AO","965","910","24730","23230"
"In post","2023","East Wales","Flintshire and Wrexham","EO","640","600","29340","28120"
"In post","2023","East Wales","Flintshire and Wrexham","G6/G7","105","100","58210","56450"
"In post","2023","East Wales","Flintshire and Wrexham","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","East Wales","Flintshire and Wrexham","SEO/HEO","370","360","38470","36930"
"In post","2023","East Wales","Flintshire and Wrexham","Unknown","165","155","29310","29050"
"In post","2023","East Wales","Monmouthshire and Newport","AA/AO","1085","955","23090","21780"
"In post","2023","East Wales","Monmouthshire and Newport","EO","1120","1035","26670","25100"
"In post","2023","East Wales","Monmouthshire and Newport","G6/G7","1215","1175","57700","57860"
"In post","2023","East Wales","Monmouthshire and Newport","SCS level","65","65","80830","75280"
"In post","2023","East Wales","Monmouthshire and Newport","SEO/HEO","2330","2240","36860","37760"
"In post","2023","East Wales","Monmouthshire and Newport","Unknown","145","135","30110","29050"
"In post","2023","East Wales","Powys","AA/AO","205","195","22670","22220"
"In post","2023","East Wales","Powys","EO","155","145","28730","28120"
"In post","2023","East Wales","Powys","G6/G7","40","35","65850","63900"
"In post","2023","East Wales","Powys","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","East Wales","Powys","SEO/HEO","160","150","39900","39690"
"In post","2023","East Wales","Powys","Unknown","30","25","29080","26840"
"In post","2023","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","AA/AO","980","910","28280","28880"
"In post","2023","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","EO","600","570","29890","28120"
"In post","2023","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","G6/G7","65","60","60390","59290"
"In post","2023","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","SEO/HEO","275","265","39330","37720"
"In post","2023","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","Unknown","75","70","31690","31150"
"In post","2023","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","AA/AO","855","770","25750","23390"
"In post","2023","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","EO","675","600","28350","28120"
"In post","2023","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","G6/G7","80","75","58690","56450"
"In post","2023","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","SEO/HEO","330","305","37050","34850"
"In post","2023","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","Unknown","235","220","30040","29050"
"In post","2023","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","AA/AO","265","230","21730","21690"
"In post","2023","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","EO","355","325","27700","28120"
"In post","2023","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","G6/G7","25","25","56100","54260"
"In post","2023","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","SEO/HEO","95","90","35360","34170"
"In post","2023","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","Unknown","150","140","30290","29050"
"In post","2023","Eastern Scotland","Angus and Dundee City","AA/AO","1145","1060","22800","22180"
"In post","2023","Eastern Scotland","Angus and Dundee City","EO","875","830","29170","29100"
"In post","2023","Eastern Scotland","Angus and Dundee City","G6/G7","120","115","63980","65280"
"In post","2023","Eastern Scotland","Angus and Dundee City","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Eastern Scotland","Angus and Dundee City","SEO/HEO","390","375","37610","35020"
"In post","2023","Eastern Scotland","City of Edinburgh","AA/AO","2920","2780","24690","24490"
"In post","2023","Eastern Scotland","City of Edinburgh","EO","2770","2635","30720","29730"
"In post","2023","Eastern Scotland","City of Edinburgh","G6/G7","2925","2795","64990","65280"
"In post","2023","Eastern Scotland","City of Edinburgh","SCS level","260","250","91980","85200"
"In post","2023","Eastern Scotland","City of Edinburgh","SEO/HEO","5275","5065","41060","40510"
"In post","2023","Eastern Scotland","Clackmannanshire and Fife","AA/AO","390","365","24850","24490"
"In post","2023","Eastern Scotland","Clackmannanshire and Fife","EO","495","460","31820","29450"
"In post","2023","Eastern Scotland","Clackmannanshire and Fife","G6/G7","65","65","62040","56930"
"In post","2023","Eastern Scotland","Clackmannanshire and Fife","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Eastern Scotland","Clackmannanshire and Fife","SEO/HEO","280","260","38870","38470"
"In post","2023","Eastern Scotland","Clackmannanshire and Fife","Unknown","25","25","49160","51560"
"In post","2023","Eastern Scotland","East Lothian and Midlothian","AA/AO","10","10","22080","21690"
"In post","2023","Eastern Scotland","East Lothian and Midlothian","EO","90","80","28170","28120"
"In post","2023","Eastern Scotland","East Lothian and Midlothian","G6/G7","15","10","63620","65280"
"In post","2023","Eastern Scotland","East Lothian and Midlothian","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Eastern Scotland","East Lothian and Midlothian","SEO/HEO","25","25","37040","34970"
"In post","2023","Eastern Scotland","Falkirk","AA/AO","750","635","23080","21690"
"In post","2023","Eastern Scotland","Falkirk","EO","725","650","31060","28120"
"In post","2023","Eastern Scotland","Falkirk","G6/G7","70","65","62010","56620"
"In post","2023","Eastern Scotland","Falkirk","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Eastern Scotland","Falkirk","SEO/HEO","225","210","39270","38470"
"In post","2023","Eastern Scotland","Perth and Kinross, and Stirling","AA/AO","475","450","25650","25010"
"In post","2023","Eastern Scotland","Perth and Kinross, and Stirling","EO","575","535","33160","31970"
"In post","2023","Eastern Scotland","Perth and Kinross, and Stirling","G6/G7","85","80","59800","57260"
"In post","2023","Eastern Scotland","Perth and Kinross, and Stirling","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Eastern Scotland","Perth and Kinross, and Stirling","SEO/HEO","265","250","41670","41570"
"In post","2023","Eastern Scotland","West Lothian","AA/AO","135","125","24870","24690"
"In post","2023","Eastern Scotland","West Lothian","EO","155","140","29430","28120"
"In post","2023","Eastern Scotland","West Lothian","G6/G7","75","75","66040","65280"
"In post","2023","Eastern Scotland","West Lothian","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Eastern Scotland","West Lothian","SEO/HEO","85","85","40950","40510"
"In post","2023","Essex","Essex Haven Gateway","AA/AO","185","170","24250","22490"
"In post","2023","Essex","Essex Haven Gateway","EO","400","370","29760","31280"
"In post","2023","Essex","Essex Haven Gateway","G6/G7","40","35","63150","59840"
"In post","2023","Essex","Essex Haven Gateway","SCS level","5","5","[c]","[c]"
"In post","2023","Essex","Essex Haven Gateway","SEO/HEO","190","185","38740","37520"
"In post","2023","Essex","Essex Haven Gateway","Unknown","105","95","30070","26840"
"In post","2023","Essex","Essex Thames Gateway","AA/AO","350","315","24890","25610"
"In post","2023","Essex","Essex Thames Gateway","EO","360","320","31190","31280"
"In post","2023","Essex","Essex Thames Gateway","G6/G7","15","15","57230","55150"
"In post","2023","Essex","Essex Thames Gateway","SEO/HEO","80","75","38820","37520"
"In post","2023","Essex","Essex Thames Gateway","Unknown","120","110","29380","26840"
"In post","2023","Essex","Heart of Essex","AA/AO","465","430","26800","25340"
"In post","2023","Essex","Heart of Essex","EO","290","275","30710","30560"
"In post","2023","Essex","Heart of Essex","G6/G7","120","115","62200","59590"
"In post","2023","Essex","Heart of Essex","SCS level","5","5","[c]","[c]"
"In post","2023","Essex","Heart of Essex","SEO/HEO","195","190","39760","38910"
"In post","2023","Essex","Heart of Essex","Unknown","155","145","29520","26840"
"In post","2023","Essex","Southend-on-Sea","AA/AO","110","90","23280","22520"
"In post","2023","Essex","Southend-on-Sea","EO","135","120","30870","31280"
"In post","2023","Essex","Southend-on-Sea","G6/G7","15","15","59390","57970"
"In post","2023","Essex","Southend-on-Sea","SEO/HEO","80","75","39240","37520"
"In post","2023","Essex","Southend-on-Sea","Unknown","85","75","29130","26840"
"In post","2023","Essex","Thurrock","AA/AO","95","90","22730","22400"
"In post","2023","Essex","Thurrock","EO","245","230","28060","27150"
"In post","2023","Essex","Thurrock","G6/G7","5","5","[c]","[c]"
"In post","2023","Essex","Thurrock","SEO/HEO","50","50","34500","33010"
"In post","2023","Essex","West Essex","AA/AO","55","55","21700","22400"
"In post","2023","Essex","West Essex","EO","355","315","28480","27580"
"In post","2023","Essex","West Essex","G6/G7","30","30","63450","64170"
"In post","2023","Essex","West Essex","SCS level","5","5","[c]","[c]"
"In post","2023","Essex","West Essex","SEO/HEO","160","150","36020","34410"
"In post","2023","Essex","West Essex","Unknown","40","40","29150","29050"
"In post","2023","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","1695","1590","23930","22400"
"In post","2023","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","1365","1280","28450","27470"
"In post","2023","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","2380","2305","58780","56180"
"In post","2023","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS level","160","155","100220","92340"
"In post","2023","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","6565","6310","38430","38790"
"In post","2023","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","1750","1685","42400","39860"
"In post","2023","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","AA/AO","1230","1130","23210","22150"
"In post","2023","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","EO","1360","1250","27850","28120"
"In post","2023","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","G6/G7","1435","1370","57210","56070"
"In post","2023","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","SCS level","100","100","95300","87010"
"In post","2023","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","SEO/HEO","2380","2265","36830","35480"
"In post","2023","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Unknown","300","275","29170","29050"
"In post","2023","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","AA/AO","305","275","24020","22220"
"In post","2023","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","EO","505","455","28090","28080"
