"Status","Year","Function_of_post","Profession_of_post","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Communications","Policy","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Unknown","London","Female","40","[c]","46110","42450"
"Leaver Dept.","2023","Communications","Unknown","London","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Unknown","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Unknown","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Commercial","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Commercial","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Counter Fraud","London","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Counter Fraud","London","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Counter Fraud","Outside London","Female","70","[c]","29550","28120"
"Leaver Dept.","2023","Counter Fraud","Counter Fraud","Outside London","Male","65","[c]","28950","28120"
"Leaver Dept.","2023","Counter Fraud","Counter Fraud","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Counter Fraud","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Intelligence Analysis","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Intelligence Analysis","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Legal","London","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Legal","London","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Legal","Outside London","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Legal","Outside London","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Operational Delivery","London","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Operational Delivery","London","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Operational Delivery","Outside London","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Operational Delivery","Outside London","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Operational Research","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Operational Research","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Other","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Other","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Other","Outside London","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Other","Outside London","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Tax","Outside London","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Tax","Outside London","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Unknown","London","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Unknown","London","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Unknown","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Unknown","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","Operational Delivery","London","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","Operational Delivery","London","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","Operational Delivery","Outside London","Female","55","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","Operational Delivery","Outside London","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","Other","Outside London","Female","30","[c]","23800","21690"
"Leaver Dept.","2023","Debt","Other","Outside London","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","Tax","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","Tax","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","Tax","Outside London","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","Tax","Outside London","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Commercial","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Commercial","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Digital, Data and Technology","London","Female","70","[c]","48380","43950"
"Leaver Dept.","2023","Digital, Data & Technology","Digital, Data and Technology","London","Male","95","[c]","45890","41440"
"Leaver Dept.","2023","Digital, Data & Technology","Digital, Data and Technology","Outside London","Female","185","[c]","38210","36500"
"Leaver Dept.","2023","Digital, Data & Technology","Digital, Data and Technology","Outside London","Male","255","[c]","39670","37590"
"Leaver Dept.","2023","Digital, Data & Technology","Digital, Data and Technology","Unknown","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Digital, Data and Technology","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Human Resources","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Human Resources","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Human Resources","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Human Resources","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Knowledge and Information Management","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Knowledge and Information Management","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Knowledge and Information Management","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Knowledge and Information Management","Outside London","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Operational Delivery","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Operational Delivery","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Operational Delivery","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Operational Delivery","Outside London","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Other","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Other","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Other","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Other","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Policy","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Policy","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Project Delivery","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Project Delivery","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Project Delivery","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Project Delivery","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Science and Engineering","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Science and Engineering","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Security","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Security","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Tax","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Tax","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Tax","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Tax","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Unknown","London","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Unknown","London","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Unknown","Outside London","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Unknown","Outside London","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Commercial","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Commercial","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Corporate Finance","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Corporate Finance","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Corporate Finance","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Corporate Finance","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Digital, Data and Technology","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Digital, Data and Technology","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Finance","London","Female","80","[c]","47000","39150"
"Leaver Dept.","2023","Finance","Finance","London","Male","85","[c]","51390","43480"
"Leaver Dept.","2023","Finance","Finance","Outside London","Female","125","[c]","40750","35310"
"Leaver Dept.","2023","Finance","Finance","Outside London","Male","100","[c]","40360","35310"
"Leaver Dept.","2023","Finance","Finance","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Finance","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Finance","Unknown","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Internal Audit","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Internal Audit","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Operational Delivery","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Operational Delivery","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Operational Delivery","Outside London","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Operational Delivery","Outside London","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Other","London","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Other","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Other","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Other","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Project Delivery","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Project Delivery","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Tax","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Tax","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Unknown","London","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Unknown","London","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Unknown","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Unknown","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Grants Management","Operational Delivery","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Grants Management","Operational Delivery","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Grants Management","Operational Delivery","Outside London","Female","30","[c]","23890","22150"
"Leaver Dept.","2023","Grants Management","Operational Delivery","Outside London","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Grants Management","Policy","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Grants Management","Policy","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Communications","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Communications","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Communications","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Communications","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Digital, Data and Technology","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Digital, Data and Technology","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Finance","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Finance","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Human Resources","London","Female","115","[c]","43320","37640"
"Leaver Dept.","2023","Human Resources","Human Resources","London","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Human Resources","Outside London","Female","270","[c]","34600","31960"
"Leaver Dept.","2023","Human Resources","Human Resources","Outside London","Male","95","[c]","35510","32640"
"Leaver Dept.","2023","Human Resources","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Knowledge and Information Management","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Knowledge and Information Management","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Operational Delivery","London","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Operational Delivery","London","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Operational Delivery","Outside London","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Operational Delivery","Outside London","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Other","London","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Other","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Other","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Other","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Policy","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Policy","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Policy","Outside London","Female","10","[c]","[c]","[c]"
