"Status","Year","Function_of_post","Profession_of_post","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Project Delivery","Operational Delivery","AA/AO","Female","70","60","22660","22150"
"In post","2023","Project Delivery","Operational Delivery","AA/AO","Male","35","35","21590","22150"
"In post","2023","Project Delivery","Operational Delivery","EO","Female","170","160","27690","28130"
"In post","2023","Project Delivery","Operational Delivery","EO","Male","105","105","27740","28130"
"In post","2023","Project Delivery","Operational Delivery","G6/G7","Female","145","140","56250","54460"
"In post","2023","Project Delivery","Operational Delivery","G6/G7","Male","150","145","57600","57970"
"In post","2023","Project Delivery","Operational Delivery","SCS level","Female","15","15","[c]","[c]"
"In post","2023","Project Delivery","Operational Delivery","SCS level","Male","10","10","[c]","[c]"
"In post","2023","Project Delivery","Operational Delivery","SEO/HEO","Female","300","285","36530","35000"
"In post","2023","Project Delivery","Operational Delivery","SEO/HEO","Male","190","190","37370","36990"
"In post","2023","Project Delivery","Operational Delivery","Unknown","Female","205","190","34440","32500"
"In post","2023","Project Delivery","Operational Delivery","Unknown","Male","165","160","40980","38790"
"In post","2023","Project Delivery","Operational Research","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Operational Research","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Operational Research","G6/G7","Female","25","25","[c]","[c]"
"In post","2023","Project Delivery","Operational Research","G6/G7","Male","40","40","53980","49260"
"In post","2023","Project Delivery","Operational Research","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Operational Research","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Operational Research","SEO/HEO","Female","35","35","36190","36940"
"In post","2023","Project Delivery","Operational Research","SEO/HEO","Male","40","40","36650","39890"
"In post","2023","Project Delivery","Other","AA/AO","Female","20","20","[c]","[c]"
"In post","2023","Project Delivery","Other","AA/AO","Male","20","20","[c]","[c]"
"In post","2023","Project Delivery","Other","EO","Female","20","20","[c]","[c]"
"In post","2023","Project Delivery","Other","EO","Male","5","5","[c]","[c]"
"In post","2023","Project Delivery","Other","G6/G7","Female","30","25","[c]","[c]"
"In post","2023","Project Delivery","Other","G6/G7","Male","30","30","56600","54430"
"In post","2023","Project Delivery","Other","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Other","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Other","SEO/HEO","Female","50","50","36440","36940"
"In post","2023","Project Delivery","Other","SEO/HEO","Male","50","50","37670","38810"
"In post","2023","Project Delivery","Planning","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Planning","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Planning","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Planning","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Policy","AA/AO","Female","10","10","[c]","[c]"
"In post","2023","Project Delivery","Policy","AA/AO","Male","5","5","[c]","[c]"
"In post","2023","Project Delivery","Policy","EO","Female","50","45","30170","30680"
"In post","2023","Project Delivery","Policy","EO","Male","40","40","30680","31660"
"In post","2023","Project Delivery","Policy","G6/G7","Female","520","490","63320","63840"
"In post","2023","Project Delivery","Policy","G6/G7","Male","510","495","64980","65230"
"In post","2023","Project Delivery","Policy","SCS level","Female","50","50","86500","81750"
"In post","2023","Project Delivery","Policy","SCS level","Male","50","45","87510","81820"
"In post","2023","Project Delivery","Policy","SEO/HEO","Female","385","365","40630","41360"
"In post","2023","Project Delivery","Policy","SEO/HEO","Male","300","290","40810","41070"
"In post","2023","Project Delivery","Policy","Unknown","Female","5","5","[c]","[c]"
"In post","2023","Project Delivery","Policy","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Project Delivery","AA/AO","Female","150","140","23230","23220"
"In post","2023","Project Delivery","Project Delivery","AA/AO","Male","115","115","23380","23390"
"In post","2023","Project Delivery","Project Delivery","EO","Female","750","690","28020","27890"
"In post","2023","Project Delivery","Project Delivery","EO","Male","390","385","28020","27980"
"In post","2023","Project Delivery","Project Delivery","G6/G7","Female","2395","2300","58610","56870"
"In post","2023","Project Delivery","Project Delivery","G6/G7","Male","2645","2600","59770","57970"
"In post","2023","Project Delivery","Project Delivery","SCS level","Female","185","175","90680","81840"
"In post","2023","Project Delivery","Project Delivery","SCS level","Male","245","240","92990","85710"
"In post","2023","Project Delivery","Project Delivery","SEO/HEO","Female","4460","4225","37810","37850"
"In post","2023","Project Delivery","Project Delivery","SEO/HEO","Male","3650","3570","38960","39500"
"In post","2023","Project Delivery","Project Delivery","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Project Delivery","Unknown","Female","195","185","40940","39500"
"In post","2023","Project Delivery","Project Delivery","Unknown","Male","335","330","48980","46560"
"In post","2023","Project Delivery","Property","G6/G7","Female","5","5","[c]","[c]"
"In post","2023","Project Delivery","Property","G6/G7","Male","10","10","[c]","[c]"
"In post","2023","Project Delivery","Science and Engineering","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Science and Engineering","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Science and Engineering","EO","Female","20","20","[c]","[c]"
"In post","2023","Project Delivery","Science and Engineering","EO","Male","20","20","[c]","[c]"
"In post","2023","Project Delivery","Science and Engineering","G6/G7","Female","135","130","57960","55240"
"In post","2023","Project Delivery","Science and Engineering","G6/G7","Male","145","140","57140","55210"
"In post","2023","Project Delivery","Science and Engineering","SCS level","Female","25","25","[c]","[c]"
"In post","2023","Project Delivery","Science and Engineering","SCS level","Male","15","15","[c]","[c]"
"In post","2023","Project Delivery","Science and Engineering","SEO/HEO","Female","175","165","38300","39890"
"In post","2023","Project Delivery","Science and Engineering","SEO/HEO","Male","175","170","38160","38200"
"In post","2023","Project Delivery","Science and Engineering","Unknown","Female","80","80","43400","42510"
"In post","2023","Project Delivery","Science and Engineering","Unknown","Male","720","715","43890","42770"
"In post","2023","Project Delivery","Security","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Security","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Security","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Security","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Social Research","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Social Research","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Social Research","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Social Research","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Statistics","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Statistics","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Statistics","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Statistics","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Tax","AA/AO","Female","15","10","[c]","[c]"
"In post","2023","Project Delivery","Tax","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Tax","EO","Female","90","75","29930","29560"
"In post","2023","Project Delivery","Tax","EO","Male","95","90","29930","29730"
"In post","2023","Project Delivery","Tax","G6/G7","Female","25","25","[c]","[c]"
"In post","2023","Project Delivery","Tax","G6/G7","Male","20","20","[c]","[c]"
"In post","2023","Project Delivery","Tax","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Tax","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Tax","SEO/HEO","Female","180","165","37570","35000"
"In post","2023","Project Delivery","Tax","SEO/HEO","Male","240","230","37570","35070"
"In post","2023","Project Delivery","Unknown","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Unknown","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Unknown","EO","Female","25","20","[c]","[c]"
"In post","2023","Project Delivery","Unknown","EO","Male","15","15","[c]","[c]"
"In post","2023","Project Delivery","Unknown","G6/G7","Female","55","55","60630","59180"
"In post","2023","Project Delivery","Unknown","G6/G7","Male","40","40","60840","59180"
"In post","2023","Project Delivery","Unknown","SCS level","Female","10","10","[c]","[c]"
"In post","2023","Project Delivery","Unknown","SCS level","Male","10","10","[c]","[c]"
"In post","2023","Project Delivery","Unknown","SEO/HEO","Female","85","80","39070","39450"
"In post","2023","Project Delivery","Unknown","SEO/HEO","Male","70","65","38260","35670"
"In post","2023","Property","Commercial","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Property","Commercial","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Property","Communications","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Property","Communications","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Property","Communications","G6/G7","Female","5","5","[c]","[c]"
"In post","2023","Property","Communications","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Property","Communications","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Property","Communications","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Property","Digital, Data and Technology","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Property","Digital, Data and Technology","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Property","Digital, Data and Technology","G6/G7","Female","5","5","[c]","[c]"
"In post","2023","Property","Digital, Data and Technology","G6/G7","Male","15","15","[c]","[c]"
"In post","2023","Property","Digital, Data and Technology","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Property","Digital, Data and Technology","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Property","Digital, Data and Technology","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Property","Digital, Data and Technology","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2023","Property","Finance","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Property","Finance","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Property","Finance","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Property","Finance","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Property","Finance","G6/G7","Female","15","15","[c]","[c]"
"In post","2023","Property","Finance","G6/G7","Male","15","15","[c]","[c]"
"In post","2023","Property","Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Property","Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Property","Finance","SEO/HEO","Female","25","25","[c]","[c]"
"In post","2023","Property","Finance","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2023","Property","Human Resources","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Property","Human Resources","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Property","Human Resources","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Property","Human Resources","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Property","Human Resources","G6/G7","Female","10","10","[c]","[c]"
"In post","2023","Property","Human Resources","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Property","Human Resources","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Property","Human Resources","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Property","Human Resources","SEO/HEO","Female","15","15","[c]","[c]"
