"Status","Year","Age","Profession_of_post","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","50-59","Digital, Data and Technology","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Economics","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Economics","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Economics","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Finance","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Finance","London","G6","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Finance","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Finance","London","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Finance","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Finance","London","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Finance","Outside London","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Finance","Outside London","EO","15","[c]","26960","26670"
"Leaver CS","2023","50-59","Finance","Outside London","G6","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Finance","Outside London","G7","25","[c]","55580","55840"
"Leaver CS","2023","50-59","Finance","Outside London","HEO","25","[c]","33900","33740"
"Leaver CS","2023","50-59","Finance","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Finance","Outside London","SEO","35","[c]","42590","41510"
"Leaver CS","2023","50-59","Finance","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Finance","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Geography","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Geography","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Geography","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Human Resources","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Human Resources","London","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Human Resources","London","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Human Resources","London","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Human Resources","London","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Human Resources","London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Human Resources","London","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Human Resources","Outside London","AA","10","[c]","20900","20750"
"Leaver CS","2023","50-59","Human Resources","Outside London","AO","45","[c]","22000","22220"
"Leaver CS","2023","50-59","Human Resources","Outside London","EO","65","[c]","28000","27470"
"Leaver CS","2023","50-59","Human Resources","Outside London","G6","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Human Resources","Outside London","G7","20","[c]","54310","54540"
"Leaver CS","2023","50-59","Human Resources","Outside London","HEO","45","[c]","34700","34290"
"Leaver CS","2023","50-59","Human Resources","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Human Resources","Outside London","SEO","30","[c]","43320","41740"
"Leaver CS","2023","50-59","Human Resources","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Human Resources","Overseas","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Human Resources","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Human Resources","Overseas","HEO","10","[c]","50760","52150"
"Leaver CS","2023","50-59","Human Resources","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Human Resources","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Inspector of Education and Training","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Inspector of Education and Training","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Inspector of Education and Training","Outside London","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Inspector of Education and Training","Outside London","G7","20","[c]","77250","77470"
"Leaver CS","2023","50-59","Inspector of Education and Training","Outside London","SEO","20","[c]","50710","52750"
"Leaver CS","2023","50-59","Intelligence Analysis","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Intelligence Analysis","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Intelligence Analysis","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Intelligence Analysis","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Intelligence Analysis","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Intelligence Analysis","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Intelligence Analysis","Outside London","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Intelligence Analysis","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Intelligence Analysis","Outside London","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Intelligence Analysis","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Internal Audit","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Internal Audit","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Internal Audit","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Internal Audit","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Internal Audit","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Internal Audit","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Internal Audit","Outside London","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Internal Audit","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Internal Audit","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","International Trade","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","International Trade","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","International Trade","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","International Trade","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","International Trade","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","International Trade","Overseas","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","International Trade","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","International Trade","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Knowledge and Information Management","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Knowledge and Information Management","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Knowledge and Information Management","Outside London","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Knowledge and Information Management","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Knowledge and Information Management","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Knowledge and Information Management","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Knowledge and Information Management","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Knowledge and Information Management","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Legal","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Legal","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Legal","London","G6","15","[c]","70560","70020"
"Leaver CS","2023","50-59","Legal","London","G7","20","[c]","60860","60430"
"Leaver CS","2023","50-59","Legal","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Legal","London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Legal","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Legal","Outside London","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Legal","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Legal","Outside London","G6","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Legal","Outside London","G7","45","[c]","57940","56450"
"Leaver CS","2023","50-59","Legal","Outside London","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Legal","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Legal","Outside London","SEO","35","[c]","43150","43620"
"Leaver CS","2023","50-59","Medicine","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Medicine","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Medicine","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Medicine","London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Medicine","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Medicine","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Medicine","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Medicine","Outside London","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Medicine","Outside London","G7","10","[c]","65900","64160"
"Leaver CS","2023","50-59","Medicine","Outside London","HEO","15","[c]","38330","40590"
"Leaver CS","2023","50-59","Medicine","Outside London","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Medicine","Outside London","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Medicine","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Operational Delivery","London","AA","25","[c]","22350","22330"
"Leaver CS","2023","50-59","Operational Delivery","London","AO","130","[c]","25060","25480"
"Leaver CS","2023","50-59","Operational Delivery","London","EO","185","[c]","30300","30610"
"Leaver CS","2023","50-59","Operational Delivery","London","G6","25","[c]","67630","66700"
"Leaver CS","2023","50-59","Operational Delivery","London","G7","40","[c]","57650","55720"
"Leaver CS","2023","50-59","Operational Delivery","London","HEO","45","[c]","35340","35000"
"Leaver CS","2023","50-59","Operational Delivery","London","SCS level","25","[c]","107740","95800"
"Leaver CS","2023","50-59","Operational Delivery","London","SEO","55","[c]","42520","41750"
"Leaver CS","2023","50-59","Operational Delivery","London","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Operational Delivery","Outside London","AA","255","[c]","20280","19930"
"Leaver CS","2023","50-59","Operational Delivery","Outside London","AO","1720","[c]","21910","21690"
"Leaver CS","2023","50-59","Operational Delivery","Outside London","EO","1355","[c]","28230","27570"
"Leaver CS","2023","50-59","Operational Delivery","Outside London","G6","55","[c]","66360","64100"
"Leaver CS","2023","50-59","Operational Delivery","Outside London","G7","85","[c]","54350","53010"
"Leaver CS","2023","50-59","Operational Delivery","Outside London","HEO","265","[c]","34770","34170"
"Leaver CS","2023","50-59","Operational Delivery","Outside London","SCS level","25","[c]","92450","92660"
"Leaver CS","2023","50-59","Operational Delivery","Outside London","SEO","170","[c]","41930","40190"
"Leaver CS","2023","50-59","Operational Delivery","Outside London","Unknown","260","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Operational Delivery","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Operational Delivery","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Operational Delivery","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Operational Delivery","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Operational Delivery","Unknown","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Operational Delivery","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Operational Delivery","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other","London","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other","London","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other","London","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other","London","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other","London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other","Outside London","AA","30","[c]","20240","19770"
"Leaver CS","2023","50-59","Other","Outside London","AO","85","[c]","21980","21690"
"Leaver CS","2023","50-59","Other","Outside London","EO","25","[c]","28460","28120"
"Leaver CS","2023","50-59","Other","Outside London","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other","Outside London","G7","15","[c]","51520","49260"
"Leaver CS","2023","50-59","Other","Outside London","HEO","15","[c]","33610","34060"
"Leaver CS","2023","50-59","Other","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other","Outside London","SEO","15","[c]","43190","41800"
"Leaver CS","2023","50-59","Other","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other","Unknown","Unknown","30","[c]","41820","41480"
"Leaver CS","2023","50-59","Planning","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Planning Inspectors","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Planning Inspectors","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Policy","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Policy","London","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Policy","London","G6","25","[c]","68320","66790"
"Leaver CS","2023","50-59","Policy","London","G7","30","[c]","57370","57460"
"Leaver CS","2023","50-59","Policy","London","HEO","20","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Policy","London","SCS level","25","[c]","94500","81180"
"Leaver CS","2023","50-59","Policy","London","SEO","15","[c]","43580","43760"
"Leaver CS","2023","50-59","Policy","Outside London","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Policy","Outside London","EO","10","[c]","27710","27570"
"Leaver CS","2023","50-59","Policy","Outside London","G6","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Policy","Outside London","G7","20","[c]","54670","54260"
"Leaver CS","2023","50-59","Policy","Outside London","HEO","20","[c]","35790","34170"
"Leaver CS","2023","50-59","Policy","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Policy","Outside London","SEO","20","[c]","41670","41200"
"Leaver CS","2023","50-59","Project Delivery","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Project Delivery","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Project Delivery","London","G7","15","[c]","57210","56720"
"Leaver CS","2023","50-59","Project Delivery","London","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Project Delivery","London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Project Delivery","London","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Project Delivery","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Project Delivery","Outside London","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Project Delivery","Outside London","G6","20","[c]","67920","66860"
"Leaver CS","2023","50-59","Project Delivery","Outside London","G7","30","[c]","54570","55110"
"Leaver CS","2023","50-59","Project Delivery","Outside London","HEO","30","[c]","33690","33650"
"Leaver CS","2023","50-59","Project Delivery","Outside London","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Project Delivery","Outside London","SEO","60","[c]","41770","41170"
"Leaver CS","2023","50-59","Project Delivery","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","Outside London","AA","10","[c]","18960","18920"
"Leaver CS","2023","50-59","Property","Outside London","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","Outside London","EO","15","[c]","27360","27140"
"Leaver CS","2023","50-59","Property","Outside London","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","Outside London","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","Outside London","HEO","25","[c]","33540","33830"
"Leaver CS","2023","50-59","Property","Outside London","SEO","20","[c]","44760","45610"
"Leaver CS","2023","50-59","Property","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Psychology","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Psychology","Outside London","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Psychology","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Psychology","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Science and Engineering","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Science and Engineering","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Science and Engineering","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Science and Engineering","London","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Science and Engineering","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Science and Engineering","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Science and Engineering","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Science and Engineering","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Science and Engineering","Outside London","AO","10","[c]","22630","22480"
"Leaver CS","2023","50-59","Science and Engineering","Outside London","EO","10","[c]","27630","28200"
"Leaver CS","2023","50-59","Science and Engineering","Outside London","G6","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Science and Engineering","Outside London","G7","40","[c]","53660","49330"
"Leaver CS","2023","50-59","Science and Engineering","Outside London","HEO","40","[c]","34010","33640"
"Leaver CS","2023","50-59","Science and Engineering","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Science and Engineering","Outside London","SEO","75","[c]","42670","42620"
"Leaver CS","2023","50-59","Science and Engineering","Outside London","Unknown","10","[c]","57460","51750"
"Leaver CS","2023","50-59","Security","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","London","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","Outside London","AA","50","[c]","23300","21380"
"Leaver CS","2023","50-59","Security","Outside London","AO","65","[c]","37680","40880"
"Leaver CS","2023","50-59","Security","Outside London","EO","20","[c]","40280","45720"
"Leaver CS","2023","50-59","Security","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","Outside London","HEO","25","[c]","44890","36460"
"Leaver CS","2023","50-59","Security","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","Outside London","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Social Research","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Social Research","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Statistics","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Statistics","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Statistics","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Statistics","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Statistics","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Statistics","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Tax","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Tax","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Tax","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Tax","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Tax","London","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Tax","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Tax","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Tax","Outside London","AO","25","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Tax","Outside London","EO","45","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Tax","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Tax","Outside London","G7","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Tax","Outside London","HEO","30","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Tax","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Tax","Outside London","SEO","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","London","EO","20","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","London","G6","35","[c]","72380","71070"
"Leaver CS","2023","50-59","Unknown","London","G7","50","[c]","61740","59250"
"Leaver CS","2023","50-59","Unknown","London","HEO","30","[c]","36900","36680"
"Leaver CS","2023","50-59","Unknown","London","SCS level","35","[c]","130250","115590"
"Leaver CS","2023","50-59","Unknown","London","SEO","20","[c]","42810","43990"
"Leaver CS","2023","50-59","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Outside London","AA","30","[c]","23320","23340"
"Leaver CS","2023","50-59","Unknown","Outside London","AO","60","[c]","25880","26220"
"Leaver CS","2023","50-59","Unknown","Outside London","EO","75","[c]","29200","29100"
"Leaver CS","2023","50-59","Unknown","Outside London","G6","35","[c]","77850","79110"
"Leaver CS","2023","50-59","Unknown","Outside London","G7","50","[c]","59450","56000"
"Leaver CS","2023","50-59","Unknown","Outside London","HEO","80","[c]","35660","34730"
"Leaver CS","2023","50-59","Unknown","Outside London","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Outside London","SEO","80","[c]","46540","49860"
"Leaver CS","2023","50-59","Unknown","Outside London","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Overseas","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Veterinarian","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Veterinarian","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Veterinarian","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","Outside London","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","Outside London","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","Outside London","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","Outside London","SEO","15","[c]","42440","42700"
"Leaver CS","2023","60-64","Commercial","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Communications","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Communications","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Communications","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Communications","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Communications","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Communications","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Communications","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Communications","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Communications","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Communications","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Counter Fraud","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Counter Fraud","London","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Counter Fraud","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Counter Fraud","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Counter Fraud","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Counter Fraud","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Counter Fraud","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Counter Fraud","Outside London","AO","10","[c]","22290","21690"
"Leaver CS","2023","60-64","Counter Fraud","Outside London","EO","40","[c]","28100","28120"
"Leaver CS","2023","60-64","Counter Fraud","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Counter Fraud","Outside London","HEO","15","[c]","[c]","[c]"
