"Status","Year","Age","Profession_of_post","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","20-29","Commercial","Outside London","EO","190","190","26940","27080"
"In post","2023","20-29","Commercial","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Outside London","G7","35","35","59500","56100"
"In post","2023","20-29","Commercial","Outside London","HEO","290","290","32590","32500"
"In post","2023","20-29","Commercial","Outside London","SEO","165","165","40240","40570"
"In post","2023","20-29","Commercial","Outside London","Unknown","30","30","31730","28490"
"In post","2023","20-29","Commercial","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","London","AO","15","15","25350","25610"
"In post","2023","20-29","Communications","London","EO","75","75","29180","29530"
"In post","2023","20-29","Communications","London","G7","45","45","56210","55720"
"In post","2023","20-29","Communications","London","HEO","245","245","36510","35650"
"In post","2023","20-29","Communications","London","SEO","145","140","43650","43650"
"In post","2023","20-29","Communications","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Outside London","AO","25","25","22410","22220"
"In post","2023","20-29","Communications","Outside London","EO","80","80","26810","26900"
"In post","2023","20-29","Communications","Outside London","G7","15","15","51920","51360"
"In post","2023","20-29","Communications","Outside London","HEO","120","120","32360","31660"
"In post","2023","20-29","Communications","Outside London","SEO","50","50","40270","40790"
"In post","2023","20-29","Communications","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","20-29","Communications","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Corporate Finance","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Corporate Finance","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Corporate Finance","London","HEO","5","5","[c]","[c]"
"In post","2023","20-29","Corporate Finance","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Corporate Finance","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Corporate Finance","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Corporate Finance","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Counter Fraud","London","AO","50","50","25720","25610"
"In post","2023","20-29","Counter Fraud","London","EO","180","175","31830","32520"
"In post","2023","20-29","Counter Fraud","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Counter Fraud","London","HEO","55","55","38230","39150"
"In post","2023","20-29","Counter Fraud","London","SEO","10","10","41610","40000"
"In post","2023","20-29","Counter Fraud","Outside London","AO","175","170","22840","21690"
"In post","2023","20-29","Counter Fraud","Outside London","EO","575","570","28200","28120"
"In post","2023","20-29","Counter Fraud","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Counter Fraud","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Counter Fraud","Outside London","HEO","150","150","34410","34170"
"In post","2023","20-29","Counter Fraud","Outside London","SEO","15","15","40940","42140"
"In post","2023","20-29","Digital, Data and Technology","London","AA","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Digital, Data and Technology","London","AO","20","20","24670","24820"
"In post","2023","20-29","Digital, Data and Technology","London","EO","125","120","30020","29750"
"In post","2023","20-29","Digital, Data and Technology","London","G6","20","20","69480","69010"
"In post","2023","20-29","Digital, Data and Technology","London","G7","170","170","57160","56430"
"In post","2023","20-29","Digital, Data and Technology","London","HEO","355","355","35510","35510"
"In post","2023","20-29","Digital, Data and Technology","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Digital, Data and Technology","London","SEO","245","245","43660","43650"
"In post","2023","20-29","Digital, Data and Technology","Outside London","AA","10","10","20850","20060"
"In post","2023","20-29","Digital, Data and Technology","Outside London","AO","130","130","23000","22500"
"In post","2023","20-29","Digital, Data and Technology","Outside London","EO","775","760","27700","27650"
"In post","2023","20-29","Digital, Data and Technology","Outside London","G6","10","10","[c]","[c]"
"In post","2023","20-29","Digital, Data and Technology","Outside London","G7","200","200","53240","51770"
"In post","2023","20-29","Digital, Data and Technology","Outside London","HEO","875","870","33450","33990"
"In post","2023","20-29","Digital, Data and Technology","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Digital, Data and Technology","Outside London","SEO","555","555","40550","40050"
"In post","2023","20-29","Digital, Data and Technology","Outside London","Unknown","20","20","30060","26420"
"In post","2023","20-29","Digital, Data and Technology","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Digital, Data and Technology","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Digital, Data and Technology","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Digital, Data and Technology","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Digital, Data and Technology","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Economics","London","AO","20","20","25060","23210"
"In post","2023","20-29","Economics","London","EO","90","90","28590","28930"
"In post","2023","20-29","Economics","London","G6","10","10","67590","66750"
"In post","2023","20-29","Economics","London","G7","265","265","57070","55740"
"In post","2023","20-29","Economics","London","HEO","415","415","35850","35400"
"In post","2023","20-29","Economics","London","SEO","135","135","43780","43760"
"In post","2023","20-29","Economics","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Economics","Outside London","AO","35","35","21700","21200"
"In post","2023","20-29","Economics","Outside London","EO","35","35","26570","26350"
"In post","2023","20-29","Economics","Outside London","G7","30","30","53900","52440"
"In post","2023","20-29","Economics","Outside London","HEO","140","140","33200","32000"
"In post","2023","20-29","Economics","Outside London","SEO","55","55","40490","39570"
"In post","2023","20-29","Economics","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","London","AO","15","15","25500","25610"
"In post","2023","20-29","Finance","London","EO","70","70","29510","29660"
"In post","2023","20-29","Finance","London","G6","10","10","66130","66040"
"In post","2023","20-29","Finance","London","G7","80","80","56740","55720"
"In post","2023","20-29","Finance","London","HEO","160","160","34870","34670"
"In post","2023","20-29","Finance","London","SEO","60","60","43400","43650"
"In post","2023","20-29","Finance","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Outside London","AO","270","260","23110","22520"
"In post","2023","20-29","Finance","Outside London","EO","280","280","27140","27080"
"In post","2023","20-29","Finance","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Outside London","G7","45","45","51840","51580"
"In post","2023","20-29","Finance","Outside London","HEO","270","270","33200","33830"
"In post","2023","20-29","Finance","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Outside London","SEO","140","140","40400","39860"
"In post","2023","20-29","Finance","Outside London","Unknown","15","15","32140","31920"
"In post","2023","20-29","Finance","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Geography","Outside London","AO","25","25","21690","21690"
"In post","2023","20-29","Geography","Outside London","EO","55","55","27610","27610"
"In post","2023","20-29","Geography","Outside London","HEO","20","20","34370","34370"
"In post","2023","20-29","Geography","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","London","AO","20","20","25160","24780"
"In post","2023","20-29","Human Resources","London","EO","110","110","29080","28770"
"In post","2023","20-29","Human Resources","London","G6","5","5","[c]","[c]"
"In post","2023","20-29","Human Resources","London","G7","100","100","56020","55370"
"In post","2023","20-29","Human Resources","London","HEO","185","185","34480","35010"
"In post","2023","20-29","Human Resources","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","London","SEO","70","70","43120","43210"
"In post","2023","20-29","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Outside London","AA","15","15","20350","20060"
"In post","2023","20-29","Human Resources","Outside London","AO","255","250","22520","22220"
"In post","2023","20-29","Human Resources","Outside London","EO","310","300","26800","26900"
"In post","2023","20-29","Human Resources","Outside London","G6","5","5","[c]","[c]"
"In post","2023","20-29","Human Resources","Outside London","G7","40","40","51890","50990"
"In post","2023","20-29","Human Resources","Outside London","HEO","300","300","32140","31670"
"In post","2023","20-29","Human Resources","Outside London","SEO","95","95","39960","39170"
"In post","2023","20-29","Human Resources","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","20-29","Human Resources","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Overseas","HEO","5","5","[c]","[c]"
"In post","2023","20-29","Human Resources","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Inspector of Education and Training","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Inspector of Education and Training","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Inspector of Education and Training","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Intelligence Analysis","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Intelligence Analysis","London","EO","90","90","30500","29890"
"In post","2023","20-29","Intelligence Analysis","London","G7","10","10","[c]","[c]"
"In post","2023","20-29","Intelligence Analysis","London","HEO","110","110","37660","38020"
"In post","2023","20-29","Intelligence Analysis","London","SEO","40","40","44630","45540"
"In post","2023","20-29","Intelligence Analysis","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Intelligence Analysis","Outside London","EO","180","175","27340","27080"
"In post","2023","20-29","Intelligence Analysis","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Intelligence Analysis","Outside London","HEO","60","60","33580","33990"
"In post","2023","20-29","Intelligence Analysis","Outside London","SEO","5","5","[c]","[c]"
"In post","2023","20-29","Intelligence Analysis","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Internal Audit","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Internal Audit","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Internal Audit","London","HEO","15","15","35320","35500"
"In post","2023","20-29","Internal Audit","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Internal Audit","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Internal Audit","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Internal Audit","Outside London","EO","10","10","28150","27540"
"In post","2023","20-29","Internal Audit","Outside London","HEO","20","20","34060","33930"
"In post","2023","20-29","Internal Audit","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Internal Audit","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","International Trade","London","EO","45","45","29420","29280"
"In post","2023","20-29","International Trade","London","G6","5","5","[c]","[c]"
"In post","2023","20-29","International Trade","London","G7","110","110","55560","55370"
"In post","2023","20-29","International Trade","London","HEO","165","165","35280","35010"
"In post","2023","20-29","International Trade","London","SEO","170","170","41710","41550"
"In post","2023","20-29","International Trade","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","International Trade","Outside London","EO","15","15","25510","25660"
"In post","2023","20-29","International Trade","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","International Trade","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","International Trade","Outside London","HEO","35","35","32300","31440"
"In post","2023","20-29","International Trade","Outside London","SEO","25","25","37950","38050"
"In post","2023","20-29","International Trade","Overseas","G7","10","10","[c]","[c]"
"In post","2023","20-29","International Trade","Overseas","HEO","5","5","[c]","[c]"
"In post","2023","20-29","International Trade","Overseas","SEO","15","15","40790","39450"
"In post","2023","20-29","Knowledge and Information Management","London","AO","5","5","[c]","[c]"
"In post","2023","20-29","Knowledge and Information Management","London","EO","40","35","29000","28370"
"In post","2023","20-29","Knowledge and Information Management","London","G7","10","10","[c]","[c]"
"In post","2023","20-29","Knowledge and Information Management","London","HEO","55","55","35230","35010"
"In post","2023","20-29","Knowledge and Information Management","London","SEO","15","15","42890","43000"
"In post","2023","20-29","Knowledge and Information Management","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Knowledge and Information Management","Outside London","AO","50","50","22940","22220"
"In post","2023","20-29","Knowledge and Information Management","Outside London","EO","55","55","27270","27140"
"In post","2023","20-29","Knowledge and Information Management","Outside London","G7","5","5","[c]","[c]"
"In post","2023","20-29","Knowledge and Information Management","Outside London","HEO","45","45","32840","32750"
"In post","2023","20-29","Knowledge and Information Management","Outside London","SEO","5","5","[c]","[c]"
"In post","2023","20-29","Knowledge and Information Management","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","20-29","Knowledge and Information Management","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Knowledge and Information Management","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Knowledge and Information Management","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Legal","London","AO","10","10","[c]","[c]"
"In post","2023","20-29","Legal","London","EO","205","200","30940","31980"
"In post","2023","20-29","Legal","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Legal","London","G7","120","120","53690","52020"
"In post","2023","20-29","Legal","London","HEO","90","90","41250","39790"
"In post","2023","20-29","Legal","London","SEO","35","35","42380","43650"
"In post","2023","20-29","Legal","Outside London","AO","15","15","22800","22520"
"In post","2023","20-29","Legal","Outside London","EO","215","210","27780","27890"
"In post","2023","20-29","Legal","Outside London","G7","205","205","51750","52360"
"In post","2023","20-29","Legal","Outside London","HEO","110","110","33930","34400"
"In post","2023","20-29","Legal","Outside London","SEO","105","105","38890","38760"
"In post","2023","20-29","Legal","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Medicine","London","EO","5","5","[c]","[c]"
"In post","2023","20-29","Medicine","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Medicine","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Medicine","London","HEO","5","5","[c]","[c]"
"In post","2023","20-29","Medicine","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Medicine","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Medicine","Outside London","AO","25","25","23720","23230"
"In post","2023","20-29","Medicine","Outside London","EO","40","40","30600","29780"
"In post","2023","20-29","Medicine","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Medicine","Outside London","G7","5","5","[c]","[c]"
"In post","2023","20-29","Medicine","Outside London","HEO","30","30","35020","35570"
"In post","2023","20-29","Medicine","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Medicine","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Operational Delivery","London","AA","165","160","25540","26630"
"In post","2023","20-29","Operational Delivery","London","AO","1725","1700","28880","26760"
"In post","2023","20-29","Operational Delivery","London","EO","2125","2100","31260","29890"
"In post","2023","20-29","Operational Delivery","London","G6","25","25","69990","66700"
"In post","2023","20-29","Operational Delivery","London","G7","145","145","56800","55720"
"In post","2023","20-29","Operational Delivery","London","HEO","730","725","36240","35410"
"In post","2023","20-29","Operational Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Operational Delivery","London","SEO","345","340","43450","43210"
"In post","2023","20-29","Operational Delivery","London","Unknown","495","485","29480","28580"
"In post","2023","20-29","Operational Delivery","Outside London","AA","1635","1565","22230","23230"
"In post","2023","20-29","Operational Delivery","Outside London","AO","17825","17355","24800","22520"
"In post","2023","20-29","Operational Delivery","Outside London","EO","9345","9220","28030","28080"
"In post","2023","20-29","Operational Delivery","Outside London","G6","10","10","[c]","[c]"
"In post","2023","20-29","Operational Delivery","Outside London","G7","110","110","51900","51460"
"In post","2023","20-29","Operational Delivery","Outside London","HEO","2210","2195","32960","32420"
"In post","2023","20-29","Operational Delivery","Outside London","SEO","515","515","39780","39000"
"In post","2023","20-29","Operational Delivery","Outside London","Unknown","4010","3915","25230","24330"
"In post","2023","20-29","Operational Delivery","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Operational Delivery","Overseas","EO","10","10","[c]","[c]"
"In post","2023","20-29","Operational Delivery","Overseas","HEO","10","10","[c]","[c]"
"In post","2023","20-29","Operational Delivery","Overseas","SEO","5","5","[c]","[c]"
"In post","2023","20-29","Operational Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Operational Delivery","Unknown","AA","5","5","[c]","[c]"
"In post","2023","20-29","Operational Delivery","Unknown","AO","40","40","23810","22400"
"In post","2023","20-29","Operational Delivery","Unknown","EO","35","35","27200","28120"
"In post","2023","20-29","Operational Delivery","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Operational Research","London","EO","5","5","[c]","[c]"
"In post","2023","20-29","Operational Research","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Operational Research","London","G7","20","20","59090","60010"
"In post","2023","20-29","Operational Research","London","HEO","75","75","36920","36130"
"In post","2023","20-29","Operational Research","London","SEO","45","45","43950","43650"
"In post","2023","20-29","Operational Research","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Operational Research","Outside London","AO","35","35","22490","22520"
"In post","2023","20-29","Operational Research","Outside London","EO","10","10","26500","26100"
"In post","2023","20-29","Operational Research","Outside London","G7","10","10","50090","49260"
"In post","2023","20-29","Operational Research","Outside London","HEO","105","105","31280","30650"
"In post","2023","20-29","Operational Research","Outside London","SEO","55","55","40120","39890"
"In post","2023","20-29","Other","London","AA","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other","London","AO","20","20","26060","26400"
"In post","2023","20-29","Other","London","EO","195","190","29870","29890"
"In post","2023","20-29","Other","London","G6","5","5","[c]","[c]"
"In post","2023","20-29","Other","London","G7","35","35","57200","55720"
"In post","2023","20-29","Other","London","HEO","140","140","35960","36000"
"In post","2023","20-29","Other","London","SEO","50","50","43460","43210"
"In post","2023","20-29","Other","Outside London","AA","140","140","20210","19770"
"In post","2023","20-29","Other","Outside London","AO","580","560","22320","21690"
"In post","2023","20-29","Other","Outside London","EO","245","240","27470","27770"
"In post","2023","20-29","Other","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other","Outside London","G7","10","10","[c]","[c]"
"In post","2023","20-29","Other","Outside London","HEO","240","240","31720","31920"
"In post","2023","20-29","Other","Outside London","SEO","75","75","39260","39480"
"In post","2023","20-29","Other","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other","Unknown","Unknown","375","375","32320","33320"
"In post","2023","20-29","Planning","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Planning","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Planning","London","HEO","5","5","[c]","[c]"
"In post","2023","20-29","Planning","London","SEO","10","10","[c]","[c]"
"In post","2023","20-29","Planning","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Planning","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Planning","Outside London","G7","[c]","[c]","[c]","[c]"
