"Status","Year","Function_of_post","Organisation","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","No function","HM Prison and Probation Service","Unknown","AA","20","20","23570","23230"
"In post","2023","No function","HM Prison and Probation Service","Unknown","AO","40","40","28510","28880"
"In post","2023","No function","HM Prison and Probation Service","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","No function","HM Prison and Probation Service","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","HM Prison and Probation Service","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","HM Prison and Probation Service","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","No function","HM Revenue and Customs (excl. agencies)","London","AA","[c]","[c]","[c]","[c]"
"In post","2023","No function","HM Revenue and Customs (excl. agencies)","London","AO","295","270","26630","26920"
"In post","2023","No function","HM Revenue and Customs (excl. agencies)","London","EO","590","550","32830","32540"
"In post","2023","No function","HM Revenue and Customs (excl. agencies)","London","G6","200","185","77810","78600"
"In post","2023","No function","HM Revenue and Customs (excl. agencies)","London","G7","475","460","64280","65230"
"In post","2023","No function","HM Revenue and Customs (excl. agencies)","London","HEO","1045","1000","39990","39790"
"In post","2023","No function","HM Revenue and Customs (excl. agencies)","London","SCS level","45","45","88730","84150"
"In post","2023","No function","HM Revenue and Customs (excl. agencies)","London","SEO","445","430","46300","45960"
"In post","2023","No function","HM Revenue and Customs (excl. agencies)","Outside London","AA","545","405","22530","22520"
"In post","2023","No function","HM Revenue and Customs (excl. agencies)","Outside London","AO","12365","10870","22530","22520"
"In post","2023","No function","HM Revenue and Customs (excl. agencies)","Outside London","EO","8010","7470","28230","28130"
"In post","2023","No function","HM Revenue and Customs (excl. agencies)","Outside London","G6","555","525","71020","71300"
"In post","2023","No function","HM Revenue and Customs (excl. agencies)","Outside London","G7","1900","1825","57450","57970"
"In post","2023","No function","HM Revenue and Customs (excl. agencies)","Outside London","HEO","7310","7020","34950","35000"
"In post","2023","No function","HM Revenue and Customs (excl. agencies)","Outside London","SCS level","80","80","84260","78430"
"In post","2023","No function","HM Revenue and Customs (excl. agencies)","Outside London","SEO","2615","2520","42390","42510"
"In post","2023","No function","HM Treasury (excl. agencies)","London","AO","15","15","24150","25350"
"In post","2023","No function","HM Treasury (excl. agencies)","London","EO","135","130","28310","28380"
"In post","2023","No function","HM Treasury (excl. agencies)","London","G6","215","210","65610","64950"
"In post","2023","No function","HM Treasury (excl. agencies)","London","G7","450","445","54970","54090"
"In post","2023","No function","HM Treasury (excl. agencies)","London","HEO","365","365","33860","33630"
"In post","2023","No function","HM Treasury (excl. agencies)","London","SCS level","110","105","84920","78620"
"In post","2023","No function","HM Treasury (excl. agencies)","London","SEO","90","90","39810","39050"
"In post","2023","No function","HM Treasury (excl. agencies)","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","No function","HM Treasury (excl. agencies)","Outside London","EO","35","35","25370","25460"
"In post","2023","No function","HM Treasury (excl. agencies)","Outside London","G6","15","15","64010","64590"
"In post","2023","No function","HM Treasury (excl. agencies)","Outside London","G7","35","35","52930","51030"
"In post","2023","No function","HM Treasury (excl. agencies)","Outside London","HEO","60","60","30700","30510"
"In post","2023","No function","HM Treasury (excl. agencies)","Outside London","SCS level","10","10","94660","81500"
"In post","2023","No function","HM Treasury (excl. agencies)","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Health and Safety Executive","London","AO","10","10","[c]","[c]"
"In post","2023","No function","Health and Safety Executive","London","EO","15","15","33900","34310"
"In post","2023","No function","Health and Safety Executive","London","G6","10","10","[c]","[c]"
"In post","2023","No function","Health and Safety Executive","London","G7","25","25","59850","59700"
"In post","2023","No function","Health and Safety Executive","London","HEO","25","25","37790","37180"
"In post","2023","No function","Health and Safety Executive","London","SCS level","5","5","[c]","[c]"
"In post","2023","No function","Health and Safety Executive","London","SEO","50","45","49680","47320"
"In post","2023","No function","Health and Safety Executive","Outside London","AO","240","220","22930","23500"
"In post","2023","No function","Health and Safety Executive","Outside London","EO","385","365","28140","27320"
"In post","2023","No function","Health and Safety Executive","Outside London","G6","75","70","71900","68100"
"In post","2023","No function","Health and Safety Executive","Outside London","G7","325","315","60280","55320"
"In post","2023","No function","Health and Safety Executive","Outside London","HEO","350","335","33470","32800"
"In post","2023","No function","Health and Safety Executive","Outside London","SCS level","20","20","85800","82080"
"In post","2023","No function","Health and Safety Executive","Outside London","SEO","745","705","51200","46780"
"In post","2023","No function","Home Office","London","AA","210","180","23480","23500"
"In post","2023","No function","Home Office","London","AO","1635","1495","26420","26400"
"In post","2023","No function","Home Office","London","EO","4130","3840","30330","29980"
"In post","2023","No function","Home Office","London","G6","595","580","72320","70840"
"In post","2023","No function","Home Office","London","G7","1550","1520","60150","59290"
"In post","2023","No function","Home Office","London","HEO","2035","1965","36510","36180"
"In post","2023","No function","Home Office","London","SCS level","230","225","91500","83280"
"In post","2023","No function","Home Office","London","SEO","1725","1690","43760","43210"
"In post","2023","No function","Home Office","London","Unknown","35","35","[c]","[c]"
"In post","2023","No function","Home Office","Outside London","AA","380","320","19510","19500"
"In post","2023","No function","Home Office","Outside London","AO","6995","6325","22430","22400"
"In post","2023","No function","Home Office","Outside London","EO","12685","11835","26600","25880"
"In post","2023","No function","Home Office","Outside London","G6","225","220","67010","65820"
"In post","2023","No function","Home Office","Outside London","G7","840","825","54860","54260"
"In post","2023","No function","Home Office","Outside London","HEO","3885","3730","32620","32160"
"In post","2023","No function","Home Office","Outside London","SCS level","50","50","84840","80040"
"In post","2023","No function","Home Office","Outside London","SEO","1780","1730","39740","39190"
"In post","2023","No function","Home Office","Outside London","Unknown","25","25","[c]","[c]"
"In post","2023","No function","Home Office","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Home Office","Overseas","EO","15","15","27070","26810"
"In post","2023","No function","Home Office","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2023","No function","Home Office","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2023","No function","Home Office","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Home Office","Overseas","SCS level","5","5","[c]","[c]"
"In post","2023","No function","Home Office","Overseas","Unknown","125","125","[c]","[c]"
"In post","2023","No function","Home Office","Unknown","AO","20","20","22400","22400"
"In post","2023","No function","Home Office","Unknown","EO","165","140","28210","26780"
"In post","2023","No function","Home Office","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2023","No function","Home Office","Unknown","G7","5","5","[c]","[c]"
"In post","2023","No function","Home Office","Unknown","HEO","10","10","[c]","[c]"
"In post","2023","No function","Home Office","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Home Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intellectual Property Office","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intellectual Property Office","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intellectual Property Office","London","G7","10","10","62540","61890"
"In post","2023","No function","Intellectual Property Office","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intellectual Property Office","London","SEO","15","15","44990","45040"
"In post","2023","No function","Intellectual Property Office","Outside London","AA","5","5","[c]","[c]"
"In post","2023","No function","Intellectual Property Office","Outside London","AO","160","145","23030","23100"
"In post","2023","No function","Intellectual Property Office","Outside London","EO","365","340","26960","25040"
"In post","2023","No function","Intellectual Property Office","Outside London","G6","35","30","68900","69040"
"In post","2023","No function","Intellectual Property Office","Outside London","G7","205","190","60880","61980"
"In post","2023","No function","Intellectual Property Office","Outside London","HEO","85","80","31890","31750"
"In post","2023","No function","Intellectual Property Office","Outside London","SCS level","15","15","77730","74930"
"In post","2023","No function","Intellectual Property Office","Outside London","SEO","200","190","42780","42770"
"In post","2023","No function","Legal Aid Agency","London","AA","[c]","[c]","[c]","[c]"
"In post","2023","No function","Legal Aid Agency","London","AO","10","10","25480","25480"
"In post","2023","No function","Legal Aid Agency","London","EO","25","25","30540","30880"
"In post","2023","No function","Legal Aid Agency","London","G6","5","5","[c]","[c]"
"In post","2023","No function","Legal Aid Agency","London","G7","30","30","60530","57910"
"In post","2023","No function","Legal Aid Agency","London","HEO","15","15","36830","35940"
"In post","2023","No function","Legal Aid Agency","London","SCS level","5","5","[c]","[c]"
"In post","2023","No function","Legal Aid Agency","London","SEO","45","40","45400","43660"
"In post","2023","No function","Legal Aid Agency","Outside London","AA","20","20","19930","19930"
"In post","2023","No function","Legal Aid Agency","Outside London","AO","390","350","21780","21780"
"In post","2023","No function","Legal Aid Agency","Outside London","EO","310","290","26050","25830"
"In post","2023","No function","Legal Aid Agency","Outside London","G6","15","15","66620","63190"
"In post","2023","No function","Legal Aid Agency","Outside London","G7","45","45","57420","52860"
"In post","2023","No function","Legal Aid Agency","Outside London","HEO","125","120","31940","31270"
"In post","2023","No function","Legal Aid Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","No function","Legal Aid Agency","Outside London","SEO","105","100","39660","39540"
"In post","2023","No function","Legal Aid Agency","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Maritime and Coastguard Agency","London","EO","5","5","[c]","[c]"
"In post","2023","No function","Maritime and Coastguard Agency","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Maritime and Coastguard Agency","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Maritime and Coastguard Agency","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","No function","Maritime and Coastguard Agency","Outside London","AO","230","215","22590","22500"
"In post","2023","No function","Maritime and Coastguard Agency","Outside London","EO","175","170","27270","26960"
"In post","2023","No function","Maritime and Coastguard Agency","Outside London","G6","20","20","63840","62660"
"In post","2023","No function","Maritime and Coastguard Agency","Outside London","G7","105","105","55240","57000"
"In post","2023","No function","Maritime and Coastguard Agency","Outside London","HEO","210","205","32390","31940"
"In post","2023","No function","Maritime and Coastguard Agency","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","No function","Maritime and Coastguard Agency","Outside London","SEO","210","205","43020","41500"
"In post","2023","No function","Ministry of Defence (excl. agencies)","London","AA","85","80","23860","22770"
"In post","2023","No function","Ministry of Defence (excl. agencies)","London","AO","285","275","26340","26560"
"In post","2023","No function","Ministry of Defence (excl. agencies)","London","EO","290","280","31180","30950"
"In post","2023","No function","Ministry of Defence (excl. agencies)","London","G6","150","145","70660","70470"
"In post","2023","No function","Ministry of Defence (excl. agencies)","London","G7","310","305","59850","60220"
"In post","2023","No function","Ministry of Defence (excl. agencies)","London","HEO","400","395","38220","38020"
"In post","2023","No function","Ministry of Defence (excl. agencies)","London","SCS level","105","100","91810","79850"
"In post","2023","No function","Ministry of Defence (excl. agencies)","London","SEO","560","550","46110","45750"
"In post","2023","No function","Ministry of Defence (excl. agencies)","Outside London","AA","1605","1530","20420","19770"
"In post","2023","No function","Ministry of Defence (excl. agencies)","Outside London","AO","5115","4835","22480","22220"
"In post","2023","No function","Ministry of Defence (excl. agencies)","Outside London","EO","2430","2345","28240","27470"
"In post","2023","No function","Ministry of Defence (excl. agencies)","Outside London","G6","365","305","82400","85520"
"In post","2023","No function","Ministry of Defence (excl. agencies)","Outside London","G7","500","475","60450","56180"
"In post","2023","No function","Ministry of Defence (excl. agencies)","Outside London","HEO","2215","2135","35680","34300"
"In post","2023","No function","Ministry of Defence (excl. agencies)","Outside London","SCS level","65","55","93660","93900"
"In post","2023","No function","Ministry of Defence (excl. agencies)","Outside London","SEO","1055","1020","44010","41800"
"In post","2023","No function","Ministry of Defence (excl. agencies)","Outside London","Unknown","40","35","53860","46630"
"In post","2023","No function","Ministry of Defence (excl. agencies)","Overseas","AA","[c]","[c]","[c]","[c]"
"In post","2023","No function","Ministry of Defence (excl. agencies)","Overseas","AO","20","20","35110","32440"
"In post","2023","No function","Ministry of Defence (excl. agencies)","Overseas","EO","45","45","41330","40380"
"In post","2023","No function","Ministry of Defence (excl. agencies)","Overseas","G6","20","20","95280","94200"
"In post","2023","No function","Ministry of Defence (excl. agencies)","Overseas","G7","30","30","70040","70290"
"In post","2023","No function","Ministry of Defence (excl. agencies)","Overseas","HEO","45","45","46390","44790"
"In post","2023","No function","Ministry of Defence (excl. agencies)","Overseas","SCS level","5","5","[c]","[c]"
"In post","2023","No function","Ministry of Defence (excl. agencies)","Overseas","SEO","60","60","58940","57240"
"In post","2023","No function","Ministry of Defence (excl. agencies)","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2023","No function","Ministry of Defence (excl. agencies)","Unknown","AO","10","10","[c]","[c]"
"In post","2023","No function","Ministry of Defence (excl. agencies)","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2023","No function","Ministry of Defence (excl. agencies)","Unknown","HEO","5","5","[c]","[c]"
"In post","2023","No function","Ministry of Defence (excl. agencies)","Unknown","SEO","5","5","[c]","[c]"
"In post","2023","No function","Ministry of Justice (excl. agencies)","London","AA","[c]","[c]","[c]","[c]"
"In post","2023","No function","Ministry of Justice (excl. agencies)","London","AO","90","90","25460","25480"
"In post","2023","No function","Ministry of Justice (excl. agencies)","London","EO","275","270","29840","29660"
"In post","2023","No function","Ministry of Justice (excl. agencies)","London","G6","100","100","68700","66700"
"In post","2023","No function","Ministry of Justice (excl. agencies)","London","G7","390","375","57670","56080"
"In post","2023","No function","Ministry of Justice (excl. agencies)","London","HEO","435","420","35860","35410"
"In post","2023","No function","Ministry of Justice (excl. agencies)","London","SCS level","80","75","86020","78840"
"In post","2023","No function","Ministry of Justice (excl. agencies)","London","SEO","455","445","44110","43650"
"In post","2023","No function","Ministry of Justice (excl. agencies)","Outside London","AA","5","5","[c]","[c]"
"In post","2023","No function","Ministry of Justice (excl. agencies)","Outside London","AO","85","80","21810","21780"
"In post","2023","No function","Ministry of Justice (excl. agencies)","Outside London","EO","60","60","26020","25830"
"In post","2023","No function","Ministry of Justice (excl. agencies)","Outside London","G6","15","15","65570","63740"
"In post","2023","No function","Ministry of Justice (excl. agencies)","Outside London","G7","60","55","53290","51770"
"In post","2023","No function","Ministry of Justice (excl. agencies)","Outside London","HEO","115","115","31520","31270"
"In post","2023","No function","Ministry of Justice (excl. agencies)","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","No function","Ministry of Justice (excl. agencies)","Outside London","SEO","90","90","38550","37680"
"In post","2023","No function","Ministry of Justice (excl. agencies)","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Ministry of Justice (excl. agencies)","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Ministry of Justice (excl. agencies)","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","National Crime Agency","London","AO","60","55","28310","26550"
"In post","2023","No function","National Crime Agency","London","EO","490","480","38740","39630"
"In post","2023","No function","National Crime Agency","London","G6","35","35","78050","76080"
"In post","2023","No function","National Crime Agency","London","G7","80","80","65940","66490"
"In post","2023","No function","National Crime Agency","London","HEO","395","385","45750","45700"
"In post","2023","No function","National Crime Agency","London","SCS level","20","20","111000","98320"
"In post","2023","No function","National Crime Agency","London","SEO","185","185","51760","50980"
"In post","2023","No function","National Crime Agency","Outside London","AO","100","85","25250","24750"
"In post","2023","No function","National Crime Agency","Outside London","EO","1700","1650","35810","36040"
"In post","2023","No function","National Crime Agency","Outside London","G6","30","30","75240","76550"
"In post","2023","No function","National Crime Agency","Outside London","G7","105","100","63470","63760"
"In post","2023","No function","National Crime Agency","Outside London","HEO","940","920","43290","43550"
"In post","2023","No function","National Crime Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","No function","National Crime Agency","Outside London","SEO","335","330","48410","47380"
"In post","2023","No function","National Crime Agency","Overseas","EO","5","5","[c]","[c]"
"In post","2023","No function","National Crime Agency","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2023","No function","National Crime Agency","Overseas","G7","10","10","65360","65360"
"In post","2023","No function","National Crime Agency","Overseas","HEO","30","30","40540","38640"
"In post","2023","No function","National Crime Agency","Overseas","SEO","75","75","48770","47380"
"In post","2023","No function","National Crime Agency","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2023","No function","National Crime Agency","Unknown","EO","15","15","36150","36950"
"In post","2023","No function","National Crime Agency","Unknown","G7","10","10","[c]","[c]"
"In post","2023","No function","National Crime Agency","Unknown","HEO","45","40","45900","45610"
"In post","2023","No function","National Crime Agency","Unknown","SEO","35","30","50580","49210"
"In post","2023","No function","National Infrastructure Commission","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","No function","National Infrastructure Commission","London","G6","5","5","[c]","[c]"
"In post","2023","No function","National Infrastructure Commission","London","G7","20","15","55040","53410"
"In post","2023","No function","National Infrastructure Commission","London","HEO","10","10","36370","35500"
"In post","2023","No function","National Infrastructure Commission","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","No function","National Savings and Investments","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","No function","National Savings and Investments","London","EO","5","5","[c]","[c]"
"In post","2023","No function","National Savings and Investments","London","G6","5","5","[c]","[c]"
"In post","2023","No function","National Savings and Investments","London","G7","5","5","[c]","[c]"
"In post","2023","No function","National Savings and Investments","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","National Savings and Investments","London","SCS level","10","10","[c]","[c]"
"In post","2023","No function","National Savings and Investments","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","National Savings and Investments","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","No function","National Savings and Investments","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","No function","National Savings and Investments","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","National Savings and Investments","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","No function","National Savings and Investments","Outside London","SEO","15","15","43020","41100"
"In post","2023","No function","Office for Budget Responsibility","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Office for Budget Responsibility","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","No function","Office for Budget Responsibility","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Office for Standards in Education, Children's Services and Skills","London","AO","5","5","[c]","[c]"
"In post","2023","No function","Office for Standards in Education, Children's Services and Skills","London","EO","25","25","30060","30340"
"In post","2023","No function","Office for Standards in Education, Children's Services and Skills","London","G6","20","20","80910","79260"
"In post","2023","No function","Office for Standards in Education, Children's Services and Skills","London","G7","60","60","72560","74970"
"In post","2023","No function","Office for Standards in Education, Children's Services and Skills","London","HEO","20","20","36150","36330"
"In post","2023","No function","Office for Standards in Education, Children's Services and Skills","London","SCS level","5","5","[c]","[c]"
"In post","2023","No function","Office for Standards in Education, Children's Services and Skills","London","SEO","65","60","49300","52750"
"In post","2023","No function","Office for Standards in Education, Children's Services and Skills","Outside London","AO","180","160","22320","22490"
"In post","2023","No function","Office for Standards in Education, Children's Services and Skills","Outside London","EO","115","110","27070","27140"
"In post","2023","No function","Office for Standards in Education, Children's Services and Skills","Outside London","G6","120","120","85540","87570"
"In post","2023","No function","Office for Standards in Education, Children's Services and Skills","Outside London","G7","405","400","74240","77470"
"In post","2023","No function","Office for Standards in Education, Children's Services and Skills","Outside London","HEO","75","70","33020","33130"
"In post","2023","No function","Office for Standards in Education, Children's Services and Skills","Outside London","SCS level","15","15","108400","96320"
"In post","2023","No function","Office for Standards in Education, Children's Services and Skills","Outside London","SEO","440","425","50370","52750"
"In post","2023","No function","Office of Gas and Electricity Markets","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Office of Gas and Electricity Markets","London","EO","100","100","27970","26910"
"In post","2023","No function","Office of Gas and Electricity Markets","London","G6","65","65","66850","64510"
"In post","2023","No function","Office of Gas and Electricity Markets","London","G7","80","75","53840","53180"
"In post","2023","No function","Office of Gas and Electricity Markets","London","HEO","60","60","35130","34900"
"In post","2023","No function","Office of Gas and Electricity Markets","London","SCS level","25","25","100210","92000"
"In post","2023","No function","Office of Gas and Electricity Markets","London","SEO","20","20","42520","43440"
"In post","2023","No function","Office of Gas and Electricity Markets","Outside London","AO","20","20","21060","20970"
"In post","2023","No function","Office of Gas and Electricity Markets","Outside London","EO","140","140","24730","24510"
"In post","2023","No function","Office of Gas and Electricity Markets","Outside London","G6","35","35","62560","60810"
"In post","2023","No function","Office of Gas and Electricity Markets","Outside London","G7","65","65","47360","45610"
"In post","2023","No function","Office of Gas and Electricity Markets","Outside London","HEO","60","60","31970","31170"
"In post","2023","No function","Office of Gas and Electricity Markets","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","No function","Office of Gas and Electricity Markets","Outside London","SEO","20","20","37460","36520"
"In post","2023","No function","Office of Qualifications and Examinations Regulation","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Office of Qualifications and Examinations Regulation","Outside London","EO","15","15","25180","25060"
"In post","2023","No function","Office of Qualifications and Examinations Regulation","Outside London","G6","25","25","65540","64580"
"In post","2023","No function","Office of Qualifications and Examinations Regulation","Outside London","G7","80","80","50160","49310"
"In post","2023","No function","Office of Qualifications and Examinations Regulation","Outside London","HEO","65","60","32930","32020"
"In post","2023","No function","Office of Qualifications and Examinations Regulation","Outside London","SCS level","10","10","99110","97290"
"In post","2023","No function","Office of Qualifications and Examinations Regulation","Outside London","SEO","60","60","39800","39140"
"In post","2023","No function","Office of Rail and Road","London","AO","5","5","[c]","[c]"
"In post","2023","No function","Office of Rail and Road","London","EO","10","10","[c]","[c]"
"In post","2023","No function","Office of Rail and Road","London","G6","15","15","76550","76260"
"In post","2023","No function","Office of Rail and Road","London","G7","60","60","61680","61570"
"In post","2023","No function","Office of Rail and Road","London","HEO","15","15","37010","36310"
"In post","2023","No function","Office of Rail and Road","London","SCS level","10","10","108290","96450"
"In post","2023","No function","Office of Rail and Road","London","SEO","10","10","46810","46390"
"In post","2023","No function","Office of Rail and Road","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Office of Rail and Road","Outside London","EO","5","5","[c]","[c]"
"In post","2023","No function","Office of Rail and Road","Outside London","G6","10","10","71800","70720"
"In post","2023","No function","Office of Rail and Road","Outside London","G7","65","60","58120","57680"
"In post","2023","No function","Office of Rail and Road","Outside London","HEO","10","10","32180","31990"
"In post","2023","No function","Office of Rail and Road","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","No function","Office of Rail and Road","Outside London","SEO","20","20","41910","40420"
"In post","2023","No function","Office of the Public Guardian","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Office of the Public Guardian","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Office of the Public Guardian","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","No function","Office of the Public Guardian","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Office of the Public Guardian","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Office of the Public Guardian","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","No function","Office of the Public Guardian","Outside London","AO","1005","915","21780","21780"
"In post","2023","No function","Office of the Public Guardian","Outside London","EO","415","395","25870","25830"
"In post","2023","No function","Office of the Public Guardian","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","No function","Office of the Public Guardian","Outside London","G7","15","15","52660","51770"
"In post","2023","No function","Office of the Public Guardian","Outside London","HEO","125","120","31330","31270"
"In post","2023","No function","Office of the Public Guardian","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","No function","Office of the Public Guardian","Outside London","SEO","45","40","38250","37680"
"In post","2023","No function","Office of the Public Guardian","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","No function","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","G7","5","5","[c]","[c]"
"In post","2023","No function","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","HEO","5","5","[c]","[c]"
"In post","2023","No function","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","No function","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","No function","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Office of the Secretary of State for Wales","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Office of the Secretary of State for Wales","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","No function","Office of the Secretary of State for Wales","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Office of the Secretary of State for Wales","London","SCS level","5","5","[c]","[c]"
"In post","2023","No function","Office of the Secretary of State for Wales","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Office of the Secretary of State for Wales","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Office of the Secretary of State for Wales","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","No function","Office of the Secretary of State for Wales","Outside London","G7","5","5","[c]","[c]"
"In post","2023","No function","Office of the Secretary of State for Wales","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Office of the Secretary of State for Wales","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Planning Inspectorate","London","G6","20","20","67170","73100"
"In post","2023","No function","Planning Inspectorate","London","G7","10","5","[c]","[c]"
"In post","2023","No function","Planning Inspectorate","Outside London","AA","5","5","[c]","[c]"
"In post","2023","No function","Planning Inspectorate","Outside London","AO","130","120","22320","21960"
"In post","2023","No function","Planning Inspectorate","Outside London","EO","70","65","27100","26590"
"In post","2023","No function","Planning Inspectorate","Outside London","G6","265","235","67210","66510"
"In post","2023","No function","Planning Inspectorate","Outside London","G7","175","160","47490","48660"
"In post","2023","No function","Planning Inspectorate","Outside London","HEO","70","65","33240","33450"
"In post","2023","No function","Planning Inspectorate","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","No function","Planning Inspectorate","Outside London","SEO","15","15","41560","41560"
"In post","2023","No function","Registers of Scotland","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","No function","Registers of Scotland","Outside London","AO","325","310","26150","26410"
"In post","2023","No function","Registers of Scotland","Outside London","EO","305","290","32150","32510"
"In post","2023","No function","Registers of Scotland","Outside London","G6","10","10","78350","78140"
"In post","2023","No function","Registers of Scotland","Outside London","G7","25","25","59620","60860"
"In post","2023","No function","Registers of Scotland","Outside London","HEO","180","175","38750","39590"
"In post","2023","No function","Registers of Scotland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","No function","Registers of Scotland","Outside London","SEO","85","85","47870","49870"
"In post","2023","No function","Scottish Courts and Tribunals Service","Outside London","AA","310","255","22090","22080"
"In post","2023","No function","Scottish Courts and Tribunals Service","Outside London","AO","655","590","24560","25060"
"In post","2023","No function","Scottish Courts and Tribunals Service","Outside London","EO","480","445","31060","31970"
"In post","2023","No function","Scottish Courts and Tribunals Service","Outside London","G6","10","10","[c]","[c]"
"In post","2023","No function","Scottish Courts and Tribunals Service","Outside London","G7","30","30","58130","58770"
"In post","2023","No function","Scottish Courts and Tribunals Service","Outside London","HEO","165","160","36520","38170"
"In post","2023","No function","Scottish Courts and Tribunals Service","Outside London","SCS level","5","5","[c]","[c]"
