"Status","Year","Function_of_post","Organisation","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Human Resources","Water Services Regulation Authority","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Water Services Regulation Authority","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Government Internal Audit Agency","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Government Internal Audit Agency","London","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Government Internal Audit Agency","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Government Internal Audit Agency","London","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Government Internal Audit Agency","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Government Internal Audit Agency","Outside London","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Government Internal Audit Agency","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Government Internal Audit Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Government Internal Audit Agency","Outside London","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Government Internal Audit Agency","Unknown","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","HM Revenue and Customs (excl. agencies)","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","HM Revenue and Customs (excl. agencies)","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","HM Revenue and Customs (excl. agencies)","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Intellectual Property Office","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Met Office","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Ministry of Defence (excl. agencies)","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Ministry of Defence (excl. agencies)","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Ministry of Defence (excl. agencies)","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Ministry of Defence (excl. agencies)","Outside London","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Ministry of Defence (excl. agencies)","Overseas","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","UK Export Finance","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","UK Statistics Authority","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","UK Statistics Authority","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Attorney General's Office","London","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Attorney General's Office","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Attorney General's Office","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Cabinet Office (excl. agencies)","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Cabinet Office (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Charity Commission","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Charity Commission","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Companies House","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Companies House","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Competition and Markets Authority","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Competition and Markets Authority","London","G6","5","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Competition and Markets Authority","London","G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Competition and Markets Authority","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Competition and Markets Authority","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Competition and Markets Authority","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Competition and Markets Authority","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Crown Office and Procurator Fiscal Service","Outside London","G7","30","[c]","52480","52360"
"New entrant CS","2023","Legal","Crown Prosecution Service","London","AO","100","[c]","22700","21890"
"New entrant CS","2023","Legal","Crown Prosecution Service","London","EO","20","[c]","28200","28200"
"New entrant CS","2023","Legal","Crown Prosecution Service","London","G7","30","[c]","55070","54100"
"New entrant CS","2023","Legal","Crown Prosecution Service","London","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Crown Prosecution Service","London","SEO","25","[c]","40790","40800"
"New entrant CS","2023","Legal","Crown Prosecution Service","Outside London","AO","365","[c]","21460","20980"
"New entrant CS","2023","Legal","Crown Prosecution Service","Outside London","EO","85","[c]","27190","26900"
"New entrant CS","2023","Legal","Crown Prosecution Service","Outside London","G7","75","[c]","50820","49050"
"New entrant CS","2023","Legal","Crown Prosecution Service","Outside London","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Crown Prosecution Service","Outside London","SEO","110","[c]","39120","38760"
"New entrant CS","2023","Legal","Department for Education (excl. agencies)","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Department for Education (excl. agencies)","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Department for Work and Pensions (excl. agencies)","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Food Standards Agency","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Food Standards Agency","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Government Legal Department","London","EO","115","[c]","28170","27760"
"New entrant CS","2023","Legal","Government Legal Department","London","G6","10","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Government Legal Department","London","G7","70","[c]","52690","52020"
"New entrant CS","2023","Legal","Government Legal Department","London","HEO","45","[c]","42230","45230"
"New entrant CS","2023","Legal","Government Legal Department","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Government Legal Department","Outside London","EO","10","[c]","26830","25420"
"New entrant CS","2023","Legal","Government Legal Department","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Government Legal Department","Outside London","G7","25","[c]","51460","50460"
"New entrant CS","2023","Legal","Government Legal Department","Outside London","HEO","10","[c]","39640","45230"
"New entrant CS","2023","Legal","HM Courts and Tribunals Service","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","HM Courts and Tribunals Service","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","HM Courts and Tribunals Service","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","HM Courts and Tribunals Service","Outside London","EO","30","[c]","25830","25830"
"New entrant CS","2023","Legal","HM Courts and Tribunals Service","Outside London","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Legal","HM Courts and Tribunals Service","Outside London","SEO","20","[c]","37680","37680"
"New entrant CS","2023","Legal","HM Courts and Tribunals Service","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","HM Land Registry","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","HM Land Registry","Outside London","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Legal","HM Land Registry","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","HM Land Registry","Outside London","G7","15","[c]","56190","56190"
"New entrant CS","2023","Legal","HM Land Registry","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","HM Revenue and Customs (excl. agencies)","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","HM Revenue and Customs (excl. agencies)","London","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Legal","HM Revenue and Customs (excl. agencies)","London","G7","15","[c]","59350","59180"
"New entrant CS","2023","Legal","HM Revenue and Customs (excl. agencies)","London","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Legal","HM Revenue and Customs (excl. agencies)","Outside London","AO","30","[c]","22520","22520"
"New entrant CS","2023","Legal","HM Revenue and Customs (excl. agencies)","Outside London","EO","15","[c]","27680","27650"
"New entrant CS","2023","Legal","HM Revenue and Customs (excl. agencies)","Outside London","G7","35","[c]","52770","52600"
"New entrant CS","2023","Legal","HM Revenue and Customs (excl. agencies)","Outside London","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Health and Safety Executive","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Health and Safety Executive","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Institute for Apprenticeships and Technical Education","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Institute for Apprenticeships and Technical Education","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Institute for Apprenticeships and Technical Education","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Institute for Apprenticeships and Technical Education","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal Aid Agency","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Medicines and Healthcare Products Regulatory Agency","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Medicines and Healthcare Products Regulatory Agency","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Medicines and Healthcare Products Regulatory Agency","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Medicines and Healthcare Products Regulatory Agency","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Medicines and Healthcare Products Regulatory Agency","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Medicines and Healthcare Products Regulatory Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Medicines and Healthcare Products Regulatory Agency","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Met Office","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Met Office","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Ministry of Defence (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Ministry of Defence (excl. agencies)","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Ministry of Defence (excl. agencies)","Overseas","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Ministry of Justice (excl. agencies)","London","EO","15","[c]","29570","29660"
"New entrant CS","2023","Legal","Ministry of Justice (excl. agencies)","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Ministry of Justice (excl. agencies)","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Ministry of Justice (excl. agencies)","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","National Crime Agency","London","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Legal","National Crime Agency","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","National Crime Agency","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Office for Standards in Education, Children's Services and Skills","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Office for Standards in Education, Children's Services and Skills","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Office of Gas and Electricity Markets","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Office of Gas and Electricity Markets","London","G7","20","[c]","55230","55800"
"New entrant CS","2023","Legal","Office of Gas and Electricity Markets","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Office of Gas and Electricity Markets","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Office of Qualifications and Examinations Regulation","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Office of Rail and Road","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Office of Rail and Road","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Office of the Public Guardian","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Office of the Public Guardian","Outside London","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Office of the Public Guardian","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Registers of Scotland","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Scottish Courts and Tribunals Service","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Scottish Courts and Tribunals Service","Outside London","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Scottish Prison Service","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Serious Fraud Office","London","G7","10","[c]","54810","54230"
"New entrant CS","2023","Legal","The Insolvency Service","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","The Insolvency Service","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","UK Debt Management Office","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","UK Export Finance","London","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Legal","UK Export Finance","London","G6","5","[c]","[c]","[c]"
"New entrant CS","2023","Legal","UK Health Security Agency","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","UK Health Security Agency","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","UK Supreme Court","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","UK Supreme Court","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","UK Supreme Court","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","UK Supreme Court","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","UK Supreme Court","London","SEO","10","[c]","37230","37230"
"New entrant CS","2023","Legal","Water Services Regulation Authority","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Water Services Regulation Authority","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Water Services Regulation Authority","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Welsh Revenue Authority","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","Active Travel England","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","Active Travel England","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","Active Travel England","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","Active Travel England","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","Active Travel England","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","Active Travel England","Outside London","SEO","15","[c]","39890","39430"
"New entrant CS","2023","No function","Advisory, Conciliation and Arbitration Service","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","Advisory, Conciliation and Arbitration Service","Outside London","EO","25","[c]","25120","25160"
"New entrant CS","2023","No function","Advisory, Conciliation and Arbitration Service","Outside London","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","No function","Advisory, Conciliation and Arbitration Service","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","Animal and Plant Health Agency","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","Animal and Plant Health Agency","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","Animal and Plant Health Agency","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","Animal and Plant Health Agency","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","Animal and Plant Health Agency","Outside London","AO","285","[c]","22980","22150"
"New entrant CS","2023","No function","Animal and Plant Health Agency","Outside London","EO","120","[c]","26890","25920"
"New entrant CS","2023","No function","Animal and Plant Health Agency","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","Animal and Plant Health Agency","Outside London","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","No function","Animal and Plant Health Agency","Outside London","HEO","30","[c]","31750","30320"
"New entrant CS","2023","No function","Animal and Plant Health Agency","Outside London","SEO","55","[c]","38740","37300"
"New entrant CS","2023","No function","Animal and Plant Health Agency","Unknown","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","Animal and Plant Health Agency","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","Animal and Plant Health Agency","Unknown","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","Animal and Plant Health Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","Cabinet Office (excl. agencies)","London","AO","40","[c]","22270","25280"
"New entrant CS","2023","No function","Cabinet Office (excl. agencies)","London","EO","20","[c]","28130","28050"
"New entrant CS","2023","No function","Cabinet Office (excl. agencies)","London","G6","5","[c]","[c]","[c]"
"New entrant CS","2023","No function","Cabinet Office (excl. agencies)","London","G7","10","[c]","[c]","[c]"
"New entrant CS","2023","No function","Cabinet Office (excl. agencies)","London","HEO","15","[c]","35580","35240"
"New entrant CS","2023","No function","Cabinet Office (excl. agencies)","London","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2023","No function","Cabinet Office (excl. agencies)","London","SEO","10","[c]","41630","41410"
"New entrant CS","2023","No function","Cabinet Office (excl. agencies)","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","Cabinet Office (excl. agencies)","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","Cabinet Office (excl. agencies)","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","Cabinet Office (excl. agencies)","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","Cabinet Office (excl. agencies)","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","Cabinet Office (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","Cabinet Office (excl. agencies)","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","Cabinet Office (excl. agencies)","Unknown","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","Cabinet Office (excl. agencies)","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","Cabinet Office (excl. agencies)","Unknown","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","Cabinet Office (excl. agencies)","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","Cabinet Office (excl. agencies)","Unknown","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","Charity Commission","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","Charity Commission","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","Charity Commission","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","Charity Commission","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","Charity Commission","Outside London","EO","25","[c]","25300","25300"
"New entrant CS","2023","No function","Charity Commission","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","Charity Commission","Outside London","HEO","10","[c]","30360","30170"
"New entrant CS","2023","No function","Charity Commission","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","Companies House","Outside London","AO","85","[c]","21480","21380"
"New entrant CS","2023","No function","Companies House","Outside London","EO","15","[c]","25860","25610"
"New entrant CS","2023","No function","Companies House","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","Companies House","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","Companies House","Outside London","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","No function","Companies House","Outside London","SEO","10","[c]","41970","40680"
"New entrant CS","2023","No function","Criminal Injuries Compensation Authority","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","Criminal Injuries Compensation Authority","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","Criminal Injuries Compensation Authority","Outside London","AO","30","[c]","21780","21780"
"New entrant CS","2023","No function","Criminal Injuries Compensation Authority","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","Criminal Injuries Compensation Authority","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","Criminal Injuries Compensation Authority","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","Crown Commercial Service","Outside London","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","No function","Crown Commercial Service","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","Crown Commercial Service","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","Crown Office and Procurator Fiscal Service","Outside London","AO","110","[c]","22170","22180"
"New entrant CS","2023","No function","Crown Office and Procurator Fiscal Service","Outside London","EO","25","[c]","28700","28700"
"New entrant CS","2023","No function","Crown Office and Procurator Fiscal Service","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","Crown Office and Procurator Fiscal Service","Outside London","HEO","20","[c]","33120","33120"
"New entrant CS","2023","No function","Crown Office and Procurator Fiscal Service","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","Defence Equipment and Support","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","Defence Equipment and Support","London","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","No function","Defence Equipment and Support","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","Defence Equipment and Support","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","Defence Equipment and Support","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","Defence Equipment and Support","Outside London","AO","270","[c]","21460","20750"
"New entrant CS","2023","No function","Defence Equipment and Support","Outside London","EO","30","[c]","27320","28000"
"New entrant CS","2023","No function","Defence Equipment and Support","Outside London","G6","10","[c]","68610","68100"
"New entrant CS","2023","No function","Defence Equipment and Support","Outside London","G7","35","[c]","57720","56000"
"New entrant CS","2023","No function","Defence Equipment and Support","Outside London","HEO","235","[c]","33520","33000"
"New entrant CS","2023","No function","Defence Equipment and Support","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","Defence Equipment and Support","Outside London","SEO","185","[c]","43550","43500"
"New entrant CS","2023","No function","Defence Equipment and Support","Overseas","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","Defence Science and Technology Laboratory","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","AO","15","[c]","25340","25900"
"New entrant CS","2023","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","EO","40","[c]","28600","28510"
"New entrant CS","2023","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","G7","15","[c]","56220","55120"
"New entrant CS","2023","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","HEO","50","[c]","34710","34410"
"New entrant CS","2023","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","SEO","45","[c]","42450","41060"
"New entrant CS","2023","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","EO","35","[c]","25330","25310"
"New entrant CS","2023","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","G7","20","[c]","51670","50310"
"New entrant CS","2023","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","HEO","80","[c]","31630","31120"
"New entrant CS","2023","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","SEO","30","[c]","40690","37470"
"New entrant CS","2023","No function","Department for Digital, Culture, Media and Sport (excl. agencies)","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","Department for Digital, Culture, Media and Sport (excl. agencies)","London","EO","25","[c]","27150","27230"
"New entrant CS","2023","No function","Department for Digital, Culture, Media and Sport (excl. agencies)","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","Department for Digital, Culture, Media and Sport (excl. agencies)","London","G7","10","[c]","[c]","[c]"
"New entrant CS","2023","No function","Department for Digital, Culture, Media and Sport (excl. agencies)","London","HEO","50","[c]","35110","35040"
"New entrant CS","2023","No function","Department for Digital, Culture, Media and Sport (excl. agencies)","Outside London","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","No function","Department for Digital, Culture, Media and Sport (excl. agencies)","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","Department for Digital, Culture, Media and Sport (excl. agencies)","Outside London","HEO","15","[c]","32290","31880"
"New entrant CS","2023","No function","Department for Education (excl. agencies)","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","Department for Education (excl. agencies)","London","EO","25","[c]","28560","29530"
"New entrant CS","2023","No function","Department for Education (excl. agencies)","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","Department for Education (excl. agencies)","London","HEO","15","[c]","34030","34030"
"New entrant CS","2023","No function","Department for Education (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","Department for Education (excl. agencies)","London","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","No function","Department for Education (excl. agencies)","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","Department for Education (excl. agencies)","Outside London","EO","35","[c]","24390","25900"
"New entrant CS","2023","No function","Department for Education (excl. agencies)","Outside London","G7","10","[c]","[c]","[c]"
"New entrant CS","2023","No function","Department for Education (excl. agencies)","Outside London","HEO","35","[c]","30650","30330"
"New entrant CS","2023","No function","Department for Education (excl. agencies)","Outside London","SEO","20","[c]","37850","37590"
"New entrant CS","2023","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","London","EO","75","[c]","28530","29080"
"New entrant CS","2023","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","London","G6","10","[c]","67020","65840"
"New entrant CS","2023","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","London","G7","60","[c]","54780","54330"
"New entrant CS","2023","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","London","HEO","110","[c]","33420","33830"
"New entrant CS","2023","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
