"Status","Year","Disability","Ethnicity","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Asian","Estyn","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Foreign, Commonwealth and Development Office","Heterosexual / straight","30","30","37530","35940"
"In post","2023","Declared disabled","Asian","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","HM Land Registry","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared disabled","Asian","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","HM Revenue and Customs","Heterosexual / straight","375","345","36020","34700"
"In post","2023","Declared disabled","Asian","HM Revenue and Customs","LGBO","20","15","[c]","[c]"
"In post","2023","Declared disabled","Asian","HM Revenue and Customs","Undeclared","25","25","[c]","[c]"
"In post","2023","Declared disabled","Asian","HM Revenue and Customs","Unknown","65","60","34000","30190"
"In post","2023","Declared disabled","Asian","HM Treasury","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Declared disabled","Asian","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Home Office","Heterosexual / straight","350","320","34460","30200"
"In post","2023","Declared disabled","Asian","Home Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Home Office","Undeclared","25","25","[c]","[c]"
"In post","2023","Declared disabled","Asian","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Ministry of Defence","Heterosexual / straight","100","95","39340","34690"
"In post","2023","Declared disabled","Asian","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Ministry of Defence","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","Ministry of Justice","Heterosexual / straight","580","535","31100","28480"
"In post","2023","Declared disabled","Asian","Ministry of Justice","LGBO","25","25","[c]","[c]"
"In post","2023","Declared disabled","Asian","Ministry of Justice","Undeclared","35","35","29710","25480"
"In post","2023","Declared disabled","Asian","Ministry of Justice","Unknown","10","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","National Crime Agency","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Declared disabled","Asian","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office for Standards in Education, Children's Services and Skills","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office of Gas and Electricity Markets","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office of the Secretary of State for Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office of the Secretary of State for Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office of the Secretary of State for Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office of the Secretary of State for Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office of the Secretary of State for Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office of the Secretary of State for Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Scottish Government","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Declared disabled","Asian","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","The National Archives","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","UK Statistics Authority","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared disabled","Asian","UK Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","UK Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","UK Supreme Court","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","UK Supreme Court","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Welsh Government","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Attorney General's Departments","Heterosexual / straight","65","60","40000","31640"
"In post","2023","Declared disabled","Black","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Attorney General's Departments","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","Black","Attorney General's Departments","Unknown","10","5","[c]","[c]"
"In post","2023","Declared disabled","Black","Cabinet Office","Heterosexual / straight","35","35","43000","38910"
"In post","2023","Declared disabled","Black","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Cabinet Office","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","Black","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Charity Commission","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Competition and Markets Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","55","55","43870","41210"
"In post","2023","Declared disabled","Black","Department for Business, Energy and Industrial Strategy","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Black","Department for Business, Energy and Industrial Strategy","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","Black","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Department for Digital, Culture, Media and Sport","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared disabled","Black","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Department for Education","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Declared disabled","Black","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Department for Environment, Food and Rural Affairs","Heterosexual / straight","30","30","35890","32380"
"In post","2023","Declared disabled","Black","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Department for International Trade","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared disabled","Black","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Department for Levelling Up, Housing and Communities","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Declared disabled","Black","Department for Levelling Up, Housing and Communities","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Department for Levelling Up, Housing and Communities","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Department for Transport","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Declared disabled","Black","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Department for Work and Pensions","Heterosexual / straight","550","500","30900","31710"
"In post","2023","Declared disabled","Black","Department for Work and Pensions","LGBO","20","20","[c]","[c]"
"In post","2023","Declared disabled","Black","Department for Work and Pensions","Undeclared","45","40","30010","28120"
"In post","2023","Declared disabled","Black","Department for Work and Pensions","Unknown","45","40","29670","32520"
"In post","2023","Declared disabled","Black","Department of Health and Social Care","Heterosexual / straight","25","20","[c]","[c]"
"In post","2023","Declared disabled","Black","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Estyn","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Estyn","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Estyn","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Estyn","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Foreign, Commonwealth and Development Office","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Declared disabled","Black","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","HM Land Registry","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared disabled","Black","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","HM Revenue and Customs","Heterosexual / straight","165","160","36520","34370"
"In post","2023","Declared disabled","Black","HM Revenue and Customs","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Black","HM Revenue and Customs","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","Black","HM Revenue and Customs","Unknown","15","15","[c]","[c]"
"In post","2023","Declared disabled","Black","HM Treasury","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Declared disabled","Black","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Home Office","Heterosexual / straight","155","145","33590","30200"
"In post","2023","Declared disabled","Black","Home Office","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Black","Home Office","Undeclared","15","15","[c]","[c]"
"In post","2023","Declared disabled","Black","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Ministry of Defence","Heterosexual / straight","75","75","34250","32550"
"In post","2023","Declared disabled","Black","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Ministry of Justice","Heterosexual / straight","580","550","33120","30810"
"In post","2023","Declared disabled","Black","Ministry of Justice","LGBO","30","30","[c]","[c]"
"In post","2023","Declared disabled","Black","Ministry of Justice","Undeclared","45","45","31500","31020"
"In post","2023","Declared disabled","Black","Ministry of Justice","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","Black","National Crime Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Declared disabled","Black","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office for Standards in Education, Children's Services and Skills","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office of Gas and Electricity Markets","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Declared disabled","Black","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office of the Secretary of State for Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office of the Secretary of State for Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office of the Secretary of State for Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office of the Secretary of State for Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
