"Status","Year","Parent_department","Region_ITL1","Region_ITL3","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Attorney General's Departments","East of England","Thurrock","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Barnet","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Bexley and Greenwich","AA/AO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Bexley and Greenwich","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Bexley and Greenwich","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Bromley","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Camden and City of London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Camden and City of London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Croydon","AA/AO","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Croydon","EO","10","10","28380","28170"
"In post","2023","Attorney General's Departments","London","Croydon","G6/G7","10","10","60250","62830"
"In post","2023","Attorney General's Departments","London","Croydon","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Croydon","SEO/HEO","20","20","35970","36050"
"In post","2023","Attorney General's Departments","London","Ealing","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Haringey and Islington","AA/AO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Haringey and Islington","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Haringey and Islington","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Harrow and Hillingdon","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Harrow and Hillingdon","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Harrow and Hillingdon","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Harrow and Hillingdon","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Hounslow and Richmond upon Thames","AA/AO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Hounslow and Richmond upon Thames","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Lewisham and Southwark","AA/AO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Lewisham and Southwark","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Lewisham and Southwark","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Lewisham and Southwark","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Merton, Kingston upon Thames and Sutton","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Merton, Kingston upon Thames and Sutton","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Merton, Kingston upon Thames and Sutton","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Redbridge and Waltham Forest","AA/AO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Redbridge and Waltham Forest","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Redbridge and Waltham Forest","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Westminster","AA/AO","370","345","24160","24480"
"In post","2023","Attorney General's Departments","London","Westminster","EO","790","755","29250","28410"
"In post","2023","Attorney General's Departments","London","Westminster","G6/G7","2560","2385","61940","62830"
"In post","2023","Attorney General's Departments","London","Westminster","SCS level","265","255","88850","82550"
"In post","2023","Attorney General's Departments","London","Westminster","SEO/HEO","720","705","38400","38860"
"In post","2023","Attorney General's Departments","North East (England)","Darlington","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North East (England)","Durham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North East (England)","Durham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North East (England)","Hartlepool and Stockton-on-Tees","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North East (England)","Hartlepool and Stockton-on-Tees","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North East (England)","Northumberland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North East (England)","South Teesside","AA/AO","20","15","22850","22870"
"In post","2023","Attorney General's Departments","North East (England)","South Teesside","EO","25","20","27870","27400"
"In post","2023","Attorney General's Departments","North East (England)","South Teesside","G6/G7","40","40","56130","56450"
"In post","2023","Attorney General's Departments","North East (England)","South Teesside","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North East (England)","South Teesside","SEO/HEO","20","15","35050","34150"
"In post","2023","Attorney General's Departments","North East (England)","Tyneside","AA/AO","75","65","22230","22870"
"In post","2023","Attorney General's Departments","North East (England)","Tyneside","EO","55","50","27900","27030"
"In post","2023","Attorney General's Departments","North East (England)","Tyneside","G6/G7","105","95","56110","56450"
"In post","2023","Attorney General's Departments","North East (England)","Tyneside","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North East (England)","Tyneside","SEO/HEO","45","40","35860","35000"
"In post","2023","Attorney General's Departments","North West (England)","Blackburn with Darwen","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Cheshire East","G6/G7","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","East Cumbria","AA/AO","10","5","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","East Cumbria","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","East Cumbria","G6/G7","15","15","57210","55870"
"In post","2023","Attorney General's Departments","North West (England)","East Cumbria","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","East Merseyside","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","East Merseyside","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","East Merseyside","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Greater Manchester North East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Greater Manchester North West","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Greater Manchester South East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Greater Manchester South West","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Lancaster and Wyre","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Liverpool","AA/AO","105","100","22590","22870"
"In post","2023","Attorney General's Departments","North West (England)","Liverpool","EO","95","90","27670","27150"
"In post","2023","Attorney General's Departments","North West (England)","Liverpool","G6/G7","150","140","55170","54800"
"In post","2023","Attorney General's Departments","North West (England)","Liverpool","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Liverpool","SEO/HEO","70","70","35540","35000"
"In post","2023","Attorney General's Departments","North West (England)","Manchester","AA/AO","80","75","22770","22870"
"In post","2023","Attorney General's Departments","North West (England)","Manchester","EO","90","85","28190","28850"
"In post","2023","Attorney General's Departments","North West (England)","Manchester","G6/G7","165","155","57060","56450"
"In post","2023","Attorney General's Departments","North West (England)","Manchester","SCS level","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Manchester","SEO/HEO","50","50","36170","36880"
"In post","2023","Attorney General's Departments","North West (England)","Mid Lancashire","AA/AO","40","35","22760","22870"
"In post","2023","Attorney General's Departments","North West (England)","Mid Lancashire","EO","40","35","28280","28850"
"In post","2023","Attorney General's Departments","North West (England)","Mid Lancashire","G6/G7","90","85","54860","54800"
"In post","2023","Attorney General's Departments","North West (England)","Mid Lancashire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Mid Lancashire","SEO/HEO","25","25","36080","35000"
"In post","2023","Attorney General's Departments","North West (England)","Sefton","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Sefton","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Warrington","EO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Warrington","G6/G7","10","10","67140","59690"
"In post","2023","Attorney General's Departments","North West (England)","Warrington","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","West Cumbria","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","West Cumbria","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Wirral","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Overseas","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Berkshire","AA/AO","30","25","23920","24480"
"In post","2023","Attorney General's Departments","South East (England)","Berkshire","EO","30","25","28990","28200"
"In post","2023","Attorney General's Departments","South East (England)","Berkshire","G6/G7","50","45","61220","59050"
"In post","2023","Attorney General's Departments","South East (England)","Berkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Berkshire","SEO/HEO","25","25","36970","36170"
"In post","2023","Attorney General's Departments","South East (England)","Brighton and Hove","AA/AO","30","30","23760","24480"
"In post","2023","Attorney General's Departments","South East (England)","Brighton and Hove","EO","30","30","29100","28200"
"In post","2023","Attorney General's Departments","South East (England)","Brighton and Hove","G6/G7","45","40","60660","58820"
"In post","2023","Attorney General's Departments","South East (England)","Brighton and Hove","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Brighton and Hove","SEO/HEO","15","10","37520","36780"
"In post","2023","Attorney General's Departments","South East (England)","Buckinghamshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Central Hampshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","East Kent","AA/AO","30","30","23910","24480"
"In post","2023","Attorney General's Departments","South East (England)","East Kent","EO","30","30","29340","29100"
"In post","2023","Attorney General's Departments","South East (England)","East Kent","G6/G7","50","45","59910","58210"
"In post","2023","Attorney General's Departments","South East (England)","East Kent","SEO/HEO","20","20","38630","38660"
"In post","2023","Attorney General's Departments","South East (England)","East Surrey","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Isle of Wight","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Kent Thames Gateway","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Medway","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Mid Kent","AA/AO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Mid Kent","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Mid Kent","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","North Hampshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","North Hampshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Oxfordshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Portsmouth","AA/AO","40","35","23950","24480"
"In post","2023","Attorney General's Departments","South East (England)","Portsmouth","EO","25","25","29030","28200"
"In post","2023","Attorney General's Departments","South East (England)","Portsmouth","G6/G7","50","50","61640","62880"
"In post","2023","Attorney General's Departments","South East (England)","Portsmouth","SEO/HEO","10","10","38520","40340"
"In post","2023","Attorney General's Departments","South East (England)","South Hampshire","AA/AO","30","30","23880","24480"
"In post","2023","Attorney General's Departments","South East (England)","South Hampshire","EO","25","25","28970","28200"
"In post","2023","Attorney General's Departments","South East (England)","South Hampshire","G6/G7","75","75","60380","57590"
"In post","2023","Attorney General's Departments","South East (England)","South Hampshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","South Hampshire","SEO/HEO","30","30","37330","36170"
"In post","2023","Attorney General's Departments","South East (England)","West Kent","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","West Surrey","AA/AO","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","West Surrey","EO","25","25","29010","28200"
"In post","2023","Attorney General's Departments","South East (England)","West Surrey","G6/G7","40","35","61040","61920"
"In post","2023","Attorney General's Departments","South East (England)","West Surrey","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","West Surrey","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","West Sussex (North East)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","West Sussex (South West)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","West Sussex (South West)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","25","20","56940","55470"
"In post","2023","Attorney General's Departments","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Bristol, City of","AA/AO","45","40","22230","22870"
"In post","2023","Attorney General's Departments","South West (England)","Bristol, City of","EO","40","40","28040","27400"
"In post","2023","Attorney General's Departments","South West (England)","Bristol, City of","G6/G7","120","110","56800","54320"
"In post","2023","Attorney General's Departments","South West (England)","Bristol, City of","SCS level","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Bristol, City of","SEO/HEO","25","25","35430","34410"
"In post","2023","Attorney General's Departments","South West (England)","Cornwall and Isles of Scilly","AA/AO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Cornwall and Isles of Scilly","EO","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Cornwall and Isles of Scilly","G6/G7","10","10","53870","56450"
"In post","2023","Attorney General's Departments","South West (England)","Cornwall and Isles of Scilly","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Devon CC","AA/AO","15","15","22370","22870"
"In post","2023","Attorney General's Departments","South West (England)","Devon CC","EO","25","20","27870","27440"
"In post","2023","Attorney General's Departments","South West (England)","Devon CC","G6/G7","50","45","55850","56450"
"In post","2023","Attorney General's Departments","South West (England)","Devon CC","SEO/HEO","20","20","35670","34640"
"In post","2023","Attorney General's Departments","South West (England)","Dorset","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Gloucestershire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Gloucestershire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Somerset CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Swindon","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Swindon","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Swindon","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Swindon","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Wiltshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Wales","Bridgend and Neath Port Talbot","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Wales","Bridgend and Neath Port Talbot","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Wales","Cardiff and Vale of Glamorgan","AA/AO","55","50","23040","22870"
"In post","2023","Attorney General's Departments","Wales","Cardiff and Vale of Glamorgan","EO","45","45","27830","27400"
"In post","2023","Attorney General's Departments","Wales","Cardiff and Vale of Glamorgan","G6/G7","105","95","56300","55390"
"In post","2023","Attorney General's Departments","Wales","Cardiff and Vale of Glamorgan","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Wales","Cardiff and Vale of Glamorgan","SEO/HEO","30","30","36330","38350"
"In post","2023","Attorney General's Departments","Wales","Conwy and Denbighshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Wales","Flintshire and Wrexham","AA/AO","15","15","22850","22870"
"In post","2023","Attorney General's Departments","Wales","Flintshire and Wrexham","EO","15","15","27820","27420"
"In post","2023","Attorney General's Departments","Wales","Flintshire and Wrexham","G6/G7","45","40","54010","53700"
"In post","2023","Attorney General's Departments","Wales","Flintshire and Wrexham","SEO/HEO","15","15","36610","36680"
"In post","2023","Attorney General's Departments","Wales","Gwent Valleys","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Wales","Monmouthshire and Newport","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Wales","South West Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Wales","Swansea","AA/AO","15","10","22720","22870"
"In post","2023","Attorney General's Departments","Wales","Swansea","EO","15","15","27480","26900"
"In post","2023","Attorney General's Departments","Wales","Swansea","G6/G7","40","40","54790","53710"
"In post","2023","Attorney General's Departments","Wales","Swansea","SEO/HEO","30","30","35890","38760"
"In post","2023","Attorney General's Departments","West Midlands (England)","Birmingham","AA/AO","120","115","22830","22870"
"In post","2023","Attorney General's Departments","West Midlands (England)","Birmingham","EO","110","105","27680","26900"
"In post","2023","Attorney General's Departments","West Midlands (England)","Birmingham","G6/G7","235","220","56020","54800"
"In post","2023","Attorney General's Departments","West Midlands (England)","Birmingham","SCS level","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","West Midlands (England)","Birmingham","SEO/HEO","70","70","35370","35000"
"In post","2023","Attorney General's Departments","West Midlands (England)","Dudley","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Midlands (England)","Herefordshire, County of","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Midlands (England)","Shropshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Midlands (England)","Shropshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Midlands (England)","Staffordshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Midlands (England)","Staffordshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Midlands (England)","Staffordshire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Midlands (England)","Stoke-on-Trent","AA/AO","15","15","22750","22870"
"In post","2023","Attorney General's Departments","West Midlands (England)","Stoke-on-Trent","EO","10","10","27800","27290"
"In post","2023","Attorney General's Departments","West Midlands (England)","Stoke-on-Trent","G6/G7","30","25","58990","56450"
"In post","2023","Attorney General's Departments","West Midlands (England)","Stoke-on-Trent","SEO/HEO","10","10","37420","38760"
"In post","2023","Attorney General's Departments","West Midlands (England)","Telford and Wrekin","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Midlands (England)","Walsall","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Midlands (England)","Warwickshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Midlands (England)","Warwickshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Midlands (England)","Wolverhampton","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Midlands (England)","Wolverhampton","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Midlands (England)","Worcestershire CC","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Midlands (England)","Worcestershire CC","G6/G7","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","Bradford","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","Calderdale and Kirklees","G6/G7","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","Kingston upon Hull, City of","AA/AO","20","15","22850","22870"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","Kingston upon Hull, City of","EO","20","15","28210","28850"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","Kingston upon Hull, City of","G6/G7","35","30","56340","56450"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","Kingston upon Hull, City of","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","Leeds","AA/AO","80","70","22770","22870"
