"Status","Year","Parent_department","Region_ITL1","Region_ITL3","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Department of Health and Social Care","East of England","Hertfordshire CC","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","East of England","Hertfordshire CC","G6/G7","10","[c]","62060","60280"
"Leaver CS","2023","Department of Health and Social Care","East of England","Hertfordshire CC","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","East of England","Hertfordshire CC","SEO/HEO","30","[c]","38170","40260"
"Leaver CS","2023","Department of Health and Social Care","East of England","North and West Norfolk","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","East of England","North and West Norfolk","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","East of England","Norwich and East Norfolk","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","East of England","Norwich and East Norfolk","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","East of England","Norwich and East Norfolk","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","East of England","Southend-on-Sea","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","East of England","Suffolk CC","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","East of England","Suffolk CC","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","East of England","Suffolk CC","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","East of England","Suffolk CC","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","East of England","Suffolk CC","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","East of England","Thurrock","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","East of England","West Essex","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","East of England","West Essex","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","East of England","West Essex","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","East of England","West Essex","SEO/HEO","15","[c]","36960","37830"
"Leaver CS","2023","Department of Health and Social Care","London","Barking & Dagenham and Havering","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","London","Barking & Dagenham and Havering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","London","Barking & Dagenham and Havering","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","London","Barnet","AA/AO","30","[c]","23810","23780"
"Leaver CS","2023","Department of Health and Social Care","London","Barnet","EO","40","[c]","27500","26880"
"Leaver CS","2023","Department of Health and Social Care","London","Barnet","G6/G7","30","[c]","57510","54620"
"Leaver CS","2023","Department of Health and Social Care","London","Barnet","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","London","Barnet","SEO/HEO","80","[c]","36370","33880"
"Leaver CS","2023","Department of Health and Social Care","London","Bexley and Greenwich","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","London","Bexley and Greenwich","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","London","Bexley and Greenwich","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","London","Bexley and Greenwich","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","London","Bexley and Greenwich","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","London","Brent","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","London","Bromley","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","London","Bromley","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","London","Camden and City of London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","London","Camden and City of London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","London","Croydon","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","London","Ealing","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","London","Ealing","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","London","Ealing","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","London","Enfield","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","London","Hackney and Newham","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","London","Hackney and Newham","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","London","Haringey and Islington","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","London","Haringey and Islington","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","London","Haringey and Islington","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","London","Harrow and Hillingdon","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","London","Harrow and Hillingdon","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","London","Harrow and Hillingdon","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","London","Hounslow and Richmond upon Thames","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","London","Hounslow and Richmond upon Thames","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","London","Kensington & Chelsea and Hammersmith & Fulham","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","London","Kensington & Chelsea and Hammersmith & Fulham","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","London","Lambeth","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","London","Lambeth","EO","35","[c]","27000","26880"
"Leaver CS","2023","Department of Health and Social Care","London","Lambeth","G6/G7","35","[c]","56990","53920"
"Leaver CS","2023","Department of Health and Social Care","London","Lambeth","SCS level","10","[c]","97270","98620"
"Leaver CS","2023","Department of Health and Social Care","London","Lambeth","SEO/HEO","90","[c]","37890","40070"
"Leaver CS","2023","Department of Health and Social Care","London","Lewisham and Southwark","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","London","Lewisham and Southwark","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","London","Lewisham and Southwark","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","London","Lewisham and Southwark","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","London","Merton, Kingston upon Thames and Sutton","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","London","Merton, Kingston upon Thames and Sutton","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","London","Redbridge and Waltham Forest","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","London","Redbridge and Waltham Forest","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","London","Redbridge and Waltham Forest","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","London","Redbridge and Waltham Forest","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","London","Tower Hamlets","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","London","Tower Hamlets","EO","30","[c]","28320","27840"
"Leaver CS","2023","Department of Health and Social Care","London","Tower Hamlets","G6/G7","50","[c]","62330","62170"
"Leaver CS","2023","Department of Health and Social Care","London","Tower Hamlets","SCS level","30","[c]","89750","87970"
"Leaver CS","2023","Department of Health and Social Care","London","Tower Hamlets","SEO/HEO","50","[c]","38240","40450"
"Leaver CS","2023","Department of Health and Social Care","London","Wandsworth","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","London","Wandsworth","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","London","Wandsworth","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","London","Westminster","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","London","Westminster","EO","90","[c]","27900","27960"
"Leaver CS","2023","Department of Health and Social Care","London","Westminster","G6/G7","230","[c]","58710","54690"
"Leaver CS","2023","Department of Health and Social Care","London","Westminster","SCS level","65","[c]","97460","84480"
"Leaver CS","2023","Department of Health and Social Care","London","Westminster","SEO/HEO","300","[c]","36720","33790"
"Leaver CS","2023","Department of Health and Social Care","North East (England)","Durham","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","North East (England)","Northumberland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","North East (England)","Sunderland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","North East (England)","Tyneside","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","North East (England)","Tyneside","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","North East (England)","Tyneside","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","North East (England)","Tyneside","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","North East (England)","Tyneside","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","North West (England)","Cheshire East","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","North West (England)","Cheshire West and Chester","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","North West (England)","Cheshire West and Chester","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","North West (England)","Cheshire West and Chester","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","North West (England)","East Cumbria","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","North West (England)","East Lancashire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","North West (England)","East Merseyside","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","North West (England)","Greater Manchester North East","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","North West (England)","Greater Manchester North East","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","North West (England)","Greater Manchester South East","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","North West (England)","Greater Manchester South West","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","North West (England)","Lancaster and Wyre","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","North West (England)","Liverpool","AA/AO","10","[c]","20220","20100"
"Leaver CS","2023","Department of Health and Social Care","North West (England)","Liverpool","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","North West (England)","Liverpool","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","North West (England)","Liverpool","SEO/HEO","15","[c]","34340","33710"
"Leaver CS","2023","Department of Health and Social Care","North West (England)","Manchester","AA/AO","30","[c]","20610","20480"
"Leaver CS","2023","Department of Health and Social Care","North West (England)","Manchester","EO","20","[c]","24350","24390"
"Leaver CS","2023","Department of Health and Social Care","North West (England)","Manchester","G6/G7","10","[c]","52980","49230"
"Leaver CS","2023","Department of Health and Social Care","North West (England)","Manchester","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","North West (England)","Manchester","SEO/HEO","25","[c]","34220","33710"
"Leaver CS","2023","Department of Health and Social Care","North West (England)","Mid Lancashire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","North West (England)","Mid Lancashire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","North West (England)","Mid Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","North West (England)","Mid Lancashire","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","North West (England)","Mid Lancashire","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","North West (England)","Sefton","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","North West (England)","Warrington","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","North West (England)","Warrington","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","North West (England)","West Cumbria","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","North West (England)","Wirral","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","North West (England)","Wirral","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","Northern Ireland","Belfast","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","Northern Ireland","Derry City and Strabane","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","Overseas","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","Scotland","City of Edinburgh","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","Scotland","East Lothian and Midlothian","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","Scotland","Glasgow City","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","Scotland","Glasgow City","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","Scotland","Glasgow City","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","Scotland","Scottish Borders","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","Scotland","South Lanarkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","South East (England)","Berkshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","South East (England)","Berkshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","South East (England)","Berkshire","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","South East (England)","Berkshire","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","South East (England)","Brighton and Hove","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","South East (England)","Brighton and Hove","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","South East (England)","Brighton and Hove","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","South East (England)","Buckinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","South East (England)","Buckinghamshire","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","South East (England)","Buckinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","South East (England)","Central Hampshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","South East (England)","Central Hampshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","South East (England)","Central Hampshire","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","South East (England)","Central Hampshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","South East (England)","East Kent","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","South East (England)","East Kent","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","South East (England)","East Surrey","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","South East (England)","East Surrey","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","South East (England)","East Surrey","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","South East (England)","East Sussex CC","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","South East (England)","East Sussex CC","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","South East (England)","East Sussex CC","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","South East (England)","Medway","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","South East (England)","Mid Kent","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","South East (England)","Mid Kent","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","South East (England)","Mid Kent","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","South East (England)","Mid Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","South East (England)","Milton Keynes","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","South East (England)","Milton Keynes","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","South East (England)","Milton Keynes","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","South East (England)","North Hampshire","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","South East (England)","Oxfordshire CC","AA/AO","10","[c]","22300","22480"
"Leaver CS","2023","Department of Health and Social Care","South East (England)","Oxfordshire CC","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","South East (England)","Oxfordshire CC","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","South East (England)","Oxfordshire CC","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","South East (England)","Oxfordshire CC","SEO/HEO","15","[c]","37900","39350"
"Leaver CS","2023","Department of Health and Social Care","South East (England)","South Hampshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","South East (England)","South Hampshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","South East (England)","South Hampshire","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","South East (England)","Southampton","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","South East (England)","West Kent","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","South East (England)","West Surrey","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","South East (England)","West Surrey","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","South East (England)","West Sussex (North East)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","South East (England)","West Sussex (North East)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","South East (England)","West Sussex (North East)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","South East (England)","West Sussex (North East)","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","South East (England)","West Sussex (South West)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","South East (England)","West Sussex (South West)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","South East (England)","West Sussex (South West)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","South East (England)","West Sussex (South West)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","South West (England)","Bournemouth, Christchurch and Poole","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","South West (England)","Bournemouth, Christchurch and Poole","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","South West (England)","Bristol, City of","AA/AO","20","[c]","20550","20680"
"Leaver CS","2023","Department of Health and Social Care","South West (England)","Bristol, City of","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","South West (England)","Bristol, City of","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","South West (England)","Bristol, City of","SEO/HEO","40","[c]","33950","33330"
"Leaver CS","2023","Department of Health and Social Care","South West (England)","Cornwall and Isles of Scilly","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","South West (England)","Cornwall and Isles of Scilly","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","South West (England)","Devon CC","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","South West (England)","Devon CC","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","South West (England)","Devon CC","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","South West (England)","Devon CC","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","South West (England)","Dorset","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","South West (England)","Gloucestershire CC","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","South West (England)","Gloucestershire CC","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","South West (England)","Gloucestershire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","South West (England)","Plymouth","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","South West (England)","Plymouth","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","South West (England)","Somerset CC","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","South West (England)","Somerset CC","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","South West (England)","Somerset CC","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","South West (England)","Wiltshire","AA/AO","35","[c]","20470","20100"
"Leaver CS","2023","Department of Health and Social Care","South West (England)","Wiltshire","EO","15","[c]","24160","24390"
"Leaver CS","2023","Department of Health and Social Care","South West (England)","Wiltshire","G6/G7","20","[c]","56460","52600"
"Leaver CS","2023","Department of Health and Social Care","South West (England)","Wiltshire","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","South West (England)","Wiltshire","SEO/HEO","45","[c]","34270","34340"
"Leaver CS","2023","Department of Health and Social Care","Unknown","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","Unknown","Unknown","EO","20","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","Unknown","Unknown","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","Unknown","Unknown","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","Wales","Bridgend and Neath Port Talbot","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","Wales","Cardiff and Vale of Glamorgan","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","Wales","Cardiff and Vale of Glamorgan","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","Wales","Cardiff and Vale of Glamorgan","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","Wales","Central Valleys","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","Wales","Conwy and Denbighshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","Wales","Monmouthshire and Newport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","West Midlands (England)","Birmingham","AA/AO","15","[c]","20420","20380"
"Leaver CS","2023","Department of Health and Social Care","West Midlands (England)","Birmingham","EO","10","[c]","24110","24390"
"Leaver CS","2023","Department of Health and Social Care","West Midlands (England)","Birmingham","G6/G7","15","[c]","60370","54380"
"Leaver CS","2023","Department of Health and Social Care","West Midlands (England)","Birmingham","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","West Midlands (England)","Birmingham","SEO/HEO","35","[c]","34760","35590"
"Leaver CS","2023","Department of Health and Social Care","West Midlands (England)","Coventry","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","West Midlands (England)","Herefordshire, County of","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","West Midlands (England)","Shropshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","West Midlands (England)","Solihull","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","West Midlands (England)","Staffordshire CC","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","West Midlands (England)","Stoke-on-Trent","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","West Midlands (England)","Stoke-on-Trent","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","West Midlands (England)","Stoke-on-Trent","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","West Midlands (England)","Warwickshire CC","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","West Midlands (England)","Warwickshire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","West Midlands (England)","Wolverhampton","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","West Midlands (England)","Worcestershire CC","G6/G7","[c]","[c]","[c]","[c]"
