"Status","Year","Age","Disability","Function_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","40-49","Undeclared","No function","Merseyside","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Undeclared","No function","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Undeclared","No function","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Undeclared","No function","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Undeclared","No function","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Undeclared","No function","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Undeclared","No function","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Undeclared","No function","Outer London - West and North West","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Undeclared","No function","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Undeclared","No function","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Undeclared","No function","Surrey, East and West Sussex","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Undeclared","No function","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Undeclared","No function","West Central Scotland","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Undeclared","No function","West Midlands","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Undeclared","No function","West Wales and The Valleys","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Undeclared","No function","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Undeclared","Project Delivery","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Undeclared","Project Delivery","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Undeclared","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Undeclared","Project Delivery","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Undeclared","Project Delivery","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Undeclared","Security","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Undeclared","Security","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Undeclared","Security","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Undeclared","Security","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Undeclared","Security","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Undeclared","Security","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Undeclared","Security","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Undeclared","Security","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Undeclared","Security","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Undeclared","Security","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Undeclared","Unknown","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Undeclared","Unknown","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Undeclared","Unknown","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Analysis","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Analysis","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","15","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Analysis","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Analysis","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Analysis","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Analysis","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Analysis","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Analysis","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Analysis","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Commercial","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Commercial","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Commercial","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Commercial","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Commercial","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Commercial","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Commercial","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Commercial","Inner London - West","30","[c]","80250","72500"
"Leaver CS","2023","40-49","Unknown","Commercial","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Commercial","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Commercial","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Commercial","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Commercial","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Commercial","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Commercial","West Yorkshire","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Communications","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Communications","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Communications","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Communications","Inner London - West","15","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Communications","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Communications","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Communications","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Counter Fraud","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Counter Fraud","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Counter Fraud","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Counter Fraud","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Counter Fraud","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Counter Fraud","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Counter Fraud","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Counter Fraud","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Counter Fraud","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Counter Fraud","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Counter Fraud","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Debt","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Debt","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Debt","Eastern Scotland","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Debt","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Debt","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Debt","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Debt","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Debt","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Debt","Northumberland, and Tyne and Wear","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Debt","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Debt","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Debt","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Debt","West Midlands","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Debt","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Debt","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Digital, Data & Technology","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Digital, Data & Technology","Devon","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Digital, Data & Technology","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Digital, Data & Technology","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Digital, Data & Technology","East Wales","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Digital, Data & Technology","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Digital, Data & Technology","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Digital, Data & Technology","Gloucestershire, Wiltshire and Bath/Bristol area","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Digital, Data & Technology","Greater Manchester","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Digital, Data & Technology","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Digital, Data & Technology","Inner London - East","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Digital, Data & Technology","Inner London - West","15","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Digital, Data & Technology","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Digital, Data & Technology","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Digital, Data & Technology","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Digital, Data & Technology","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Digital, Data & Technology","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Digital, Data & Technology","Outer London - South","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Digital, Data & Technology","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Digital, Data & Technology","South Yorkshire","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Digital, Data & Technology","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Digital, Data & Technology","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Digital, Data & Technology","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Digital, Data & Technology","West Midlands","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Digital, Data & Technology","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Digital, Data & Technology","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Finance","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Finance","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Finance","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Finance","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Finance","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Finance","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Finance","Inner London - East","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Finance","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Finance","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Finance","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Finance","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Finance","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Finance","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Finance","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Finance","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Finance","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Grants Management","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Grants Management","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Human Resources","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Human Resources","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Human Resources","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Human Resources","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Human Resources","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Human Resources","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Human Resources","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Human Resources","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Human Resources","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Human Resources","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Human Resources","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Human Resources","Overseas","20","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Human Resources","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Human Resources","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Internal Audit","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Legal","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Legal","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Legal","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Legal","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Legal","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Legal","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Legal","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Legal","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Legal","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Legal","Inner London - West","15","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Legal","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Legal","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Legal","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Legal","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","No function","Bedfordshire and Hertfordshire","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","No function","Berkshire, Buckinghamshire and Oxfordshire","15","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","No function","Cheshire","15","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","No function","Cornwall and Isles of Scilly","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","No function","Derbyshire and Nottinghamshire","25","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","No function","Devon","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","No function","Dorset and Somerset","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","No function","East Anglia","25","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","No function","East Wales","20","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","No function","East Yorkshire and Northern Lincolnshire","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","No function","Eastern Scotland","25","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","No function","Essex","15","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","No function","Gloucestershire, Wiltshire and Bath/Bristol area","30","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","No function","Greater Manchester","40","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","No function","Hampshire and Isle of Wight","40","[c]","27660","22500"
"Leaver CS","2023","40-49","Unknown","No function","Herefordshire, Worcestershire and Warwickshire","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","No function","Highlands and Islands","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","No function","Inner London - East","30","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","No function","Inner London - West","150","[c]","56810","54690"
"Leaver CS","2023","40-49","Unknown","No function","Kent","20","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","No function","Lancashire","25","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","No function","Leicestershire, Rutland and Northamptonshire","15","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","No function","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","No function","Merseyside","35","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","No function","North Eastern Scotland","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","No function","North Yorkshire","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","No function","Northern Ireland","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","No function","Northumberland, and Tyne and Wear","25","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","No function","Outer London - East and North East","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","No function","Outer London - South","20","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","No function","Outer London - West and North West","25","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","No function","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","No function","Shropshire and Staffordshire","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","No function","South Yorkshire","15","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","No function","Southern Scotland","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","No function","Surrey, East and West Sussex","20","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","No function","Tees Valley and Durham","20","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","No function","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","No function","West Central Scotland","35","[c]","28370","26130"
"Leaver CS","2023","40-49","Unknown","No function","West Midlands","50","[c]","30590","25880"
"Leaver CS","2023","40-49","Unknown","No function","West Wales and The Valleys","25","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","No function","West Yorkshire","60","[c]","44460","45040"
"Leaver CS","2023","40-49","Unknown","Project Delivery","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Project Delivery","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Project Delivery","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Project Delivery","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Project Delivery","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","15","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Project Delivery","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Project Delivery","Hampshire and Isle of Wight","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Project Delivery","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Project Delivery","Inner London - West","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Project Delivery","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Project Delivery","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Project Delivery","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Project Delivery","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Project Delivery","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Project Delivery","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Project Delivery","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Project Delivery","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Project Delivery","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Property","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Property","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Property","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Property","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Property","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Property","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Property","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Property","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Property","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Property","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Property","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Property","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Property","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Security","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Security","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Security","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Security","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Security","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Security","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Security","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Security","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Security","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Security","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Security","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Security","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Security","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Security","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Security","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Security","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Security","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Security","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Unknown","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Unknown","Berkshire, Buckinghamshire and Oxfordshire","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Unknown","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Unknown","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Unknown","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Unknown","East Wales","[c]","[c]","[c]","[c]"
