"Status","Year","Parent_department","Profession_of_post","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Attorney General's Departments","Finance","Female","Unknown","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Male","Heterosexual / straight","85","85","35390","28200"
"In post","2023","Attorney General's Departments","Finance","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Male","Undeclared","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Male","Unknown","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","Female","Heterosexual / straight","155","150","39190","33000"
"In post","2023","Attorney General's Departments","Human Resources","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","Female","Undeclared","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","Female","Unknown","25","25","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","Male","Heterosexual / straight","50","50","42540","36140"
"In post","2023","Attorney General's Departments","Human Resources","Male","LGBO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","Male","Unknown","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Intelligence Analysis","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Intelligence Analysis","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Intelligence Analysis","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Intelligence Analysis","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Intelligence Analysis","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Intelligence Analysis","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Intelligence Analysis","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Intelligence Analysis","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Intelligence Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Intelligence Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Internal Audit","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Internal Audit","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Internal Audit","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Internal Audit","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Internal Audit","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Internal Audit","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Internal Audit","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Internal Audit","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Internal Audit","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Internal Audit","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","Female","Heterosexual / straight","45","40","43080","38970"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","Male","Heterosexual / straight","30","30","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Female","Heterosexual / straight","2605","2390","56120","54100"
"In post","2023","Attorney General's Departments","Legal","Female","LGBO","120","110","54610","54100"
"In post","2023","Attorney General's Departments","Legal","Female","Undeclared","165","155","56960","55170"
"In post","2023","Attorney General's Departments","Legal","Female","Unknown","740","640","60610","59690"
"In post","2023","Attorney General's Departments","Legal","Male","Heterosexual / straight","1325","1295","58010","56450"
"In post","2023","Attorney General's Departments","Legal","Male","LGBO","135","135","59920","56450"
"In post","2023","Attorney General's Departments","Legal","Male","Undeclared","110","105","58870","56230"
"In post","2023","Attorney General's Departments","Legal","Male","Unknown","415","395","61930","60930"
"In post","2023","Attorney General's Departments","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Operational Delivery","Female","Heterosexual / straight","1965","1825","28200","26900"
"In post","2023","Attorney General's Departments","Operational Delivery","Female","LGBO","120","115","27120","26900"
"In post","2023","Attorney General's Departments","Operational Delivery","Female","Undeclared","85","80","26740","26250"
"In post","2023","Attorney General's Departments","Operational Delivery","Female","Unknown","445","380","28560","28410"
"In post","2023","Attorney General's Departments","Operational Delivery","Male","Heterosexual / straight","675","665","28900","26900"
"In post","2023","Attorney General's Departments","Operational Delivery","Male","LGBO","85","85","30920","27150"
"In post","2023","Attorney General's Departments","Operational Delivery","Male","Undeclared","40","40","28400","28200"
"In post","2023","Attorney General's Departments","Operational Delivery","Male","Unknown","150","150","28200","28200"
"In post","2023","Attorney General's Departments","Operational Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Operational Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Other","Female","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Attorney General's Departments","Other","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Other","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Other","Female","Unknown","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Other","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","Other","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Other","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Other","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Other","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Other","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Policy","Female","Heterosexual / straight","80","75","51480","53430"
"In post","2023","Attorney General's Departments","Policy","Female","LGBO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Policy","Female","Undeclared","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Policy","Female","Unknown","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Policy","Male","Heterosexual / straight","30","30","[c]","[c]"
"In post","2023","Attorney General's Departments","Policy","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Policy","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Policy","Male","Unknown","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Policy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Policy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Project Delivery","Female","Heterosexual / straight","40","35","40870","38940"
"In post","2023","Attorney General's Departments","Project Delivery","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Project Delivery","Female","Undeclared","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Project Delivery","Female","Unknown","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Project Delivery","Male","Heterosexual / straight","40","40","41860","38940"
"In post","2023","Attorney General's Departments","Project Delivery","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Project Delivery","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Project Delivery","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Property","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","Property","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Property","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Property","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Property","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Property","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Property","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Property","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Security","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Security","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Security","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Security","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Security","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Security","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Security","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Security","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Statistics","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Statistics","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Statistics","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Statistics","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Statistics","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Statistics","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Statistics","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Statistics","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Statistics","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Statistics","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Commercial","Female","Heterosexual / straight","640","620","63040","65500"
"In post","2023","Cabinet Office","Commercial","Female","LGBO","35","35","63010","65500"
"In post","2023","Cabinet Office","Commercial","Female","Undeclared","45","45","57640","56100"
"In post","2023","Cabinet Office","Commercial","Female","Unknown","255","250","56120","56000"
"In post","2023","Cabinet Office","Commercial","Male","Heterosexual / straight","640","635","71440","66390"
"In post","2023","Cabinet Office","Commercial","Male","LGBO","40","40","58570","56000"
"In post","2023","Cabinet Office","Commercial","Male","Undeclared","60","60","67890","61710"
"In post","2023","Cabinet Office","Commercial","Male","Unknown","275","275","63150","65500"
"In post","2023","Cabinet Office","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Communications","Female","Heterosexual / straight","75","75","47850","41870"
"In post","2023","Cabinet Office","Communications","Female","LGBO","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Communications","Female","Undeclared","10","10","[c]","[c]"
"In post","2023","Cabinet Office","Communications","Female","Unknown","30","30","[c]","[c]"
"In post","2023","Cabinet Office","Communications","Male","Heterosexual / straight","35","35","54540","44770"
"In post","2023","Cabinet Office","Communications","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Cabinet Office","Communications","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Communications","Male","Unknown","20","20","[c]","[c]"
"In post","2023","Cabinet Office","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Counter Fraud","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Cabinet Office","Counter Fraud","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Counter Fraud","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Counter Fraud","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Counter Fraud","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Cabinet Office","Counter Fraud","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Counter Fraud","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Counter Fraud","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Digital, Data and Technology","Female","Heterosexual / straight","325","315","50010","51290"
"In post","2023","Cabinet Office","Digital, Data and Technology","Female","LGBO","45","45","49200","54690"
"In post","2023","Cabinet Office","Digital, Data and Technology","Female","Undeclared","45","40","53250","56430"
"In post","2023","Cabinet Office","Digital, Data and Technology","Female","Unknown","115","115","41460","32960"
"In post","2023","Cabinet Office","Digital, Data and Technology","Male","Heterosexual / straight","535","525","52210","52790"
"In post","2023","Cabinet Office","Digital, Data and Technology","Male","LGBO","70","70","48660","51290"
"In post","2023","Cabinet Office","Digital, Data and Technology","Male","Undeclared","65","65","50360","51290"
"In post","2023","Cabinet Office","Digital, Data and Technology","Male","Unknown","150","150","43090","35650"
"In post","2023","Cabinet Office","Digital, Data and Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Economics","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Economics","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Economics","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Economics","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Economics","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Cabinet Office","Economics","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Economics","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Economics","Male","Unknown","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Economics","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Economics","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Finance","Female","Heterosexual / straight","95","95","46550","38910"
"In post","2023","Cabinet Office","Finance","Female","LGBO","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Finance","Female","Undeclared","10","10","[c]","[c]"
"In post","2023","Cabinet Office","Finance","Female","Unknown","30","30","32780","30130"
"In post","2023","Cabinet Office","Finance","Male","Heterosexual / straight","105","100","53580","42470"
"In post","2023","Cabinet Office","Finance","Male","LGBO","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Finance","Male","Undeclared","10","5","[c]","[c]"
"In post","2023","Cabinet Office","Finance","Male","Unknown","45","45","31510","30130"
"In post","2023","Cabinet Office","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Human Resources","Female","Heterosexual / straight","555","520","42230","38460"
"In post","2023","Cabinet Office","Human Resources","Female","LGBO","30","25","[c]","[c]"
"In post","2023","Cabinet Office","Human Resources","Female","Undeclared","30","30","44910","41810"
"In post","2023","Cabinet Office","Human Resources","Female","Unknown","45","40","38350","35650"
"In post","2023","Cabinet Office","Human Resources","Male","Heterosexual / straight","205","200","41770","38460"
"In post","2023","Cabinet Office","Human Resources","Male","LGBO","25","25","[c]","[c]"
"In post","2023","Cabinet Office","Human Resources","Male","Undeclared","20","20","[c]","[c]"
"In post","2023","Cabinet Office","Human Resources","Male","Unknown","30","30","[c]","[c]"
"In post","2023","Cabinet Office","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Intelligence Analysis","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Intelligence Analysis","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Intelligence Analysis","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Intelligence Analysis","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Intelligence Analysis","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Intelligence Analysis","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Intelligence Analysis","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Intelligence Analysis","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Intelligence Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Intelligence Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Internal Audit","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Internal Audit","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Internal Audit","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Internal Audit","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Internal Audit","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Internal Audit","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Internal Audit","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Internal Audit","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Internal Audit","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Internal Audit","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Knowledge and Information Management","Female","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Cabinet Office","Knowledge and Information Management","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Knowledge and Information Management","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Knowledge and Information Management","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Knowledge and Information Management","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Cabinet Office","Knowledge and Information Management","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Knowledge and Information Management","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Knowledge and Information Management","Male","Unknown","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Knowledge and Information Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Knowledge and Information Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Legal","Female","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Cabinet Office","Legal","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Legal","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Legal","Female","Unknown","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Legal","Male","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Cabinet Office","Legal","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Legal","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Legal","Male","Unknown","10","10","[c]","[c]"
"In post","2023","Cabinet Office","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Operational Delivery","Female","Heterosexual / straight","80","75","40990","40620"
