"Status","Year","Disability","Region_ITL1","Region_ITL2","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","East of England","Essex","Heterosexual / straight","495","445","31350","31280"
"In post","2023","Declared disabled","East of England","Essex","LGBO","45","45","31390","31280"
"In post","2023","Declared disabled","East of England","Essex","Undeclared","65","55","29640","29050"
"In post","2023","Declared disabled","East of England","Essex","Unknown","45","45","31100","31280"
"In post","2023","Declared disabled","London","Inner London - East","Heterosexual / straight","1420","1335","41190","35590"
"In post","2023","Declared disabled","London","Inner London - East","LGBO","195","190","43270","36780"
"In post","2023","Declared disabled","London","Inner London - East","Undeclared","225","215","42280","35520"
"In post","2023","Declared disabled","London","Inner London - East","Unknown","150","140","37480","32520"
"In post","2023","Declared disabled","London","Inner London - West","Heterosexual / straight","4055","3910","47770","43210"
"In post","2023","Declared disabled","London","Inner London - West","LGBO","800","785","47260","42000"
"In post","2023","Declared disabled","London","Inner London - West","Undeclared","495","475","45730","41420"
"In post","2023","Declared disabled","London","Inner London - West","Unknown","435","420","42590","34400"
"In post","2023","Declared disabled","London","Outer London - East and North East","Heterosexual / straight","475","435","32370","32520"
"In post","2023","Declared disabled","London","Outer London - East and North East","LGBO","40","40","32160","32520"
"In post","2023","Declared disabled","London","Outer London - East and North East","Undeclared","70","65","31640","31450"
"In post","2023","Declared disabled","London","Outer London - East and North East","Unknown","55","45","31060","32520"
"In post","2023","Declared disabled","London","Outer London - South","Heterosexual / straight","960","900","39200","35410"
"In post","2023","Declared disabled","London","Outer London - South","LGBO","95","90","42100","36240"
"In post","2023","Declared disabled","London","Outer London - South","Undeclared","135","125","38830","32540"
"In post","2023","Declared disabled","London","Outer London - South","Unknown","75","70","36950","32520"
"In post","2023","Declared disabled","London","Outer London - West and North West","Heterosexual / straight","700","635","34240","32520"
"In post","2023","Declared disabled","London","Outer London - West and North West","LGBO","55","55","35230","32520"
"In post","2023","Declared disabled","London","Outer London - West and North West","Undeclared","120","110","34110","32520"
"In post","2023","Declared disabled","London","Outer London - West and North West","Unknown","45","40","32220","32520"
"In post","2023","Declared disabled","North East (England)","Northumberland, and Tyne and Wear","Heterosexual / straight","2240","1985","29780","28120"
"In post","2023","Declared disabled","North East (England)","Northumberland, and Tyne and Wear","LGBO","230","220","30300","28120"
"In post","2023","Declared disabled","North East (England)","Northumberland, and Tyne and Wear","Undeclared","205","180","30300","28120"
"In post","2023","Declared disabled","North East (England)","Northumberland, and Tyne and Wear","Unknown","205","170","27500","22520"
"In post","2023","Declared disabled","North East (England)","Tees Valley and Durham","Heterosexual / straight","1120","1000","30210","28120"
"In post","2023","Declared disabled","North East (England)","Tees Valley and Durham","LGBO","105","100","31160","28120"
"In post","2023","Declared disabled","North East (England)","Tees Valley and Durham","Undeclared","125","110","28630","28120"
"In post","2023","Declared disabled","North East (England)","Tees Valley and Durham","Unknown","80","65","27120","26200"
"In post","2023","Declared disabled","North West (England)","Cheshire","Heterosexual / straight","420","380","31530","28120"
"In post","2023","Declared disabled","North West (England)","Cheshire","LGBO","45","45","32570","28120"
"In post","2023","Declared disabled","North West (England)","Cheshire","Undeclared","55","50","34090","32420"
"In post","2023","Declared disabled","North West (England)","Cheshire","Unknown","25","20","[c]","[c]"
"In post","2023","Declared disabled","North West (England)","Cumbria","Heterosexual / straight","285","260","29680","26080"
"In post","2023","Declared disabled","North West (England)","Cumbria","LGBO","30","25","[c]","[c]"
"In post","2023","Declared disabled","North West (England)","Cumbria","Undeclared","35","30","28720","23530"
"In post","2023","Declared disabled","North West (England)","Cumbria","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","North West (England)","Greater Manchester","Heterosexual / straight","1970","1825","33250","28120"
"In post","2023","Declared disabled","North West (England)","Greater Manchester","LGBO","335","320","32950","28880"
"In post","2023","Declared disabled","North West (England)","Greater Manchester","Undeclared","255","230","31740","28120"
"In post","2023","Declared disabled","North West (England)","Greater Manchester","Unknown","170","150","32150","28130"
"In post","2023","Declared disabled","North West (England)","Lancashire","Heterosexual / straight","1760","1570","29560","28120"
"In post","2023","Declared disabled","North West (England)","Lancashire","LGBO","180","170","28510","28120"
"In post","2023","Declared disabled","North West (England)","Lancashire","Undeclared","225","195","28600","28120"
"In post","2023","Declared disabled","North West (England)","Lancashire","Unknown","160","135","28150","28120"
"In post","2023","Declared disabled","North West (England)","Merseyside","Heterosexual / straight","2100","1890","30570","28120"
"In post","2023","Declared disabled","North West (England)","Merseyside","LGBO","210","200","30590","28120"
"In post","2023","Declared disabled","North West (England)","Merseyside","Undeclared","210","190","29320","27460"
"In post","2023","Declared disabled","North West (England)","Merseyside","Unknown","185","160","27570","25960"
"In post","2023","Declared disabled","Northern Ireland","Northern Ireland","Heterosexual / straight","300","280","32030","28130"
"In post","2023","Declared disabled","Northern Ireland","Northern Ireland","LGBO","25","25","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland","Northern Ireland","Undeclared","30","30","32370","28350"
"In post","2023","Declared disabled","Northern Ireland","Northern Ireland","Unknown","25","25","[c]","[c]"
"In post","2023","Declared disabled","Overseas","Overseas","Heterosexual / straight","130","130","49040","44760"
"In post","2023","Declared disabled","Overseas","Overseas","LGBO","20","20","[c]","[c]"
"In post","2023","Declared disabled","Overseas","Overseas","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","Overseas","Overseas","Unknown","30","30","51660","45810"
"In post","2023","Declared disabled","Scotland","Eastern Scotland","Heterosexual / straight","1510","1395","35970","31740"
"In post","2023","Declared disabled","Scotland","Eastern Scotland","LGBO","310","300","35580","31940"
"In post","2023","Declared disabled","Scotland","Eastern Scotland","Undeclared","155","145","35070","28130"
"In post","2023","Declared disabled","Scotland","Eastern Scotland","Unknown","250","235","34860","31970"
"In post","2023","Declared disabled","Scotland","Highlands and Islands","Heterosexual / straight","150","135","29270","28120"
"In post","2023","Declared disabled","Scotland","Highlands and Islands","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Scotland","Highlands and Islands","Undeclared","20","15","[c]","[c]"
"In post","2023","Declared disabled","Scotland","Highlands and Islands","Unknown","15","15","[c]","[c]"
"In post","2023","Declared disabled","Scotland","North Eastern Scotland","Heterosexual / straight","105","95","35100","29450"
"In post","2023","Declared disabled","Scotland","North Eastern Scotland","LGBO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Scotland","North Eastern Scotland","Undeclared","15","15","[c]","[c]"
"In post","2023","Declared disabled","Scotland","North Eastern Scotland","Unknown","15","15","[c]","[c]"
"In post","2023","Declared disabled","Scotland","Southern Scotland","Heterosexual / straight","365","320","29580","28120"
"In post","2023","Declared disabled","Scotland","Southern Scotland","LGBO","40","35","30240","28120"
"In post","2023","Declared disabled","Scotland","Southern Scotland","Undeclared","30","25","[c]","[c]"
"In post","2023","Declared disabled","Scotland","Southern Scotland","Unknown","60","55","31760","28930"
"In post","2023","Declared disabled","Scotland","West Central Scotland","Heterosexual / straight","1595","1440","31300","28120"
"In post","2023","Declared disabled","Scotland","West Central Scotland","LGBO","255","245","31640","28120"
"In post","2023","Declared disabled","Scotland","West Central Scotland","Undeclared","200","180","30060","28120"
"In post","2023","Declared disabled","Scotland","West Central Scotland","Unknown","205","180","31650","29100"
"In post","2023","Declared disabled","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","850","800","34170","31280"
"In post","2023","Declared disabled","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","LGBO","95","95","32870","31280"
"In post","2023","Declared disabled","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","120","110","34670","32030"
"In post","2023","Declared disabled","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Unknown","55","50","33510","29480"
"In post","2023","Declared disabled","South East (England)","Hampshire and Isle of Wight","Heterosexual / straight","1485","1345","33640","30560"
"In post","2023","Declared disabled","South East (England)","Hampshire and Isle of Wight","LGBO","150","145","31470","28410"
"In post","2023","Declared disabled","South East (England)","Hampshire and Isle of Wight","Undeclared","180","160","32720","29730"
"In post","2023","Declared disabled","South East (England)","Hampshire and Isle of Wight","Unknown","165","150","37320","34170"
"In post","2023","Declared disabled","South East (England)","Kent","Heterosexual / straight","850","785","31290","31270"
"In post","2023","Declared disabled","South East (England)","Kent","LGBO","95","90","31040","31280"
"In post","2023","Declared disabled","South East (England)","Kent","Undeclared","110","105","32350","29680"
"In post","2023","Declared disabled","South East (England)","Kent","Unknown","45","40","32640","31280"
"In post","2023","Declared disabled","South East (England)","Surrey, East and West Sussex","Heterosexual / straight","865","780","31460","28120"
"In post","2023","Declared disabled","South East (England)","Surrey, East and West Sussex","LGBO","130","120","30980","28150"
"In post","2023","Declared disabled","South East (England)","Surrey, East and West Sussex","Undeclared","125","110","31120","28150"
"In post","2023","Declared disabled","South East (England)","Surrey, East and West Sussex","Unknown","55","45","30940","28120"
"In post","2023","Declared disabled","South West (England)","Cornwall and Isles of Scilly","Heterosexual / straight","200","175","28580","28120"
"In post","2023","Declared disabled","South West (England)","Cornwall and Isles of Scilly","LGBO","20","20","[c]","[c]"
"In post","2023","Declared disabled","South West (England)","Cornwall and Isles of Scilly","Undeclared","25","20","[c]","[c]"
"In post","2023","Declared disabled","South West (England)","Cornwall and Isles of Scilly","Unknown","15","10","[c]","[c]"
"In post","2023","Declared disabled","South West (England)","Devon","Heterosexual / straight","940","845","31360","28120"
"In post","2023","Declared disabled","South West (England)","Devon","LGBO","110","105","29020","28120"
"In post","2023","Declared disabled","South West (England)","Devon","Undeclared","140","125","31440","28120"
"In post","2023","Declared disabled","South West (England)","Devon","Unknown","45","40","30050","28100"
"In post","2023","Declared disabled","South West (England)","Dorset and Somerset","Heterosexual / straight","565","520","31310","28120"
"In post","2023","Declared disabled","South West (England)","Dorset and Somerset","LGBO","65","65","31560","30350"
"In post","2023","Declared disabled","South West (England)","Dorset and Somerset","Undeclared","90","80","30950","28120"
"In post","2023","Declared disabled","South West (England)","Dorset and Somerset","Unknown","30","25","29680","28120"
"In post","2023","Declared disabled","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","2745","2590","37350","34070"
"In post","2023","Declared disabled","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","295","280","36340","32500"
"In post","2023","Declared disabled","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","380","355","37000","34170"
"In post","2023","Declared disabled","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","260","250","39510","39890"
"In post","2023","Declared disabled","Unknown","Unknown","Heterosexual / straight","85","80","34150","28120"
"In post","2023","Declared disabled","Unknown","Unknown","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Unknown","Undeclared","15","15","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Wales","East Wales","Heterosexual / straight","1485","1375","34010","30060"
"In post","2023","Declared disabled","Wales","East Wales","LGBO","240","230","33970","31060"
"In post","2023","Declared disabled","Wales","East Wales","Undeclared","190","175","33630","29730"
"In post","2023","Declared disabled","Wales","East Wales","Unknown","105","95","31700","28120"
"In post","2023","Declared disabled","Wales","West Wales and The Valleys","Heterosexual / straight","1620","1445","28470","28080"
"In post","2023","Declared disabled","Wales","West Wales and The Valleys","LGBO","155","150","28860","28120"
"In post","2023","Declared disabled","Wales","West Wales and The Valleys","Undeclared","355","295","26240","22500"
"In post","2023","Declared disabled","Wales","West Wales and The Valleys","Unknown","70","60","25450","23390"
"In post","2023","Declared disabled","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Heterosexual / straight","425","385","30320","28120"
"In post","2023","Declared disabled","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","LGBO","45","45","29370","28120"
"In post","2023","Declared disabled","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Undeclared","45","40","28580","27640"
"In post","2023","Declared disabled","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Unknown","20","20","[c]","[c]"
"In post","2023","Declared disabled","West Midlands (England)","Shropshire and Staffordshire","Heterosexual / straight","975","895","32150","28120"
"In post","2023","Declared disabled","West Midlands (England)","Shropshire and Staffordshire","LGBO","90","90","31010","28120"
"In post","2023","Declared disabled","West Midlands (England)","Shropshire and Staffordshire","Undeclared","125","115","32990","28480"
"In post","2023","Declared disabled","West Midlands (England)","Shropshire and Staffordshire","Unknown","45","45","33610","28920"
"In post","2023","Declared disabled","West Midlands (England)","West Midlands","Heterosexual / straight","2015","1830","31500","28120"
"In post","2023","Declared disabled","West Midlands (England)","West Midlands","LGBO","230","215","32090","28120"
"In post","2023","Declared disabled","West Midlands (England)","West Midlands","Undeclared","245","220","29690","28120"
"In post","2023","Declared disabled","West Midlands (England)","West Midlands","Unknown","185","160","29170","28080"
"In post","2023","Declared disabled","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","490","440","29320","28120"
"In post","2023","Declared disabled","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","LGBO","55","55","28620","28120"
"In post","2023","Declared disabled","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Undeclared","65","55","29510","28120"
"In post","2023","Declared disabled","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Unknown","25","20","[c]","[c]"
"In post","2023","Declared disabled","Yorkshire and The Humber","North Yorkshire","Heterosexual / straight","455","425","33410","30320"
"In post","2023","Declared disabled","Yorkshire and The Humber","North Yorkshire","LGBO","70","65","31370","27320"
"In post","2023","Declared disabled","Yorkshire and The Humber","North Yorkshire","Undeclared","60","55","32840","28120"
"In post","2023","Declared disabled","Yorkshire and The Humber","North Yorkshire","Unknown","20","15","[c]","[c]"
"In post","2023","Declared disabled","Yorkshire and The Humber","South Yorkshire","Heterosexual / straight","1145","1020","32730","28120"
"In post","2023","Declared disabled","Yorkshire and The Humber","South Yorkshire","LGBO","130","125","33640","32030"
"In post","2023","Declared disabled","Yorkshire and The Humber","South Yorkshire","Undeclared","140","125","31400","28120"
"In post","2023","Declared disabled","Yorkshire and The Humber","South Yorkshire","Unknown","60","50","31370","28120"
"In post","2023","Declared disabled","Yorkshire and The Humber","West Yorkshire","Heterosexual / straight","1730","1580","33010","28130"
"In post","2023","Declared disabled","Yorkshire and The Humber","West Yorkshire","LGBO","235","225","34530","31670"
"In post","2023","Declared disabled","Yorkshire and The Humber","West Yorkshire","Undeclared","205","185","32930","28130"
"In post","2023","Declared disabled","Yorkshire and The Humber","West Yorkshire","Unknown","120","105","30740","28120"
"In post","2023","Declared non-disabled","East Midlands (England)","Derbyshire and Nottinghamshire","Heterosexual / straight","7280","6835","34690","30940"
"In post","2023","Declared non-disabled","East Midlands (England)","Derbyshire and Nottinghamshire","LGBO","400","385","33070","28480"
"In post","2023","Declared non-disabled","East Midlands (England)","Derbyshire and Nottinghamshire","Undeclared","585","525","33810","28240"
"In post","2023","Declared non-disabled","East Midlands (England)","Derbyshire and Nottinghamshire","Unknown","760","660","32000","28120"
"In post","2023","Declared non-disabled","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","3310","3055","30400","28120"
"In post","2023","Declared non-disabled","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","LGBO","170","165","29760","28120"
"In post","2023","Declared non-disabled","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Undeclared","300","270","30260","28120"
"In post","2023","Declared non-disabled","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Unknown","330","280","29050","28120"
"In post","2023","Declared non-disabled","East Midlands (England)","Lincolnshire","Heterosexual / straight","1720","1625","31210","28480"
"In post","2023","Declared non-disabled","East Midlands (England)","Lincolnshire","LGBO","65","60","29500","28120"
"In post","2023","Declared non-disabled","East Midlands (England)","Lincolnshire","Undeclared","130","120","32040","28120"
"In post","2023","Declared non-disabled","East Midlands (England)","Lincolnshire","Unknown","105","90","28640","28120"
"In post","2023","Declared non-disabled","East of England","Bedfordshire and Hertfordshire","Heterosexual / straight","2520","2370","34970","31280"
"In post","2023","Declared non-disabled","East of England","Bedfordshire and Hertfordshire","LGBO","115","110","36610","32280"
"In post","2023","Declared non-disabled","East of England","Bedfordshire and Hertfordshire","Undeclared","215","200","34340","31280"
"In post","2023","Declared non-disabled","East of England","Bedfordshire and Hertfordshire","Unknown","225","190","34120","30930"
"In post","2023","Declared non-disabled","East of England","East Anglia","Heterosexual / straight","7060","6605","32650","29050"
"In post","2023","Declared non-disabled","East of England","East Anglia","LGBO","285","275","31260","28880"
"In post","2023","Declared non-disabled","East of England","East Anglia","Undeclared","610","555","31940","28480"
"In post","2023","Declared non-disabled","East of England","East Anglia","Unknown","600","530","31120","28120"
"In post","2023","Declared non-disabled","East of England","Essex","Heterosexual / straight","2400","2220","32310","31280"
"In post","2023","Declared non-disabled","East of England","Essex","LGBO","115","110","32900","31280"
"In post","2023","Declared non-disabled","East of England","Essex","Undeclared","220","200","30930","28180"
"In post","2023","Declared non-disabled","East of England","Essex","Unknown","245","215","31970","31280"
"In post","2023","Declared non-disabled","London","Inner London - East","Heterosexual / straight","8825","8455","45500","39790"
"In post","2023","Declared non-disabled","London","Inner London - East","LGBO","570","560","48790","42210"
"In post","2023","Declared non-disabled","London","Inner London - East","Undeclared","780","735","45960","41480"
"In post","2023","Declared non-disabled","London","Inner London - East","Unknown","975","905","42170","34370"
"In post","2023","Declared non-disabled","London","Inner London - West","Heterosexual / straight","29300","28430","50960","48070"
"In post","2023","Declared non-disabled","London","Inner London - West","LGBO","2460","2430","50960","51420"
"In post","2023","Declared non-disabled","London","Inner London - West","Undeclared","2295","2220","49910","46310"
"In post","2023","Declared non-disabled","London","Inner London - West","Unknown","1855","1755","49000","43760"
"In post","2023","Declared non-disabled","London","Outer London - East and North East","Heterosexual / straight","2120","1985","33810","32520"
"In post","2023","Declared non-disabled","London","Outer London - East and North East","LGBO","95","90","33300","32520"
"In post","2023","Declared non-disabled","London","Outer London - East and North East","Undeclared","210","185","30850","31310"
"In post","2023","Declared non-disabled","London","Outer London - East and North East","Unknown","450","390","30520","31310"
"In post","2023","Declared non-disabled","London","Outer London - South","Heterosexual / straight","6505","6165","41210","36180"
"In post","2023","Declared non-disabled","London","Outer London - South","LGBO","220","215","44090","39170"
"In post","2023","Declared non-disabled","London","Outer London - South","Undeclared","635","595","39840","35430"
"In post","2023","Declared non-disabled","London","Outer London - South","Unknown","355","325","39340","34370"
"In post","2023","Declared non-disabled","London","Outer London - West and North West","Heterosexual / straight","4680","4370","35210","32520"
"In post","2023","Declared non-disabled","London","Outer London - West and North West","LGBO","190","185","36420","32520"
"In post","2023","Declared non-disabled","London","Outer London - West and North West","Undeclared","555","500","35060","32380"
"In post","2023","Declared non-disabled","London","Outer London - West and North West","Unknown","370","330","34480","32520"
"In post","2023","Declared non-disabled","North East (England)","Northumberland, and Tyne and Wear","Heterosexual / straight","12455","11455","32950","28120"
"In post","2023","Declared non-disabled","North East (England)","Northumberland, and Tyne and Wear","LGBO","700","680","32660","28120"
"In post","2023","Declared non-disabled","North East (England)","Northumberland, and Tyne and Wear","Undeclared","790","710","30710","27890"
"In post","2023","Declared non-disabled","North East (England)","Northumberland, and Tyne and Wear","Unknown","1435","1205","29430","22870"
"In post","2023","Declared non-disabled","North East (England)","Tees Valley and Durham","Heterosexual / straight","5625","5185","31590","28590"
"In post","2023","Declared non-disabled","North East (England)","Tees Valley and Durham","LGBO","300","295","31240","28880"
"In post","2023","Declared non-disabled","North East (England)","Tees Valley and Durham","Undeclared","405","365","31150","28120"
"In post","2023","Declared non-disabled","North East (England)","Tees Valley and Durham","Unknown","520","445","29580","28120"
"In post","2023","Declared non-disabled","North West (England)","Cheshire","Heterosexual / straight","2025","1905","34320","30740"
"In post","2023","Declared non-disabled","North West (England)","Cheshire","LGBO","125","120","33940","30940"
"In post","2023","Declared non-disabled","North West (England)","Cheshire","Undeclared","155","145","33430","30580"
"In post","2023","Declared non-disabled","North West (England)","Cheshire","Unknown","155","125","30310","28120"
"In post","2023","Declared non-disabled","North West (England)","Cumbria","Heterosexual / straight","1285","1185","30760","26840"
"In post","2023","Declared non-disabled","North West (England)","Cumbria","LGBO","85","85","30200","25920"
"In post","2023","Declared non-disabled","North West (England)","Cumbria","Undeclared","105","100","30900","26850"
"In post","2023","Declared non-disabled","North West (England)","Cumbria","Unknown","90","75","30310","28120"
"In post","2023","Declared non-disabled","North West (England)","Greater Manchester","Heterosexual / straight","11200","10635","35240","31270"
"In post","2023","Declared non-disabled","North West (England)","Greater Manchester","LGBO","895","875","34320","30330"
"In post","2023","Declared non-disabled","North West (England)","Greater Manchester","Undeclared","820","760","33480","28120"
"In post","2023","Declared non-disabled","North West (England)","Greater Manchester","Unknown","1055","940","31590","28120"
"In post","2023","Declared non-disabled","North West (England)","Lancashire","Heterosexual / straight","7840","7230","31760","28120"
"In post","2023","Declared non-disabled","North West (England)","Lancashire","LGBO","345","330","30590","28120"
"In post","2023","Declared non-disabled","North West (England)","Lancashire","Undeclared","585","535","31440","28120"
"In post","2023","Declared non-disabled","North West (England)","Lancashire","Unknown","1280","1115","29440","28120"
"In post","2023","Declared non-disabled","North West (England)","Merseyside","Heterosexual / straight","11565","10750","32110","28120"
"In post","2023","Declared non-disabled","North West (England)","Merseyside","LGBO","540","530","31580","28120"
"In post","2023","Declared non-disabled","North West (England)","Merseyside","Undeclared","820","750","30260","27450"
"In post","2023","Declared non-disabled","North West (England)","Merseyside","Unknown","1140","985","29960","28120"
"In post","2023","Declared non-disabled","Northern Ireland","Northern Ireland","Heterosexual / straight","2305","2195","31900","28130"
"In post","2023","Declared non-disabled","Northern Ireland","Northern Ireland","LGBO","95","95","29290","27890"
"In post","2023","Declared non-disabled","Northern Ireland","Northern Ireland","Undeclared","110","100","31590","27890"
"In post","2023","Declared non-disabled","Northern Ireland","Northern Ireland","Unknown","95","85","30970","28130"
"In post","2023","Declared non-disabled","Overseas","Overseas","Heterosexual / straight","1585","1580","51650","47380"
"In post","2023","Declared non-disabled","Overseas","Overseas","LGBO","110","110","52260","53970"
"In post","2023","Declared non-disabled","Overseas","Overseas","Undeclared","70","70","53560","50000"
"In post","2023","Declared non-disabled","Overseas","Overseas","Unknown","185","185","52100","53970"
"In post","2023","Declared non-disabled","Scotland","Eastern Scotland","Heterosexual / straight","8785","8330","39290","34170"
"In post","2023","Declared non-disabled","Scotland","Eastern Scotland","LGBO","600","585","38250","33520"
"In post","2023","Declared non-disabled","Scotland","Eastern Scotland","Undeclared","545","510","38700","34300"
"In post","2023","Declared non-disabled","Scotland","Eastern Scotland","Unknown","1190","1080","38000","31150"
"In post","2023","Declared non-disabled","Scotland","Highlands and Islands","Heterosexual / straight","1015","955","31420","28120"
"In post","2023","Declared non-disabled","Scotland","Highlands and Islands","LGBO","30","30","30970","28120"
"In post","2023","Declared non-disabled","Scotland","Highlands and Islands","Undeclared","80","70","30680","28120"
"In post","2023","Declared non-disabled","Scotland","Highlands and Islands","Unknown","245","230","32910","29560"
"In post","2023","Declared non-disabled","Scotland","North Eastern Scotland","Heterosexual / straight","845","785","41530","34240"
"In post","2023","Declared non-disabled","Scotland","North Eastern Scotland","LGBO","40","40","36190","30450"
"In post","2023","Declared non-disabled","Scotland","North Eastern Scotland","Undeclared","75","70","41040","32110"
"In post","2023","Declared non-disabled","Scotland","North Eastern Scotland","Unknown","105","95","35460","31940"
"In post","2023","Declared non-disabled","Scotland","Southern Scotland","Heterosexual / straight","2585","2360","31570","28120"
"In post","2023","Declared non-disabled","Scotland","Southern Scotland","LGBO","110","110","29850","28120"
"In post","2023","Declared non-disabled","Scotland","Southern Scotland","Undeclared","150","135","30970","28120"
"In post","2023","Declared non-disabled","Scotland","Southern Scotland","Unknown","445","390","30660","28120"
"In post","2023","Declared non-disabled","Scotland","West Central Scotland","Heterosexual / straight","9835","9230","34780","29450"
"In post","2023","Declared non-disabled","Scotland","West Central Scotland","LGBO","625","610","33520","29380"
"In post","2023","Declared non-disabled","Scotland","West Central Scotland","Undeclared","750","680","32130","28120"
"In post","2023","Declared non-disabled","Scotland","West Central Scotland","Unknown","1020","900","32910","28120"
"In post","2023","Declared non-disabled","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","4880","4625","35570","32380"
"In post","2023","Declared non-disabled","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","LGBO","235","235","34570","32380"
"In post","2023","Declared non-disabled","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","365","345","36000","33830"
"In post","2023","Declared non-disabled","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Unknown","320","290","37230","33910"
"In post","2023","Declared non-disabled","South East (England)","Hampshire and Isle of Wight","Heterosexual / straight","7975","7430","35730","32160"
"In post","2023","Declared non-disabled","South East (England)","Hampshire and Isle of Wight","LGBO","355","345","33380","30880"
"In post","2023","Declared non-disabled","South East (England)","Hampshire and Isle of Wight","Undeclared","645","600","35880","32920"
"In post","2023","Declared non-disabled","South East (England)","Hampshire and Isle of Wight","Unknown","460","405","34900","30410"
"In post","2023","Declared non-disabled","South East (England)","Kent","Heterosexual / straight","4660","4355","31540","30410"
"In post","2023","Declared non-disabled","South East (England)","Kent","LGBO","230","225","32590","31280"
"In post","2023","Declared non-disabled","South East (England)","Kent","Undeclared","415","380","31070","29730"
"In post","2023","Declared non-disabled","South East (England)","Kent","Unknown","305","275","31960","31280"
"In post","2023","Declared non-disabled","South East (England)","Surrey, East and West Sussex","Heterosexual / straight","4625","4280","33850","30410"
