"Status","Year","Organisation","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Valuation Office Agency","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Valuation Office Agency","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Valuation Office Agency","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Valuation Office Agency","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Valuation Office Agency","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Valuation Office Agency","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Valuation Office Agency","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Valuation Office Agency","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Valuation Office Agency","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Valuation Office Agency","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Valuation Office Agency","Operational Delivery","AA/AO","65","[c]","22480","22520"
"Leaver CS","2023","Valuation Office Agency","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Valuation Office Agency","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Valuation Office Agency","Operational Delivery","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Valuation Office Agency","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Valuation Office Agency","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Valuation Office Agency","Property","AA/AO","10","[c]","22970","22520"
"Leaver CS","2023","Valuation Office Agency","Property","EO","55","[c]","27580","27000"
"Leaver CS","2023","Valuation Office Agency","Property","G6/G7","15","[c]","63340","59290"
"Leaver CS","2023","Valuation Office Agency","Property","SEO/HEO","80","[c]","43690","46380"
"Leaver CS","2023","Valuation Office Agency","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Valuation Office Agency","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Vehicle Certification Agency","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Vehicle Certification Agency","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Vehicle Certification Agency","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Vehicle Certification Agency","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Vehicle Certification Agency","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Vehicle Certification Agency","Operational Delivery","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Vehicle Certification Agency","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Vehicle Certification Agency","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Vehicle Certification Agency","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Vehicle Certification Agency","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Vehicle Certification Agency","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Vehicle Certification Agency","Science and Engineering","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Veterinary Medicines Directorate","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinary Medicines Directorate","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinary Medicines Directorate","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinary Medicines Directorate","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinary Medicines Directorate","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinary Medicines Directorate","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinary Medicines Directorate","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinary Medicines Directorate","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","Corporate Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","Economics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","Economics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","Policy","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government (excl. agencies)","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government (excl. agencies)","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government (excl. agencies)","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government (excl. agencies)","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government (excl. agencies)","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government (excl. agencies)","Economics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government (excl. agencies)","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government (excl. agencies)","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government (excl. agencies)","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government (excl. agencies)","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government (excl. agencies)","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government (excl. agencies)","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government (excl. agencies)","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government (excl. agencies)","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government (excl. agencies)","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government (excl. agencies)","Inspector of Education and Training","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government (excl. agencies)","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government (excl. agencies)","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government (excl. agencies)","Legal","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government (excl. agencies)","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government (excl. agencies)","Medicine","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government (excl. agencies)","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government (excl. agencies)","Medicine","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government (excl. agencies)","Operational Delivery","AA/AO","25","[c]","23660","24630"
"Leaver CS","2023","Welsh Government (excl. agencies)","Operational Delivery","EO","10","[c]","28630","29430"
"Leaver CS","2023","Welsh Government (excl. agencies)","Operational Delivery","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government (excl. agencies)","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government (excl. agencies)","Operational Delivery","SEO/HEO","15","[c]","42880","47470"
"Leaver CS","2023","Welsh Government (excl. agencies)","Other","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government (excl. agencies)","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government (excl. agencies)","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government (excl. agencies)","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government (excl. agencies)","Other","SEO/HEO","15","[c]","42760","40100"
"Leaver CS","2023","Welsh Government (excl. agencies)","Planning","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government (excl. agencies)","Planning","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government (excl. agencies)","Policy","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government (excl. agencies)","Policy","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government (excl. agencies)","Policy","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government (excl. agencies)","Policy","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government (excl. agencies)","Policy","SEO/HEO","20","[c]","42340","41040"
"Leaver CS","2023","Welsh Government (excl. agencies)","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government (excl. agencies)","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government (excl. agencies)","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government (excl. agencies)","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government (excl. agencies)","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government (excl. agencies)","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government (excl. agencies)","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government (excl. agencies)","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government (excl. agencies)","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government (excl. agencies)","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government (excl. agencies)","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government (excl. agencies)","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government (excl. agencies)","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government (excl. agencies)","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government (excl. agencies)","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government (excl. agencies)","Veterinarian","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Revenue Authority","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Wilton Park","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Wilton Park","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Wilton Park","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Wilton Park","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Wilton Park","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Wilton Park","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Wilton Park","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Active Travel England","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Active Travel England","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Active Travel England","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Active Travel England","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Advisory, Conciliation and Arbitration Service","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Advisory, Conciliation and Arbitration Service","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","EO","15","[c]","24710","24710"
"Leaver Dept.","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Advisory, Conciliation and Arbitration Service","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Animal and Plant Health Agency","Operational Delivery","AA/AO","20","[c]","21790","22150"
"Leaver Dept.","2023","Animal and Plant Health Agency","Operational Delivery","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Animal and Plant Health Agency","Operational Delivery","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Animal and Plant Health Agency","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Animal and Plant Health Agency","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Animal and Plant Health Agency","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Animal and Plant Health Agency","Science and Engineering","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Animal and Plant Health Agency","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Animal and Plant Health Agency","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Animal and Plant Health Agency","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Animal and Plant Health Agency","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Animal and Plant Health Agency","Veterinarian","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Animal and Plant Health Agency","Veterinarian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Attorney General's Office","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Attorney General's Office","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Attorney General's Office","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Attorney General's Office","Legal","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Attorney General's Office","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Attorney General's Office","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Attorney General's Office","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Building Digital UK","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Building Digital UK","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Building Digital UK","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Building Digital UK","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Building Digital UK","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Building Digital UK","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Building Digital UK","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Building Digital UK","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Building Digital UK","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Building Digital UK","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Building Digital UK","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Building Digital UK","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Building Digital UK","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Building Digital UK","Project Delivery","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Building Digital UK","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Building Digital UK","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","Human Resources","EO","[c]","[c]","[c]","[c]"
