"Status","Year","Organisation","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","FCDO Services","Digital, Data and Technology","EO","15","15","34280","32860"
"In post","2023","FCDO Services","Digital, Data and Technology","G6/G7","15","15","67410","66710"
"In post","2023","FCDO Services","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","FCDO Services","Digital, Data and Technology","SEO/HEO","60","60","46690","45500"
"In post","2023","FCDO Services","Digital, Data and Technology","Unknown","15","15","23450","23800"
"In post","2023","FCDO Services","Finance","AA/AO","10","10","[c]","[c]"
"In post","2023","FCDO Services","Finance","EO","15","15","29350","29530"
"In post","2023","FCDO Services","Finance","G6/G7","10","10","[c]","[c]"
"In post","2023","FCDO Services","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","FCDO Services","Finance","SEO/HEO","15","15","41080","40750"
"In post","2023","FCDO Services","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","FCDO Services","Human Resources","AA/AO","10","10","[c]","[c]"
"In post","2023","FCDO Services","Human Resources","EO","15","10","29420","28540"
"In post","2023","FCDO Services","Human Resources","G6/G7","10","10","[c]","[c]"
"In post","2023","FCDO Services","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","FCDO Services","Human Resources","SEO/HEO","15","15","42890","43130"
"In post","2023","FCDO Services","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","FCDO Services","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2023","FCDO Services","Internal Audit","G6/G7","5","5","[c]","[c]"
"In post","2023","FCDO Services","Internal Audit","SEO/HEO","10","10","40280","42890"
"In post","2023","FCDO Services","Knowledge and Information Management","AA/AO","5","5","[c]","[c]"
"In post","2023","FCDO Services","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2023","FCDO Services","Knowledge and Information Management","G6/G7","50","30","59500","58880"
"In post","2023","FCDO Services","Knowledge and Information Management","SEO/HEO","10","10","35240","32750"
"In post","2023","FCDO Services","Other","AA/AO","5","5","[c]","[c]"
"In post","2023","FCDO Services","Other","EO","10","10","[c]","[c]"
"In post","2023","FCDO Services","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","FCDO Services","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","FCDO Services","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","FCDO Services","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","FCDO Services","Project Delivery","AA/AO","5","5","[c]","[c]"
"In post","2023","FCDO Services","Project Delivery","EO","20","20","29260","28540"
"In post","2023","FCDO Services","Project Delivery","G6/G7","20","20","68180","66280"
"In post","2023","FCDO Services","Project Delivery","SEO/HEO","30","30","39500","38150"
"In post","2023","FCDO Services","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","FCDO Services","Property","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","FCDO Services","Property","EO","40","40","30500","29400"
"In post","2023","FCDO Services","Property","G6/G7","55","55","66460","65000"
"In post","2023","FCDO Services","Property","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","FCDO Services","Property","SEO/HEO","105","105","42830","42890"
"In post","2023","FCDO Services","Property","Unknown","35","35","24380","23800"
"In post","2023","FCDO Services","Security","AA/AO","90","90","28730","27560"
"In post","2023","FCDO Services","Security","EO","80","80","29790","29400"
"In post","2023","FCDO Services","Security","G6/G7","25","25","60750","58820"
"In post","2023","FCDO Services","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","FCDO Services","Security","SEO/HEO","170","165","41700","41880"
"In post","2023","FCDO Services","Security","Unknown","10","10","[c]","[c]"
"In post","2023","Food Standards Agency","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Commercial","SEO/HEO","10","10","35700","37720"
"In post","2023","Food Standards Agency","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Communications","G6/G7","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Communications","SEO/HEO","40","40","37010","38100"
"In post","2023","Food Standards Agency","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Counter Fraud","SEO/HEO","40","40","35870","35280"
"In post","2023","Food Standards Agency","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Digital, Data and Technology","G6/G7","20","20","55690","53110"
"In post","2023","Food Standards Agency","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Digital, Data and Technology","SEO/HEO","35","35","38270","38380"
"In post","2023","Food Standards Agency","Economics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Economics","G6/G7","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","Economics","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Finance","EO","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","Finance","G6/G7","15","15","56290","53110"
"In post","2023","Food Standards Agency","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Finance","SEO/HEO","25","25","35540","37720"
"In post","2023","Food Standards Agency","Human Resources","EO","10","10","28070","28090"
"In post","2023","Food Standards Agency","Human Resources","G6/G7","15","15","57140","56230"
"In post","2023","Food Standards Agency","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Human Resources","SEO/HEO","20","15","35280","35450"
"In post","2023","Food Standards Agency","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Intelligence Analysis","SEO/HEO","10","10","35130","34910"
"In post","2023","Food Standards Agency","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Internal Audit","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Food Standards Agency","International Trade","G6/G7","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","International Trade","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Knowledge and Information Management","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Legal","G6/G7","15","15","62280","61000"
"In post","2023","Food Standards Agency","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Legal","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Operational Delivery","EO","370","350","28300","28090"
"In post","2023","Food Standards Agency","Operational Delivery","G6/G7","55","55","55290","53110"
"In post","2023","Food Standards Agency","Operational Delivery","SCS level","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","Operational Delivery","SEO/HEO","215","210","35560","33770"
"In post","2023","Food Standards Agency","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Planning","EO","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Planning","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Policy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Policy","EO","15","15","28920","28760"
"In post","2023","Food Standards Agency","Policy","G6/G7","75","75","57120","56410"
"In post","2023","Food Standards Agency","Policy","SCS level","10","5","[c]","[c]"
"In post","2023","Food Standards Agency","Policy","SEO/HEO","215","210","36620","37720"
"In post","2023","Food Standards Agency","Project Delivery","EO","10","5","[c]","[c]"
"In post","2023","Food Standards Agency","Project Delivery","G6/G7","20","20","57070","57250"
"In post","2023","Food Standards Agency","Project Delivery","SEO/HEO","15","15","37860","38100"
"In post","2023","Food Standards Agency","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Science and Engineering","EO","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","Science and Engineering","G6/G7","30","30","56590","57250"
"In post","2023","Food Standards Agency","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Science and Engineering","SEO/HEO","95","95","35830","33820"
"In post","2023","Food Standards Agency","Security","EO","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Social Research","EO","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Social Research","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Statistics","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","Veterinarian","G6/G7","25","25","53930","53110"
"In post","2023","Food Standards Agency","Veterinarian","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Veterinarian","SEO/HEO","35","35","39110","38670"
"In post","2023","Food Standards Scotland","Unknown","AA/AO","10","10","25740","26600"
"In post","2023","Food Standards Scotland","Unknown","EO","95","90","30710","31190"
"In post","2023","Food Standards Scotland","Unknown","G6/G7","30","30","61980","58850"
"In post","2023","Food Standards Scotland","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Scotland","Unknown","SEO/HEO","150","145","39330","38330"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Commercial","EO","10","10","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Commercial","G6/G7","20","20","53500","53510"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Commercial","SEO/HEO","35","35","41390","40810"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Communications","EO","5","5","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Communications","G6/G7","35","35","61060","60100"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Communications","SCS level","5","5","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Communications","SEO/HEO","55","55","42920","42590"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Digital, Data and Technology","AA/AO","15","15","25540","25700"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Digital, Data and Technology","EO","55","55","30560","29900"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Digital, Data and Technology","G6/G7","100","100","59340","58280"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Digital, Data and Technology","SCS level","10","10","91450","89320"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Digital, Data and Technology","SEO/HEO","180","175","41040","41230"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Economics","AA/AO","10","10","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Economics","EO","[c]","[c]","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Economics","G6/G7","20","20","62700","61580"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Economics","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Economics","SEO/HEO","15","15","35490","34670"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","AA/AO","135","135","25470","25700"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","EO","85","80","28580","28090"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","G6/G7","155","150","60050","58340"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","SCS level","15","15","81400","77790"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","SEO/HEO","155","145","38960","39450"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","AA/AO","30","30","25930","24090"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","EO","30","30","31670","31340"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","G6/G7","105","105","61210","58970"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","SCS level","25","25","88200","79390"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","SEO/HEO","135","130","39440","38540"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Intelligence Analysis","EO","20","20","32580","33060"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Intelligence Analysis","G6/G7","60","60","60780","58970"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Intelligence Analysis","SCS level","5","5","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Intelligence Analysis","SEO/HEO","75","75","40190","39700"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Internal Audit","G6/G7","15","15","56160","53920"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Internal Audit","SEO/HEO","40","40","39080","39550"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Legal","AA/AO","5","5","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Legal","EO","5","5","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Legal","G6/G7","65","65","65840","67530"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Legal","SCS level","10","10","90650","81690"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Legal","SEO/HEO","10","10","41480","40810"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","AA/AO","10","10","28950","28950"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","EO","75","70","32900","31400"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","G6/G7","40","35","63180","61950"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","SCS level","5","5","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","SEO/HEO","90","85","41990","39340"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Other","AA/AO","10","10","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Other","EO","25","25","33620","33680"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Other","G6/G7","45","40","62420","61100"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Other","SCS level","5","5","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Other","SEO/HEO","45","45","40530","40310"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","AA/AO","75","75","27830","28950"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","EO","250","245","30670","31090"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","G6/G7","2115","2080","60280","58970"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","SCS level","425","420","87180","79000"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","SEO/HEO","1630","1620","38010","36740"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","AA/AO","15","15","28210","28950"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","EO","20","20","30970","32080"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","G6/G7","255","240","61960","61400"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","SCS level","25","25","83300","79000"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","SEO/HEO","140","135","40830","40600"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Security","AA/AO","20","20","28620","28950"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Security","EO","35","35","31660","31910"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Security","G6/G7","125","125","64360","63000"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Security","SCS level","25","25","89270","79770"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Security","SEO/HEO","120","120","40530","39880"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","AA/AO","15","15","25830","25700"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","EO","15","15","30130","28680"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","G6/G7","85","85","60400","57950"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","SCS level","15","15","82730","78860"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","SEO/HEO","70","70","38320","38540"
"In post","2023","Forestry and Land Scotland","Unknown","AA/AO","515","495","27910","28140"
"In post","2023","Forestry and Land Scotland","Unknown","EO","290","280","33480","33260"
"In post","2023","Forestry and Land Scotland","Unknown","G6/G7","35","35","64610","62270"
"In post","2023","Forestry and Land Scotland","Unknown","SCS level","5","5","[c]","[c]"
"In post","2023","Forestry and Land Scotland","Unknown","SEO/HEO","260","245","43000","41500"
"In post","2023","Government Actuary's Department","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Government Actuary's Department","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Government Actuary's Department","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","Government Actuary's Department","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Government Actuary's Department","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Government Actuary's Department","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Government Actuary's Department","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2023","Government Actuary's Department","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Government Actuary's Department","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Government Actuary's Department","Other","EO","20","20","30250","30090"
"In post","2023","Government Actuary's Department","Other","G6/G7","120","105","88720","82510"
"In post","2023","Government Actuary's Department","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Government Actuary's Department","Other","SEO/HEO","50","50","42110","40830"
"In post","2023","Government Actuary's Department","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Government Actuary's Department","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Government Actuary's Department","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Government Actuary's Department","Security","EO","[c]","[c]","[c]","[c]"
"In post","2023","Government Actuary's Department","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Government Commercial Organisation","Commercial","G6/G7","1120","1110","67900","66270"
"In post","2023","Government Commercial Organisation","Commercial","SCS level","210","205","121650","118410"
"In post","2023","Government Commercial Organisation","Commercial","SEO/HEO","65","65","39860","39470"
"In post","2023","Government Commercial Organisation","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Government Commercial Organisation","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Government Commercial Organisation","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Government Commercial Organisation","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Government Commercial Organisation","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Government Commercial Organisation","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Government Commercial Organisation","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Government Commercial Organisation","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Government Commercial Organisation","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Government Commercial Organisation","Unknown","G6/G7","65","65","67130","65630"
"In post","2023","Government Commercial Organisation","Unknown","SCS level","5","5","[c]","[c]"
"In post","2023","Government Commercial Organisation","Unknown","SEO/HEO","10","10","41380","40690"
"In post","2023","Government Internal Audit Agency","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Government Internal Audit Agency","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Government Internal Audit Agency","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2023","Government Internal Audit Agency","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Government Internal Audit Agency","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Government Internal Audit Agency","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Government Internal Audit Agency","Finance","G6/G7","5","5","[c]","[c]"
"In post","2023","Government Internal Audit Agency","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Government Internal Audit Agency","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Government Internal Audit Agency","Human Resources","G6/G7","10","10","[c]","[c]"
"In post","2023","Government Internal Audit Agency","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Government Internal Audit Agency","Human Resources","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Government Internal Audit Agency","Internal Audit","G6/G7","150","145","57960","57250"
"In post","2023","Government Internal Audit Agency","Internal Audit","SCS level","20","20","95750","89880"
"In post","2023","Government Internal Audit Agency","Internal Audit","SEO/HEO","180","165","41280","42700"
"In post","2023","Government Internal Audit Agency","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Government Internal Audit Agency","Operational Delivery","EO","15","15","29860","29500"
"In post","2023","Government Internal Audit Agency","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Government Internal Audit Agency","Operational Delivery","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Government Internal Audit Agency","Other","EO","[c]","[c]","[c]","[c]"
"In post","2023","Government Internal Audit Agency","Other","G6/G7","10","10","[c]","[c]"
"In post","2023","Government Internal Audit Agency","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Government Internal Audit Agency","Other","SEO/HEO","35","35","38760","38850"
"In post","2023","Government Internal Audit Agency","Policy","G6/G7","10","10","[c]","[c]"
"In post","2023","Government Internal Audit Agency","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Government Internal Audit Agency","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Government Internal Audit Agency","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","Government Internal Audit Agency","Project Delivery","G6/G7","5","5","[c]","[c]"
"In post","2023","Government Internal Audit Agency","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Government Internal Audit Agency","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Government Legal Department","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Government Legal Department","Communications","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Government Legal Department","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2023","Government Legal Department","Digital, Data and Technology","G6/G7","10","10","71360","70870"
"In post","2023","Government Legal Department","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Government Legal Department","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Government Legal Department","Finance","AA/AO","5","5","[c]","[c]"
"In post","2023","Government Legal Department","Finance","EO","10","10","28130","27960"
"In post","2023","Government Legal Department","Finance","G6/G7","10","10","58120","52400"
"In post","2023","Government Legal Department","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Government Legal Department","Finance","SEO/HEO","15","15","35100","32890"
"In post","2023","Government Legal Department","Human Resources","AA/AO","10","10","[c]","[c]"
"In post","2023","Government Legal Department","Human Resources","EO","10","10","28060","27760"
"In post","2023","Government Legal Department","Human Resources","G6/G7","25","25","58580","55000"
"In post","2023","Government Legal Department","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Government Legal Department","Human Resources","SEO/HEO","30","30","35970","34810"
"In post","2023","Government Legal Department","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Government Legal Department","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2023","Government Legal Department","Knowledge and Information Management","G6/G7","10","10","59080","57950"
"In post","2023","Government Legal Department","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Government Legal Department","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Government Legal Department","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Government Legal Department","Legal","EO","150","145","30480","30160"
"In post","2023","Government Legal Department","Legal","G6/G7","1660","1525","61200","62830"
"In post","2023","Government Legal Department","Legal","SCS level","205","190","84850","80250"
"In post","2023","Government Legal Department","Legal","SEO/HEO","110","110","43770","45230"
"In post","2023","Government Legal Department","Operational Delivery","AA/AO","25","20","25030","24770"
"In post","2023","Government Legal Department","Operational Delivery","EO","175","165","28330","27760"
"In post","2023","Government Legal Department","Operational Delivery","G6/G7","30","30","57750","54820"
"In post","2023","Government Legal Department","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Government Legal Department","Operational Delivery","SEO/HEO","100","95","35010","33630"
"In post","2023","Government Legal Department","Other","EO","[c]","[c]","[c]","[c]"
"In post","2023","Government Legal Department","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2023","Government Legal Department","Policy","G6/G7","5","5","[c]","[c]"
"In post","2023","Government Legal Department","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Government Legal Department","Policy","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Government Legal Department","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","Government Legal Department","Project Delivery","G6/G7","10","10","59170","59950"
"In post","2023","Government Legal Department","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Government Legal Department","Project Delivery","SEO/HEO","5","5","[c]","[c]"
