"Status","Year","Function_of_post","Parent_department","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","No function","Ministry of Justice","AA","Undeclared","530","475","22590","23230"
"In post","2023","No function","Ministry of Justice","AA","Unknown","1730","1570","23290","23230"
"In post","2023","No function","Ministry of Justice","AO","Heterosexual / straight","22110","20510","28070","28880"
"In post","2023","No function","Ministry of Justice","AO","LGBO","1650","1600","28990","30410"
"In post","2023","No function","Ministry of Justice","AO","Undeclared","2320","2095","27120","25480"
"In post","2023","No function","Ministry of Justice","AO","Unknown","5875","5505","29020","28880"
"In post","2023","No function","Ministry of Justice","EO","Heterosexual / straight","7890","7515","30960","29660"
"In post","2023","No function","Ministry of Justice","EO","LGBO","525","520","31350","29660"
"In post","2023","No function","Ministry of Justice","EO","Undeclared","1055","1000","31320","29660"
"In post","2023","No function","Ministry of Justice","EO","Unknown","1370","1295","32020","31310"
"In post","2023","No function","Ministry of Justice","G6","Heterosexual / straight","520","505","76720","72510"
"In post","2023","No function","Ministry of Justice","G6","LGBO","30","30","[c]","[c]"
"In post","2023","No function","Ministry of Justice","G6","Undeclared","60","60","78580","74550"
"In post","2023","No function","Ministry of Justice","G6","Unknown","50","50","74710","69750"
"In post","2023","No function","Ministry of Justice","G7","Heterosexual / straight","1035","1000","60580","58740"
"In post","2023","No function","Ministry of Justice","G7","LGBO","85","85","59460","58520"
"In post","2023","No function","Ministry of Justice","G7","Undeclared","135","135","60220","59060"
"In post","2023","No function","Ministry of Justice","G7","Unknown","165","155","59660","57740"
"In post","2023","No function","Ministry of Justice","HEO","Heterosexual / straight","4950","4720","35980","35410"
"In post","2023","No function","Ministry of Justice","HEO","LGBO","365","355","36150","35410"
"In post","2023","No function","Ministry of Justice","HEO","Undeclared","550","525","36600","36740"
"In post","2023","No function","Ministry of Justice","HEO","Unknown","800","760","36040","35410"
"In post","2023","No function","Ministry of Justice","SCS level","Heterosexual / straight","190","185","92770","87130"
"In post","2023","No function","Ministry of Justice","SCS level","LGBO","20","20","[c]","[c]"
"In post","2023","No function","Ministry of Justice","SCS level","Undeclared","15","15","[c]","[c]"
"In post","2023","No function","Ministry of Justice","SCS level","Unknown","15","15","[c]","[c]"
"In post","2023","No function","Ministry of Justice","SEO","Heterosexual / straight","3325","3175","47320","46110"
"In post","2023","No function","Ministry of Justice","SEO","LGBO","235","230","47160","45620"
"In post","2023","No function","Ministry of Justice","SEO","Undeclared","490","455","47700","46960"
"In post","2023","No function","Ministry of Justice","SEO","Unknown","475","450","46330","44330"
"In post","2023","No function","Ministry of Justice","Unknown","Heterosexual / straight","15805","14740","30880","29050"
"In post","2023","No function","Ministry of Justice","Unknown","LGBO","1255","1220","29660","26840"
"In post","2023","No function","Ministry of Justice","Unknown","Undeclared","1205","1110","32730","30840"
"In post","2023","No function","Ministry of Justice","Unknown","Unknown","3235","2930","28020","26840"
"In post","2023","No function","National Crime Agency","AO","Heterosexual / straight","125","115","26260","26550"
"In post","2023","No function","National Crime Agency","AO","LGBO","5","5","[c]","[c]"
"In post","2023","No function","National Crime Agency","AO","Undeclared","5","5","[c]","[c]"
"In post","2023","No function","National Crime Agency","AO","Unknown","20","15","[c]","[c]"
"In post","2023","No function","National Crime Agency","EO","Heterosexual / straight","1710","1665","36360","36040"
"In post","2023","No function","National Crime Agency","EO","LGBO","115","115","35990","36040"
"In post","2023","No function","National Crime Agency","EO","Undeclared","155","150","36490","36040"
"In post","2023","No function","National Crime Agency","EO","Unknown","230","220","37510","38310"
"In post","2023","No function","National Crime Agency","G6","Heterosexual / straight","55","55","76780","76080"
"In post","2023","No function","National Crime Agency","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","National Crime Agency","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","No function","National Crime Agency","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","National Crime Agency","G7","Heterosexual / straight","165","160","64590","66490"
"In post","2023","No function","National Crime Agency","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","National Crime Agency","G7","Undeclared","5","5","[c]","[c]"
"In post","2023","No function","National Crime Agency","G7","Unknown","30","30","65260","67160"
"In post","2023","No function","National Crime Agency","HEO","Heterosexual / straight","1085","1060","43910","45110"
"In post","2023","No function","National Crime Agency","HEO","LGBO","45","45","42560","42110"
"In post","2023","No function","National Crime Agency","HEO","Undeclared","85","85","44360","44990"
"In post","2023","No function","National Crime Agency","HEO","Unknown","200","190","44630","45610"
"In post","2023","No function","National Crime Agency","SCS level","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","No function","National Crime Agency","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","National Crime Agency","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","No function","National Crime Agency","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","National Crime Agency","SEO","Heterosexual / straight","505","500","49570","49180"
"In post","2023","No function","National Crime Agency","SEO","LGBO","20","20","[c]","[c]"
"In post","2023","No function","National Crime Agency","SEO","Undeclared","35","35","49840","50410"
"In post","2023","No function","National Crime Agency","SEO","Unknown","60","60","49620","49180"
"In post","2023","No function","Office for Standards in Education, Children's Services and Skills","AO","Heterosexual / straight","140","125","22450","22490"
"In post","2023","No function","Office for Standards in Education, Children's Services and Skills","AO","LGBO","15","15","[c]","[c]"
"In post","2023","No function","Office for Standards in Education, Children's Services and Skills","AO","Undeclared","15","15","[c]","[c]"
"In post","2023","No function","Office for Standards in Education, Children's Services and Skills","AO","Unknown","15","15","[c]","[c]"
"In post","2023","No function","Office for Standards in Education, Children's Services and Skills","EO","Heterosexual / straight","115","110","27630","27140"
"In post","2023","No function","Office for Standards in Education, Children's Services and Skills","EO","LGBO","10","10","[c]","[c]"
"In post","2023","No function","Office for Standards in Education, Children's Services and Skills","EO","Undeclared","10","10","[c]","[c]"
"In post","2023","No function","Office for Standards in Education, Children's Services and Skills","EO","Unknown","10","5","[c]","[c]"
"In post","2023","No function","Office for Standards in Education, Children's Services and Skills","G6","Heterosexual / straight","115","115","85190","87570"
"In post","2023","No function","Office for Standards in Education, Children's Services and Skills","G6","LGBO","10","10","[c]","[c]"
"In post","2023","No function","Office for Standards in Education, Children's Services and Skills","G6","Undeclared","10","10","[c]","[c]"
"In post","2023","No function","Office for Standards in Education, Children's Services and Skills","G6","Unknown","5","5","[c]","[c]"
"In post","2023","No function","Office for Standards in Education, Children's Services and Skills","G7","Heterosexual / straight","400","395","74140","77470"
"In post","2023","No function","Office for Standards in Education, Children's Services and Skills","G7","LGBO","40","40","74350","77470"
"In post","2023","No function","Office for Standards in Education, Children's Services and Skills","G7","Undeclared","20","20","[c]","[c]"
"In post","2023","No function","Office for Standards in Education, Children's Services and Skills","G7","Unknown","10","10","[c]","[c]"
"In post","2023","No function","Office for Standards in Education, Children's Services and Skills","HEO","Heterosexual / straight","75","70","33620","33130"
"In post","2023","No function","Office for Standards in Education, Children's Services and Skills","HEO","LGBO","5","5","[c]","[c]"
"In post","2023","No function","Office for Standards in Education, Children's Services and Skills","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","No function","Office for Standards in Education, Children's Services and Skills","HEO","Unknown","10","10","[c]","[c]"
"In post","2023","No function","Office for Standards in Education, Children's Services and Skills","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","No function","Office for Standards in Education, Children's Services and Skills","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Office for Standards in Education, Children's Services and Skills","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","No function","Office for Standards in Education, Children's Services and Skills","SEO","Heterosexual / straight","440","430","50340","52750"
"In post","2023","No function","Office for Standards in Education, Children's Services and Skills","SEO","LGBO","20","20","[c]","[c]"
"In post","2023","No function","Office for Standards in Education, Children's Services and Skills","SEO","Undeclared","20","20","[c]","[c]"
"In post","2023","No function","Office for Standards in Education, Children's Services and Skills","SEO","Unknown","20","20","[c]","[c]"
"In post","2023","No function","Office of Gas and Electricity Markets","AO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","No function","Office of Gas and Electricity Markets","AO","LGBO","5","5","[c]","[c]"
