"Status","Year","Disability","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Finance","20","15","[c]","[c]"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Human Resources","5","5","[c]","[c]"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Operational Delivery","70","65","37620","34310"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Planning","10","10","[c]","[c]"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Policy","210","205","47470","40800"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Project Delivery","25","25","[c]","[c]"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Statistics","20","20","[c]","[c]"
"In post","2023","Declared disabled","Department for Transport (excl. agencies)","Commercial","15","15","[c]","[c]"
"In post","2023","Declared disabled","Department for Transport (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Transport (excl. agencies)","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Transport (excl. agencies)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Transport (excl. agencies)","Digital, Data and Technology","10","10","[c]","[c]"
"In post","2023","Declared disabled","Department for Transport (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Transport (excl. agencies)","Finance","5","5","[c]","[c]"
"In post","2023","Declared disabled","Department for Transport (excl. agencies)","Human Resources","5","5","[c]","[c]"
"In post","2023","Declared disabled","Department for Transport (excl. agencies)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Transport (excl. agencies)","International Trade","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Transport (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Transport (excl. agencies)","Operational Delivery","10","10","[c]","[c]"
"In post","2023","Declared disabled","Department for Transport (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Transport (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Transport (excl. agencies)","Planning","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Transport (excl. agencies)","Policy","90","90","50630","52000"
"In post","2023","Declared disabled","Department for Transport (excl. agencies)","Project Delivery","30","30","55340","55460"
"In post","2023","Declared disabled","Department for Transport (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Transport (excl. agencies)","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Transport (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Transport (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Transport (excl. agencies)","Statistics","5","5","[c]","[c]"
"In post","2023","Declared disabled","Department for Transport (excl. agencies)","Unknown","35","30","42400","33850"
"In post","2023","Declared disabled","Department for Work and Pensions (excl. agencies)","Commercial","125","115","36170","34490"
"In post","2023","Declared disabled","Department for Work and Pensions (excl. agencies)","Communications","15","15","[c]","[c]"
"In post","2023","Declared disabled","Department for Work and Pensions (excl. agencies)","Counter Fraud","1185","1055","29110","28120"
"In post","2023","Declared disabled","Department for Work and Pensions (excl. agencies)","Digital, Data and Technology","475","450","41110","38470"
"In post","2023","Declared disabled","Department for Work and Pensions (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Work and Pensions (excl. agencies)","Finance","160","145","36390","34170"
"In post","2023","Declared disabled","Department for Work and Pensions (excl. agencies)","Human Resources","145","135","40990","38470"
"In post","2023","Declared disabled","Department for Work and Pensions (excl. agencies)","Knowledge and Information Management","75","70","35000","34170"
"In post","2023","Declared disabled","Department for Work and Pensions (excl. agencies)","Operational Delivery","13230","11475","27180","28120"
"In post","2023","Declared disabled","Department for Work and Pensions (excl. agencies)","Operational Research","5","5","[c]","[c]"
"In post","2023","Declared disabled","Department for Work and Pensions (excl. agencies)","Other","915","805","27170","25750"
"In post","2023","Declared disabled","Department for Work and Pensions (excl. agencies)","Policy","175","165","47410","43760"
"In post","2023","Declared disabled","Department for Work and Pensions (excl. agencies)","Project Delivery","300","275","38770","34970"
"In post","2023","Declared disabled","Department for Work and Pensions (excl. agencies)","Property","35","35","43570","38960"
"In post","2023","Declared disabled","Department for Work and Pensions (excl. agencies)","Psychology","5","5","[c]","[c]"
"In post","2023","Declared disabled","Department for Work and Pensions (excl. agencies)","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Work and Pensions (excl. agencies)","Security","90","85","36430","34170"
"In post","2023","Declared disabled","Department for Work and Pensions (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Work and Pensions (excl. agencies)","Statistics","25","25","[c]","[c]"
"In post","2023","Declared disabled","Department for Work and Pensions (excl. agencies)","Unknown","60","50","29560","28120"
"In post","2023","Declared disabled","Department of Health and Social Care (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department of Health and Social Care (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department of Health and Social Care (excl. agencies)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department of Health and Social Care (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department of Health and Social Care (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department of Health and Social Care (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department of Health and Social Care (excl. agencies)","Human Resources","10","10","[c]","[c]"
"In post","2023","Declared disabled","Department of Health and Social Care (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department of Health and Social Care (excl. agencies)","Medicine","5","5","[c]","[c]"
"In post","2023","Declared disabled","Department of Health and Social Care (excl. agencies)","Operational Delivery","5","5","[c]","[c]"
"In post","2023","Declared disabled","Department of Health and Social Care (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department of Health and Social Care (excl. agencies)","Other","5","5","[c]","[c]"
"In post","2023","Declared disabled","Department of Health and Social Care (excl. agencies)","Policy","35","35","49680","50830"
"In post","2023","Declared disabled","Department of Health and Social Care (excl. agencies)","Project Delivery","5","5","[c]","[c]"
"In post","2023","Declared disabled","Department of Health and Social Care (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department of Health and Social Care (excl. agencies)","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department of Health and Social Care (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department of Health and Social Care (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department of Health and Social Care (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department of Health and Social Care (excl. agencies)","Unknown","105","105","47590","41950"
"In post","2023","Declared disabled","Disclosure Scotland","Unknown","35","30","32370","28420"
"In post","2023","Declared disabled","Driver and Vehicle Licensing Agency","Commercial","20","15","[c]","[c]"
"In post","2023","Declared disabled","Driver and Vehicle Licensing Agency","Communications","10","10","[c]","[c]"
"In post","2023","Declared disabled","Driver and Vehicle Licensing Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Driver and Vehicle Licensing Agency","Digital, Data and Technology","50","45","40300","34850"
"In post","2023","Declared disabled","Driver and Vehicle Licensing Agency","Finance","15","15","[c]","[c]"
"In post","2023","Declared disabled","Driver and Vehicle Licensing Agency","Human Resources","20","15","[c]","[c]"
"In post","2023","Declared disabled","Driver and Vehicle Licensing Agency","Medicine","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Driver and Vehicle Licensing Agency","Operational Delivery","540","440","22580","22500"
"In post","2023","Declared disabled","Driver and Vehicle Licensing Agency","Policy","10","10","[c]","[c]"
"In post","2023","Declared disabled","Driver and Vehicle Licensing Agency","Project Delivery","[c]","[c]","[c]","[c]"
