"Status","Year","Age","Organisation","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","50-59","Home Office","Operational Delivery","London","15","[c]","36040","29890"
"Leaver Dept.","2023","50-59","Home Office","Operational Delivery","Outside London","55","[c]","32570","26750"
"Leaver Dept.","2023","50-59","Home Office","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Home Office","Other","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Home Office","Policy","London","15","[c]","58580","58070"
"Leaver Dept.","2023","50-59","Home Office","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Home Office","Project Delivery","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Home Office","Project Delivery","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Home Office","Security","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Home Office","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Institute for Apprenticeships and Technical Education","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Intellectual Property Office","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Legal Aid Agency","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Legal Aid Agency","Legal","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Legal Aid Agency","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Legal Aid Agency","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Maritime and Coastguard Agency","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Maritime and Coastguard Agency","Operational Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Maritime and Coastguard Agency","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Medicines and Healthcare Products Regulatory Agency","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Met Office","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Defence (excl. agencies)","Commercial","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Defence (excl. agencies)","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Defence (excl. agencies)","Digital, Data and Technology","Outside London","10","[c]","38860","37640"
"Leaver Dept.","2023","50-59","Ministry of Defence (excl. agencies)","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Defence (excl. agencies)","Finance","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Defence (excl. agencies)","Finance","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Defence (excl. agencies)","Geography","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Defence (excl. agencies)","Human Resources","Outside London","10","[c]","26530","22220"
"Leaver Dept.","2023","50-59","Ministry of Defence (excl. agencies)","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Defence (excl. agencies)","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Defence (excl. agencies)","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Defence (excl. agencies)","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Defence (excl. agencies)","Medicine","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Defence (excl. agencies)","Operational Delivery","Outside London","15","[c]","27290","22330"
"Leaver Dept.","2023","50-59","Ministry of Defence (excl. agencies)","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Defence (excl. agencies)","Policy","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Defence (excl. agencies)","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Defence (excl. agencies)","Project Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Defence (excl. agencies)","Property","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Defence (excl. agencies)","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Defence (excl. agencies)","Security","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Defence (excl. agencies)","Security","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Defence (excl. agencies)","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Justice (excl. agencies)","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Justice (excl. agencies)","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Justice (excl. agencies)","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Justice (excl. agencies)","Economics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Justice (excl. agencies)","Finance","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Justice (excl. agencies)","Finance","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Justice (excl. agencies)","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Justice (excl. agencies)","Human Resources","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Justice (excl. agencies)","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Justice (excl. agencies)","Operational Delivery","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Justice (excl. agencies)","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Justice (excl. agencies)","Policy","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Justice (excl. agencies)","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Justice (excl. agencies)","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Justice (excl. agencies)","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Justice (excl. agencies)","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","National Crime Agency","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","National Crime Agency","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","National Crime Agency","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","National Crime Agency","Operational Delivery","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","National Crime Agency","Operational Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","National Crime Agency","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","National Savings and Investments","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Northern Ireland Office","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Office for Standards in Education, Children's Services and Skills","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Office for Standards in Education, Children's Services and Skills","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Office of Gas and Electricity Markets","Legal","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Office of Gas and Electricity Markets","Other","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Office of Gas and Electricity Markets","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Office of Gas and Electricity Markets","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Office of Qualifications and Examinations Regulation","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Office of Rail and Road","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Office of Rail and Road","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Office of Rail and Road","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Office of the Public Guardian","Operational Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Planning Inspectorate","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Registers of Scotland","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Registers of Scotland","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Registers of Scotland","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Revenue Scotland","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Royal Fleet Auxiliary","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Rural Payments Agency","Operational Delivery","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Scottish Courts and Tribunals Service","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Scottish Courts and Tribunals Service","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Scottish Courts and Tribunals Service","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Scottish Forestry","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Scottish Government (excl. agencies)","Unknown","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Scottish Prison Service","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Scottish Prison Service","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Serious Fraud Office","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Serious Fraud Office","Legal","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Serious Fraud Office","Other","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Social Security Scotland","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Submarine Delivery Agency","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","The Insolvency Service","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","The Insolvency Service","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","The Insolvency Service","Operational Delivery","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","The Insolvency Service","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","The Insolvency Service","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","The Insolvency Service","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","UK Export Finance","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","UK Export Finance","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","UK Export Finance","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","UK Health Security Agency","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","UK Health Security Agency","Medicine","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","UK Health Security Agency","Operational Delivery","London","20","[c]","48040","41020"
"Leaver Dept.","2023","50-59","UK Health Security Agency","Operational Delivery","Outside London","25","[c]","49190","48860"
"Leaver Dept.","2023","50-59","UK Health Security Agency","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","UK Hydrographic Office","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","UK Space Agency","Corporate Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","UK Space Agency","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","UK Space Agency","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","UK Space Agency","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","UK Statistics Authority","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","UK Statistics Authority","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","UK Statistics Authority","Economics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","UK Statistics Authority","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","UK Statistics Authority","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","UK Statistics Authority","Operational Delivery","Outside London","20","[c]","26640","21200"
"Leaver Dept.","2023","50-59","UK Statistics Authority","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","UK Statistics Authority","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","UK Statistics Authority","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Valuation Office Agency","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Valuation Office Agency","Operational Delivery","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Valuation Office Agency","Property","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Water Services Regulation Authority","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Water Services Regulation Authority","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Welsh Government (excl. agencies)","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Welsh Government (excl. agencies)","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Welsh Government (excl. agencies)","Medicine","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Welsh Government (excl. agencies)","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Welsh Government (excl. agencies)","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Welsh Government (excl. agencies)","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Welsh Government (excl. agencies)","Social Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Welsh Revenue Authority","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Animal and Plant Health Agency","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Cabinet Office (excl. agencies)","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Cabinet Office (excl. agencies)","Unknown","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Cabinet Office (excl. agencies)","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Cabinet Office (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Central Civil Service Fast Stream","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Companies House","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Criminal Injuries Compensation Authority","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Crown Prosecution Service","Legal","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Defence Science and Technology Laboratory","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Department for Education (excl. agencies)","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Department for Education (excl. agencies)","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Department for Education (excl. agencies)","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Department for International Trade","International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Department for International Trade","Other","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Department for International Trade","Security","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Department for Levelling Up, Housing and Communities (excl. agencies)","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Department for Levelling Up, Housing and Communities (excl. agencies)","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Department for Levelling Up, Housing and Communities (excl. agencies)","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Department for Work and Pensions (excl. agencies)","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Department for Work and Pensions (excl. agencies)","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Department for Work and Pensions (excl. agencies)","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Department for Work and Pensions (excl. agencies)","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Department for Work and Pensions (excl. agencies)","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Department for Work and Pensions (excl. agencies)","Operational Delivery","Outside London","60","[c]","27620","27570"
"Leaver Dept.","2023","60-64","Department for Work and Pensions (excl. agencies)","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Department for Work and Pensions (excl. agencies)","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Department of Health and Social Care (excl. agencies)","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Driver and Vehicle Licensing Agency","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Driver and Vehicle Standards Agency","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Driver and Vehicle Standards Agency","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Driver and Vehicle Standards Agency","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Driver and Vehicle Standards Agency","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Driver and Vehicle Standards Agency","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Estyn","Inspector of Education and Training","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Food Standards Agency","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Government Commercial Organisation","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","HM Courts and Tribunals Service","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","HM Courts and Tribunals Service","Operational Delivery","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","HM Prison and Probation Service","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","HM Prison and Probation Service","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","HM Prison and Probation Service","Operational Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","HM Prison and Probation Service","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","HM Prison and Probation Service","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","HM Revenue and Customs (excl. agencies)","Operational Delivery","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","HM Revenue and Customs (excl. agencies)","Other","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","HM Revenue and Customs (excl. agencies)","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","HM Revenue and Customs (excl. agencies)","Property","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","HM Revenue and Customs (excl. agencies)","Tax","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","HM Treasury (excl. agencies)","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","HM Treasury (excl. agencies)","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Home Office","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Home Office","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Home Office","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Home Office","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Home Office","Operational Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Home Office","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Home Office","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Legal Aid Agency","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Maritime and Coastguard Agency","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Medicines and Healthcare Products Regulatory Agency","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Met Office","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Ministry of Defence (excl. agencies)","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Ministry of Defence (excl. agencies)","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Ministry of Defence (excl. agencies)","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Ministry of Defence (excl. agencies)","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Ministry of Justice (excl. agencies)","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Ministry of Justice (excl. agencies)","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Ministry of Justice (excl. agencies)","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Ministry of Justice (excl. agencies)","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Ministry of Justice (excl. agencies)","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Ministry of Justice (excl. agencies)","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Ministry of Justice (excl. agencies)","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Ministry of Justice (excl. agencies)","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Ministry of Justice (excl. agencies)","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","National Crime Agency","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Northern Ireland Office","Security","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Office of Gas and Electricity Markets","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Planning Inspectorate","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Royal Fleet Auxiliary","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Rural Payments Agency","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Rural Payments Agency","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Teaching Regulation Agency","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","The Insolvency Service","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","The Insolvency Service","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","UK Health Security Agency","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","UK Health Security Agency","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","UK Health Security Agency","Property","London","[c]","[c]","[c]","[c]"
