"Status","Year","Age","Organisation","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","40-49","Welsh Revenue Authority","Operational Delivery","Outside London","5","5","[c]","[c]"
"In post","2023","40-49","Welsh Revenue Authority","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Welsh Revenue Authority","Tax","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Welsh Revenue Authority","Unknown","Outside London","5","5","[c]","[c]"
"In post","2023","40-49","Wilton Park","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Wilton Park","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Wilton Park","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Wilton Park","Other","Outside London","5","5","[c]","[c]"
"In post","2023","40-49","Wilton Park","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Wilton Park","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Wilton Park","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Accountant in Bankruptcy","Unknown","Outside London","25","20","43190","38330"
"In post","2023","50-59","Active Travel England","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Active Travel England","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Active Travel England","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Active Travel England","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Advisory, Conciliation and Arbitration Service","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Advisory, Conciliation and Arbitration Service","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Advisory, Conciliation and Arbitration Service","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Advisory, Conciliation and Arbitration Service","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","London","5","5","[c]","[c]"
"In post","2023","50-59","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","Outside London","10","5","[c]","[c]"
"In post","2023","50-59","Advisory, Conciliation and Arbitration Service","Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Advisory, Conciliation and Arbitration Service","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Advisory, Conciliation and Arbitration Service","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Advisory, Conciliation and Arbitration Service","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Advisory, Conciliation and Arbitration Service","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Advisory, Conciliation and Arbitration Service","Operational Delivery","London","40","40","40660","39360"
"In post","2023","50-59","Advisory, Conciliation and Arbitration Service","Operational Delivery","Outside London","240","225","33530","32110"
"In post","2023","50-59","Advisory, Conciliation and Arbitration Service","Policy","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Advisory, Conciliation and Arbitration Service","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Advisory, Conciliation and Arbitration Service","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Animal and Plant Health Agency","Commercial","Outside London","5","5","[c]","[c]"
"In post","2023","50-59","Animal and Plant Health Agency","Digital, Data and Technology","Outside London","10","10","[c]","[c]"
"In post","2023","50-59","Animal and Plant Health Agency","Operational Delivery","London","10","10","41100","33030"
"In post","2023","50-59","Animal and Plant Health Agency","Operational Delivery","Outside London","525","500","29450","26250"
"In post","2023","50-59","Animal and Plant Health Agency","Other","Outside London","5","5","[c]","[c]"
"In post","2023","50-59","Animal and Plant Health Agency","Project Delivery","Outside London","15","15","36610","34570"
"In post","2023","50-59","Animal and Plant Health Agency","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Animal and Plant Health Agency","Science and Engineering","Outside London","140","135","35780","33830"
"In post","2023","50-59","Animal and Plant Health Agency","Unknown","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Animal and Plant Health Agency","Veterinarian","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Animal and Plant Health Agency","Veterinarian","Outside London","70","65","47470","49400"
"In post","2023","50-59","Attorney General's Office","Other","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Attorney General's Office","Policy","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Building Digital UK","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Building Digital UK","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Building Digital UK","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Building Digital UK","Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Building Digital UK","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Building Digital UK","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Building Digital UK","Other","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Building Digital UK","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Building Digital UK","Project Delivery","London","15","15","58680","56910"
"In post","2023","50-59","Building Digital UK","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Cabinet Office (excl. agencies)","Commercial","London","30","25","67290","57300"
"In post","2023","50-59","Cabinet Office (excl. agencies)","Commercial","Outside London","10","10","[c]","[c]"
"In post","2023","50-59","Cabinet Office (excl. agencies)","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Cabinet Office (excl. agencies)","Communications","London","10","10","[c]","[c]"
"In post","2023","50-59","Cabinet Office (excl. agencies)","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Cabinet Office (excl. agencies)","Counter Fraud","London","5","5","[c]","[c]"
"In post","2023","50-59","Cabinet Office (excl. agencies)","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Cabinet Office (excl. agencies)","Digital, Data and Technology","London","100","100","55650","56430"
"In post","2023","50-59","Cabinet Office (excl. agencies)","Digital, Data and Technology","Outside London","45","45","55160","51290"
"In post","2023","50-59","Cabinet Office (excl. agencies)","Economics","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Cabinet Office (excl. agencies)","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Cabinet Office (excl. agencies)","Finance","London","25","25","72230","58070"
"In post","2023","50-59","Cabinet Office (excl. agencies)","Finance","Outside London","10","10","[c]","[c]"
"In post","2023","50-59","Cabinet Office (excl. agencies)","Human Resources","London","80","80","51770","44770"
"In post","2023","50-59","Cabinet Office (excl. agencies)","Human Resources","Outside London","115","110","40260","38460"
"In post","2023","50-59","Cabinet Office (excl. agencies)","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Cabinet Office (excl. agencies)","Knowledge and Information Management","London","10","10","44900","36680"
"In post","2023","50-59","Cabinet Office (excl. agencies)","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Cabinet Office (excl. agencies)","Legal","London","15","15","99390","96150"
"In post","2023","50-59","Cabinet Office (excl. agencies)","Policy","London","20","20","62410","58560"
"In post","2023","50-59","Cabinet Office (excl. agencies)","Policy","Outside London","15","15","51640","51290"
"In post","2023","50-59","Cabinet Office (excl. agencies)","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Cabinet Office (excl. agencies)","Project Delivery","London","15","15","72700","61850"
"In post","2023","50-59","Cabinet Office (excl. agencies)","Project Delivery","Outside London","10","10","[c]","[c]"
"In post","2023","50-59","Cabinet Office (excl. agencies)","Property","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Cabinet Office (excl. agencies)","Property","Outside London","5","5","[c]","[c]"
"In post","2023","50-59","Cabinet Office (excl. agencies)","Psychology","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Cabinet Office (excl. agencies)","Security","London","25","25","65060","58940"
"In post","2023","50-59","Cabinet Office (excl. agencies)","Security","Outside London","105","100","33890","34320"
"In post","2023","50-59","Cabinet Office (excl. agencies)","Security","Unknown","10","5","[c]","[c]"
"In post","2023","50-59","Cabinet Office (excl. agencies)","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Cabinet Office (excl. agencies)","Unknown","London","205","205","59020","56430"
"In post","2023","50-59","Cabinet Office (excl. agencies)","Unknown","Outside London","200","190","37940","27560"
"In post","2023","50-59","Cabinet Office (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Central Civil Service Fast Stream","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Central Civil Service Fast Stream","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Central Civil Service Fast Stream","Unknown","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Centre for Environment, Fisheries and Aquaculture Science","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Centre for Environment, Fisheries and Aquaculture Science","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data and Technology","Outside London","10","10","32760","30350"
"In post","2023","50-59","Centre for Environment, Fisheries and Aquaculture Science","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Centre for Environment, Fisheries and Aquaculture Science","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Centre for Environment, Fisheries and Aquaculture Science","Other","Outside London","10","10","43170","37670"
"In post","2023","50-59","Centre for Environment, Fisheries and Aquaculture Science","Project Delivery","Outside London","10","10","[c]","[c]"
"In post","2023","50-59","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","Outside London","95","90","41780","38030"
"In post","2023","50-59","Charity Commission","Communications","Outside London","5","5","[c]","[c]"
"In post","2023","50-59","Charity Commission","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Charity Commission","Digital, Data and Technology","Outside London","10","10","38830","36310"
"In post","2023","50-59","Charity Commission","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Charity Commission","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Charity Commission","Legal","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Charity Commission","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Charity Commission","Operational Delivery","London","10","10","36440","34480"
"In post","2023","50-59","Charity Commission","Operational Delivery","Outside London","70","65","33180","30170"
"In post","2023","50-59","Charity Commission","Policy","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Charity Commission","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Charity Commission","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Companies House","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Companies House","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Companies House","Counter Fraud","Outside London","45","45","27330","25610"
"In post","2023","50-59","Companies House","Digital, Data and Technology","Outside London","60","60","42460","40500"
"In post","2023","50-59","Companies House","Finance","Outside London","15","15","36260","38800"
"In post","2023","50-59","Companies House","Human Resources","Outside London","15","15","41770","40680"
"In post","2023","50-59","Companies House","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Companies House","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Companies House","Operational Delivery","Outside London","145","135","27220","23240"
"In post","2023","50-59","Companies House","Other","Outside London","5","5","[c]","[c]"
"In post","2023","50-59","Companies House","Policy","Outside London","10","10","[c]","[c]"
"In post","2023","50-59","Companies House","Project Delivery","Outside London","5","5","[c]","[c]"
"In post","2023","50-59","Companies House","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Competition and Markets Authority","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Competition and Markets Authority","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Competition and Markets Authority","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Competition and Markets Authority","Digital, Data and Technology","London","5","5","[c]","[c]"
"In post","2023","50-59","Competition and Markets Authority","Economics","London","5","5","[c]","[c]"
"In post","2023","50-59","Competition and Markets Authority","Human Resources","London","5","5","[c]","[c]"
"In post","2023","50-59","Competition and Markets Authority","Intelligence Analysis","London","10","10","67520","61320"
"In post","2023","50-59","Competition and Markets Authority","Legal","London","15","15","87070","83930"
"In post","2023","50-59","Competition and Markets Authority","Policy","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Competition and Markets Authority","Project Delivery","London","80","75","72920","66340"
"In post","2023","50-59","Competition and Markets Authority","Project Delivery","Outside London","15","15","50380","55130"
"In post","2023","50-59","Competition and Markets Authority","Property","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Competition and Markets Authority","Security","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Competition and Markets Authority","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Criminal Injuries Compensation Authority","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Criminal Injuries Compensation Authority","Operational Delivery","Outside London","85","80","28690","25830"
"In post","2023","50-59","Crown Commercial Service","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Crown Commercial Service","Commercial","Outside London","65","65","38660","39860"
"In post","2023","50-59","Crown Commercial Service","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Crown Commercial Service","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Crown Commercial Service","Digital, Data and Technology","Outside London","15","15","42380","40620"
"In post","2023","50-59","Crown Commercial Service","Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Crown Commercial Service","Finance","Outside London","10","10","62410","65170"
"In post","2023","50-59","Crown Commercial Service","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Crown Commercial Service","Human Resources","Outside London","10","10","46940","47690"
"In post","2023","50-59","Crown Commercial Service","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Crown Commercial Service","Operational Delivery","Outside London","45","40","47310","52000"
"In post","2023","50-59","Crown Commercial Service","Policy","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Crown Commercial Service","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Crown Commercial Service","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Crown Commercial Service","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Crown Commercial Service","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Crown Office and Procurator Fiscal Service","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Crown Office and Procurator Fiscal Service","Digital, Data and Technology","Outside London","15","15","47710","42940"
"In post","2023","50-59","Crown Office and Procurator Fiscal Service","Finance","Outside London","5","5","[c]","[c]"
"In post","2023","50-59","Crown Office and Procurator Fiscal Service","Human Resources","Outside London","10","10","[c]","[c]"
"In post","2023","50-59","Crown Office and Procurator Fiscal Service","Knowledge and Information Management","Outside London","5","5","[c]","[c]"
"In post","2023","50-59","Crown Office and Procurator Fiscal Service","Legal","Outside London","135","125","67620","65280"
"In post","2023","50-59","Crown Office and Procurator Fiscal Service","Operational Delivery","Outside London","385","355","31080","29070"
"In post","2023","50-59","Crown Office and Procurator Fiscal Service","Policy","Outside London","5","5","[c]","[c]"
"In post","2023","50-59","Crown Prosecution Service","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Crown Prosecution Service","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Crown Prosecution Service","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Crown Prosecution Service","Communications","Outside London","10","10","[c]","[c]"
"In post","2023","50-59","Crown Prosecution Service","Digital, Data and Technology","London","5","5","[c]","[c]"
"In post","2023","50-59","Crown Prosecution Service","Digital, Data and Technology","Outside London","25","25","44500","42070"
"In post","2023","50-59","Crown Prosecution Service","Finance","London","10","5","[c]","[c]"
"In post","2023","50-59","Crown Prosecution Service","Finance","Outside London","30","30","31800","27820"
"In post","2023","50-59","Crown Prosecution Service","Human Resources","London","20","20","52650","42270"
"In post","2023","50-59","Crown Prosecution Service","Human Resources","Outside London","30","30","45180","39710"
"In post","2023","50-59","Crown Prosecution Service","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Crown Prosecution Service","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Crown Prosecution Service","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Crown Prosecution Service","Knowledge and Information Management","Outside London","10","10","39360","39710"
"In post","2023","50-59","Crown Prosecution Service","Legal","London","255","245","65970","63500"
"In post","2023","50-59","Crown Prosecution Service","Legal","Outside London","885","825","58520","56450"
"In post","2023","50-59","Crown Prosecution Service","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Crown Prosecution Service","Operational Delivery","London","210","200","31820","30560"
"In post","2023","50-59","Crown Prosecution Service","Operational Delivery","Outside London","720","665","29120","28850"
"In post","2023","50-59","Crown Prosecution Service","Other","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Crown Prosecution Service","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Crown Prosecution Service","Policy","London","10","10","[c]","[c]"
"In post","2023","50-59","Crown Prosecution Service","Policy","Outside London","20","15","49660","52380"
"In post","2023","50-59","Crown Prosecution Service","Project Delivery","London","10","10","[c]","[c]"
"In post","2023","50-59","Crown Prosecution Service","Project Delivery","Outside London","15","15","41190","39710"
"In post","2023","50-59","Crown Prosecution Service","Property","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Crown Prosecution Service","Property","Outside London","10","10","[c]","[c]"
"In post","2023","50-59","Crown Prosecution Service","Security","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Crown Prosecution Service","Security","Outside London","5","5","[c]","[c]"
"In post","2023","50-59","Defence Electronics and Components Agency","Commercial","Outside London","10","10","35940","33040"
"In post","2023","50-59","Defence Electronics and Components Agency","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Defence Electronics and Components Agency","Digital, Data and Technology","Outside London","5","5","[c]","[c]"
"In post","2023","50-59","Defence Electronics and Components Agency","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Defence Electronics and Components Agency","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Defence Electronics and Components Agency","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Defence Electronics and Components Agency","Medicine","Outside London","5","5","[c]","[c]"
"In post","2023","50-59","Defence Electronics and Components Agency","Operational Delivery","Outside London","30","30","33520","30060"
"In post","2023","50-59","Defence Electronics and Components Agency","Other","Outside London","15","15","27530","27130"
"In post","2023","50-59","Defence Electronics and Components Agency","Project Delivery","Outside London","10","10","[c]","[c]"
"In post","2023","50-59","Defence Electronics and Components Agency","Property","Outside London","5","5","[c]","[c]"
"In post","2023","50-59","Defence Electronics and Components Agency","Science and Engineering","Outside London","100","100","30950","30740"
"In post","2023","50-59","Defence Equipment and Support","Commercial","Outside London","185","180","49920","43640"
"In post","2023","50-59","Defence Equipment and Support","Communications","Outside London","10","10","41950","38790"
"In post","2023","50-59","Defence Equipment and Support","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Defence Equipment and Support","Digital, Data and Technology","Outside London","105","105","41940","41710"
"In post","2023","50-59","Defence Equipment and Support","Finance","Outside London","80","75","56470","51600"
"In post","2023","50-59","Defence Equipment and Support","Human Resources","Outside London","45","45","49450","41800"
"In post","2023","50-59","Defence Equipment and Support","Operational Delivery","London","50","50","28260","28060"
"In post","2023","50-59","Defence Equipment and Support","Operational Delivery","Outside London","770","760","35150","32650"
"In post","2023","50-59","Defence Equipment and Support","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Defence Equipment and Support","Other","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Defence Equipment and Support","Other","Outside London","375","360","42460","35880"
"In post","2023","50-59","Defence Equipment and Support","Other","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Defence Equipment and Support","Project Delivery","Outside London","535","520","49110","43770"
"In post","2023","50-59","Defence Equipment and Support","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Defence Equipment and Support","Science and Engineering","London","5","5","[c]","[c]"
"In post","2023","50-59","Defence Equipment and Support","Science and Engineering","Outside London","740","730","46500","44290"
"In post","2023","50-59","Defence Equipment and Support","Science and Engineering","Overseas","5","5","[c]","[c]"
"In post","2023","50-59","Defence Equipment and Support","Security","Outside London","25","25","39460","39620"
"In post","2023","50-59","Defence Science and Technology Laboratory","Commercial","Outside London","15","15","38120","39890"
"In post","2023","50-59","Defence Science and Technology Laboratory","Communications","Outside London","10","10","[c]","[c]"
"In post","2023","50-59","Defence Science and Technology Laboratory","Finance","Outside London","15","15","43880","49260"
"In post","2023","50-59","Defence Science and Technology Laboratory","Human Resources","Outside London","35","30","42690","49260"
"In post","2023","50-59","Defence Science and Technology Laboratory","Intelligence Analysis","Outside London","5","5","[c]","[c]"
"In post","2023","50-59","Defence Science and Technology Laboratory","Knowledge and Information Management","Outside London","15","15","41470","39890"
"In post","2023","50-59","Defence Science and Technology Laboratory","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Defence Science and Technology Laboratory","Operational Delivery","Outside London","120","120","46190","49260"
"In post","2023","50-59","Defence Science and Technology Laboratory","Operational Research","Outside London","50","45","51520","49260"
"In post","2023","50-59","Defence Science and Technology Laboratory","Other","Outside London","145","140","57940","59890"
"In post","2023","50-59","Defence Science and Technology Laboratory","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Defence Science and Technology Laboratory","Project Delivery","Outside London","125","120","45150","49260"
"In post","2023","50-59","Defence Science and Technology Laboratory","Psychology","Outside London","5","5","[c]","[c]"
"In post","2023","50-59","Defence Science and Technology Laboratory","Science and Engineering","Outside London","520","505","48960","49260"
"In post","2023","50-59","Defence Science and Technology Laboratory","Security","Outside London","30","30","44070","39890"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","London","25","25","51710","48160"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","Outside London","5","5","[c]","[c]"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","London","15","15","54800","59480"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","London","30","25","49490","42180"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","Outside London","5","5","[c]","[c]"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","London","20","20","60370","60310"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","Outside London","5","5","[c]","[c]"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Knowledge and Information Management","London","5","5","[c]","[c]"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","London","60","60","50510","47960"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","Outside London","55","55","51390","50680"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","London","505","495","55770","55350"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","Outside London","135","130","51170","50310"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","London","15","15","62230","58810"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","Outside London","10","10","49900","50680"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Security","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Social Research","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Statistics","London","10","10","[c]","[c]"
"In post","2023","50-59","Department for Digital, Culture, Media and Sport (excl. agencies)","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Digital, Culture, Media and Sport (excl. agencies)","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Digital, Culture, Media and Sport (excl. agencies)","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Digital, Culture, Media and Sport (excl. agencies)","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Digital, Culture, Media and Sport (excl. agencies)","Finance","London","5","5","[c]","[c]"
"In post","2023","50-59","Department for Digital, Culture, Media and Sport (excl. agencies)","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Digital, Culture, Media and Sport (excl. agencies)","Human Resources","London","10","10","64810","61180"
"In post","2023","50-59","Department for Digital, Culture, Media and Sport (excl. agencies)","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Digital, Culture, Media and Sport (excl. agencies)","International Trade","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Digital, Culture, Media and Sport (excl. agencies)","Other","London","10","10","28970","28010"
"In post","2023","50-59","Department for Digital, Culture, Media and Sport (excl. agencies)","Policy","London","75","75","53770","53030"
"In post","2023","50-59","Department for Digital, Culture, Media and Sport (excl. agencies)","Policy","Outside London","5","5","[c]","[c]"
"In post","2023","50-59","Department for Digital, Culture, Media and Sport (excl. agencies)","Project Delivery","London","10","10","52190","53550"
"In post","2023","50-59","Department for Digital, Culture, Media and Sport (excl. agencies)","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Digital, Culture, Media and Sport (excl. agencies)","Security","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Digital, Culture, Media and Sport (excl. agencies)","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Digital, Culture, Media and Sport (excl. agencies)","Social Research","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Digital, Culture, Media and Sport (excl. agencies)","Social Research","Outside London","[c]","[c]","[c]","[c]"
