"Status","Year","Age","Function_of_post","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","20-29","Commercial","Attorney General's Departments","Commercial","10","10","[c]","[c]"
"In post","2023","20-29","Commercial","Attorney General's Departments","Policy","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Cabinet Office","Commercial","240","235","41950","32960"
"In post","2023","20-29","Commercial","Cabinet Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Cabinet Office","Finance","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Cabinet Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Cabinet Office","Policy","5","5","[c]","[c]"
"In post","2023","20-29","Commercial","Cabinet Office","Unknown","15","15","50000","56000"
"In post","2023","20-29","Commercial","Chancellor's other departments","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Chancellor's other departments","Other","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Department for Business, Energy and Industrial Strategy","Commercial","5","5","[c]","[c]"
"In post","2023","20-29","Commercial","Department for Business, Energy and Industrial Strategy","Other","10","10","34640","31580"
"In post","2023","20-29","Commercial","Department for Business, Energy and Industrial Strategy","Policy","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Department for Business, Energy and Industrial Strategy","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Department for Digital, Culture, Media and Sport","Commercial","5","5","[c]","[c]"
"In post","2023","20-29","Commercial","Department for Digital, Culture, Media and Sport","Other","10","10","32950","31880"
"In post","2023","20-29","Commercial","Department for Education","Commercial","45","45","33100","30330"
"In post","2023","20-29","Commercial","Department for Education","Economics","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Department for Education","Project Delivery","5","5","[c]","[c]"
"In post","2023","20-29","Commercial","Department for Education","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Department for Environment, Food and Rural Affairs","Commercial","20","20","32220","30320"
"In post","2023","20-29","Commercial","Department for Environment, Food and Rural Affairs","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Department for Environment, Food and Rural Affairs","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Department for International Trade","Commercial","15","15","36630","35010"
"In post","2023","20-29","Commercial","Department for International Trade","International Trade","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Department for International Trade","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Department for Levelling Up, Housing and Communities","Commercial","10","10","37370","40390"
"In post","2023","20-29","Commercial","Department for Levelling Up, Housing and Communities","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Department for Transport","Commercial","70","70","37450","35400"
"In post","2023","20-29","Commercial","Department for Work and Pensions","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Department for Work and Pensions","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Department for Work and Pensions","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Department of Health and Social Care","Commercial","25","25","38470","38120"
"In post","2023","20-29","Commercial","Department of Health and Social Care","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Department of Health and Social Care","Other","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Department of Health and Social Care","Policy","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Department of Health and Social Care","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Department of Health and Social Care","Unknown","5","5","[c]","[c]"
"In post","2023","20-29","Commercial","Food Standards Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Foreign, Commonwealth and Development Office","Commercial","20","20","36680","35700"
"In post","2023","20-29","Commercial","Foreign, Commonwealth and Development Office","Other","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Foreign, Commonwealth and Development Office","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","HM Land Registry","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","HM Revenue and Customs","Commercial","15","15","35290","34700"
"In post","2023","20-29","Commercial","HM Revenue and Customs","Operational Delivery","10","10","[c]","[c]"
"In post","2023","20-29","Commercial","HM Revenue and Customs","Tax","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","HM Revenue and Customs","Unknown","10","10","[c]","[c]"
"In post","2023","20-29","Commercial","Home Office","Commercial","15","15","36080","36000"
"In post","2023","20-29","Commercial","Ministry of Defence","Commercial","445","440","31650","31280"
"In post","2023","20-29","Commercial","Ministry of Defence","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Ministry of Justice","Commercial","45","45","36400","36180"
"In post","2023","20-29","Commercial","Ministry of Justice","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","National Crime Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Office for Standards in Education, Children's Services and Skills","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Office of Rail and Road","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Scottish Government","Commercial","15","15","29840","28490"
"In post","2023","20-29","Commercial","The National Archives","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","UK Export Finance","Economics","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","UK Export Finance","Operational Delivery","60","60","41120","42000"
"In post","2023","20-29","Commercial","UK Statistics Authority","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Attorney General's Departments","Communications","25","25","34000","32660"
"In post","2023","20-29","Communications","Cabinet Office","Communications","35","35","37600","35650"
"In post","2023","20-29","Communications","Cabinet Office","Digital, Data and Technology","5","5","[c]","[c]"
"In post","2023","20-29","Communications","Cabinet Office","Finance","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Cabinet Office","Psychology","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Cabinet Office","Unknown","25","25","39280","35650"
"In post","2023","20-29","Communications","Chancellor's other departments","Communications","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Charity Commission","Communications","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Competition and Markets Authority","Communications","5","5","[c]","[c]"
"In post","2023","20-29","Communications","Competition and Markets Authority","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Department for Business, Energy and Industrial Strategy","Communications","55","55","39010","39460"
"In post","2023","20-29","Communications","Department for Digital, Culture, Media and Sport","Communications","15","15","39580","38120"
"In post","2023","20-29","Communications","Department for Digital, Culture, Media and Sport","Other","5","5","[c]","[c]"
"In post","2023","20-29","Communications","Department for Education","Communications","70","70","35600","34920"
"In post","2023","20-29","Communications","Department for Education","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Department for Environment, Food and Rural Affairs","Communications","60","55","33990","33830"
"In post","2023","20-29","Communications","Department for Environment, Food and Rural Affairs","Operational Delivery","5","5","[c]","[c]"
"In post","2023","20-29","Communications","Department for International Trade","Communications","40","40","40280","41550"
"In post","2023","20-29","Communications","Department for International Trade","Other","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Department for Levelling Up, Housing and Communities","Communications","20","20","34800","31290"
"In post","2023","20-29","Communications","Department for Transport","Communications","45","40","34780","35400"
"In post","2023","20-29","Communications","Department for Transport","Unknown","5","5","[c]","[c]"
"In post","2023","20-29","Communications","Department for Work and Pensions","Communications","10","10","35680","32800"
"In post","2023","20-29","Communications","Department for Work and Pensions","Knowledge and Information Management","10","10","41960","44360"
"In post","2023","20-29","Communications","Department of Health and Social Care","Communications","20","20","34090","33240"
"In post","2023","20-29","Communications","Department of Health and Social Care","Unknown","25","25","37640","34190"
"In post","2023","20-29","Communications","Estyn","Communications","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Food Standards Agency","Communications","5","5","[c]","[c]"
"In post","2023","20-29","Communications","Foreign, Commonwealth and Development Office","Communications","35","35","39530","41240"
"In post","2023","20-29","Communications","HM Land Registry","Communications","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","HM Revenue and Customs","Communications","35","35","35540","34700"
"In post","2023","20-29","Communications","HM Treasury","Communications","15","15","34950","33560"
"In post","2023","20-29","Communications","Home Office","Communications","30","30","40680","38410"
"In post","2023","20-29","Communications","Home Office","Other","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Ministry of Defence","Communications","90","90","35870","34160"
"In post","2023","20-29","Communications","Ministry of Justice","Communications","60","60","37860","35410"
"In post","2023","20-29","Communications","National Crime Agency","Communications","5","5","[c]","[c]"
"In post","2023","20-29","Communications","Northern Ireland Office","Communications","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Office for Standards in Education, Children's Services and Skills","Communications","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Office of Gas and Electricity Markets","Communications","10","10","[c]","[c]"
"In post","2023","20-29","Communications","Office of Qualifications and Examinations Regulation","Communications","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Office of the Secretary of State for Scotland","Communications","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Office of the Secretary of State for Wales","Communications","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Scottish Government","Communications","5","5","[c]","[c]"
"In post","2023","20-29","Communications","The National Archives","Communications","5","5","[c]","[c]"
"In post","2023","20-29","Communications","UK Export Finance","Communications","5","5","[c]","[c]"
"In post","2023","20-29","Communications","UK Export Finance","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","UK Export Finance","Operational Delivery","10","10","43880","42250"
"In post","2023","20-29","Communications","UK Export Finance","Policy","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","UK Statistics Authority","Communications","15","15","31460","31060"
"In post","2023","20-29","Communications","UK Supreme Court","Communications","5","5","[c]","[c]"
