"Status","Year","Function_of_post","Profession_of_post","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Human Resources","Operational Delivery","Sheffield","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Operational Delivery","Sheffield","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Operational Delivery","Tyneside","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Operational Delivery","Tyneside","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Operational Delivery","Westminster","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Operational Delivery","Westminster","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Other","Birmingham","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Other","Birmingham","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Other","Croydon","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Other","Croydon","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Other","Nottingham","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Other","Nottingham","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Other","Westminster","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Other","Westminster","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Project Delivery","Croydon","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Project Delivery","Croydon","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Project Delivery","Greater Manchester South West","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Project Delivery","Greater Manchester South West","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Project Delivery","Sheffield","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Project Delivery","Sheffield","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Project Delivery","Tower Hamlets","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Project Delivery","Tower Hamlets","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Unknown","Bristol, City of","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Unknown","Bristol, City of","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Unknown","Glasgow City","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Unknown","Glasgow City","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Unknown","Greater Manchester South West","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Unknown","Greater Manchester South West","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Unknown","Leeds","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Unknown","Leeds","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Unknown","Leicester","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Unknown","Leicester","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Unknown","Merton, Kingston upon Thames and Sutton","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Unknown","Merton, Kingston upon Thames and Sutton","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Unknown","Nottingham","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Unknown","Nottingham","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Unknown","Tyneside","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Unknown","Tyneside","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Unknown","Warwickshire CC","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Unknown","Warwickshire CC","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Unknown","Westminster","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Unknown","Westminster","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Unknown","Worcestershire CC","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Unknown","Worcestershire CC","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Unknown","York","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Unknown","York","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Internal Audit","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Internal Audit","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Internal Audit","Berkshire","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Internal Audit","Berkshire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Internal Audit","Birmingham","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Internal Audit","Birmingham","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Internal Audit","Bristol, City of","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Internal Audit","Bristol, City of","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Internal Audit","Cardiff and Vale of Glamorgan","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Internal Audit","Cardiff and Vale of Glamorgan","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Internal Audit","Central Hampshire","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Internal Audit","Central Hampshire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Internal Audit","Darlington","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Internal Audit","Darlington","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Internal Audit","Devon CC","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Internal Audit","Devon CC","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Internal Audit","Glasgow City","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Internal Audit","Glasgow City","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Internal Audit","Greater Manchester South West","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Internal Audit","Greater Manchester South West","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Internal Audit","Hackney and Newham","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Internal Audit","Hackney and Newham","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Internal Audit","Leeds","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Internal Audit","Leeds","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Internal Audit","Monmouthshire and Newport","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Internal Audit","Monmouthshire and Newport","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Internal Audit","Nottingham","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Internal Audit","Nottingham","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Internal Audit","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Internal Audit","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Internal Audit","Oxfordshire CC","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Internal Audit","Oxfordshire CC","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Internal Audit","Plymouth","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Internal Audit","Plymouth","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Internal Audit","Portsmouth","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Internal Audit","Portsmouth","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Internal Audit","Sefton","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Internal Audit","Sefton","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Internal Audit","Sheffield","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Internal Audit","Sheffield","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Internal Audit","Staffordshire CC","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Internal Audit","Staffordshire CC","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Internal Audit","Tyneside","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Internal Audit","Tyneside","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Internal Audit","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Internal Audit","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Internal Audit","Westminster","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Internal Audit","Westminster","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Internal Audit","Wiltshire","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Internal Audit","Wiltshire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Communications","Westminster","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Communications","Westminster","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Digital, Data and Technology","Calderdale and Kirklees","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Digital, Data and Technology","Calderdale and Kirklees","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Digital, Data and Technology","Westminster","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Digital, Data and Technology","Westminster","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Finance","Cardiff and Vale of Glamorgan","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Finance","Cardiff and Vale of Glamorgan","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Finance","Leeds","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Finance","Leeds","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Finance","Leicester","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Finance","Leicester","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Finance","Liverpool","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Finance","Liverpool","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Finance","Nottingham","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Finance","Nottingham","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Finance","Sheffield","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Finance","Sheffield","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Finance","Tyneside","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Finance","Tyneside","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Finance","Westminster","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Finance","Westminster","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Knowledge and Information Management","Leeds","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Knowledge and Information Management","Leeds","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Knowledge and Information Management","South Hampshire","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Knowledge and Information Management","South Hampshire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Knowledge and Information Management","South Teesside","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Knowledge and Information Management","South Teesside","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Knowledge and Information Management","Westminster","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Knowledge and Information Management","Westminster","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Aberdeen City and Aberdeenshire","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Aberdeen City and Aberdeenshire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Angus and Dundee City","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Angus and Dundee City","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Barnet","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Barnet","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Bedford","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Bedford","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Belfast","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Belfast","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Berkshire","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Berkshire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Birmingham","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Birmingham","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Blackpool","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Blackpool","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Bournemouth, Christchurch and Poole","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Bournemouth, Christchurch and Poole","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Bradford","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Bradford","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Brighton and Hove","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Brighton and Hove","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Bristol, City of","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Bristol, City of","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Cambridgeshire CC","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Cambridgeshire CC","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Camden and City of London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Camden and City of London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Cardiff and Vale of Glamorgan","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Cardiff and Vale of Glamorgan","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Central Hampshire","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Central Hampshire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Central Valleys","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Central Valleys","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Cheshire East","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Cheshire East","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","City of Edinburgh","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","City of Edinburgh","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Clackmannanshire and Fife","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Clackmannanshire and Fife","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Conwy and Denbighshire","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Conwy and Denbighshire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Coventry","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Coventry","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Croydon","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Croydon","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Devon CC","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Devon CC","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Dumfries and Galloway","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Dumfries and Galloway","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Durham","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Durham","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","East Kent","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","East Kent","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","East Surrey","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","East Surrey","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Falkirk","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Falkirk","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Flintshire and Wrexham","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Flintshire and Wrexham","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Glasgow City","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Glasgow City","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Gloucestershire CC","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Gloucestershire CC","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Greater Manchester South West","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Greater Manchester South West","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Gwynedd","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Gwynedd","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Hackney and Newham","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Hackney and Newham","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Harrow and Hillingdon","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Harrow and Hillingdon","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Heart of Essex","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Heart of Essex","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Hertfordshire CC","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Hertfordshire CC","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Inverclyde, East Renfrewshire, and Renfrewshire","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Inverclyde, East Renfrewshire, and Renfrewshire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Inverness and Nairn, Moray, and Badenoch and Strathspey","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Inverness and Nairn, Moray, and Badenoch and Strathspey","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Kingston upon Hull, City of","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Kingston upon Hull, City of","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Lambeth","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Lambeth","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Leeds","Female","45","[c]","44460","49050"
"New entrant CS","2023","Legal","Legal","Leeds","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Leicester","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Leicester","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Leicestershire CC and Rutland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Leicestershire CC and Rutland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Lincolnshire CC","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Lincolnshire CC","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Liverpool","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Liverpool","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Luton","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Luton","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Manchester","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Manchester","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Mid Lancashire","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Mid Lancashire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Milton Keynes","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Milton Keynes","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Monmouthshire and Newport","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Monmouthshire and Newport","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Na h-Eileanan Siar","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Na h-Eileanan Siar","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","North Lanarkshire","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","North Lanarkshire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","North Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","North Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","North and North East Lincolnshire","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","North and North East Lincolnshire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Norwich and East Norfolk","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Norwich and East Norfolk","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Nottingham","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Nottingham","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Oxfordshire CC","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Oxfordshire CC","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Perth and Kinross, and Stirling","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Perth and Kinross, and Stirling","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Peterborough","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Peterborough","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Plymouth","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Plymouth","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Portsmouth","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Portsmouth","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Sheffield","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Sheffield","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Somerset CC","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Somerset CC","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","South Hampshire","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","South Hampshire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","South Lanarkshire","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","South Lanarkshire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","South Teesside","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","South Teesside","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Southampton","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Southampton","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Staffordshire CC","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Staffordshire CC","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Stoke-on-Trent","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Stoke-on-Trent","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Suffolk CC","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Suffolk CC","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Swansea","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Swansea","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Swindon","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Swindon","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Tower Hamlets","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Tower Hamlets","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Tyneside","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Tyneside","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Unknown","Female","[c]","[c]","[c]","[c]"
