"Status","Year","Age","Ethnicity","Function_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Unknown","Unknown","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","No function","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Property","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Unknown","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","Commercial","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","Communications","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","Communications","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","Debt","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","Digital, Data & Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","Digital, Data & Technology","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","Digital, Data & Technology","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","Digital, Data & Technology","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","Digital, Data & Technology","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","Digital, Data & Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","Digital, Data & Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","Finance","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","No function","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","No function","London","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","No function","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","No function","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","No function","South West (England)","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","No function","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","No function","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","Property","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","Property","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","Property","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Asian","Legal","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Asian","No function","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Asian","No function","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Asian","No function","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Asian","No function","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Asian","No function","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Black","Legal","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Black","No function","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Black","No function","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Black","No function","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Black","No function","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Black","No function","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Mixed","Legal","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Mixed","No function","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Mixed","No function","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Mixed","No function","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Mixed","No function","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Mixed","No function","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Other ethnicity","Legal","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Other ethnicity","No function","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Other ethnicity","No function","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Other ethnicity","No function","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Other ethnicity","No function","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Other ethnicity","No function","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Unknown","No function","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Unknown","No function","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Unknown","No function","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","White","Legal","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","White","No function","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","White","No function","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","White","No function","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","White","No function","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","White","No function","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Analysis","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Analysis","London","20","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Analysis","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Analysis","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Analysis","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Analysis","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Analysis","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Analysis","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Analysis","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Analysis","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Commercial","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Commercial","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Commercial","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Commercial","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Commercial","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Commercial","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Commercial","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Commercial","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Commercial","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Communications","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Communications","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Communications","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Communications","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Communications","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Communications","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Communications","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Counter Fraud","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Counter Fraud","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Counter Fraud","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Counter Fraud","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Counter Fraud","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Counter Fraud","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Counter Fraud","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Counter Fraud","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Counter Fraud","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Counter Fraud","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Counter Fraud","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Counter Fraud","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Debt","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Debt","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Debt","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Debt","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Debt","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Debt","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Debt","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Debt","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Digital, Data & Technology","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Digital, Data & Technology","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Digital, Data & Technology","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Digital, Data & Technology","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Digital, Data & Technology","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Digital, Data & Technology","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Digital, Data & Technology","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Digital, Data & Technology","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Digital, Data & Technology","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Digital, Data & Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Digital, Data & Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Finance","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Finance","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Finance","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Finance","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Finance","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Finance","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Finance","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Grants Management","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Grants Management","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Grants Management","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Grants Management","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Grants Management","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Grants Management","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Human Resources","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Human Resources","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Human Resources","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Human Resources","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Human Resources","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Internal Audit","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Legal","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Legal","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Legal","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Legal","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Legal","Northern Ireland","[c]","[c]","[c]","[c]"
