"Status","Year","Ethnicity","Organisation","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","White","Defence Equipment and Support","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Defence Equipment and Support","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Defence Science and Technology Laboratory","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Defence Science and Technology Laboratory","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Defence Science and Technology Laboratory","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Defence Science and Technology Laboratory","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Defence Science and Technology Laboratory","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Defence Science and Technology Laboratory","Other","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Defence Science and Technology Laboratory","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Defence Science and Technology Laboratory","Project Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Defence Science and Technology Laboratory","Science and Engineering","Outside London","20","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","London","20","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","London","210","[c]","47060","41550"
"Leaver Dept.","2023","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Digital, Culture, Media and Sport (excl. agencies)","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Digital, Culture, Media and Sport (excl. agencies)","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Digital, Culture, Media and Sport (excl. agencies)","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Digital, Culture, Media and Sport (excl. agencies)","Economics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Digital, Culture, Media and Sport (excl. agencies)","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Digital, Culture, Media and Sport (excl. agencies)","Human Resources","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Digital, Culture, Media and Sport (excl. agencies)","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Digital, Culture, Media and Sport (excl. agencies)","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Digital, Culture, Media and Sport (excl. agencies)","Other","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Digital, Culture, Media and Sport (excl. agencies)","Policy","London","105","[c]","45790","36560"
"Leaver Dept.","2023","White","Department for Digital, Culture, Media and Sport (excl. agencies)","Project Delivery","London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Digital, Culture, Media and Sport (excl. agencies)","Social Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Digital, Culture, Media and Sport (excl. agencies)","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Education (excl. agencies)","Commercial","Outside London","30","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Education (excl. agencies)","Communications","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Education (excl. agencies)","Communications","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Education (excl. agencies)","Digital, Data and Technology","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Education (excl. agencies)","Digital, Data and Technology","Outside London","30","[c]","40580","37590"
"Leaver Dept.","2023","White","Department for Education (excl. agencies)","Economics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Education (excl. agencies)","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Education (excl. agencies)","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Education (excl. agencies)","Finance","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Education (excl. agencies)","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Education (excl. agencies)","Human Resources","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Education (excl. agencies)","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Education (excl. agencies)","Legal","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Education (excl. agencies)","Operational Delivery","London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Education (excl. agencies)","Operational Delivery","Outside London","25","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Education (excl. agencies)","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Education (excl. agencies)","Operational Research","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Education (excl. agencies)","Policy","London","45","[c]","48630","44640"
"Leaver Dept.","2023","White","Department for Education (excl. agencies)","Policy","Outside London","35","[c]","40710","37590"
"Leaver Dept.","2023","White","Department for Education (excl. agencies)","Project Delivery","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Education (excl. agencies)","Project Delivery","Outside London","20","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Education (excl. agencies)","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Education (excl. agencies)","Security","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Education (excl. agencies)","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Education (excl. agencies)","Social Research","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Education (excl. agencies)","Social Research","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Education (excl. agencies)","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Education (excl. agencies)","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Environment, Food and Rural Affairs (excl. agencies)","Economics","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Environment, Food and Rural Affairs (excl. agencies)","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","Outside London","25","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Environment, Food and Rural Affairs (excl. agencies)","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Environment, Food and Rural Affairs (excl. agencies)","Other","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Environment, Food and Rural Affairs (excl. agencies)","Other","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","London","115","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","Outside London","90","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for International Trade","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for International Trade","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for International Trade","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for International Trade","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for International Trade","Economics","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for International Trade","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for International Trade","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for International Trade","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for International Trade","International Trade","London","25","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for International Trade","International Trade","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for International Trade","International Trade","Overseas","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for International Trade","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for International Trade","Operational Delivery","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for International Trade","Other","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for International Trade","Policy","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for International Trade","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for International Trade","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for International Trade","Security","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for International Trade","Social Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for International Trade","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for International Trade","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Levelling Up, Housing and Communities (excl. agencies)","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Levelling Up, Housing and Communities (excl. agencies)","Communications","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Levelling Up, Housing and Communities (excl. agencies)","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Levelling Up, Housing and Communities (excl. agencies)","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Levelling Up, Housing and Communities (excl. agencies)","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Levelling Up, Housing and Communities (excl. agencies)","Economics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Levelling Up, Housing and Communities (excl. agencies)","Finance","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Levelling Up, Housing and Communities (excl. agencies)","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Levelling Up, Housing and Communities (excl. agencies)","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Levelling Up, Housing and Communities (excl. agencies)","Human Resources","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Levelling Up, Housing and Communities (excl. agencies)","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Levelling Up, Housing and Communities (excl. agencies)","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Levelling Up, Housing and Communities (excl. agencies)","Operational Delivery","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Levelling Up, Housing and Communities (excl. agencies)","Operational Delivery","Outside London","20","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Levelling Up, Housing and Communities (excl. agencies)","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Levelling Up, Housing and Communities (excl. agencies)","Planning","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Levelling Up, Housing and Communities (excl. agencies)","Planning","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Levelling Up, Housing and Communities (excl. agencies)","Policy","London","115","[c]","47590","41870"
"Leaver Dept.","2023","White","Department for Levelling Up, Housing and Communities (excl. agencies)","Policy","Outside London","65","[c]","39200","36340"
"Leaver Dept.","2023","White","Department for Levelling Up, Housing and Communities (excl. agencies)","Project Delivery","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Levelling Up, Housing and Communities (excl. agencies)","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Levelling Up, Housing and Communities (excl. agencies)","Social Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Levelling Up, Housing and Communities (excl. agencies)","Statistics","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Levelling Up, Housing and Communities (excl. agencies)","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Transport (excl. agencies)","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Transport (excl. agencies)","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Transport (excl. agencies)","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Transport (excl. agencies)","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Transport (excl. agencies)","Unknown","London","85","[c]","49470","43360"
"Leaver Dept.","2023","White","Department for Transport (excl. agencies)","Unknown","Outside London","25","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Work and Pensions (excl. agencies)","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Work and Pensions (excl. agencies)","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Work and Pensions (excl. agencies)","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Work and Pensions (excl. agencies)","Counter Fraud","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Work and Pensions (excl. agencies)","Counter Fraud","Outside London","80","[c]","28960","28120"
"Leaver Dept.","2023","White","Department for Work and Pensions (excl. agencies)","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Work and Pensions (excl. agencies)","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Work and Pensions (excl. agencies)","Digital, Data and Technology","Outside London","70","[c]","41040","38470"
"Leaver Dept.","2023","White","Department for Work and Pensions (excl. agencies)","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Work and Pensions (excl. agencies)","Finance","London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Work and Pensions (excl. agencies)","Finance","Outside London","65","[c]","40420","35310"
"Leaver Dept.","2023","White","Department for Work and Pensions (excl. agencies)","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Work and Pensions (excl. agencies)","Human Resources","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Work and Pensions (excl. agencies)","Human Resources","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Work and Pensions (excl. agencies)","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Work and Pensions (excl. agencies)","Operational Delivery","London","60","[c]","32810","32520"
"Leaver Dept.","2023","White","Department for Work and Pensions (excl. agencies)","Operational Delivery","Outside London","1280","[c]","27180","28120"
"Leaver Dept.","2023","White","Department for Work and Pensions (excl. agencies)","Operational Delivery","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Work and Pensions (excl. agencies)","Other","London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Work and Pensions (excl. agencies)","Other","Outside London","50","[c]","24830","21690"
"Leaver Dept.","2023","White","Department for Work and Pensions (excl. agencies)","Policy","London","30","[c]","47660","38130"
"Leaver Dept.","2023","White","Department for Work and Pensions (excl. agencies)","Policy","Outside London","35","[c]","35020","34170"
"Leaver Dept.","2023","White","Department for Work and Pensions (excl. agencies)","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Work and Pensions (excl. agencies)","Project Delivery","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Work and Pensions (excl. agencies)","Project Delivery","Outside London","25","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Work and Pensions (excl. agencies)","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Work and Pensions (excl. agencies)","Property","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Work and Pensions (excl. agencies)","Property","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Work and Pensions (excl. agencies)","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Work and Pensions (excl. agencies)","Unknown","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department of Health and Social Care (excl. agencies)","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department of Health and Social Care (excl. agencies)","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department of Health and Social Care (excl. agencies)","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department of Health and Social Care (excl. agencies)","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department of Health and Social Care (excl. agencies)","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department of Health and Social Care (excl. agencies)","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department of Health and Social Care (excl. agencies)","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department of Health and Social Care (excl. agencies)","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department of Health and Social Care (excl. agencies)","Medicine","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department of Health and Social Care (excl. agencies)","Other","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department of Health and Social Care (excl. agencies)","Policy","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department of Health and Social Care (excl. agencies)","Policy","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department of Health and Social Care (excl. agencies)","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department of Health and Social Care (excl. agencies)","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department of Health and Social Care (excl. agencies)","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department of Health and Social Care (excl. agencies)","Social Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department of Health and Social Care (excl. agencies)","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department of Health and Social Care (excl. agencies)","Unknown","London","105","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department of Health and Social Care (excl. agencies)","Unknown","Outside London","45","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department of Health and Social Care (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Disclosure Scotland","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Driver and Vehicle Licensing Agency","Commercial","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Driver and Vehicle Licensing Agency","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Driver and Vehicle Licensing Agency","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Driver and Vehicle Licensing Agency","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Driver and Vehicle Licensing Agency","Human Resources","Outside London","40","[c]","32140","31510"
"Leaver Dept.","2023","White","Driver and Vehicle Licensing Agency","Operational Delivery","Outside London","80","[c]","26360","22500"
"Leaver Dept.","2023","White","Driver and Vehicle Licensing Agency","Policy","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Driver and Vehicle Licensing Agency","Project Delivery","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Driver and Vehicle Licensing Agency","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Driver and Vehicle Licensing Agency","Security","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Driver and Vehicle Standards Agency","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Driver and Vehicle Standards Agency","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Driver and Vehicle Standards Agency","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Driver and Vehicle Standards Agency","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Driver and Vehicle Standards Agency","Digital, Data and Technology","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Driver and Vehicle Standards Agency","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Driver and Vehicle Standards Agency","Human Resources","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Driver and Vehicle Standards Agency","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Driver and Vehicle Standards Agency","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Driver and Vehicle Standards Agency","Operational Delivery","Outside London","30","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Driver and Vehicle Standards Agency","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Driver and Vehicle Standards Agency","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Driver and Vehicle Standards Agency","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Driver and Vehicle Standards Agency","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Driver and Vehicle Standards Agency","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Education Scotland","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Education and Skills Funding Agency","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Education and Skills Funding Agency","Digital, Data and Technology","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Education and Skills Funding Agency","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Education and Skills Funding Agency","Finance","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Education and Skills Funding Agency","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Education and Skills Funding Agency","Operational Delivery","Outside London","20","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Education and Skills Funding Agency","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Education and Skills Funding Agency","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Education and Skills Funding Agency","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Estyn","Inspector of Education and Training","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Estyn","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","FCDO Services","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","FCDO Services","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","FCDO Services","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","FCDO Services","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Food Standards Agency","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Food Standards Agency","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Food Standards Agency","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Food Standards Agency","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Food Standards Agency","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
