"Status","Year","Age","Ethnicity","Region_ITL2","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Asian","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Merseyside","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Merseyside","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","North Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","North Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","North Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","North Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","North Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Northumberland, and Tyne and Wear","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Northumberland, and Tyne and Wear","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Northumberland, and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Outer London - East and North East","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Outer London - East and North East","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Outer London - South","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Outer London - South","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Outer London - West and North West","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Outer London - West and North West","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Shropshire and Staffordshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Shropshire and Staffordshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","South Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","South Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Southern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Southern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Southern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Surrey, East and West Sussex","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Surrey, East and West Sussex","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Tees Valley and Durham","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Tees Valley and Durham","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","West Central Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","West Central Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","West Midlands","Female","5","5","[c]","[c]"
"In post","2023","16-19","Asian","West Midlands","Male","10","10","[c]","[c]"
"In post","2023","16-19","Asian","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","West Wales and The Valleys","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","West Wales and The Valleys","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","West Yorkshire","Female","10","10","[c]","[c]"
"In post","2023","16-19","Asian","West Yorkshire","Male","10","10","[c]","[c]"
"In post","2023","16-19","Asian","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Bedfordshire and Hertfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Bedfordshire and Hertfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Berkshire, Buckinghamshire and Oxfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Berkshire, Buckinghamshire and Oxfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Cheshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Cheshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Cumbria","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Derbyshire and Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Derbyshire and Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Devon","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Devon","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Devon","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Dorset and Somerset","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Dorset and Somerset","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","East Anglia","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","East Anglia","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","East Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","East Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","East Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","East Yorkshire and Northern Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","East Yorkshire and Northern Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Essex","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Essex","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Gloucestershire, Wiltshire and Bath/Bristol area","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Gloucestershire, Wiltshire and Bath/Bristol area","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Greater Manchester","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Greater Manchester","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Hampshire and Isle of Wight","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Hampshire and Isle of Wight","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Herefordshire, Worcestershire and Warwickshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Herefordshire, Worcestershire and Warwickshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Highlands and Islands","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Highlands and Islands","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Inner London - East","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Inner London - East","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Inner London - West","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Inner London - West","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Kent","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Kent","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Lancashire","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Leicestershire, Rutland and Northamptonshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Leicestershire, Rutland and Northamptonshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Merseyside","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Merseyside","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","North Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","North Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","North Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","North Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","North Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Northumberland, and Tyne and Wear","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Northumberland, and Tyne and Wear","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Northumberland, and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Outer London - East and North East","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Outer London - East and North East","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Outer London - South","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Outer London - South","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Outer London - West and North West","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Outer London - West and North West","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Shropshire and Staffordshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Shropshire and Staffordshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","South Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","South Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Southern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Southern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Southern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Surrey, East and West Sussex","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Surrey, East and West Sussex","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Tees Valley and Durham","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Tees Valley and Durham","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","West Central Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","West Central Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","West Midlands","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","West Midlands","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","West Wales and The Valleys","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","West Wales and The Valleys","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","West Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","West Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Bedfordshire and Hertfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Bedfordshire and Hertfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Berkshire, Buckinghamshire and Oxfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Berkshire, Buckinghamshire and Oxfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Cheshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Cheshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Cumbria","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Derbyshire and Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Derbyshire and Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Devon","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Devon","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Devon","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Dorset and Somerset","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Dorset and Somerset","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","East Anglia","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","East Anglia","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","East Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","East Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","East Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","East Yorkshire and Northern Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","East Yorkshire and Northern Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Essex","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Essex","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Gloucestershire, Wiltshire and Bath/Bristol area","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Gloucestershire, Wiltshire and Bath/Bristol area","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Greater Manchester","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Greater Manchester","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Hampshire and Isle of Wight","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Hampshire and Isle of Wight","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Herefordshire, Worcestershire and Warwickshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Herefordshire, Worcestershire and Warwickshire","Male","[c]","[c]","[c]","[c]"
