"Status","Year","Disability","Ethnicity","Region_ITL2","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Black","Merseyside","Outside London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Black","North Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","North Yorkshire","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Black","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Northumberland, and Tyne and Wear","Outside London","10","5","[c]","[c]"
"In post","2023","Declared disabled","Black","Outer London - East and North East","London","130","120","33060","32520"
"In post","2023","Declared disabled","Black","Outer London - South","London","225","210","35510","32520"
"In post","2023","Declared disabled","Black","Outer London - West and North West","London","115","110","32870","32520"
"In post","2023","Declared disabled","Black","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Shropshire and Staffordshire","Outside London","20","20","[c]","[c]"
"In post","2023","Declared disabled","Black","South Yorkshire","Outside London","20","20","[c]","[c]"
"In post","2023","Declared disabled","Black","Southern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Surrey, East and West Sussex","Outside London","25","25","[c]","[c]"
"In post","2023","Declared disabled","Black","Tees Valley and Durham","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Black","Unknown","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","Black","West Central Scotland","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Black","West Midlands","Outside London","195","180","29720","28120"
"In post","2023","Declared disabled","Black","West Wales and The Valleys","Outside London","10","5","[c]","[c]"
"In post","2023","Declared disabled","Black","West Yorkshire","Outside London","50","45","29530","27890"
"In post","2023","Declared disabled","Mixed","Bedfordshire and Hertfordshire","Outside London","30","25","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Berkshire, Buckinghamshire and Oxfordshire","Outside London","35","35","35160","32420"
"In post","2023","Declared disabled","Mixed","Cheshire","Outside London","15","10","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Cornwall and Isles of Scilly","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Derbyshire and Nottinghamshire","Outside London","50","45","28850","27890"
"In post","2023","Declared disabled","Mixed","Devon","Outside London","15","10","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Dorset and Somerset","Outside London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Mixed","East Anglia","Outside London","40","40","31100","28120"
"In post","2023","Declared disabled","Mixed","East Wales","Outside London","55","55","32550","30810"
"In post","2023","Declared disabled","Mixed","East Yorkshire and Northern Lincolnshire","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Eastern Scotland","Outside London","25","25","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Essex","Outside London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","85","80","37080","33020"
"In post","2023","Declared disabled","Mixed","Greater Manchester","Outside London","80","75","32500","28840"
"In post","2023","Declared disabled","Mixed","Hampshire and Isle of Wight","Outside London","35","35","37000","30650"
"In post","2023","Declared disabled","Mixed","Herefordshire, Worcestershire and Warwickshire","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Highlands and Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Inner London - East","London","110","100","38080","33400"
"In post","2023","Declared disabled","Mixed","Inner London - West","London","295","290","44950","40390"
"In post","2023","Declared disabled","Mixed","Kent","Outside London","25","25","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Lancashire","Outside London","35","30","29080","28120"
"In post","2023","Declared disabled","Mixed","Leicestershire, Rutland and Northamptonshire","Outside London","30","30","29460","28120"
"In post","2023","Declared disabled","Mixed","Lincolnshire","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Merseyside","Outside London","65","60","28610","26140"
"In post","2023","Declared disabled","Mixed","North Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","North Yorkshire","Outside London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Northumberland, and Tyne and Wear","Outside London","35","30","33170","28170"
"In post","2023","Declared disabled","Mixed","Outer London - East and North East","London","20","20","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Outer London - South","London","75","70","39600","34440"
"In post","2023","Declared disabled","Mixed","Outer London - West and North West","London","45","40","33200","32520"
"In post","2023","Declared disabled","Mixed","Overseas","Overseas","10","10","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Shropshire and Staffordshire","Outside London","25","25","[c]","[c]"
"In post","2023","Declared disabled","Mixed","South Yorkshire","Outside London","40","35","33730","28120"
"In post","2023","Declared disabled","Mixed","Southern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Surrey, East and West Sussex","Outside London","55","50","32460","28730"
"In post","2023","Declared disabled","Mixed","Tees Valley and Durham","Outside London","20","15","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","West Central Scotland","Outside London","30","25","[c]","[c]"
"In post","2023","Declared disabled","Mixed","West Midlands","Outside London","70","60","28170","28120"
"In post","2023","Declared disabled","Mixed","West Wales and The Valleys","Outside London","25","25","[c]","[c]"
"In post","2023","Declared disabled","Mixed","West Yorkshire","Outside London","60","55","30540","28660"
"In post","2023","Declared disabled","Other ethnicity","Bedfordshire and Hertfordshire","Outside London","10","5","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Berkshire, Buckinghamshire and Oxfordshire","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Derbyshire and Nottinghamshire","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","East Anglia","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","East Wales","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Eastern Scotland","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Essex","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Greater Manchester","Outside London","20","20","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Highlands and Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Inner London - East","London","35","35","38220","32790"
"In post","2023","Declared disabled","Other ethnicity","Inner London - West","London","105","100","45680","41060"
"In post","2023","Declared disabled","Other ethnicity","Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Lancashire","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Leicestershire, Rutland and Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Merseyside","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","North Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Northumberland, and Tyne and Wear","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Outer London - East and North East","London","20","20","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Outer London - South","London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Outer London - West and North West","London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Shropshire and Staffordshire","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","South Yorkshire","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Southern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Surrey, East and West Sussex","Outside London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Tees Valley and Durham","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","West Central Scotland","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","West Midlands","Outside London","20","15","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","West Yorkshire","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Bedfordshire and Hertfordshire","Outside London","30","30","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","Outside London","50","45","32590","28760"
"In post","2023","Declared disabled","Undeclared","Cheshire","Outside London","20","20","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Cornwall and Isles of Scilly","Outside London","15","10","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Cumbria","Outside London","20","15","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Derbyshire and Nottinghamshire","Outside London","75","65","30410","28120"
"In post","2023","Declared disabled","Undeclared","Devon","Outside London","50","45","30050","28120"
"In post","2023","Declared disabled","Undeclared","Dorset and Somerset","Outside London","40","40","30980","28120"
"In post","2023","Declared disabled","Undeclared","East Anglia","Outside London","65","60","32190","31670"
"In post","2023","Declared disabled","Undeclared","East Wales","Outside London","55","50","34170","31660"
"In post","2023","Declared disabled","Undeclared","East Yorkshire and Northern Lincolnshire","Outside London","20","15","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Eastern Scotland","Outside London","60","55","37540","37060"
"In post","2023","Declared disabled","Undeclared","Essex","Outside London","20","20","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","230","220","41010","39890"
"In post","2023","Declared disabled","Undeclared","Greater Manchester","Outside London","95","85","31340","28120"
"In post","2023","Declared disabled","Undeclared","Hampshire and Isle of Wight","Outside London","110","100","39360","39740"
"In post","2023","Declared disabled","Undeclared","Herefordshire, Worcestershire and Warwickshire","Outside London","20","15","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Highlands and Islands","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Inner London - East","London","100","90","40090","32550"
"In post","2023","Declared disabled","Undeclared","Inner London - West","London","190","185","46660","41550"
"In post","2023","Declared disabled","Undeclared","Kent","Outside London","55","50","32080","29890"
"In post","2023","Declared disabled","Undeclared","Lancashire","Outside London","70","60","30330","28120"
"In post","2023","Declared disabled","Undeclared","Leicestershire, Rutland and Northamptonshire","Outside London","45","40","27390","25830"
"In post","2023","Declared disabled","Undeclared","Lincolnshire","Outside London","20","15","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Merseyside","Outside London","80","70","28580","28120"
"In post","2023","Declared disabled","Undeclared","North Eastern Scotland","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","North Yorkshire","Outside London","25","25","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Northern Ireland","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Northumberland, and Tyne and Wear","Outside London","90","80","31420","28120"
"In post","2023","Declared disabled","Undeclared","Outer London - East and North East","London","45","40","31610","31450"
"In post","2023","Declared disabled","Undeclared","Outer London - South","London","65","60","34530","32520"
"In post","2023","Declared disabled","Undeclared","Outer London - West and North West","London","55","50","34500","32520"
"In post","2023","Declared disabled","Undeclared","Overseas","Overseas","15","15","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Shropshire and Staffordshire","Outside London","35","30","32800","29050"
"In post","2023","Declared disabled","Undeclared","South Yorkshire","Outside London","50","50","31810","28120"
"In post","2023","Declared disabled","Undeclared","Southern Scotland","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Surrey, East and West Sussex","Outside London","45","40","29530","28150"
"In post","2023","Declared disabled","Undeclared","Tees Valley and Durham","Outside London","35","30","29990","28120"
"In post","2023","Declared disabled","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","West Central Scotland","Outside London","60","55","30860","28120"
"In post","2023","Declared disabled","Undeclared","West Midlands","Outside London","105","95","28810","28120"
"In post","2023","Declared disabled","Undeclared","West Wales and The Valleys","Outside London","65","60","29050","28080"
"In post","2023","Declared disabled","Undeclared","West Yorkshire","Outside London","80","70","30710","28120"
"In post","2023","Declared disabled","Unknown","Bedfordshire and Hertfordshire","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Outside London","30","30","37280","32900"
"In post","2023","Declared disabled","Unknown","Cheshire","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Derbyshire and Nottinghamshire","Outside London","40","35","32660","29150"
"In post","2023","Declared disabled","Unknown","Devon","Outside London","30","30","30640","29530"
"In post","2023","Declared disabled","Unknown","Dorset and Somerset","Outside London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Unknown","East Anglia","Outside London","30","25","[c]","[c]"
"In post","2023","Declared disabled","Unknown","East Wales","Outside London","40","35","36690","31120"
"In post","2023","Declared disabled","Unknown","East Yorkshire and Northern Lincolnshire","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Eastern Scotland","Outside London","125","115","35560","36990"
"In post","2023","Declared disabled","Unknown","Essex","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","85","80","41110","37450"
"In post","2023","Declared disabled","Unknown","Greater Manchester","Outside London","55","50","34440","29810"
"In post","2023","Declared disabled","Unknown","Hampshire and Isle of Wight","Outside London","65","60","35350","31780"
"In post","2023","Declared disabled","Unknown","Herefordshire, Worcestershire and Warwickshire","Outside London","10","5","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Highlands and Islands","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Inner London - East","London","55","55","38880","35240"
"In post","2023","Declared disabled","Unknown","Inner London - West","London","145","140","46130","41470"
"In post","2023","Declared disabled","Unknown","Kent","Outside London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Lancashire","Outside London","40","35","28380","27570"
"In post","2023","Declared disabled","Unknown","Leicestershire, Rutland and Northamptonshire","Outside London","15","10","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Merseyside","Outside London","70","60","27080","25750"
"In post","2023","Declared disabled","Unknown","North Eastern Scotland","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Unknown","North Yorkshire","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Northern Ireland","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Northumberland, and Tyne and Wear","Outside London","65","55","28260","23640"
"In post","2023","Declared disabled","Unknown","Outer London - East and North East","London","15","10","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Outer London - South","London","50","45","35970","32100"
"In post","2023","Declared disabled","Unknown","Outer London - West and North West","London","20","15","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Overseas","Overseas","10","10","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Shropshire and Staffordshire","Outside London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Unknown","South Yorkshire","Outside London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Southern Scotland","Outside London","35","30","31670","28910"
"In post","2023","Declared disabled","Unknown","Surrey, East and West Sussex","Outside London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Tees Valley and Durham","Outside London","25","20","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","West Central Scotland","Outside London","115","100","33930","33220"
"In post","2023","Declared disabled","Unknown","West Midlands","Outside London","50","45","29600","28120"
"In post","2023","Declared disabled","Unknown","West Wales and The Valleys","Outside London","25","20","[c]","[c]"
"In post","2023","Declared disabled","Unknown","West Yorkshire","Outside London","35","30","31390","28120"
"In post","2023","Declared disabled","White","Bedfordshire and Hertfordshire","Outside London","405","370","33750","31280"
"In post","2023","Declared disabled","White","Berkshire, Buckinghamshire and Oxfordshire","Outside London","895","840","34020","31280"
"In post","2023","Declared disabled","White","Cheshire","Outside London","485","440","31520","28120"
"In post","2023","Declared disabled","White","Cornwall and Isles of Scilly","Outside London","230","205","28120","28120"
"In post","2023","Declared disabled","White","Cumbria","Outside London","335","300","29460","26040"
"In post","2023","Declared disabled","White","Derbyshire and Nottinghamshire","Outside London","1630","1490","31910","28120"
"In post","2023","Declared disabled","White","Devon","Outside London","1125","1015","31150","28120"
"In post","2023","Declared disabled","White","Dorset and Somerset","Outside London","670","615","31060","28120"
"In post","2023","Declared disabled","White","East Anglia","Outside London","1460","1335","30930","28120"
"In post","2023","Declared disabled","White","East Wales","Outside London","1820","1690","33760","29730"
"In post","2023","Declared disabled","White","East Yorkshire and Northern Lincolnshire","Outside London","590","530","29090","28120"
"In post","2023","Declared disabled","White","Eastern Scotland","Outside London","1960","1820","35640","30260"
"In post","2023","Declared disabled","White","Essex","Outside London","550","495","31290","31280"
"In post","2023","Declared disabled","White","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","3145","2970","37140","33990"
"In post","2023","Declared disabled","White","Greater Manchester","Outside London","2225","2060","33270","28120"
"In post","2023","Declared disabled","White","Hampshire and Isle of Wight","Outside London","1725","1575","33260","29730"
"In post","2023","Declared disabled","White","Herefordshire, Worcestershire and Warwickshire","Outside London","475","430","30460","28120"
"In post","2023","Declared disabled","White","Highlands and Islands","Outside London","180","165","29530","28120"
"In post","2023","Declared disabled","White","Inner London - East","London","990","950","45650","41870"
"In post","2023","Declared disabled","White","Inner London - West","London","3820","3695","49440","44180"
"In post","2023","Declared disabled","White","Kent","Outside London","965","890","31480","31280"
"In post","2023","Declared disabled","White","Lancashire","Outside London","2025","1810","29410","28120"
"In post","2023","Declared disabled","White","Leicestershire, Rutland and Northamptonshire","Outside London","610","555","28920","28120"
"In post","2023","Declared disabled","White","Lincolnshire","Outside London","445","410","29630","28120"
"In post","2023","Declared disabled","White","Merseyside","Outside London","2445","2200","30410","28120"
"In post","2023","Declared disabled","White","North Eastern Scotland","Outside London","135","125","34510","29450"
"In post","2023","Declared disabled","White","North Yorkshire","Outside London","535","500","33240","29050"
"In post","2023","Declared disabled","White","Northern Ireland","Outside London","360","335","31590","28130"
"In post","2023","Declared disabled","White","Northumberland, and Tyne and Wear","Outside London","2635","2330","29630","28120"
"In post","2023","Declared disabled","White","Outer London - East and North East","London","275","255","32320","32520"
"In post","2023","Declared disabled","White","Outer London - South","London","660","615","41930","36350"
"In post","2023","Declared disabled","White","Outer London - West and North West","London","395","365","35120","32520"
"In post","2023","Declared disabled","White","Overseas","Overseas","145","145","49540","47300"
"In post","2023","Declared disabled","White","Shropshire and Staffordshire","Outside London","1110","1025","32040","28120"
"In post","2023","Declared disabled","White","South Yorkshire","Outside London","1290","1150","32800","28120"
"In post","2023","Declared disabled","White","Southern Scotland","Outside London","445","390","29730","28120"
"In post","2023","Declared disabled","White","Surrey, East and West Sussex","Outside London","990","890","31160","28120"
"In post","2023","Declared disabled","White","Tees Valley and Durham","Outside London","1320","1180","30090","28120"
"In post","2023","Declared disabled","White","Unknown","Unknown","95","90","34740","28120"
"In post","2023","Declared disabled","White","West Central Scotland","Outside London","2015","1825","31140","28120"
"In post","2023","Declared disabled","White","West Midlands","Outside London","1685","1530","32330","28120"
