"Status","Year","Disability","Organisation","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared non-disabled","Department of Health and Social Care (excl. agencies)","EO","EO","65","65","28750","28770"
"In post","2023","Declared non-disabled","Department of Health and Social Care (excl. agencies)","G6/G7","G6","155","145","67920","67890"
"In post","2023","Declared non-disabled","Department of Health and Social Care (excl. agencies)","G6/G7","G7","275","260","54240","54690"
"In post","2023","Declared non-disabled","Department of Health and Social Care (excl. agencies)","SCS level","SCS level","110","105","84620","78610"
"In post","2023","Declared non-disabled","Department of Health and Social Care (excl. agencies)","SEO/HEO","HEO","145","140","33580","34190"
"In post","2023","Declared non-disabled","Department of Health and Social Care (excl. agencies)","SEO/HEO","SEO","205","195","40990","41950"
"In post","2023","Declared non-disabled","Disclosure Scotland","AA/AO","AA","80","75","23930","23340"
"In post","2023","Declared non-disabled","Disclosure Scotland","AA/AO","AO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Disclosure Scotland","EO","EO","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Disclosure Scotland","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Disclosure Scotland","G6/G7","G7","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Disclosure Scotland","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Disclosure Scotland","SEO/HEO","HEO","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Disclosure Scotland","SEO/HEO","SEO","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Driver and Vehicle Licensing Agency","AA/AO","AA","705","555","19330","19000"
"In post","2023","Declared non-disabled","Driver and Vehicle Licensing Agency","AA/AO","AO","2015","1760","22600","22500"
"In post","2023","Declared non-disabled","Driver and Vehicle Licensing Agency","EO","EO","685","650","27300","27190"
"In post","2023","Declared non-disabled","Driver and Vehicle Licensing Agency","G6/G7","G6","80","75","78310","83190"
"In post","2023","Declared non-disabled","Driver and Vehicle Licensing Agency","G6/G7","G7","150","150","57270","53670"
"In post","2023","Declared non-disabled","Driver and Vehicle Licensing Agency","SCS level","SCS level","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Driver and Vehicle Licensing Agency","SEO/HEO","HEO","440","425","33340","31940"
"In post","2023","Declared non-disabled","Driver and Vehicle Licensing Agency","SEO/HEO","SEO","355","345","43140","41500"
"In post","2023","Declared non-disabled","Driver and Vehicle Standards Agency","AA/AO","AA","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Driver and Vehicle Standards Agency","AA/AO","AO","670","615","25680","27490"
"In post","2023","Declared non-disabled","Driver and Vehicle Standards Agency","EO","EO","1620","1495","29050","27450"
"In post","2023","Declared non-disabled","Driver and Vehicle Standards Agency","G6/G7","G6","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Driver and Vehicle Standards Agency","G6/G7","G7","80","80","53990","52310"
"In post","2023","Declared non-disabled","Driver and Vehicle Standards Agency","SCS level","SCS level","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Driver and Vehicle Standards Agency","SEO/HEO","HEO","530","515","33710","32950"
"In post","2023","Declared non-disabled","Driver and Vehicle Standards Agency","SEO/HEO","SEO","215","210","41890","41020"
"In post","2023","Declared non-disabled","Education Scotland","AA/AO","AA","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Education Scotland","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Education Scotland","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Education Scotland","G6/G7","G6","80","75","78010","79810"
"In post","2023","Declared non-disabled","Education Scotland","G6/G7","G7","30","30","58620","54870"
"In post","2023","Declared non-disabled","Education Scotland","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Education Scotland","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Education Scotland","SEO/HEO","SEO","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Education and Skills Funding Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Education and Skills Funding Agency","EO","EO","30","25","[c]","[c]"
"In post","2023","Declared non-disabled","Education and Skills Funding Agency","G6/G7","G6","50","50","65110","63500"
"In post","2023","Declared non-disabled","Education and Skills Funding Agency","G6/G7","G7","145","140","52710","51910"
"In post","2023","Declared non-disabled","Education and Skills Funding Agency","SCS level","SCS level","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Education and Skills Funding Agency","SEO/HEO","HEO","130","125","32100","31200"
"In post","2023","Declared non-disabled","Education and Skills Funding Agency","SEO/HEO","SEO","185","175","39770","38210"
"In post","2023","Declared non-disabled","Estyn","AA/AO","AO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Estyn","EO","EO","25","20","[c]","[c]"
"In post","2023","Declared non-disabled","Estyn","G6/G7","G6","60","60","78290","78500"
"In post","2023","Declared non-disabled","Estyn","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Estyn","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Estyn","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Estyn","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","FCDO Services","AA/AO","AO","95","90","28090","26100"
"In post","2023","Declared non-disabled","FCDO Services","EO","EO","150","145","30240","29400"
"In post","2023","Declared non-disabled","FCDO Services","G6/G7","G6","35","35","75870","73760"
"In post","2023","Declared non-disabled","FCDO Services","G6/G7","G7","155","140","61300","59460"
"In post","2023","Declared non-disabled","FCDO Services","SCS level","SCS level","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","FCDO Services","SEO/HEO","HEO","180","175","37690","37170"
"In post","2023","Declared non-disabled","FCDO Services","SEO/HEO","SEO","185","185","46460","45500"
"In post","2023","Declared non-disabled","FCDO Services","Unknown","Unknown","30","30","[c]","[c]"
"In post","2023","Declared non-disabled","Food Standards Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Food Standards Agency","EO","EO","295","280","28460","28090"
"In post","2023","Declared non-disabled","Food Standards Agency","G6/G7","G6","40","40","63790","62430"
"In post","2023","Declared non-disabled","Food Standards Agency","G6/G7","G7","155","150","54380","53110"
"In post","2023","Declared non-disabled","Food Standards Agency","SCS level","SCS level","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Food Standards Agency","SEO/HEO","HEO","220","215","32300","31730"
"In post","2023","Declared non-disabled","Food Standards Agency","SEO/HEO","SEO","240","235","40140","38670"
"In post","2023","Declared non-disabled","Food Standards Scotland","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Food Standards Scotland","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Food Standards Scotland","EO","EO","50","50","30580","29450"
"In post","2023","Declared non-disabled","Food Standards Scotland","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Food Standards Scotland","G6/G7","G7","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Food Standards Scotland","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Food Standards Scotland","SEO/HEO","HEO","40","35","35360","34730"
"In post","2023","Declared non-disabled","Food Standards Scotland","SEO/HEO","SEO","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","AO","130","125","27060","25700"
"In post","2023","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","EO","EO","320","310","31410","31340"
"In post","2023","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","G6","470","465","69050","68380"
"In post","2023","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","G7","885","865","57530","57050"
"In post","2023","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","SCS level","SCS level","340","335","88040","79470"
"In post","2023","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","HEO","1040","1030","36780","36620"
"In post","2023","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","SEO","355","350","44680","44450"
"In post","2023","Declared non-disabled","Forestry and Land Scotland","AA/AO","AA","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Forestry and Land Scotland","AA/AO","AO","430","415","28350","28140"
"In post","2023","Declared non-disabled","Forestry and Land Scotland","EO","EO","255","245","33580","33260"
"In post","2023","Declared non-disabled","Forestry and Land Scotland","G6/G7","G6","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Forestry and Land Scotland","G6/G7","G7","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Forestry and Land Scotland","SCS level","SCS level","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Forestry and Land Scotland","SEO/HEO","HEO","155","150","40290","41500"
"In post","2023","Declared non-disabled","Forestry and Land Scotland","SEO/HEO","SEO","85","80","47940","49370"
"In post","2023","Declared non-disabled","Government Actuary's Department","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Government Actuary's Department","EO","EO","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Government Actuary's Department","G6/G7","G6","85","75","95340","92410"
"In post","2023","Declared non-disabled","Government Actuary's Department","G6/G7","G7","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Government Actuary's Department","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Government Actuary's Department","SEO/HEO","HEO","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Government Actuary's Department","SEO/HEO","SEO","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Government Commercial Organisation","G6/G7","G6","245","245","77480","74800"
"In post","2023","Declared non-disabled","Government Commercial Organisation","G6/G7","G7","575","565","63520","65500"
"In post","2023","Declared non-disabled","Government Commercial Organisation","SCS level","SCS level","155","155","122970","119760"
"In post","2023","Declared non-disabled","Government Commercial Organisation","SEO/HEO","SEO","55","55","40050","39830"
"In post","2023","Declared non-disabled","Government Internal Audit Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Government Internal Audit Agency","EO","EO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Government Internal Audit Agency","G6/G7","G6","50","50","64750","64280"
"In post","2023","Declared non-disabled","Government Internal Audit Agency","G6/G7","G7","95","90","53970","53070"
"In post","2023","Declared non-disabled","Government Internal Audit Agency","SCS level","SCS level","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Government Internal Audit Agency","SEO/HEO","HEO","60","55","34890","34480"
"In post","2023","Declared non-disabled","Government Internal Audit Agency","SEO/HEO","SEO","120","110","44370","43320"
"In post","2023","Declared non-disabled","Government Legal Department","AA/AO","AO","30","25","[c]","[c]"
"In post","2023","Declared non-disabled","Government Legal Department","EO","EO","255","245","29150","27760"
"In post","2023","Declared non-disabled","Government Legal Department","G6/G7","G6","625","565","68390","66620"
"In post","2023","Declared non-disabled","Government Legal Department","G6/G7","G7","705","655","53240","52020"
"In post","2023","Declared non-disabled","Government Legal Department","SCS level","SCS level","155","140","85180","79400"
"In post","2023","Declared non-disabled","Government Legal Department","SEO/HEO","HEO","165","160","38080","34760"
"In post","2023","Declared non-disabled","Government Legal Department","SEO/HEO","SEO","40","40","39540","38860"
"In post","2023","Declared non-disabled","Government Property Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Government Property Agency","EO","EO","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Government Property Agency","G6/G7","G6","60","60","63320","63220"
