"Status","Year","Disability","Ethnicity","Function_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Undeclared","Other ethnicity","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Analysis","EO","5","5","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Analysis","G6/G7","30","30","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Analysis","SEO/HEO","40","40","38470","39150"
"In post","2023","Undeclared","Undeclared","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Commercial","EO","5","5","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Commercial","G6/G7","40","40","61820","58240"
"In post","2023","Undeclared","Undeclared","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Commercial","SEO/HEO","40","40","39180","40350"
"In post","2023","Undeclared","Undeclared","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Communications","EO","10","10","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Communications","G6/G7","5","5","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Communications","SEO/HEO","25","25","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Counter Fraud","AA/AO","40","35","23320","22520"
"In post","2023","Undeclared","Undeclared","Counter Fraud","EO","130","120","29390","28130"
"In post","2023","Undeclared","Undeclared","Counter Fraud","G6/G7","65","60","61750","57970"
"In post","2023","Undeclared","Undeclared","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Counter Fraud","SEO/HEO","165","160","38650","36990"
"In post","2023","Undeclared","Undeclared","Debt","AA/AO","65","60","22740","22520"
"In post","2023","Undeclared","Undeclared","Debt","EO","15","15","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Debt","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Digital, Data & Technology","AA/AO","15","10","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Digital, Data & Technology","EO","65","65","29700","28130"
"In post","2023","Undeclared","Undeclared","Digital, Data & Technology","G6/G7","155","150","60660","59030"
"In post","2023","Undeclared","Undeclared","Digital, Data & Technology","SCS level","5","5","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Digital, Data & Technology","SEO/HEO","270","260","40270","39460"
"In post","2023","Undeclared","Undeclared","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Finance","AA/AO","25","20","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Finance","EO","35","30","28840","28130"
"In post","2023","Undeclared","Undeclared","Finance","G6/G7","55","55","61010","59290"
"In post","2023","Undeclared","Undeclared","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Finance","SEO/HEO","90","85","38740","37680"
"In post","2023","Undeclared","Undeclared","Grants Management","AA/AO","50","45","22150","22150"
"In post","2023","Undeclared","Undeclared","Grants Management","EO","25","25","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Grants Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Grants Management","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Human Resources","AA/AO","15","15","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Human Resources","EO","55","55","29310","28120"
"In post","2023","Undeclared","Undeclared","Human Resources","G6/G7","35","35","60180","58210"
"In post","2023","Undeclared","Undeclared","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Human Resources","SEO/HEO","90","90","37880","36540"
"In post","2023","Undeclared","Undeclared","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Legal","EO","15","15","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Legal","G6/G7","65","60","65200","67290"
"In post","2023","Undeclared","Undeclared","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Legal","SEO/HEO","25","25","[c]","[c]"
"In post","2023","Undeclared","Undeclared","No function","AA/AO","1045","960","24330","22520"
"In post","2023","Undeclared","Undeclared","No function","EO","1130","1035","28990","28120"
"In post","2023","Undeclared","Undeclared","No function","G6/G7","610","595","61550","59290"
"In post","2023","Undeclared","Undeclared","No function","SCS level","45","40","93190","83990"
"In post","2023","Undeclared","Undeclared","No function","SEO/HEO","1395","1340","38700","37530"
"In post","2023","Undeclared","Undeclared","No function","Unknown","180","170","33460","31450"
"In post","2023","Undeclared","Undeclared","Project Delivery","AA/AO","5","5","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Project Delivery","EO","15","15","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Project Delivery","G6/G7","125","120","61340","57970"
"In post","2023","Undeclared","Undeclared","Project Delivery","SCS level","5","5","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Project Delivery","SEO/HEO","155","145","39640","41200"
"In post","2023","Undeclared","Undeclared","Project Delivery","Unknown","35","30","50130","48000"
"In post","2023","Undeclared","Undeclared","Property","AA/AO","15","15","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Property","EO","30","30","28750","27810"
"In post","2023","Undeclared","Undeclared","Property","G6/G7","30","30","61130","59290"
"In post","2023","Undeclared","Undeclared","Property","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Property","SEO/HEO","85","80","39550","39140"
"In post","2023","Undeclared","Undeclared","Security","AA/AO","95","90","31180","26110"
"In post","2023","Undeclared","Undeclared","Security","EO","40","35","38100","33750"
"In post","2023","Undeclared","Undeclared","Security","G6/G7","20","20","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Security","SEO/HEO","70","70","40760","39500"
"In post","2023","Undeclared","Undeclared","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Unknown","AA/AO","15","15","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Unknown","EO","15","15","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Unknown","G6/G7","35","35","65070","63900"
"In post","2023","Undeclared","Undeclared","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Unknown","SEO/HEO","65","65","42930","43330"
"In post","2023","Undeclared","Unknown","Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","Commercial","G6/G7","15","15","[c]","[c]"
"In post","2023","Undeclared","Unknown","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","Communications","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Undeclared","Unknown","Counter Fraud","AA/AO","10","5","[c]","[c]"
"In post","2023","Undeclared","Unknown","Counter Fraud","EO","10","10","[c]","[c]"
"In post","2023","Undeclared","Unknown","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","Counter Fraud","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Undeclared","Unknown","Debt","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","Debt","EO","5","5","[c]","[c]"
"In post","2023","Undeclared","Unknown","Debt","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","Digital, Data & Technology","EO","10","10","[c]","[c]"
"In post","2023","Undeclared","Unknown","Digital, Data & Technology","G6/G7","35","35","61310","62990"
"In post","2023","Undeclared","Unknown","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","Digital, Data & Technology","SEO/HEO","45","45","38390","38740"
"In post","2023","Undeclared","Unknown","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","Finance","G6/G7","10","10","[c]","[c]"
"In post","2023","Undeclared","Unknown","Finance","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Undeclared","Unknown","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","Human Resources","EO","10","5","[c]","[c]"
"In post","2023","Undeclared","Unknown","Human Resources","G6/G7","10","10","[c]","[c]"
"In post","2023","Undeclared","Unknown","Human Resources","SEO/HEO","25","25","[c]","[c]"
"In post","2023","Undeclared","Unknown","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","Legal","G6/G7","5","5","[c]","[c]"
"In post","2023","Undeclared","Unknown","Legal","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Undeclared","Unknown","No function","AA/AO","335","295","26800","24910"
"In post","2023","Undeclared","Unknown","No function","EO","185","175","30700","28480"
"In post","2023","Undeclared","Unknown","No function","G6/G7","145","145","59260","56430"
"In post","2023","Undeclared","Unknown","No function","SCS level","20","20","[c]","[c]"
"In post","2023","Undeclared","Unknown","No function","SEO/HEO","245","230","38800","38470"
"In post","2023","Undeclared","Unknown","No function","Unknown","20","20","[c]","[c]"
"In post","2023","Undeclared","Unknown","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","Project Delivery","G6/G7","5","5","[c]","[c]"
"In post","2023","Undeclared","Unknown","Project Delivery","SEO/HEO","20","20","[c]","[c]"
"In post","2023","Undeclared","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","Property","AA/AO","20","15","[c]","[c]"
"In post","2023","Undeclared","Unknown","Property","EO","25","20","[c]","[c]"
"In post","2023","Undeclared","Unknown","Property","G6/G7","10","10","[c]","[c]"
"In post","2023","Undeclared","Unknown","Property","SEO/HEO","35","30","41960","43070"
"In post","2023","Undeclared","Unknown","Security","AA/AO","10","10","[c]","[c]"
"In post","2023","Undeclared","Unknown","Security","EO","5","5","[c]","[c]"
"In post","2023","Undeclared","Unknown","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","Unknown","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Undeclared","White","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","White","Analysis","EO","15","15","[c]","[c]"
"In post","2023","Undeclared","White","Analysis","G6/G7","90","90","60460","57000"
"In post","2023","Undeclared","White","Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","White","Analysis","SEO/HEO","105","100","37430","37570"
"In post","2023","Undeclared","White","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","White","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","White","Commercial","EO","25","25","[c]","[c]"
"In post","2023","Undeclared","White","Commercial","G6/G7","95","95","65890","65500"
"In post","2023","Undeclared","White","Commercial","SCS level","5","5","[c]","[c]"
"In post","2023","Undeclared","White","Commercial","SEO/HEO","115","110","39680","39150"
"In post","2023","Undeclared","White","Commercial","Unknown","5","5","[c]","[c]"
"In post","2023","Undeclared","White","Communications","AA/AO","10","10","[c]","[c]"
"In post","2023","Undeclared","White","Communications","EO","15","15","[c]","[c]"
"In post","2023","Undeclared","White","Communications","G6/G7","25","25","[c]","[c]"
"In post","2023","Undeclared","White","Communications","SCS level","10","10","[c]","[c]"
"In post","2023","Undeclared","White","Communications","SEO/HEO","60","55","38770","38420"
"In post","2023","Undeclared","White","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","White","Counter Fraud","AA/AO","50","45","22780","22520"
"In post","2023","Undeclared","White","Counter Fraud","EO","185","175","28700","28120"
"In post","2023","Undeclared","White","Counter Fraud","G6/G7","30","30","60560","57970"
"In post","2023","Undeclared","White","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","White","Counter Fraud","SEO/HEO","150","145","37000","35000"
"In post","2023","Undeclared","White","Debt","AA/AO","135","120","22250","22110"
"In post","2023","Undeclared","White","Debt","EO","40","40","28880","28130"
"In post","2023","Undeclared","White","Debt","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","White","Debt","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","White","Debt","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Undeclared","White","Digital, Data & Technology","AA/AO","30","30","23320","22220"
"In post","2023","Undeclared","White","Digital, Data & Technology","EO","105","100","28470","28120"
"In post","2023","Undeclared","White","Digital, Data & Technology","G6/G7","180","175","58870","57880"
"In post","2023","Undeclared","White","Digital, Data & Technology","SCS level","10","10","[c]","[c]"
"In post","2023","Undeclared","White","Digital, Data & Technology","SEO/HEO","355","345","38600","38070"
"In post","2023","Undeclared","White","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","White","Finance","AA/AO","45","35","22610","22520"
"In post","2023","Undeclared","White","Finance","EO","55","50","28300","27740"
"In post","2023","Undeclared","White","Finance","G6/G7","70","70","61410","58860"
"In post","2023","Undeclared","White","Finance","SCS level","10","10","[c]","[c]"
"In post","2023","Undeclared","White","Finance","SEO/HEO","155","145","38500","38310"
"In post","2023","Undeclared","White","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","White","Grants Management","AA/AO","65","60","22120","22150"
"In post","2023","Undeclared","White","Grants Management","EO","15","15","[c]","[c]"
"In post","2023","Undeclared","White","Grants Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","White","Grants Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","White","Grants Management","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Undeclared","White","Human Resources","AA/AO","50","45","22470","22220"
"In post","2023","Undeclared","White","Human Resources","EO","125","120","28410","28050"
"In post","2023","Undeclared","White","Human Resources","G6/G7","85","80","58130","56180"
"In post","2023","Undeclared","White","Human Resources","SCS level","5","5","[c]","[c]"
"In post","2023","Undeclared","White","Human Resources","SEO/HEO","185","180","38160","37430"
"In post","2023","Undeclared","White","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","White","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","White","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","White","Internal Audit","G6/G7","5","5","[c]","[c]"
"In post","2023","Undeclared","White","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","White","Internal Audit","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Undeclared","White","Legal","AA/AO","20","20","[c]","[c]"
"In post","2023","Undeclared","White","Legal","EO","25","25","[c]","[c]"
"In post","2023","Undeclared","White","Legal","G6/G7","85","80","64600","65460"
"In post","2023","Undeclared","White","Legal","SCS level","10","10","[c]","[c]"
"In post","2023","Undeclared","White","Legal","SEO/HEO","30","25","[c]","[c]"
"In post","2023","Undeclared","White","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","White","No function","AA/AO","4640","4080","25810","23230"
"In post","2023","Undeclared","White","No function","EO","3000","2765","30140","28120"
"In post","2023","Undeclared","White","No function","G6/G7","1065","1025","60940","57970"
"In post","2023","Undeclared","White","No function","SCS level","130","125","101390","90430"
"In post","2023","Undeclared","White","No function","SEO/HEO","2595","2480","39370","38580"
"In post","2023","Undeclared","White","No function","Unknown","550","510","30770","29050"
"In post","2023","Undeclared","White","Project Delivery","AA/AO","10","10","[c]","[c]"
"In post","2023","Undeclared","White","Project Delivery","EO","30","30","28300","28100"
"In post","2023","Undeclared","White","Project Delivery","G6/G7","130","125","60170","57970"
"In post","2023","Undeclared","White","Project Delivery","SCS level","10","10","[c]","[c]"
"In post","2023","Undeclared","White","Project Delivery","SEO/HEO","220","210","38800","38730"
"In post","2023","Undeclared","White","Project Delivery","Unknown","55","55","45320","42670"
"In post","2023","Undeclared","White","Property","AA/AO","45","45","21180","21830"
"In post","2023","Undeclared","White","Property","EO","50","45","27320","27470"
"In post","2023","Undeclared","White","Property","G6/G7","40","40","57640","57440"
"In post","2023","Undeclared","White","Property","SCS level","5","5","[c]","[c]"
"In post","2023","Undeclared","White","Property","SEO/HEO","120","115","39360","39640"
"In post","2023","Undeclared","White","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","White","Security","AA/AO","220","215","28360","22130"
"In post","2023","Undeclared","White","Security","EO","65","60","36010","32020"
"In post","2023","Undeclared","White","Security","G6/G7","20","20","[c]","[c]"
"In post","2023","Undeclared","White","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","White","Security","SEO/HEO","65","65","42490","40300"
"In post","2023","Undeclared","White","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","White","Unknown","AA/AO","60","55","24760","24890"
"In post","2023","Undeclared","White","Unknown","EO","60","55","30030","29450"
"In post","2023","Undeclared","White","Unknown","G6/G7","70","65","64020","63900"
"In post","2023","Undeclared","White","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","White","Unknown","SEO/HEO","155","150","41010","39690"
"In post","2023","Undeclared","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Analysis","AA/AO","10","10","[c]","[c]"
"In post","2023","Unknown","Asian","Analysis","EO","20","20","[c]","[c]"
"In post","2023","Unknown","Asian","Analysis","G6/G7","25","25","[c]","[c]"
"In post","2023","Unknown","Asian","Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Analysis","SEO/HEO","90","90","36990","37690"
"In post","2023","Unknown","Asian","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Commercial","EO","5","5","[c]","[c]"
"In post","2023","Unknown","Asian","Commercial","G6/G7","15","15","[c]","[c]"
"In post","2023","Unknown","Asian","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Commercial","SEO/HEO","40","40","36160","34930"
"In post","2023","Unknown","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Communications","EO","10","10","[c]","[c]"
"In post","2023","Unknown","Asian","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Communications","SEO/HEO","20","20","[c]","[c]"
"In post","2023","Unknown","Asian","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Counter Fraud","AA/AO","20","15","[c]","[c]"
"In post","2023","Unknown","Asian","Counter Fraud","EO","55","50","30340","29320"
"In post","2023","Unknown","Asian","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Counter Fraud","SEO/HEO","35","35","38140","37520"
"In post","2023","Unknown","Asian","Debt","AA/AO","60","55","24390","22520"
"In post","2023","Unknown","Asian","Debt","EO","15","10","[c]","[c]"
"In post","2023","Unknown","Asian","Debt","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Debt","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Debt","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Digital, Data & Technology","AA/AO","10","10","[c]","[c]"
"In post","2023","Unknown","Asian","Digital, Data & Technology","EO","55","55","28930","28130"
"In post","2023","Unknown","Asian","Digital, Data & Technology","G6/G7","65","60","60730","57230"
"In post","2023","Unknown","Asian","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Digital, Data & Technology","SEO/HEO","155","150","37800","37680"
"In post","2023","Unknown","Asian","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Finance","AA/AO","20","15","[c]","[c]"
"In post","2023","Unknown","Asian","Finance","EO","35","35","28570","28130"
"In post","2023","Unknown","Asian","Finance","G6/G7","25","25","[c]","[c]"
"In post","2023","Unknown","Asian","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Finance","SEO/HEO","50","50","38210","38120"
"In post","2023","Unknown","Asian","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Grants Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Grants Management","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Grants Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Grants Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Human Resources","AA/AO","5","5","[c]","[c]"
"In post","2023","Unknown","Asian","Human Resources","EO","30","30","[c]","[c]"
"In post","2023","Unknown","Asian","Human Resources","G6/G7","10","10","[c]","[c]"
"In post","2023","Unknown","Asian","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Human Resources","SEO/HEO","40","40","37250","37690"
"In post","2023","Unknown","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Internal Audit","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Unknown","Asian","Legal","AA/AO","55","50","23230","22870"
"In post","2023","Unknown","Asian","Legal","EO","35","35","28680","28200"
"In post","2023","Unknown","Asian","Legal","G6/G7","100","95","55390","54100"
"In post","2023","Unknown","Asian","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Legal","SEO/HEO","30","30","38140","38760"
"In post","2023","Unknown","Asian","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","No function","AA/AO","435","395","23610","22520"
"In post","2023","Unknown","Asian","No function","EO","560","545","29680","28730"
"In post","2023","Unknown","Asian","No function","G6/G7","225","220","59670","57190"
"In post","2023","Unknown","Asian","No function","SCS level","25","20","[c]","[c]"
"In post","2023","Unknown","Asian","No function","SEO/HEO","550","540","38320","38020"
"In post","2023","Unknown","Asian","No function","Unknown","20","20","[c]","[c]"
"In post","2023","Unknown","Asian","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Project Delivery","EO","30","30","28730","28310"
"In post","2023","Unknown","Asian","Project Delivery","G6/G7","65","65","62070","61530"
"In post","2023","Unknown","Asian","Project Delivery","SCS level","10","10","[c]","[c]"
"In post","2023","Unknown","Asian","Project Delivery","SEO/HEO","160","160","38190","39520"
"In post","2023","Unknown","Asian","Project Delivery","Unknown","5","5","[c]","[c]"
"In post","2023","Unknown","Asian","Property","AA/AO","5","5","[c]","[c]"
"In post","2023","Unknown","Asian","Property","EO","10","10","[c]","[c]"
"In post","2023","Unknown","Asian","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Property","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Property","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Unknown","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Security","AA/AO","30","30","27340","27420"
"In post","2023","Unknown","Asian","Security","EO","10","10","[c]","[c]"
"In post","2023","Unknown","Asian","Security","G6/G7","15","15","[c]","[c]"
"In post","2023","Unknown","Asian","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Security","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Unknown","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Unknown","AA/AO","15","15","[c]","[c]"
"In post","2023","Unknown","Asian","Unknown","EO","25","25","[c]","[c]"
"In post","2023","Unknown","Asian","Unknown","G6/G7","20","20","[c]","[c]"
"In post","2023","Unknown","Asian","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Unknown","SEO/HEO","130","130","33800","30880"
"In post","2023","Unknown","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Analysis","EO","15","15","[c]","[c]"
"In post","2023","Unknown","Black","Analysis","G6/G7","10","10","[c]","[c]"
"In post","2023","Unknown","Black","Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Analysis","SEO/HEO","30","30","36780","38500"
"In post","2023","Unknown","Black","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Commercial","EO","5","5","[c]","[c]"
