"Status","Year","Age","Region_ITL3","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","50-59","Durham","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Durham","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ealing","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","East Ayrshire and North Ayrshire mainland","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","East Ayrshire and North Ayrshire mainland","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","East Ayrshire and North Ayrshire mainland","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","East Cumbria","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","East Cumbria","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","East Derbyshire","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","East Derbyshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","East Kent","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","East Kent","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","East Kent","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","East Kent","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","East Lancashire","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","East Lancashire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","East Lothian and Midlothian","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","East Merseyside","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","East Merseyside","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","East Merseyside","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","East Riding of Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","East Riding of Yorkshire","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","East Surrey","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","East Surrey","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","East Sussex CC","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","East Sussex CC","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Essex Haven Gateway","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Essex Haven Gateway","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Falkirk","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Falkirk","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Flintshire and Wrexham","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Flintshire and Wrexham","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Flintshire and Wrexham","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Glasgow City","AO","30","[c]","21630","21690"
"Leaver Dept.","2023","50-59","Glasgow City","EO","30","[c]","27410","27570"
"Leaver Dept.","2023","50-59","Glasgow City","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Glasgow City","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Glasgow City","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Glasgow City","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Gloucestershire CC","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Gloucestershire CC","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Gloucestershire CC","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Gloucestershire CC","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Gloucestershire CC","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Greater Manchester North East","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Greater Manchester North East","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Greater Manchester North West","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Greater Manchester North West","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Greater Manchester North West","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Greater Manchester South East","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Greater Manchester South West","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Greater Manchester South West","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Greater Manchester South West","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Greater Manchester South West","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Greater Manchester South West","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Greater Manchester South West","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Gwent Valleys","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Gwent Valleys","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Gwent Valleys","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Gwynedd","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Gwynedd","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Hackney and Newham","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Hackney and Newham","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Hackney and Newham","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Hackney and Newham","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Hackney and Newham","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Hackney and Newham","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Haringey and Islington","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Haringey and Islington","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Harrow and Hillingdon","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Harrow and Hillingdon","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Harrow and Hillingdon","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Hartlepool and Stockton-on-Tees","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Heart of Essex","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Heart of Essex","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Heart of Essex","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Hertfordshire CC","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Hertfordshire CC","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Hertfordshire CC","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Hounslow and Richmond upon Thames","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Hounslow and Richmond upon Thames","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Hounslow and Richmond upon Thames","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Hounslow and Richmond upon Thames","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Hounslow and Richmond upon Thames","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Inverclyde, East Renfrewshire, and Renfrewshire","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Inverclyde, East Renfrewshire, and Renfrewshire","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Inverness and Nairn, Moray, and Badenoch and Strathspey","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Isle of Anglesey","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Isle of Wight","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Isle of Wight","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Kensington & Chelsea and Hammersmith & Fulham","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Kent Thames Gateway","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Kent Thames Gateway","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Kent Thames Gateway","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Kingston upon Hull, City of","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Kingston upon Hull, City of","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Lambeth","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Lambeth","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Lambeth","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Lambeth","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Lambeth","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Lambeth","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Lancaster and Wyre","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Lancaster and Wyre","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Leeds","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Leeds","EO","20","[c]","27000","27570"
"Leaver Dept.","2023","50-59","Leeds","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Leeds","G7","15","[c]","53530","52150"
"Leaver Dept.","2023","50-59","Leeds","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Leeds","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Leeds","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Leicester","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Leicester","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Leicestershire CC and Rutland","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Lewisham and Southwark","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Lewisham and Southwark","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Lewisham and Southwark","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Lewisham and Southwark","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Lincolnshire CC","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Lincolnshire CC","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Lincolnshire CC","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Lisburn and Castlereagh","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Liverpool","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Liverpool","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Liverpool","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Liverpool","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Liverpool","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Liverpool","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Liverpool","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Luton","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Manchester","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Manchester","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Manchester","EO","15","[c]","26690","26930"
"Leaver Dept.","2023","50-59","Manchester","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Manchester","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Manchester","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Manchester","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Manchester","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Manchester","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Medway","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Merton, Kingston upon Thames and Sutton","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Merton, Kingston upon Thames and Sutton","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Mid Kent","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Mid Kent","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Mid Lancashire","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Mid Lancashire","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Mid Lancashire","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Mid Lancashire","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Mid Lancashire","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Mid Lancashire","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Milton Keynes","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Milton Keynes","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Milton Keynes","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Milton Keynes","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Monmouthshire and Newport","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Monmouthshire and Newport","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Monmouthshire and Newport","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Monmouthshire and Newport","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Monmouthshire and Newport","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Monmouthshire and Newport","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","North Hampshire","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","North Lanarkshire","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","North Lanarkshire","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","North Lanarkshire","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","North Lanarkshire","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","North Nottinghamshire","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","North Nottinghamshire","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","North Yorkshire CC","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","North Yorkshire CC","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","North Yorkshire CC","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","North Yorkshire CC","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","North and North East Lincolnshire","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","North and North East Lincolnshire","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","North and West Norfolk","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","North and West Norfolk","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Northumberland","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Northumberland","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Northumberland","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Norwich and East Norfolk","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Norwich and East Norfolk","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Norwich and East Norfolk","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Norwich and East Norfolk","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Norwich and East Norfolk","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Nottingham","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Nottingham","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Nottingham","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Nottingham","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Nottingham","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Nottingham","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Nottingham","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Nottingham","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Oxfordshire CC","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Oxfordshire CC","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Oxfordshire CC","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Oxfordshire CC","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Oxfordshire CC","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Perth and Kinross, and Stirling","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Peterborough","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Peterborough","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Peterborough","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Peterborough","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Plymouth","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Plymouth","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Plymouth","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Plymouth","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Portsmouth","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Portsmouth","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Portsmouth","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Portsmouth","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Powys","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Redbridge and Waltham Forest","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Redbridge and Waltham Forest","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Sandwell","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Sandwell","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Scottish Borders","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Sefton","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Sefton","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Sefton","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Sefton","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Sefton","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Sefton","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Sheffield","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Sheffield","EO","10","[c]","27450","27570"
"Leaver Dept.","2023","50-59","Sheffield","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Sheffield","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Sheffield","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Sheffield","SEO","15","[c]","39410","38470"
"Leaver Dept.","2023","50-59","Sheffield","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Shropshire","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Shropshire","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Shropshire","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Solihull","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Solihull","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Solihull","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Solihull","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Somerset CC","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Somerset CC","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","South Ayrshire","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","South Hampshire","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","South Hampshire","AO","10","[c]","21330","21200"
"Leaver Dept.","2023","50-59","South Hampshire","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","South Hampshire","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","South Hampshire","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","South Hampshire","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","South Lanarkshire","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","South Lanarkshire","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","South Lanarkshire","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","South Lanarkshire","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","South Lanarkshire","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","South Nottinghamshire","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","South Nottinghamshire","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","South Nottinghamshire","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","South Teesside","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","South Teesside","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","South Teesside","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","South West Wales","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","South West Wales","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","South West Wales","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","South and West Derbyshire","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Southampton","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Southampton","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Southampton","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Southend-on-Sea","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Southend-on-Sea","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Staffordshire CC","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Staffordshire CC","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Staffordshire CC","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Staffordshire CC","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Stoke-on-Trent","AO","20","[c]","21670","21690"
"Leaver Dept.","2023","50-59","Stoke-on-Trent","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Stoke-on-Trent","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Stoke-on-Trent","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Suffolk CC","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Suffolk CC","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Suffolk CC","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Suffolk CC","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Sunderland","AO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Sunderland","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Sunderland","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Sunderland","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Swansea","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Swansea","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Swansea","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Swansea","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Swansea","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Swansea","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Swansea","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Swindon","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Swindon","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Swindon","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Telford and Wrekin","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Telford and Wrekin","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Telford and Wrekin","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Telford and Wrekin","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Thurrock","SEO","[c]","[c]","[c]","[c]"
