"Status","Year","Disability","Profession_of_post","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Medicine","Outside London","AO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Medicine","Outside London","EO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Medicine","Outside London","G6","30","25","[c]","[c]"
"In post","2023","Declared disabled","Medicine","Outside London","G7","10","10","[c]","[c]"
"In post","2023","Declared disabled","Medicine","Outside London","HEO","20","20","[c]","[c]"
"In post","2023","Declared disabled","Medicine","Outside London","SCS level","10","10","[c]","[c]"
"In post","2023","Declared disabled","Medicine","Outside London","SEO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Medicine","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Medicine","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Medicine","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Medicine","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Medicine","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Medicine","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Medicine","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Medicine","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Operational Delivery","London","AA","135","120","24500","23500"
"In post","2023","Declared disabled","Operational Delivery","London","AO","960","875","27190","25610"
"In post","2023","Declared disabled","Operational Delivery","London","EO","1585","1445","31880","32520"
"In post","2023","Declared disabled","Operational Delivery","London","G6","50","50","71300","69750"
"In post","2023","Declared disabled","Operational Delivery","London","G7","155","150","59470","58850"
"In post","2023","Declared disabled","Operational Delivery","London","HEO","490","470","37900","37190"
"In post","2023","Declared disabled","Operational Delivery","London","SCS level","30","30","105020","95790"
"In post","2023","Declared disabled","Operational Delivery","London","SEO","270","265","46130","43950"
"In post","2023","Declared disabled","Operational Delivery","London","Unknown","450","430","36260","33820"
"In post","2023","Declared disabled","Operational Delivery","Outside London","AA","1380","1180","21590","21380"
"In post","2023","Declared disabled","Operational Delivery","Outside London","AO","11320","9840","23430","22150"
"In post","2023","Declared disabled","Operational Delivery","Outside London","EO","10885","9700","28460","28120"
"In post","2023","Declared disabled","Operational Delivery","Outside London","G6","135","130","71880","67670"
"In post","2023","Declared disabled","Operational Delivery","Outside London","G7","475","460","54860","53820"
"In post","2023","Declared disabled","Operational Delivery","Outside London","HEO","2875","2685","34680","34170"
"In post","2023","Declared disabled","Operational Delivery","Outside London","SCS level","50","50","90900","83000"
"In post","2023","Declared disabled","Operational Delivery","Outside London","SEO","1200","1150","43340","41690"
"In post","2023","Declared disabled","Operational Delivery","Outside London","Unknown","3620","3365","30500","29050"
"In post","2023","Declared disabled","Operational Delivery","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Operational Delivery","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Operational Delivery","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Operational Delivery","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Operational Delivery","Overseas","HEO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Operational Delivery","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Operational Delivery","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Operational Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Operational Delivery","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Operational Delivery","Unknown","AO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Operational Delivery","Unknown","EO","45","40","28330","28120"
"In post","2023","Declared disabled","Operational Delivery","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Operational Delivery","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Operational Delivery","Unknown","HEO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Operational Delivery","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Operational Research","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Operational Research","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Operational Research","London","G7","10","10","[c]","[c]"
"In post","2023","Declared disabled","Operational Research","London","HEO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Operational Research","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Operational Research","London","SEO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Operational Research","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Operational Research","Outside London","AO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Operational Research","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Operational Research","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Operational Research","Outside London","G7","35","35","52000","49260"
"In post","2023","Declared disabled","Operational Research","Outside London","HEO","25","25","[c]","[c]"
"In post","2023","Declared disabled","Operational Research","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Operational Research","Outside London","SEO","35","35","40220","39890"
"In post","2023","Declared disabled","Other","London","AA","10","10","[c]","[c]"
"In post","2023","Declared disabled","Other","London","AO","25","20","[c]","[c]"
"In post","2023","Declared disabled","Other","London","EO","80","75","30600","30200"
"In post","2023","Declared disabled","Other","London","G6","15","15","[c]","[c]"
"In post","2023","Declared disabled","Other","London","G7","15","15","[c]","[c]"
"In post","2023","Declared disabled","Other","London","HEO","60","55","37470","36980"
"In post","2023","Declared disabled","Other","London","SCS level","5","5","[c]","[c]"
"In post","2023","Declared disabled","Other","London","SEO","30","30","44230","43650"
"In post","2023","Declared disabled","Other","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other","Outside London","AA","130","125","20090","19770"
"In post","2023","Declared disabled","Other","Outside London","AO","620","535","22210","21690"
"In post","2023","Declared disabled","Other","Outside London","EO","415","375","28140","28120"
"In post","2023","Declared disabled","Other","Outside London","G6","20","20","[c]","[c]"
"In post","2023","Declared disabled","Other","Outside London","G7","90","85","53600","53940"
"In post","2023","Declared disabled","Other","Outside London","HEO","250","235","33950","34170"
"In post","2023","Declared disabled","Other","Outside London","SCS level","10","10","[c]","[c]"
"In post","2023","Declared disabled","Other","Outside London","SEO","135","130","40590","39650"
"In post","2023","Declared disabled","Other","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other","Overseas","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning Inspectors","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning Inspectors","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning Inspectors","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning Inspectors","Outside London","G6","10","10","[c]","[c]"
"In post","2023","Declared disabled","Planning Inspectors","Outside London","G7","5","5","[c]","[c]"
"In post","2023","Declared disabled","Planning Inspectors","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning Inspectors","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning Inspectors","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Policy","London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Policy","London","AO","25","25","[c]","[c]"
"In post","2023","Declared disabled","Policy","London","EO","150","145","30320","30070"
"In post","2023","Declared disabled","Policy","London","G6","225","215","69260","67460"
"In post","2023","Declared disabled","Policy","London","G7","585","570","56980","55500"
"In post","2023","Declared disabled","Policy","London","HEO","450","445","35880","35400"
"In post","2023","Declared disabled","Policy","London","SCS level","120","115","87220","79620"
"In post","2023","Declared disabled","Policy","London","SEO","415","405","43040","42710"
"In post","2023","Declared disabled","Policy","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Policy","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Policy","Outside London","AO","25","25","[c]","[c]"
"In post","2023","Declared disabled","Policy","Outside London","EO","105","100","27090","26940"
"In post","2023","Declared disabled","Policy","Outside London","G6","80","80","65660","65440"
"In post","2023","Declared disabled","Policy","Outside London","G7","265","255","52920","51360"
"In post","2023","Declared disabled","Policy","Outside London","HEO","295","280","32930","31660"
"In post","2023","Declared disabled","Policy","Outside London","SCS level","20","20","[c]","[c]"
"In post","2023","Declared disabled","Policy","Outside London","SEO","280","270","39770","38100"
"In post","2023","Declared disabled","Policy","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Policy","Overseas","AO","[c]","[c]","[c]","[c]"
