"Status","Year","Disability","Profession_of_post","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Unknown","Operational Delivery","Outside London","AA","1950","1700","21900","22520"
"In post","2023","Unknown","Operational Delivery","Outside London","AO","18635","17255","23880","22520"
"In post","2023","Unknown","Operational Delivery","Outside London","EO","13440","12825","29280","27890"
"In post","2023","Unknown","Operational Delivery","Outside London","G6","185","180","69960","68340"
"In post","2023","Unknown","Operational Delivery","Outside London","G7","595","580","54760","54000"
"In post","2023","Unknown","Operational Delivery","Outside London","HEO","3665","3515","35790","34700"
"In post","2023","Unknown","Operational Delivery","Outside London","SCS level","45","40","90570","85660"
"In post","2023","Unknown","Operational Delivery","Outside London","SEO","1375","1335","42300","41780"
"In post","2023","Unknown","Operational Delivery","Outside London","Unknown","2895","2620","27160","25300"
"In post","2023","Unknown","Operational Delivery","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Operational Delivery","Overseas","EO","20","20","[c]","[c]"
"In post","2023","Unknown","Operational Delivery","Overseas","G7","10","10","[c]","[c]"
"In post","2023","Unknown","Operational Delivery","Overseas","HEO","20","20","[c]","[c]"
"In post","2023","Unknown","Operational Delivery","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Operational Delivery","Overseas","SEO","35","35","49370","47380"
"In post","2023","Unknown","Operational Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Operational Delivery","Unknown","AA","10","10","[c]","[c]"
"In post","2023","Unknown","Operational Delivery","Unknown","AO","40","40","23480","22400"
"In post","2023","Unknown","Operational Delivery","Unknown","EO","55","45","29200","28120"
"In post","2023","Unknown","Operational Delivery","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Operational Delivery","Unknown","HEO","30","30","44750","45610"
"In post","2023","Unknown","Operational Delivery","Unknown","SEO","20","20","[c]","[c]"
"In post","2023","Unknown","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Operational Research","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Operational Research","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Operational Research","London","G7","25","25","[c]","[c]"
"In post","2023","Unknown","Operational Research","London","HEO","50","50","36410","36230"
"In post","2023","Unknown","Operational Research","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Operational Research","London","SEO","30","30","[c]","[c]"
"In post","2023","Unknown","Operational Research","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Operational Research","Outside London","AO","85","85","22520","22520"
"In post","2023","Unknown","Operational Research","Outside London","EO","15","10","[c]","[c]"
"In post","2023","Unknown","Operational Research","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Operational Research","Outside London","G7","40","40","52370","49810"
"In post","2023","Unknown","Operational Research","Outside London","HEO","70","70","30780","30650"
"In post","2023","Unknown","Operational Research","Outside London","SEO","45","40","41310","40920"
"In post","2023","Unknown","Other","London","AA","15","15","[c]","[c]"
"In post","2023","Unknown","Other","London","AO","20","20","[c]","[c]"
"In post","2023","Unknown","Other","London","EO","195","195","30000","29890"
"In post","2023","Unknown","Other","London","G6","40","40","76390","71110"
"In post","2023","Unknown","Other","London","G7","65","60","57640","57200"
"In post","2023","Unknown","Other","London","HEO","115","115","35900","36000"
"In post","2023","Unknown","Other","London","SCS level","25","25","[c]","[c]"
"In post","2023","Unknown","Other","London","SEO","60","60","44310","43210"
"In post","2023","Unknown","Other","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other","Outside London","AA","395","370","21200","19770"
"In post","2023","Unknown","Other","Outside London","AO","595","570","24220","22220"
"In post","2023","Unknown","Other","Outside London","EO","290","280","30020","27630"
"In post","2023","Unknown","Other","Outside London","G6","40","40","68410","70550"
"In post","2023","Unknown","Other","Outside London","G7","135","130","53940","54050"
"In post","2023","Unknown","Other","Outside London","HEO","265","260","34410","32630"
"In post","2023","Unknown","Other","Outside London","SCS level","10","10","[c]","[c]"
"In post","2023","Unknown","Other","Outside London","SEO","190","165","43680","43180"
"In post","2023","Unknown","Other","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other","Unknown","Unknown","1695","1695","41950","40010"
"In post","2023","Unknown","Planning","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Planning","London","G6","5","5","[c]","[c]"
"In post","2023","Unknown","Planning","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Planning","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Planning","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Planning","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Planning","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Planning","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Planning","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Planning","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Planning","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Planning","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Planning Inspectors","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Planning Inspectors","Outside London","G6","20","20","[c]","[c]"
"In post","2023","Unknown","Planning Inspectors","Outside London","G7","30","25","[c]","[c]"
"In post","2023","Unknown","Planning Inspectors","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Policy","London","AO","40","40","27290","27680"
"In post","2023","Unknown","Policy","London","EO","340","335","30100","29750"
"In post","2023","Unknown","Policy","London","G6","480","465","68800","67530"
"In post","2023","Unknown","Policy","London","G7","1465","1440","57200","55790"
"In post","2023","Unknown","Policy","London","HEO","990","980","36270","35760"
"In post","2023","Unknown","Policy","London","SCS level","220","215","91040","80170"
"In post","2023","Unknown","Policy","London","SEO","1020","1010","43160","43000"
"In post","2023","Unknown","Policy","London","Unknown","5","5","[c]","[c]"
"In post","2023","Unknown","Policy","Outside London","AA","10","10","[c]","[c]"
"In post","2023","Unknown","Policy","Outside London","AO","50","50","23150","22500"
"In post","2023","Unknown","Policy","Outside London","EO","205","200","26590","25900"
"In post","2023","Unknown","Policy","Outside London","G6","110","105","65260","63960"
"In post","2023","Unknown","Policy","Outside London","G7","360","345","53120","51420"
"In post","2023","Unknown","Policy","Outside London","HEO","515","500","32150","31270"
"In post","2023","Unknown","Policy","Outside London","SCS level","25","25","[c]","[c]"
"In post","2023","Unknown","Policy","Outside London","SEO","415","405","39170","37850"
"In post","2023","Unknown","Policy","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","Unknown","Policy","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Policy","Overseas","EO","5","5","[c]","[c]"
"In post","2023","Unknown","Policy","Overseas","G6","140","140","67780","66800"
"In post","2023","Unknown","Policy","Overseas","G7","300","300","55910","55220"
"In post","2023","Unknown","Policy","Overseas","HEO","90","90","36200","35810"
"In post","2023","Unknown","Policy","Overseas","SCS level","50","50","85250","77570"
"In post","2023","Unknown","Policy","Overseas","SEO","45","45","44180","42420"
"In post","2023","Unknown","Policy","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Policy","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Policy","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","London","AO","5","5","[c]","[c]"
"In post","2023","Unknown","Project Delivery","London","EO","80","80","30380","29890"
"In post","2023","Unknown","Project Delivery","London","G6","140","135","70990","70480"
"In post","2023","Unknown","Project Delivery","London","G7","320","315","58180","58590"
"In post","2023","Unknown","Project Delivery","London","HEO","385","385","34900","36000"
"In post","2023","Unknown","Project Delivery","London","SCS level","60","55","93340","83000"
"In post","2023","Unknown","Project Delivery","London","SEO","235","230","44500","43650"
"In post","2023","Unknown","Project Delivery","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Outside London","AO","80","80","22620","23390"
"In post","2023","Unknown","Project Delivery","Outside London","EO","240","230","26920","27020"
"In post","2023","Unknown","Project Delivery","Outside London","G6","150","150","67320","66410"
"In post","2023","Unknown","Project Delivery","Outside London","G7","470","455","54130","54420"
"In post","2023","Unknown","Project Delivery","Outside London","HEO","620","605","32840","32520"
"In post","2023","Unknown","Project Delivery","Outside London","SCS level","25","25","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Outside London","SEO","690","665","41090","41000"
"In post","2023","Unknown","Project Delivery","Outside London","Unknown","95","90","39480","40000"
"In post","2023","Unknown","Project Delivery","Overseas","G6","5","5","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Overseas","G7","5","5","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Overseas","HEO","5","5","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","London","AA","10","10","[c]","[c]"
"In post","2023","Unknown","Property","London","AO","10","10","[c]","[c]"
"In post","2023","Unknown","Property","London","EO","55","50","30610","30590"
"In post","2023","Unknown","Property","London","G6","10","10","[c]","[c]"
"In post","2023","Unknown","Property","London","G7","25","25","[c]","[c]"
"In post","2023","Unknown","Property","London","HEO","65","65","35080","36030"
"In post","2023","Unknown","Property","London","SEO","55","55","48200","47800"
"In post","2023","Unknown","Property","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","Outside London","AA","195","185","19340","18830"
"In post","2023","Unknown","Property","Outside London","AO","105","100","22810","22520"
"In post","2023","Unknown","Property","Outside London","EO","240","230","27190","27080"
"In post","2023","Unknown","Property","Outside London","G6","25","25","[c]","[c]"
"In post","2023","Unknown","Property","Outside London","G7","75","75","54860","55110"
"In post","2023","Unknown","Property","Outside London","HEO","255","250","33170","33830"
"In post","2023","Unknown","Property","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","Unknown","Property","Outside London","SEO","165","165","43070","42670"
"In post","2023","Unknown","Property","Outside London","Unknown","15","15","[c]","[c]"
"In post","2023","Unknown","Property","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","Overseas","SEO","5","5","[c]","[c]"
"In post","2023","Unknown","Property","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Psychology","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Psychology","London","EO","5","5","[c]","[c]"
"In post","2023","Unknown","Psychology","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Psychology","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Psychology","Outside London","AO","10","10","[c]","[c]"
"In post","2023","Unknown","Psychology","Outside London","EO","65","65","32160","31290"
"In post","2023","Unknown","Psychology","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Psychology","Outside London","G7","15","15","[c]","[c]"
"In post","2023","Unknown","Psychology","Outside London","HEO","40","40","31690","30940"
"In post","2023","Unknown","Psychology","Outside London","SEO","30","25","44770","45570"
"In post","2023","Unknown","Science and Engineering","London","AO","10","5","[c]","[c]"
"In post","2023","Unknown","Science and Engineering","London","EO","15","15","[c]","[c]"
"In post","2023","Unknown","Science and Engineering","London","G6","20","20","[c]","[c]"
"In post","2023","Unknown","Science and Engineering","London","G7","40","40","57050","55210"
"In post","2023","Unknown","Science and Engineering","London","HEO","120","120","32360","32960"
"In post","2023","Unknown","Science and Engineering","London","SCS level","15","15","[c]","[c]"
"In post","2023","Unknown","Science and Engineering","London","SEO","55","55","42520","41480"
"In post","2023","Unknown","Science and Engineering","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Science and Engineering","Outside London","AA","40","40","19600","19280"
"In post","2023","Unknown","Science and Engineering","Outside London","AO","290","285","22160","22160"
"In post","2023","Unknown","Science and Engineering","Outside London","EO","200","195","27190","27070"
"In post","2023","Unknown","Science and Engineering","Outside London","G6","60","60","70180","70550"
"In post","2023","Unknown","Science and Engineering","Outside London","G7","425","405","53870","50980"
"In post","2023","Unknown","Science and Engineering","Outside London","HEO","560","555","31240","30650"
"In post","2023","Unknown","Science and Engineering","Outside London","SCS level","10","10","[c]","[c]"
"In post","2023","Unknown","Science and Engineering","Outside London","SEO","475","460","41820","41190"
"In post","2023","Unknown","Science and Engineering","Outside London","Unknown","135","135","41130","34000"
"In post","2023","Unknown","Science and Engineering","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Science and Engineering","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Science and Engineering","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Science and Engineering","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Science and Engineering","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Science and Engineering","Overseas","SEO","5","5","[c]","[c]"
"In post","2023","Unknown","Science and Engineering","Overseas","Unknown","5","5","[c]","[c]"
"In post","2023","Unknown","Science and Engineering","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Security","London","AA","35","35","24960","24380"
"In post","2023","Unknown","Security","London","AO","60","55","34550","32240"
"In post","2023","Unknown","Security","London","EO","60","60","33530","32970"
"In post","2023","Unknown","Security","London","G6","25","25","[c]","[c]"
"In post","2023","Unknown","Security","London","G7","45","45","58780","57960"
"In post","2023","Unknown","Security","London","HEO","80","80","38090","37850"
"In post","2023","Unknown","Security","London","SCS level","20","20","[c]","[c]"
"In post","2023","Unknown","Security","London","SEO","60","55","45500","44790"
"In post","2023","Unknown","Security","Outside London","AA","640","620","24050","22130"
"In post","2023","Unknown","Security","Outside London","AO","965","955","34550","35010"
"In post","2023","Unknown","Security","Outside London","EO","190","190","34000","28850"
"In post","2023","Unknown","Security","Outside London","G6","15","15","[c]","[c]"
"In post","2023","Unknown","Security","Outside London","G7","60","60","55300","55830"
"In post","2023","Unknown","Security","Outside London","HEO","125","120","36910","34320"
"In post","2023","Unknown","Security","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","Unknown","Security","Outside London","SEO","80","80","43610","42140"
"In post","2023","Unknown","Security","Outside London","Unknown","10","10","[c]","[c]"
"In post","2023","Unknown","Security","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Security","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Security","Overseas","HEO","5","5","[c]","[c]"
"In post","2023","Unknown","Security","Overseas","SEO","5","5","[c]","[c]"
"In post","2023","Unknown","Security","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Social Research","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Social Research","London","G6","5","5","[c]","[c]"
"In post","2023","Unknown","Social Research","London","G7","30","30","[c]","[c]"
"In post","2023","Unknown","Social Research","London","HEO","50","50","36510","36550"
"In post","2023","Unknown","Social Research","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Social Research","London","SEO","50","50","44190","43830"
"In post","2023","Unknown","Social Research","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Social Research","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Unknown","Social Research","Outside London","G6","5","5","[c]","[c]"
"In post","2023","Unknown","Social Research","Outside London","G7","30","30","53230","52490"
"In post","2023","Unknown","Social Research","Outside London","HEO","95","90","32440","31560"
"In post","2023","Unknown","Social Research","Outside London","SEO","135","130","40270","39300"
"In post","2023","Unknown","Statistics","London","AA","35","35","23500","23500"
"In post","2023","Unknown","Statistics","London","AO","5","5","[c]","[c]"
"In post","2023","Unknown","Statistics","London","EO","25","25","[c]","[c]"
"In post","2023","Unknown","Statistics","London","G6","5","5","[c]","[c]"
"In post","2023","Unknown","Statistics","London","G7","45","45","58220","56210"
"In post","2023","Unknown","Statistics","London","HEO","140","140","34260","34250"
"In post","2023","Unknown","Statistics","London","SCS level","5","5","[c]","[c]"
"In post","2023","Unknown","Statistics","London","SEO","60","60","44350","44280"
"In post","2023","Unknown","Statistics","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Statistics","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Statistics","Outside London","EO","25","25","[c]","[c]"
"In post","2023","Unknown","Statistics","Outside London","G6","10","10","[c]","[c]"
"In post","2023","Unknown","Statistics","Outside London","G7","60","60","53090","51460"
"In post","2023","Unknown","Statistics","Outside London","HEO","110","110","32100","31560"
"In post","2023","Unknown","Statistics","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","Unknown","Statistics","Outside London","SEO","130","130","40510","39300"
"In post","2023","Unknown","Tax","London","AO","10","10","[c]","[c]"
"In post","2023","Unknown","Tax","London","EO","150","140","33060","32540"
"In post","2023","Unknown","Tax","London","G6","15","15","[c]","[c]"
"In post","2023","Unknown","Tax","London","G7","65","65","64660","65230"
"In post","2023","Unknown","Tax","London","HEO","260","245","40010","39790"
"In post","2023","Unknown","Tax","London","SEO","80","75","46530","45960"
"In post","2023","Unknown","Tax","Outside London","AO","845","780","22520","22520"
"In post","2023","Unknown","Tax","Outside London","EO","1225","1175","28130","28130"
"In post","2023","Unknown","Tax","Outside London","G6","60","55","71460","71300"
"In post","2023","Unknown","Tax","Outside London","G7","255","245","57510","57970"
"In post","2023","Unknown","Tax","Outside London","HEO","1190","1150","34970","35000"
"In post","2023","Unknown","Tax","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Tax","Outside London","SEO","255","240","42520","42510"
"In post","2023","Unknown","Unknown","London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","London","AO","75","70","27940","26920"
"In post","2023","Unknown","Unknown","London","EO","300","295","30030","28770"
"In post","2023","Unknown","Unknown","London","G6","290","280","69550","67890"
"In post","2023","Unknown","Unknown","London","G7","635","620","56880","55020"
"In post","2023","Unknown","Unknown","London","HEO","895","890","33140","32960"
"In post","2023","Unknown","Unknown","London","SCS level","160","155","97210","87440"
"In post","2023","Unknown","Unknown","London","SEO","400","390","42910","41950"
"In post","2023","Unknown","Unknown","Outside London","AA","1290","1205","23250","22180"
"In post","2023","Unknown","Unknown","Outside London","AO","795","760","25650","25710"
"In post","2023","Unknown","Unknown","Outside London","EO","1825","1760","29640","29100"
"In post","2023","Unknown","Unknown","Outside London","G6","490","475","75150","79060"
"In post","2023","Unknown","Unknown","Outside London","G7","1115","1070","58540","57360"
"In post","2023","Unknown","Unknown","Outside London","HEO","1830","1780","35310","34730"
"In post","2023","Unknown","Unknown","Outside London","SCS level","125","120","93720","85200"
"In post","2023","Unknown","Unknown","Outside London","SEO","1380","1330","45700","44890"
"In post","2023","Unknown","Unknown","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Overseas","G7","5","5","[c]","[c]"
"In post","2023","Unknown","Unknown","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Unknown","EO","30","30","25210","24470"
"In post","2023","Unknown","Unknown","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Unknown","G7","5","5","[c]","[c]"
"In post","2023","Unknown","Unknown","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Veterinarian","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Veterinarian","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Veterinarian","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Veterinarian","Outside London","SEO","25","20","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Outside London","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Outside London","SEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","London","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Corporate Finance","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Corporate Finance","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Corporate Finance","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Corporate Finance","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Corporate Finance","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Corporate Finance","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Corporate Finance","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Corporate Finance","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Counter Fraud","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Counter Fraud","London","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Counter Fraud","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Counter Fraud","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Counter Fraud","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Counter Fraud","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Counter Fraud","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Counter Fraud","Outside London","AO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Counter Fraud","Outside London","EO","40","[c]","28300","28120"
"Leaver CS","2023","Declared disabled","Counter Fraud","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Counter Fraud","Outside London","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Counter Fraud","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Digital, Data and Technology","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Digital, Data and Technology","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Digital, Data and Technology","London","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Digital, Data and Technology","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Digital, Data and Technology","London","G7","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Digital, Data and Technology","London","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Digital, Data and Technology","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Digital, Data and Technology","London","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Digital, Data and Technology","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Digital, Data and Technology","Outside London","AA","[c]","[c]","[c]","[c]"
