"Status","Year","Disability","Function_of_post","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Analysis","Office for Standards in Education, Children's Services and Skills","Social Research","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Office for Standards in Education, Children's Services and Skills","Statistics","15","15","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Office of Gas and Electricity Markets","Economics","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Office of Gas and Electricity Markets","Unknown","15","15","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Office of Rail and Road","Economics","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Office of Rail and Road","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Scottish Government","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Scottish Government","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","UK Export Finance","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","UK Statistics Authority","Economics","10","10","[c]","[c]"
"In post","2023","Declared disabled","Analysis","UK Statistics Authority","Operational Delivery","45","40","32810","31660"
"In post","2023","Declared disabled","Analysis","UK Statistics Authority","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","UK Statistics Authority","Social Research","80","75","38420","39190"
"In post","2023","Declared disabled","Analysis","UK Statistics Authority","Statistics","70","65","43080","39300"
"In post","2023","Declared disabled","Analysis","Water Services Regulation Authority","Economics","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Water Services Regulation Authority","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Welsh Government","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Attorney General's Departments","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Attorney General's Departments","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Attorney General's Departments","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Attorney General's Departments","Property","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Cabinet Office","Commercial","215","215","62920","65500"
"In post","2023","Declared disabled","Commercial","Cabinet Office","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Cabinet Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Cabinet Office","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Cabinet Office","Human Resources","5","5","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Cabinet Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Cabinet Office","Other","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Cabinet Office","Policy","5","5","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Cabinet Office","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Cabinet Office","Security","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Cabinet Office","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Chancellor's other departments","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Chancellor's other departments","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Chancellor's other departments","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Chancellor's other departments","Other","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Charity Commission","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Competition and Markets Authority","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Business, Energy and Industrial Strategy","Commercial","10","10","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Business, Energy and Industrial Strategy","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Business, Energy and Industrial Strategy","Other","15","15","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Business, Energy and Industrial Strategy","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Business, Energy and Industrial Strategy","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Business, Energy and Industrial Strategy","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Digital, Culture, Media and Sport","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Digital, Culture, Media and Sport","Other","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Education","Commercial","20","20","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Education","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Education","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Education","Economics","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Education","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Education","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Education","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Education","Security","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Education","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Environment, Food and Rural Affairs","Commercial","30","25","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Environment, Food and Rural Affairs","Operational Delivery","10","10","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Environment, Food and Rural Affairs","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Environment, Food and Rural Affairs","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Environment, Food and Rural Affairs","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for International Trade","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for International Trade","International Trade","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for International Trade","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Levelling Up, Housing and Communities","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Levelling Up, Housing and Communities","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Levelling Up, Housing and Communities","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Transport","Commercial","40","35","38680","35760"
"In post","2023","Declared disabled","Commercial","Department for Transport","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Transport","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Transport","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Transport","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Work and Pensions","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Work and Pensions","Operational Delivery","5","5","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Work and Pensions","Project Delivery","5","5","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department of Health and Social Care","Commercial","5","5","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department of Health and Social Care","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department of Health and Social Care","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department of Health and Social Care","Medicine","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department of Health and Social Care","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department of Health and Social Care","Other","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department of Health and Social Care","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department of Health and Social Care","Property","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department of Health and Social Care","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Estyn","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Food Standards Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Foreign, Commonwealth and Development Office","Commercial","15","15","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Foreign, Commonwealth and Development Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Foreign, Commonwealth and Development Office","Other","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Foreign, Commonwealth and Development Office","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","HM Land Registry","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","HM Revenue and Customs","Commercial","5","5","[c]","[c]"
"In post","2023","Declared disabled","Commercial","HM Revenue and Customs","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","HM Revenue and Customs","Tax","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","HM Treasury","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Home Office","Commercial","15","15","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Home Office","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Home Office","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Ministry of Defence","Commercial","225","215","40420","39890"
"In post","2023","Declared disabled","Commercial","Ministry of Defence","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Ministry of Justice","Commercial","35","35","37250","36340"
"In post","2023","Declared disabled","Commercial","Ministry of Justice","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Ministry of Justice","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Ministry of Justice","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","National Crime Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Office for Standards in Education, Children's Services and Skills","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Office of Qualifications and Examinations Regulation","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Office of Rail and Road","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Scottish Government","Commercial","10","10","[c]","[c]"
"In post","2023","Declared disabled","Commercial","The National Archives","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","UK Export Finance","Economics","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","UK Export Finance","Operational Delivery","10","10","[c]","[c]"
"In post","2023","Declared disabled","Commercial","UK Statistics Authority","Commercial","5","5","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Water Services Regulation Authority","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Attorney General's Departments","Communications","10","10","[c]","[c]"
"In post","2023","Declared disabled","Communications","Cabinet Office","Communications","5","5","[c]","[c]"
"In post","2023","Declared disabled","Communications","Cabinet Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
