"Status","Year","Profession_of_post","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Commercial","East Surrey","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Enfield","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Falkirk","5","5","[c]","[c]"
"In post","2023","Commercial","Flintshire and Wrexham","25","25","35300","34680"
"In post","2023","Commercial","Glasgow City","190","190","41600","35650"
"In post","2023","Commercial","Gloucestershire CC","5","5","[c]","[c]"
"In post","2023","Commercial","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Greater Manchester North West","5","5","[c]","[c]"
"In post","2023","Commercial","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Greater Manchester South West","135","130","47930","42510"
"In post","2023","Commercial","Hackney and Newham","10","10","60210","65500"
"In post","2023","Commercial","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Hertfordshire CC","5","5","[c]","[c]"
"In post","2023","Commercial","Hounslow and Richmond upon Thames","45","45","35560","25210"
"In post","2023","Commercial","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Lambeth","10","10","[c]","[c]"
"In post","2023","Commercial","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Leeds","370","355","46270","38470"
"In post","2023","Commercial","Leicester","10","10","32970","30070"
"In post","2023","Commercial","Leicestershire CC and Rutland","10","10","49890","46310"
"In post","2023","Commercial","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Lincolnshire CC","15","15","40270","38460"
"In post","2023","Commercial","Lisburn and Castlereagh","10","10","31690","28800"
"In post","2023","Commercial","Liverpool","240","240","42680","40450"
"In post","2023","Commercial","Luton","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Manchester","220","220","50420","40850"
"In post","2023","Commercial","Medway","5","5","[c]","[c]"
"In post","2023","Commercial","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Mid Lancashire","10","10","44770","44410"
"In post","2023","Commercial","Mid and East Antrim","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Milton Keynes","70","70","46940","43020"
"In post","2023","Commercial","Monmouthshire and Newport","115","115","39540","36190"
"In post","2023","Commercial","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North Northamptonshire","5","5","[c]","[c]"
"In post","2023","Commercial","North Nottinghamshire","10","10","48880","48660"
"In post","2023","Commercial","North Yorkshire CC","25","20","47420","41200"
"In post","2023","Commercial","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North and West Norfolk","5","5","[c]","[c]"
"In post","2023","Commercial","Northumberland","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Norwich and East Norfolk","90","85","44480","40570"
"In post","2023","Commercial","Nottingham","50","50","47950","42210"
"In post","2023","Commercial","Overseas","30","30","67720","60030"
"In post","2023","Commercial","Oxfordshire CC","35","35","40940","34930"
"In post","2023","Commercial","Perth and Kinross, and Stirling","10","10","33050","28490"
"In post","2023","Commercial","Peterborough","50","50","52010","46860"
"In post","2023","Commercial","Plymouth","30","30","42240","41940"
"In post","2023","Commercial","Portsmouth","65","60","40350","35800"
"In post","2023","Commercial","Powys","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Sandwell","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Sefton","20","20","43720","37490"
"In post","2023","Commercial","Sheffield","275","260","42470","38470"
"In post","2023","Commercial","Shropshire","5","5","[c]","[c]"
"In post","2023","Commercial","Solihull","15","15","66280","65500"
"In post","2023","Commercial","Somerset CC","45","45","39020","35610"
"In post","2023","Commercial","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","South Hampshire","20","20","47450","41170"
"In post","2023","Commercial","South Lanarkshire","65","65","50440","49230"
"In post","2023","Commercial","South Nottinghamshire","10","10","41500","38610"
"In post","2023","Commercial","South and West Derbyshire","25","25","53750","55290"
"In post","2023","Commercial","Southampton","20","20","40770","40370"
"In post","2023","Commercial","Staffordshire CC","135","135","36020","32420"
"In post","2023","Commercial","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Suffolk CC","25","25","46320","46110"
"In post","2023","Commercial","Sunderland","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Swansea","210","190","35000","31660"
"In post","2023","Commercial","Swindon","5","5","[c]","[c]"
"In post","2023","Commercial","Telford and Wrekin","40","35","54350","44930"
"In post","2023","Commercial","Torbay","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Tower Hamlets","160","160","52770","43650"
"In post","2023","Commercial","Tyneside","105","100","44320","38470"
"In post","2023","Commercial","Unknown","10","10","56290","38470"
"In post","2023","Commercial","Wakefield","15","15","49860","44140"
"In post","2023","Commercial","Walsall","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Warrington","30","25","41050","38640"
"In post","2023","Commercial","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","West Cumbria","20","15","42720","42620"
"In post","2023","Commercial","West Essex","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","West Kent","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","West Lothian","10","10","37510","42590"
"In post","2023","Commercial","West Northamptonshire","5","5","[c]","[c]"
"In post","2023","Commercial","West Surrey","25","25","53420","49510"
"In post","2023","Commercial","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","West Sussex (South West)","5","5","[c]","[c]"
"In post","2023","Commercial","Westminster","1290","1270","61600","56200"
"In post","2023","Commercial","Wiltshire","245","235","43260","35800"
"In post","2023","Commercial","Wirral","30","30","29700","21690"
"In post","2023","Commercial","Wolverhampton","10","10","52460","54800"
"In post","2023","Commercial","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","York","75","75","46650","49400"
"In post","2023","Communications","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Barnet","10","10","[c]","[c]"
"In post","2023","Communications","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Bath and North East Somerset, North Somerset and South Gloucestershire","55","55","41620","38890"
"In post","2023","Communications","Bedford","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Belfast","20","15","41530","40230"
"In post","2023","Communications","Berkshire","25","20","32310","27740"
"In post","2023","Communications","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Birmingham","40","35","43170","40890"
"In post","2023","Communications","Blackpool","5","5","[c]","[c]"
"In post","2023","Communications","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Bradford","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Bristol, City of","85","80","40090","37300"
"In post","2023","Communications","Buckinghamshire","40","40","37990","35990"
"In post","2023","Communications","Cambridgeshire CC","5","5","[c]","[c]"
"In post","2023","Communications","Camden and City of London","5","5","[c]","[c]"
"In post","2023","Communications","Cardiff and Vale of Glamorgan","210","195","41640","39690"
"In post","2023","Communications","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Central Hampshire","60","55","34550","33990"
"In post","2023","Communications","Central Valleys","15","15","41390","39690"
"In post","2023","Communications","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Communications","City of Edinburgh","45","45","44430","39590"
"In post","2023","Communications","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Cornwall and Isles of Scilly","10","10","24330","22220"
"In post","2023","Communications","Coventry","55","55","43220","41190"
"In post","2023","Communications","Croydon","35","30","46100","43150"
"In post","2023","Communications","Darlington","35","35","31730","30510"
"In post","2023","Communications","Derby","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Devon CC","40","40","35600","32770"
"In post","2023","Communications","Dorset","20","20","29460","29570"
"In post","2023","Communications","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Durham","10","10","38030","34330"
"In post","2023","Communications","Ealing","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East Cumbria","5","5","[c]","[c]"
"In post","2023","Communications","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East Kent","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Flintshire and Wrexham","5","5","[c]","[c]"
"In post","2023","Communications","Glasgow City","40","40","36140","32340"
"In post","2023","Communications","Gloucestershire CC","5","5","[c]","[c]"
"In post","2023","Communications","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Greater Manchester South West","30","25","46320","42510"
"In post","2023","Communications","Gwent Valleys","5","5","[c]","[c]"
"In post","2023","Communications","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Hackney and Newham","30","30","49810","44180"
"In post","2023","Communications","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Hertfordshire CC","20","20","40910","41460"
"In post","2023","Communications","Hounslow and Richmond upon Thames","20","20","36630","35000"
"In post","2023","Communications","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Lambeth","20","20","48310","50980"
"In post","2023","Communications","Lancaster and Wyre","15","15","35050","33990"
"In post","2023","Communications","Leeds","70","65","45830","43700"
"In post","2023","Communications","Leicester","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Lincolnshire CC","20","15","33240","34300"
"In post","2023","Communications","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Liverpool","25","25","43680","40750"
"In post","2023","Communications","Manchester","85","80","36440","33950"
"In post","2023","Communications","Medway","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Mid Lancashire","10","10","41530","37710"
"In post","2023","Communications","Milton Keynes","10","10","36810","31140"
"In post","2023","Communications","Monmouthshire and Newport","85","85","39460","37760"
"In post","2023","Communications","North Hampshire","10","10","37350","34300"
"In post","2023","Communications","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Communications","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Communications","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Communications","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Northumberland","5","5","[c]","[c]"
"In post","2023","Communications","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Nottingham","85","85","42060","41960"
"In post","2023","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Oxfordshire CC","20","20","31270","29570"
"In post","2023","Communications","Peterborough","10","10","35180","31700"
"In post","2023","Communications","Plymouth","10","10","31930","33050"
"In post","2023","Communications","Portsmouth","45","45","36340","34300"
"In post","2023","Communications","Powys","5","5","[c]","[c]"
"In post","2023","Communications","Sefton","60","55","39710","36630"
"In post","2023","Communications","Sheffield","80","75","42090","41190"
"In post","2023","Communications","Shropshire","15","10","28840","27470"
"In post","2023","Communications","Solihull","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Somerset CC","25","20","40150","34690"
"In post","2023","Communications","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2023","Communications","South Hampshire","30","30","36090","31060"
"In post","2023","Communications","South Lanarkshire","5","5","[c]","[c]"
"In post","2023","Communications","South Nottinghamshire","10","10","[c]","[c]"
"In post","2023","Communications","South Teesside","[c]","[c]","[c]","[c]"
"In post","2023","Communications","South West Wales","10","10","[c]","[c]"
"In post","2023","Communications","Southampton","20","15","35880","31660"
"In post","2023","Communications","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Staffordshire CC","40","40","37360","34140"
"In post","2023","Communications","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Suffolk CC","15","15","33260","30820"
"In post","2023","Communications","Sunderland","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Swansea","80","75","31480","27450"
"In post","2023","Communications","Swindon","5","5","[c]","[c]"
"In post","2023","Communications","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Tower Hamlets","180","175","48560","42060"
"In post","2023","Communications","Tyneside","65","60","40950","39940"
"In post","2023","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Wakefield","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Warrington","15","15","37430","37300"
"In post","2023","Communications","Warwickshire CC","5","5","[c]","[c]"
"In post","2023","Communications","West Kent","[c]","[c]","[c]","[c]"
"In post","2023","Communications","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Communications","West Surrey","[c]","[c]","[c]","[c]"
"In post","2023","Communications","West Sussex (North East)","5","5","[c]","[c]"
"In post","2023","Communications","West Sussex (South West)","10","5","[c]","[c]"
"In post","2023","Communications","Westminster","1685","1650","49460","45670"
"In post","2023","Communications","Wiltshire","65","60","34970","30650"
"In post","2023","Communications","Wirral","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Worcestershire CC","10","10","42090","37980"
"In post","2023","Communications","York","15","15","35720","35030"
"In post","2023","Corporate Finance","Belfast","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","Birmingham","10","10","[c]","[c]"
"In post","2023","Corporate Finance","Camden and City of London","20","20","64550","52900"
"In post","2023","Corporate Finance","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","Somerset CC","5","5","[c]","[c]"
"In post","2023","Corporate Finance","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","Swindon","5","5","[c]","[c]"
"In post","2023","Corporate Finance","Tower Hamlets","20","20","46910","43700"
"In post","2023","Corporate Finance","Westminster","35","30","58100","55740"
"In post","2023","Counter Fraud","Aberdeen City and Aberdeenshire","15","15","28920","28120"
"In post","2023","Counter Fraud","Angus and Dundee City","25","20","29050","28120"
"In post","2023","Counter Fraud","Barking & Dagenham and Havering","70","65","32860","32520"
"In post","2023","Counter Fraud","Barnet","55","55","32740","32520"
"In post","2023","Counter Fraud","Barnsley, Doncaster and Rotherham","95","85","28530","28120"
"In post","2023","Counter Fraud","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Bedford","30","25","28680","28120"
"In post","2023","Counter Fraud","Belfast","110","105","31680","28130"
"In post","2023","Counter Fraud","Berkshire","90","85","32850","31320"
"In post","2023","Counter Fraud","Bexley and Greenwich","40","35","31990","32520"
"In post","2023","Counter Fraud","Birmingham","425","395","31990","28130"
"In post","2023","Counter Fraud","Blackburn with Darwen","35","35","27570","28120"
"In post","2023","Counter Fraud","Blackpool","35","35","35630","34170"
"In post","2023","Counter Fraud","Bournemouth, Christchurch and Poole","20","15","29620","28120"
"In post","2023","Counter Fraud","Bradford","25","25","29500","28120"
"In post","2023","Counter Fraud","Brent","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Bridgend and Neath Port Talbot","20","15","30360","28120"
"In post","2023","Counter Fraud","Brighton and Hove","35","35","30160","29120"
"In post","2023","Counter Fraud","Bristol, City of","155","140","32230","28130"
"In post","2023","Counter Fraud","Bromley","110","100","33450","32520"
"In post","2023","Counter Fraud","Buckinghamshire","20","20","30010","28120"
"In post","2023","Counter Fraud","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Calderdale and Kirklees","40","35","28030","28120"
"In post","2023","Counter Fraud","Cambridgeshire CC","25","25","29460","28120"
"In post","2023","Counter Fraud","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Cardiff and Vale of Glamorgan","310","280","29460","27890"
"In post","2023","Counter Fraud","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Central Valleys","245","225","28310","28120"
"In post","2023","Counter Fraud","Cheshire East","10","10","29060","28120"
"In post","2023","Counter Fraud","Cheshire West and Chester","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Chorley and West Lancashire","10","5","[c]","[c]"
"In post","2023","Counter Fraud","City of Edinburgh","70","65","29800","28120"
"In post","2023","Counter Fraud","Clackmannanshire and Fife","20","20","29170","28120"
"In post","2023","Counter Fraud","Conwy and Denbighshire","10","5","[c]","[c]"
"In post","2023","Counter Fraud","Cornwall and Isles of Scilly","50","45","30380","28120"
"In post","2023","Counter Fraud","Coventry","30","30","29380","28120"
"In post","2023","Counter Fraud","Croydon","205","195","40340","39560"
"In post","2023","Counter Fraud","Darlington","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Derby","10","5","[c]","[c]"
"In post","2023","Counter Fraud","Devon CC","35","35","29970","28120"
"In post","2023","Counter Fraud","Dorset","10","10","[c]","[c]"
"In post","2023","Counter Fraud","Dudley","60","55","31350","34170"
"In post","2023","Counter Fraud","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Durham","85","75","27890","28120"
"In post","2023","Counter Fraud","Ealing","20","15","31990","32520"
"In post","2023","Counter Fraud","East Ayrshire and North Ayrshire mainland","215","195","24230","21690"
"In post","2023","Counter Fraud","East Cumbria","10","10","29930","28120"
"In post","2023","Counter Fraud","East Derbyshire","20","15","28550","28120"
"In post","2023","Counter Fraud","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","5","5","[c]","[c]"
"In post","2023","Counter Fraud","East Kent","325","305","29090","25610"
"In post","2023","Counter Fraud","East Lancashire","15","15","29770","28120"
"In post","2023","Counter Fraud","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","East Merseyside","60","55","29270","28120"
"In post","2023","Counter Fraud","East Riding of Yorkshire","5","5","[c]","[c]"
"In post","2023","Counter Fraud","East Surrey","5","5","[c]","[c]"
"In post","2023","Counter Fraud","East Sussex CC","65","60","29700","28120"
"In post","2023","Counter Fraud","Enfield","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Essex Haven Gateway","30","30","33240","31420"
"In post","2023","Counter Fraud","Essex Thames Gateway","85","80","32540","31280"
"In post","2023","Counter Fraud","Falkirk","30","25","28320","28120"
"In post","2023","Counter Fraud","Flintshire and Wrexham","15","15","31280","28120"
"In post","2023","Counter Fraud","Glasgow City","260","240","28190","28120"
"In post","2023","Counter Fraud","Gloucestershire CC","40","40","30410","28120"
"In post","2023","Counter Fraud","Greater Manchester North East","40","35","28800","28120"
"In post","2023","Counter Fraud","Greater Manchester North West","40","35","28950","28120"
"In post","2023","Counter Fraud","Greater Manchester South East","15","15","28120","28120"
"In post","2023","Counter Fraud","Greater Manchester South West","305","290","33550","29730"
"In post","2023","Counter Fraud","Gwent Valleys","25","25","28690","28120"
"In post","2023","Counter Fraud","Gwynedd","15","10","27430","28120"
"In post","2023","Counter Fraud","Hackney and Newham","520","500","39420","39450"
"In post","2023","Counter Fraud","Haringey and Islington","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Harrow and Hillingdon","55","50","34830","32520"
"In post","2023","Counter Fraud","Hartlepool and Stockton-on-Tees","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Heart of Essex","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Herefordshire, County of","10","10","[c]","[c]"
"In post","2023","Counter Fraud","Hertfordshire CC","70","60","30730","31280"
"In post","2023","Counter Fraud","Hounslow and Richmond upon Thames","20","20","34180","32520"
"In post","2023","Counter Fraud","Inverclyde, East Renfrewshire, and Renfrewshire","10","10","28760","28120"
"In post","2023","Counter Fraud","Inverness and Nairn, Moray, and Badenoch and Strathspey","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Isle of Wight","55","50","27580","28120"
"In post","2023","Counter Fraud","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Kent Thames Gateway","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Kingston upon Hull, City of","55","50","28650","28120"
"In post","2023","Counter Fraud","Lambeth","60","60","32360","32520"
"In post","2023","Counter Fraud","Lancaster and Wyre","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Leeds","415","390","34320","29730"
"In post","2023","Counter Fraud","Leicester","45","40","28080","28120"
"In post","2023","Counter Fraud","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Lincolnshire CC","40","35","29090","28120"
"In post","2023","Counter Fraud","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Liverpool","165","155","32170","30180"
"In post","2023","Counter Fraud","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","[c]","[c]","[c]","[c]"
