"Status","Year","Age","Function_of_post","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","20-29","Unknown","Other","Outside London","55","[c]","25380","26310"
"New entrant CS","2023","20-29","Unknown","Other","Unknown","80","[c]","22070","17660"
"New entrant CS","2023","20-29","Unknown","Planning","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Policy","London","30","[c]","32820","32520"
"New entrant CS","2023","20-29","Unknown","Policy","Outside London","45","[c]","27950","26900"
"New entrant CS","2023","20-29","Unknown","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Science and Engineering","London","25","[c]","28840","28840"
"New entrant CS","2023","20-29","Unknown","Science and Engineering","Outside London","150","[c]","27220","27330"
"New entrant CS","2023","20-29","Unknown","Social Research","Outside London","15","[c]","29960","32460"
"New entrant CS","2023","20-29","Unknown","Statistics","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Unknown","London","225","[c]","28680","28840"
"New entrant CS","2023","20-29","Unknown","Unknown","Outside London","980","[c]","28290","28840"
"New entrant CS","2023","20-29","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Analysis","Counter Fraud","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Analysis","Digital, Data and Technology","London","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Analysis","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Analysis","Economics","London","10","[c]","50780","54770"
"New entrant CS","2023","30-39","Analysis","Economics","Outside London","10","[c]","38880","31060"
"New entrant CS","2023","30-39","Analysis","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Analysis","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Analysis","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Analysis","Legal","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Analysis","Operational Delivery","London","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Analysis","Operational Delivery","Outside London","20","[c]","34440","31060"
"New entrant CS","2023","30-39","Analysis","Operational Research","London","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Analysis","Operational Research","Outside London","10","[c]","38210","39190"
"New entrant CS","2023","30-39","Analysis","Other","London","10","[c]","54810","43650"
"New entrant CS","2023","30-39","Analysis","Other","Outside London","25","[c]","37170","34450"
"New entrant CS","2023","30-39","Analysis","Policy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Analysis","Science and Engineering","Outside London","40","[c]","32890","30350"
"New entrant CS","2023","30-39","Analysis","Social Research","London","15","[c]","42460","43650"
"New entrant CS","2023","30-39","Analysis","Social Research","Outside London","30","[c]","36680","33220"
"New entrant CS","2023","30-39","Analysis","Statistics","London","15","[c]","41350","36260"
"New entrant CS","2023","30-39","Analysis","Statistics","Outside London","35","[c]","37840","34400"
"New entrant CS","2023","30-39","Analysis","Unknown","London","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Analysis","Unknown","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Commercial","Commercial","London","15","[c]","40240","35410"
"New entrant CS","2023","30-39","Commercial","Commercial","Outside London","155","[c]","40160","33830"
"New entrant CS","2023","30-39","Commercial","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Commercial","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Commercial","Operational Delivery","London","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Commercial","Operational Delivery","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Commercial","Other","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Commercial","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Commercial","Unknown","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Commercial","Unknown","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Communications","Communications","London","70","[c]","42720","41190"
"New entrant CS","2023","30-39","Communications","Communications","Outside London","90","[c]","36460","34000"
"New entrant CS","2023","30-39","Communications","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Communications","Operational Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Communications","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Communications","Other","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Communications","Policy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Communications","Unknown","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Counter Fraud","Counter Fraud","London","25","[c]","35040","33460"
"New entrant CS","2023","30-39","Counter Fraud","Counter Fraud","Outside London","115","[c]","26640","25610"
"New entrant CS","2023","30-39","Counter Fraud","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Counter Fraud","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Counter Fraud","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Counter Fraud","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Counter Fraud","Legal","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Counter Fraud","Operational Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Counter Fraud","Operational Delivery","Outside London","10","[c]","30220","27890"
"New entrant CS","2023","30-39","Counter Fraud","Other","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Counter Fraud","Tax","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Counter Fraud","Unknown","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Counter Fraud","Unknown","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Debt","Operational Delivery","London","30","[c]","26920","26920"
"New entrant CS","2023","30-39","Debt","Operational Delivery","Outside London","245","[c]","22640","22520"
"New entrant CS","2023","30-39","Debt","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Debt","Other","Outside London","100","[c]","21660","21690"
"New entrant CS","2023","30-39","Debt","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Debt","Tax","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Debt","Unknown","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Debt","Unknown","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Digital, Data & Technology","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Digital, Data & Technology","Counter Fraud","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Digital, Data & Technology","Digital, Data and Technology","London","175","[c]","47660","43190"
"New entrant CS","2023","30-39","Digital, Data & Technology","Digital, Data and Technology","Outside London","650","[c]","39250","37680"
"New entrant CS","2023","30-39","Digital, Data & Technology","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Digital, Data & Technology","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Digital, Data & Technology","Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Digital, Data & Technology","Human Resources","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Digital, Data & Technology","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Digital, Data & Technology","Knowledge and Information Management","London","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Digital, Data & Technology","Knowledge and Information Management","Outside London","15","[c]","32680","27080"
"New entrant CS","2023","30-39","Digital, Data & Technology","Operational Delivery","Outside London","10","[c]","27900","24370"
"New entrant CS","2023","30-39","Digital, Data & Technology","Other","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Digital, Data & Technology","Other","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Digital, Data & Technology","Policy","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Digital, Data & Technology","Project Delivery","London","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Digital, Data & Technology","Project Delivery","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Digital, Data & Technology","Science and Engineering","Outside London","10","[c]","33530","32180"
"New entrant CS","2023","30-39","Digital, Data & Technology","Tax","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Digital, Data & Technology","Unknown","London","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Digital, Data & Technology","Unknown","Outside London","35","[c]","40840","36990"
"New entrant CS","2023","30-39","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Finance","Commercial","London","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Finance","Commercial","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Finance","Corporate Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Finance","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Finance","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Finance","Finance","London","30","[c]","45340","41750"
"New entrant CS","2023","30-39","Finance","Finance","Outside London","130","[c]","32150","27630"
"New entrant CS","2023","30-39","Finance","Finance","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Finance","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Finance","Operational Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Finance","Operational Delivery","Outside London","10","[c]","23640","22520"
"New entrant CS","2023","30-39","Finance","Other","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Finance","Policy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Finance","Security","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Finance","Security","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Finance","Unknown","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Finance","Unknown","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Grants Management","Operational Delivery","Outside London","90","[c]","23440","22150"
"New entrant CS","2023","30-39","Human Resources","Communications","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Human Resources","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Human Resources","Human Resources","London","45","[c]","36800","34340"
"New entrant CS","2023","30-39","Human Resources","Human Resources","Outside London","235","[c]","32520","31060"
"New entrant CS","2023","30-39","Human Resources","Human Resources","Overseas","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Human Resources","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Human Resources","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Human Resources","Operational Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Human Resources","Operational Delivery","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Human Resources","Project Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Human Resources","Unknown","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Human Resources","Unknown","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Internal Audit","Internal Audit","London","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Internal Audit","Internal Audit","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Internal Audit","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Legal","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Legal","Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Legal","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Legal","Legal","London","140","[c]","50190","52020"
"New entrant CS","2023","30-39","Legal","Legal","Outside London","205","[c]","44790","49050"
"New entrant CS","2023","30-39","Legal","Operational Delivery","London","30","[c]","27410","27760"
"New entrant CS","2023","30-39","Legal","Operational Delivery","Outside London","70","[c]","23630","22870"
"New entrant CS","2023","30-39","Legal","Other","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Legal","Other","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Legal","Policy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Legal","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Legal","Unknown","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Legal","Unknown","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","No function","Commercial","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","No function","Commercial","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","No function","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","No function","Communications","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","No function","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","No function","Digital, Data and Technology","London","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","No function","Digital, Data and Technology","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","No function","Economics","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","No function","Economics","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","No function","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","No function","Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","No function","Geography","Outside London","15","[c]","31050","30520"
"New entrant CS","2023","30-39","No function","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","No function","Inspector of Education and Training","London","10","[c]","70530","74970"
"New entrant CS","2023","30-39","No function","Inspector of Education and Training","Outside London","60","[c]","56990","52750"
"New entrant CS","2023","30-39","No function","Intelligence Analysis","London","10","[c]","35740","36450"
"New entrant CS","2023","30-39","No function","Intelligence Analysis","Outside London","25","[c]","27360","25750"
"New entrant CS","2023","30-39","No function","International Trade","London","15","[c]","45040","41550"
"New entrant CS","2023","30-39","No function","International Trade","Outside London","55","[c]","35110","34140"
"New entrant CS","2023","30-39","No function","Knowledge and Information Management","London","10","[c]","34090","30320"
"New entrant CS","2023","30-39","No function","Knowledge and Information Management","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","No function","Medicine","London","10","[c]","88100","90530"
"New entrant CS","2023","30-39","No function","Medicine","Outside London","95","[c]","45190","39640"
"New entrant CS","2023","30-39","No function","Medicine","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","No function","Operational Delivery","London","770","[c]","32030","29750"
"New entrant CS","2023","30-39","No function","Operational Delivery","Outside London","6260","[c]","25730","23640"
"New entrant CS","2023","30-39","No function","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","No function","Operational Delivery","Unknown","35","[c]","24970","24320"
"New entrant CS","2023","30-39","No function","Operational Research","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","No function","Operational Research","Outside London","25","[c]","24700","22520"
"New entrant CS","2023","30-39","No function","Other","London","30","[c]","37110","30210"
"New entrant CS","2023","30-39","No function","Other","Outside London","135","[c]","27330","22920"
"New entrant CS","2023","30-39","No function","Planning","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","No function","Planning","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","No function","Planning Inspectors","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","No function","Planning Inspectors","Outside London","15","[c]","45640","43740"
"New entrant CS","2023","30-39","No function","Policy","London","235","[c]","45700","42840"
"New entrant CS","2023","30-39","No function","Policy","Outside London","225","[c]","37430","37300"
"New entrant CS","2023","30-39","No function","Policy","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","No function","Project Delivery","London","15","[c]","41340","36090"
"New entrant CS","2023","30-39","No function","Project Delivery","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","No function","Psychology","Outside London","30","[c]","31980","28480"
"New entrant CS","2023","30-39","No function","Science and Engineering","London","20","[c]","39630","39770"
"New entrant CS","2023","30-39","No function","Science and Engineering","Outside London","155","[c]","35770","33830"
"New entrant CS","2023","30-39","No function","Security","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","No function","Social Research","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","No function","Tax","London","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","No function","Tax","Outside London","80","[c]","34410","34400"
"New entrant CS","2023","30-39","No function","Unknown","London","65","[c]","40830","35320"
"New entrant CS","2023","30-39","No function","Unknown","Outside London","80","[c]","30280","22520"
"New entrant CS","2023","30-39","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","No function","Veterinarian","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","No function","Veterinarian","Outside London","10","[c]","37230","37300"
"New entrant CS","2023","30-39","Project Delivery","Communications","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Project Delivery","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Project Delivery","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Project Delivery","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Project Delivery","Medicine","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Project Delivery","Operational Delivery","London","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Project Delivery","Operational Delivery","Outside London","30","[c]","33180","31920"
"New entrant CS","2023","30-39","Project Delivery","Operational Research","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Project Delivery","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Project Delivery","Other","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Project Delivery","Policy","London","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Project Delivery","Policy","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Project Delivery","Project Delivery","London","70","[c]","47840","41550"
"New entrant CS","2023","30-39","Project Delivery","Project Delivery","Outside London","260","[c]","38800","37420"
"New entrant CS","2023","30-39","Project Delivery","Science and Engineering","London","10","[c]","47500","42510"
"New entrant CS","2023","30-39","Project Delivery","Science and Engineering","Outside London","25","[c]","39710","38000"
"New entrant CS","2023","30-39","Project Delivery","Statistics","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Project Delivery","Unknown","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Property","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Property","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Property","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Property","Finance","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Property","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Property","Operational Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Property","Operational Delivery","Outside London","40","[c]","23200","22520"
"New entrant CS","2023","30-39","Property","Other","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Property","Project Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Property","Property","London","15","[c]","37510","37000"
"New entrant CS","2023","30-39","Property","Property","Outside London","105","[c]","33010","31810"
"New entrant CS","2023","30-39","Property","Property","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Property","Unknown","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Security","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Security","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Security","Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Security","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Security","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Security","Policy","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Security","Security","London","15","[c]","40040","36440"
"New entrant CS","2023","30-39","Security","Security","Outside London","160","[c]","29080","27500"
"New entrant CS","2023","30-39","Security","Unknown","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Security","Unknown","Outside London","35","[c]","28120","24330"
"New entrant CS","2023","30-39","Security","Unknown","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Unknown","Communications","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Unknown","Digital, Data and Technology","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Unknown","Economics","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Unknown","Human Resources","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Unknown","Inspector of Education and Training","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Unknown","Legal","Outside London","10","[c]","51680","53440"
"New entrant CS","2023","30-39","Unknown","Medicine","London","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Unknown","Medicine","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Unknown","Operational Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Unknown","Operational Delivery","Outside London","20","[c]","33430","32460"
"New entrant CS","2023","30-39","Unknown","Other","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Unknown","Other","Outside London","20","[c]","38770","36580"
"New entrant CS","2023","30-39","Unknown","Other","Unknown","20","[c]","26690","17820"
"New entrant CS","2023","30-39","Unknown","Planning","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Unknown","Policy","London","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Unknown","Policy","Outside London","20","[c]","41130","38940"
"New entrant CS","2023","30-39","Unknown","Project Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Unknown","Property","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Unknown","Psychology","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Unknown","Science and Engineering","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Unknown","Science and Engineering","Outside London","40","[c]","35200","33630"
"New entrant CS","2023","30-39","Unknown","Social Research","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Unknown","Statistics","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Unknown","Unknown","London","20","[c]","36270","32520"
"New entrant CS","2023","30-39","Unknown","Unknown","Outside London","1055","[c]","32550","29100"
"New entrant CS","2023","30-39","Unknown","Unknown","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Analysis","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Analysis","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Analysis","Economics","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Analysis","Economics","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Analysis","Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Analysis","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Analysis","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Analysis","Operational Delivery","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Analysis","Operational Research","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Analysis","Operational Research","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Analysis","Other","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Analysis","Other","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Analysis","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Analysis","Science and Engineering","Outside London","15","[c]","31570","30650"
"New entrant CS","2023","40-49","Analysis","Social Research","London","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Analysis","Social Research","Outside London","10","[c]","39580","37720"
"New entrant CS","2023","40-49","Analysis","Statistics","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Analysis","Statistics","Outside London","20","[c]","41720","35880"
"New entrant CS","2023","40-49","Analysis","Unknown","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Analysis","Unknown","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Commercial","Commercial","London","25","[c]","57080","43650"
"New entrant CS","2023","40-49","Commercial","Commercial","Outside London","95","[c]","42810","37300"
"New entrant CS","2023","40-49","Commercial","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Commercial","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Commercial","Operational Delivery","London","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Commercial","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Commercial","Other","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Commercial","Other","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Commercial","Policy","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Commercial","Statistics","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Commercial","Unknown","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Commercial","Unknown","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Communications","Communications","London","35","[c]","48950","45540"
"New entrant CS","2023","40-49","Communications","Communications","Outside London","55","[c]","42380","41400"
"New entrant CS","2023","40-49","Communications","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Communications","Operational Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Communications","Other","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Communications","Policy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Communications","Policy","Outside London","[c]","[c]","[c]","[c]"
