"Status","Year","Age","Parent_department","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","20-29","Department for Work and Pensions","G6/G7","G7","10","[c]","54540","54500"
"New entrant CS","2023","20-29","Department for Work and Pensions","SEO/HEO","HEO","195","[c]","35010","34170"
"New entrant CS","2023","20-29","Department for Work and Pensions","SEO/HEO","SEO","50","[c]","40870","40900"
"New entrant CS","2023","20-29","Department of Health and Social Care","AA/AO","AA","25","[c]","21350","20100"
"New entrant CS","2023","20-29","Department of Health and Social Care","AA/AO","AO","80","[c]","22340","21250"
"New entrant CS","2023","20-29","Department of Health and Social Care","EO","EO","210","[c]","26980","27690"
"New entrant CS","2023","20-29","Department of Health and Social Care","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department of Health and Social Care","G6/G7","G7","30","[c]","53400","53400"
"New entrant CS","2023","20-29","Department of Health and Social Care","SEO/HEO","HEO","180","[c]","32790","33330"
"New entrant CS","2023","20-29","Department of Health and Social Care","SEO/HEO","SEO","75","[c]","40530","40880"
"New entrant CS","2023","20-29","Estyn","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Estyn","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Estyn","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Food Standards Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Food Standards Agency","EO","EO","15","[c]","26410","26910"
"New entrant CS","2023","20-29","Food Standards Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Food Standards Agency","SEO/HEO","HEO","30","[c]","31620","31260"
"New entrant CS","2023","20-29","Food Standards Agency","SEO/HEO","SEO","10","[c]","38490","37720"
"New entrant CS","2023","20-29","Foreign, Commonwealth and Development Office","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Foreign, Commonwealth and Development Office","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Land Registry","AA/AO","AA","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Land Registry","AA/AO","AO","65","[c]","23490","23390"
"New entrant CS","2023","20-29","HM Land Registry","EO","EO","25","[c]","28750","28080"
"New entrant CS","2023","20-29","HM Land Registry","SEO/HEO","HEO","15","[c]","37280","38410"
"New entrant CS","2023","20-29","HM Land Registry","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Revenue and Customs","AA/AO","AO","1605","[c]","22880","22520"
"New entrant CS","2023","20-29","HM Revenue and Customs","EO","EO","295","[c]","28160","27650"
"New entrant CS","2023","20-29","HM Revenue and Customs","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Revenue and Customs","G6/G7","G7","15","[c]","55300","54680"
"New entrant CS","2023","20-29","HM Revenue and Customs","SEO/HEO","HEO","245","[c]","35780","34400"
"New entrant CS","2023","20-29","HM Revenue and Customs","SEO/HEO","SEO","50","[c]","42970","41890"
"New entrant CS","2023","20-29","HM Treasury","AA/AO","AO","45","[c]","22210","23210"
"New entrant CS","2023","20-29","HM Treasury","EO","EO","50","[c]","26820","27820"
"New entrant CS","2023","20-29","HM Treasury","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Treasury","SEO/HEO","HEO","100","[c]","31500","30510"
"New entrant CS","2023","20-29","HM Treasury","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Home Office","AA/AO","AA","75","[c]","22340","23500"
"New entrant CS","2023","20-29","Home Office","AA/AO","AO","1600","[c]","23030","22400"
"New entrant CS","2023","20-29","Home Office","EO","EO","1250","[c]","26880","25750"
"New entrant CS","2023","20-29","Home Office","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Home Office","G6/G7","G7","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Home Office","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Home Office","SEO/HEO","HEO","195","[c]","34430","36000"
"New entrant CS","2023","20-29","Home Office","SEO/HEO","SEO","30","[c]","41050","40250"
"New entrant CS","2023","20-29","Ministry of Defence","AA/AO","AA","210","[c]","22160","21380"
"New entrant CS","2023","20-29","Ministry of Defence","AA/AO","AO","705","[c]","23270","22220"
"New entrant CS","2023","20-29","Ministry of Defence","EO","EO","360","[c]","27470","27080"
"New entrant CS","2023","20-29","Ministry of Defence","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Ministry of Defence","G6/G7","G7","15","[c]","55910","54440"
"New entrant CS","2023","20-29","Ministry of Defence","SEO/HEO","HEO","550","[c]","32010","32500"
"New entrant CS","2023","20-29","Ministry of Defence","SEO/HEO","SEO","95","[c]","42430","41000"
"New entrant CS","2023","20-29","Ministry of Defence","Unknown","Unknown","200","[c]","24340","20870"
"New entrant CS","2023","20-29","Ministry of Justice","AA/AO","AA","775","[c]","23000","23230"
"New entrant CS","2023","20-29","Ministry of Justice","AA/AO","AO","3175","[c]","27500","28880"
"New entrant CS","2023","20-29","Ministry of Justice","EO","EO","370","[c]","28100","28480"
"New entrant CS","2023","20-29","Ministry of Justice","G6/G7","G7","10","[c]","53940","51770"
"New entrant CS","2023","20-29","Ministry of Justice","SEO/HEO","HEO","270","[c]","33470","34350"
"New entrant CS","2023","20-29","Ministry of Justice","SEO/HEO","SEO","65","[c]","40920","42210"
"New entrant CS","2023","20-29","Ministry of Justice","Unknown","Unknown","1975","[c]","22710","23640"
"New entrant CS","2023","20-29","National Crime Agency","AA/AO","AO","25","[c]","23850","22950"
"New entrant CS","2023","20-29","National Crime Agency","EO","EO","110","[c]","33540","34340"
"New entrant CS","2023","20-29","National Crime Agency","SEO/HEO","HEO","15","[c]","40990","41340"
"New entrant CS","2023","20-29","National Crime Agency","SEO/HEO","SEO","15","[c]","50190","50980"
"New entrant CS","2023","20-29","Northern Ireland Office","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Northern Ireland Office","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Northern Ireland Office","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Office for Standards in Education, Children's Services and Skills","AA/AO","AO","35","[c]","21940","22260"
"New entrant CS","2023","20-29","Office for Standards in Education, Children's Services and Skills","EO","EO","25","[c]","27910","26870"
"New entrant CS","2023","20-29","Office for Standards in Education, Children's Services and Skills","SEO/HEO","HEO","25","[c]","34500","33130"
"New entrant CS","2023","20-29","Office for Standards in Education, Children's Services and Skills","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Office of Gas and Electricity Markets","AA/AO","AO","15","[c]","21650","20970"
"New entrant CS","2023","20-29","Office of Gas and Electricity Markets","EO","EO","90","[c]","25880","25750"
"New entrant CS","2023","20-29","Office of Gas and Electricity Markets","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Office of Gas and Electricity Markets","G6/G7","G7","10","[c]","48790","48500"
"New entrant CS","2023","20-29","Office of Gas and Electricity Markets","SEO/HEO","HEO","35","[c]","34420","33400"
"New entrant CS","2023","20-29","Office of Gas and Electricity Markets","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Office of Qualifications and Examinations Regulation","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Office of Qualifications and Examinations Regulation","EO","EO","10","[c]","24040","23480"
"New entrant CS","2023","20-29","Office of Qualifications and Examinations Regulation","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Office of Qualifications and Examinations Regulation","SEO/HEO","HEO","15","[c]","31710","31310"
"New entrant CS","2023","20-29","Office of Qualifications and Examinations Regulation","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Office of Rail and Road","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Office of Rail and Road","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Office of Rail and Road","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Office of Rail and Road","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Office of the Secretary of State for Scotland","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Office of the Secretary of State for Scotland","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Office of the Secretary of State for Scotland","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Office of the Secretary of State for Scotland","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Office of the Secretary of State for Wales","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Office of the Secretary of State for Wales","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Office of the Secretary of State for Wales","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Scottish Government","AA/AO","AA","360","[c]","22260","22180"
"New entrant CS","2023","20-29","Scottish Government","AA/AO","AO","335","[c]","24230","24710"
"New entrant CS","2023","20-29","Scottish Government","EO","EO","295","[c]","29440","29100"
"New entrant CS","2023","20-29","Scottish Government","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Scottish Government","G6/G7","G7","35","[c]","52950","52360"
"New entrant CS","2023","20-29","Scottish Government","SEO/HEO","HEO","140","[c]","34380","33520"
"New entrant CS","2023","20-29","Scottish Government","SEO/HEO","SEO","40","[c]","43670","41640"
"New entrant CS","2023","20-29","The National Archives","AA/AO","AO","15","[c]","23290","23460"
"New entrant CS","2023","20-29","The National Archives","EO","EO","15","[c]","25520","24990"
"New entrant CS","2023","20-29","The National Archives","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","The National Archives","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","The National Archives","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","UK Export Finance","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","UK Export Finance","EO","EO","20","[c]","32300","32300"
"New entrant CS","2023","20-29","UK Export Finance","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","UK Export Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","UK Export Finance","SEO/HEO","HEO","15","[c]","35040","34000"
"New entrant CS","2023","20-29","UK Export Finance","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","UK Statistics Authority","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","UK Statistics Authority","AA/AO","AO","110","[c]","21180","21200"
"New entrant CS","2023","20-29","UK Statistics Authority","EO","EO","70","[c]","25220","24840"
"New entrant CS","2023","20-29","UK Statistics Authority","G6/G7","G7","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","UK Statistics Authority","SEO/HEO","HEO","145","[c]","31460","31560"
"New entrant CS","2023","20-29","UK Statistics Authority","SEO/HEO","SEO","30","[c]","38550","37690"
"New entrant CS","2023","20-29","UK Supreme Court","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","UK Supreme Court","EO","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","UK Supreme Court","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Water Services Regulation Authority","EO","EO","10","[c]","28830","29000"
"New entrant CS","2023","20-29","Water Services Regulation Authority","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Welsh Government","AA/AO","AO","65","[c]","22150","22150"
"New entrant CS","2023","20-29","Welsh Government","EO","EO","20","[c]","26850","26900"
"New entrant CS","2023","20-29","Welsh Government","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Welsh Government","SEO/HEO","HEO","25","[c]","32900","32460"
"New entrant CS","2023","20-29","Welsh Government","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Attorney General's Departments","AA/AO","AO","65","[c]","22110","21890"
"New entrant CS","2023","30-39","Attorney General's Departments","EO","EO","45","[c]","27600","26900"
"New entrant CS","2023","30-39","Attorney General's Departments","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Attorney General's Departments","G6/G7","G7","110","[c]","52740","52020"
"New entrant CS","2023","30-39","Attorney General's Departments","SEO/HEO","HEO","35","[c]","39090","44580"
"New entrant CS","2023","30-39","Attorney General's Departments","SEO/HEO","SEO","80","[c]","39330","38760"
"New entrant CS","2023","30-39","Cabinet Office","AA/AO","AO","25","[c]","21240","21720"
"New entrant CS","2023","30-39","Cabinet Office","EO","EO","25","[c]","25500","24610"
"New entrant CS","2023","30-39","Cabinet Office","G6/G7","G6","15","[c]","70460","65790"
"New entrant CS","2023","30-39","Cabinet Office","G6/G7","G7","65","[c]","59470","56430"
"New entrant CS","2023","30-39","Cabinet Office","SCS level","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Cabinet Office","SEO/HEO","HEO","70","[c]","31700","32060"
"New entrant CS","2023","30-39","Cabinet Office","SEO/HEO","SEO","25","[c]","39320","39860"
"New entrant CS","2023","30-39","Chancellor's other departments","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Chancellor's other departments","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Chancellor's other departments","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Chancellor's other departments","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Charity Commission","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Charity Commission","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Charity Commission","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Charity Commission","SEO/HEO","HEO","10","[c]","30480","30170"
"New entrant CS","2023","30-39","Charity Commission","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Competition and Markets Authority","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Competition and Markets Authority","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Competition and Markets Authority","G6/G7","G6","15","[c]","76090","76000"
"New entrant CS","2023","30-39","Competition and Markets Authority","G6/G7","G7","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Competition and Markets Authority","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Competition and Markets Authority","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Competition and Markets Authority","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Department for Business, Energy and Industrial Strategy","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Department for Business, Energy and Industrial Strategy","AA/AO","AO","55","[c]","21610","21380"
"New entrant CS","2023","30-39","Department for Business, Energy and Industrial Strategy","EO","EO","55","[c]","26630","25610"
"New entrant CS","2023","30-39","Department for Business, Energy and Industrial Strategy","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Department for Business, Energy and Industrial Strategy","G6/G7","G7","50","[c]","52820","51230"
"New entrant CS","2023","30-39","Department for Business, Energy and Industrial Strategy","SEO/HEO","HEO","85","[c]","33430","31750"
"New entrant CS","2023","30-39","Department for Business, Energy and Industrial Strategy","SEO/HEO","SEO","70","[c]","41760","41020"
"New entrant CS","2023","30-39","Department for Digital, Culture, Media and Sport","EO","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Department for Digital, Culture, Media and Sport","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Department for Digital, Culture, Media and Sport","G6/G7","G7","15","[c]","52030","52760"
"New entrant CS","2023","30-39","Department for Digital, Culture, Media and Sport","SEO/HEO","HEO","30","[c]","35270","35040"
"New entrant CS","2023","30-39","Department for Education","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Department for Education","EO","EO","30","[c]","26510","25900"
"New entrant CS","2023","30-39","Department for Education","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Department for Education","G6/G7","G7","25","[c]","53700","51460"
"New entrant CS","2023","30-39","Department for Education","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Department for Education","SEO/HEO","HEO","30","[c]","32560","32020"
"New entrant CS","2023","30-39","Department for Education","SEO/HEO","SEO","40","[c]","38280","37590"
"New entrant CS","2023","30-39","Department for Environment, Food and Rural Affairs","AA/AO","AO","140","[c]","22390","22150"
"New entrant CS","2023","30-39","Department for Environment, Food and Rural Affairs","EO","EO","75","[c]","26260","25920"
"New entrant CS","2023","30-39","Department for Environment, Food and Rural Affairs","G6/G7","G6","15","[c]","64530","65820"
"New entrant CS","2023","30-39","Department for Environment, Food and Rural Affairs","G6/G7","G7","75","[c]","52160","51280"
"New entrant CS","2023","30-39","Department for Environment, Food and Rural Affairs","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Department for Environment, Food and Rural Affairs","SEO/HEO","HEO","85","[c]","31420","30320"
"New entrant CS","2023","30-39","Department for Environment, Food and Rural Affairs","SEO/HEO","SEO","115","[c]","38510","37300"
"New entrant CS","2023","30-39","Department for International Trade","EO","EO","20","[c]","26750","25660"
"New entrant CS","2023","30-39","Department for International Trade","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Department for International Trade","G6/G7","G7","20","[c]","56820","55370"
"New entrant CS","2023","30-39","Department for International Trade","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Department for International Trade","SEO/HEO","HEO","35","[c]","32750","32730"
"New entrant CS","2023","30-39","Department for International Trade","SEO/HEO","SEO","45","[c]","41000","41550"
"New entrant CS","2023","30-39","Department for Levelling Up, Housing and Communities","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Department for Levelling Up, Housing and Communities","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Department for Levelling Up, Housing and Communities","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Department for Levelling Up, Housing and Communities","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Department for Levelling Up, Housing and Communities","G6/G7","G7","30","[c]","47790","43740"
"New entrant CS","2023","30-39","Department for Levelling Up, Housing and Communities","SEO/HEO","HEO","20","[c]","32370","32370"
"New entrant CS","2023","30-39","Department for Levelling Up, Housing and Communities","SEO/HEO","SEO","10","[c]","40600","40590"
"New entrant CS","2023","30-39","Department for Transport","AA/AO","AA","25","[c]","19260","19000"
"New entrant CS","2023","30-39","Department for Transport","AA/AO","AO","180","[c]","23440","22500"
"New entrant CS","2023","30-39","Department for Transport","EO","EO","90","[c]","27570","26780"
"New entrant CS","2023","30-39","Department for Transport","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Department for Transport","G6/G7","G7","25","[c]","55500","55120"
"New entrant CS","2023","30-39","Department for Transport","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Department for Transport","SEO/HEO","HEO","35","[c]","32880","31660"
"New entrant CS","2023","30-39","Department for Transport","SEO/HEO","SEO","45","[c]","41740","40000"
"New entrant CS","2023","30-39","Department for Work and Pensions","AA/AO","AO","400","[c]","21840","21690"
"New entrant CS","2023","30-39","Department for Work and Pensions","EO","EO","280","[c]","28290","28120"
"New entrant CS","2023","30-39","Department for Work and Pensions","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Department for Work and Pensions","G6/G7","G7","60","[c]","55520","55250"
"New entrant CS","2023","30-39","Department for Work and Pensions","SEO/HEO","HEO","110","[c]","35280","34170"
"New entrant CS","2023","30-39","Department for Work and Pensions","SEO/HEO","SEO","85","[c]","41110","40000"
"New entrant CS","2023","30-39","Department of Health and Social Care","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Department of Health and Social Care","AA/AO","AO","35","[c]","22450","22480"
"New entrant CS","2023","30-39","Department of Health and Social Care","EO","EO","50","[c]","26530","27060"
"New entrant CS","2023","30-39","Department of Health and Social Care","G6/G7","G6","35","[c]","73440","67160"
"New entrant CS","2023","30-39","Department of Health and Social Care","G6/G7","G7","85","[c]","53370","53400"
"New entrant CS","2023","30-39","Department of Health and Social Care","SCS level","SCS level","15","[c]","87510","88360"
"New entrant CS","2023","30-39","Department of Health and Social Care","SEO/HEO","HEO","70","[c]","33240","33500"
"New entrant CS","2023","30-39","Department of Health and Social Care","SEO/HEO","SEO","100","[c]","40160","40880"
"New entrant CS","2023","30-39","Estyn","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Estyn","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Food Standards Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Food Standards Agency","EO","EO","10","[c]","26180","26910"
"New entrant CS","2023","30-39","Food Standards Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Food Standards Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Food Standards Agency","SEO/HEO","HEO","15","[c]","31440","31260"
"New entrant CS","2023","30-39","Food Standards Agency","SEO/HEO","SEO","10","[c]","38810","38100"
"New entrant CS","2023","30-39","Foreign, Commonwealth and Development Office","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Foreign, Commonwealth and Development Office","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","HM Land Registry","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","HM Land Registry","AA/AO","AO","60","[c]","23630","23390"
"New entrant CS","2023","30-39","HM Land Registry","EO","EO","25","[c]","28980","28080"
"New entrant CS","2023","30-39","HM Land Registry","G6/G7","G7","15","[c]","56980","56190"
"New entrant CS","2023","30-39","HM Land Registry","SEO/HEO","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","HM Land Registry","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","HM Revenue and Customs","AA/AO","AO","795","[c]","22780","22520"
"New entrant CS","2023","30-39","HM Revenue and Customs","EO","EO","175","[c]","28110","27650"
"New entrant CS","2023","30-39","HM Revenue and Customs","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","HM Revenue and Customs","G6/G7","G7","85","[c]","54790","52600"
"New entrant CS","2023","30-39","HM Revenue and Customs","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","HM Revenue and Customs","SEO/HEO","HEO","175","[c]","35250","34400"
"New entrant CS","2023","30-39","HM Revenue and Customs","SEO/HEO","SEO","90","[c]","42990","41780"
"New entrant CS","2023","30-39","HM Treasury","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","HM Treasury","EO","EO","10","[c]","26210","24820"
"New entrant CS","2023","30-39","HM Treasury","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","HM Treasury","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","HM Treasury","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","HM Treasury","SEO/HEO","HEO","20","[c]","32060","32970"
"New entrant CS","2023","30-39","HM Treasury","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Home Office","AA/AO","AA","20","[c]","19940","19500"
"New entrant CS","2023","30-39","Home Office","AA/AO","AO","805","[c]","23000","22400"
"New entrant CS","2023","30-39","Home Office","EO","EO","850","[c]","26710","25750"
"New entrant CS","2023","30-39","Home Office","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Home Office","G6/G7","G7","30","[c]","57150","58440"
"New entrant CS","2023","30-39","Home Office","SCS level","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Home Office","SEO/HEO","HEO","95","[c]","33820","32160"
"New entrant CS","2023","30-39","Home Office","SEO/HEO","SEO","60","[c]","41600","43000"
"New entrant CS","2023","30-39","Ministry of Defence","AA/AO","AA","115","[c]","23710","22130"
"New entrant CS","2023","30-39","Ministry of Defence","AA/AO","AO","315","[c]","24010","22220"
"New entrant CS","2023","30-39","Ministry of Defence","EO","EO","195","[c]","28160","27080"
"New entrant CS","2023","30-39","Ministry of Defence","G6/G7","G6","30","[c]","72380","70470"
"New entrant CS","2023","30-39","Ministry of Defence","G6/G7","G7","80","[c]","54700","54840"
"New entrant CS","2023","30-39","Ministry of Defence","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Ministry of Defence","SEO/HEO","HEO","320","[c]","34060","33830"
"New entrant CS","2023","30-39","Ministry of Defence","SEO/HEO","SEO","180","[c]","41870","41000"
"New entrant CS","2023","30-39","Ministry of Defence","Unknown","Unknown","80","[c]","32760","32500"
"New entrant CS","2023","30-39","Ministry of Justice","AA/AO","AA","415","[c]","23100","23230"
"New entrant CS","2023","30-39","Ministry of Justice","AA/AO","AO","1750","[c]","27980","28880"
"New entrant CS","2023","30-39","Ministry of Justice","EO","EO","145","[c]","27900","28480"
"New entrant CS","2023","30-39","Ministry of Justice","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Ministry of Justice","G6/G7","G7","35","[c]","55670","55720"
"New entrant CS","2023","30-39","Ministry of Justice","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Ministry of Justice","SEO/HEO","HEO","140","[c]","33360","33200"
"New entrant CS","2023","30-39","Ministry of Justice","SEO/HEO","SEO","120","[c]","41800","43650"
"New entrant CS","2023","30-39","Ministry of Justice","Unknown","Unknown","870","[c]","23220","23640"
"New entrant CS","2023","30-39","National Crime Agency","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","National Crime Agency","EO","EO","75","[c]","34140","34340"
"New entrant CS","2023","30-39","National Crime Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","National Crime Agency","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","National Crime Agency","SEO/HEO","HEO","25","[c]","40920","38640"
"New entrant CS","2023","30-39","National Crime Agency","SEO/HEO","SEO","15","[c]","49170","49180"
"New entrant CS","2023","30-39","Northern Ireland Office","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Northern Ireland Office","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Office for Standards in Education, Children's Services and Skills","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Office for Standards in Education, Children's Services and Skills","EO","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Office for Standards in Education, Children's Services and Skills","G6/G7","G7","25","[c]","75230","77470"
"New entrant CS","2023","30-39","Office for Standards in Education, Children's Services and Skills","SEO/HEO","HEO","15","[c]","33370","33130"
