"Status","Year","Age","Function_of_post","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","30-39","Grants Management","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Human Resources","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Human Resources","Communications","5","5","[c]","[c]"
"In post","2023","30-39","Human Resources","Digital, Data and Technology","10","10","40420","38460"
"In post","2023","30-39","Human Resources","Finance","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Human Resources","Human Resources","2500","2400","39270","36540"
"In post","2023","30-39","Human Resources","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2023","30-39","Human Resources","Legal","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Human Resources","Operational Delivery","245","235","32990","28130"
"In post","2023","30-39","Human Resources","Other","10","10","36470","39360"
"In post","2023","30-39","Human Resources","Planning","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Human Resources","Policy","10","10","48700","51290"
"In post","2023","30-39","Human Resources","Project Delivery","20","20","48220","51290"
"In post","2023","30-39","Human Resources","Property","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Human Resources","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Human Resources","Tax","55","55","35860","34700"
"In post","2023","30-39","Human Resources","Unknown","135","130","44900","39610"
"In post","2023","30-39","Internal Audit","Internal Audit","130","130","44840","42760"
"In post","2023","30-39","Internal Audit","Policy","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Legal","Communications","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Legal","Finance","15","15","25790","24480"
"In post","2023","30-39","Legal","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Legal","Knowledge and Information Management","25","25","35650","32750"
"In post","2023","30-39","Legal","Legal","2265","2170","54380","52980"
"In post","2023","30-39","Legal","Operational Delivery","585","550","28520","26900"
"In post","2023","30-39","Legal","Other","20","20","53860","54460"
"In post","2023","30-39","Legal","Policy","25","25","56080","56000"
"In post","2023","30-39","Legal","Project Delivery","10","10","36120","31920"
"In post","2023","30-39","Legal","Property","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Legal","Security","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Legal","Tax","100","95","45710","41780"
"In post","2023","30-39","Legal","Unknown","90","85","49800","45170"
"In post","2023","30-39","No function","Commercial","115","110","43290","41970"
"In post","2023","30-39","No function","Communications","60","60","47280","43270"
"In post","2023","30-39","No function","Corporate Finance","5","5","[c]","[c]"
"In post","2023","30-39","No function","Counter Fraud","55","50","29160","26140"
"In post","2023","30-39","No function","Digital, Data and Technology","220","215","49370","50690"
"In post","2023","30-39","No function","Economics","75","70","58630","59600"
"In post","2023","30-39","No function","Finance","40","40","41990","38770"
"In post","2023","30-39","No function","Geography","130","125","34520","34370"
"In post","2023","30-39","No function","Human Resources","75","75","43210","39090"
"In post","2023","30-39","No function","Inspector of Education and Training","135","135","60590","52750"
"In post","2023","30-39","No function","Intelligence Analysis","665","645","34000","31310"
"In post","2023","30-39","No function","International Trade","625","615","50850","55370"
"In post","2023","30-39","No function","Knowledge and Information Management","185","175","37050","34170"
"In post","2023","30-39","No function","Legal","200","190","41020","37680"
"In post","2023","30-39","No function","Medicine","490","425","47750","40590"
"In post","2023","30-39","No function","Operational Delivery","50905","47880","29930","28120"
"In post","2023","30-39","No function","Operational Research","45","45","36170","32320"
"In post","2023","30-39","No function","Other","1400","1325","33540","31280"
"In post","2023","30-39","No function","Planning","50","50","42700","40800"
"In post","2023","30-39","No function","Planning Inspectors","70","65","51420","48660"
"In post","2023","30-39","No function","Policy","8695","8505","50800","53550"
"In post","2023","30-39","No function","Project Delivery","485","475","45870","43210"
"In post","2023","30-39","No function","Property","[c]","[c]","[c]","[c]"
"In post","2023","30-39","No function","Psychology","615","590","36610","32420"
"In post","2023","30-39","No function","Science and Engineering","1615","1580","40860","40840"
"In post","2023","30-39","No function","Security","50","50","51060","55790"
"In post","2023","30-39","No function","Social Research","15","15","50520","45210"
"In post","2023","30-39","No function","Statistics","15","10","50980","50910"
"In post","2023","30-39","No function","Tax","4130","3985","37040","34700"
"In post","2023","30-39","No function","Unknown","2170","2110","45740","41950"
"In post","2023","30-39","No function","Veterinarian","85","85","39100","37710"
"In post","2023","30-39","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Project Delivery","Communications","15","10","37650","32840"
"In post","2023","30-39","Project Delivery","Digital, Data and Technology","15","15","49390","51360"
"In post","2023","30-39","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Project Delivery","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Project Delivery","International Trade","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Project Delivery","Knowledge and Information Management","10","10","37710","38420"
"In post","2023","30-39","Project Delivery","Legal","10","10","[c]","[c]"
"In post","2023","30-39","Project Delivery","Medicine","5","5","[c]","[c]"
"In post","2023","30-39","Project Delivery","Operational Delivery","330","320","37450","35000"
"In post","2023","30-39","Project Delivery","Operational Research","50","50","43500","41480"
"In post","2023","30-39","Project Delivery","Other","35","35","37560","36940"
"In post","2023","30-39","Project Delivery","Policy","470","460","54580","55010"
"In post","2023","30-39","Project Delivery","Project Delivery","3595","3500","44460","41780"
"In post","2023","30-39","Project Delivery","Property","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Project Delivery","Science and Engineering","380","370","45240","42840"
"In post","2023","30-39","Project Delivery","Security","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Project Delivery","Social Research","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Project Delivery","Statistics","5","5","[c]","[c]"
"In post","2023","30-39","Project Delivery","Tax","165","160","36880","35000"
"In post","2023","30-39","Project Delivery","Unknown","100","95","46880","42140"
"In post","2023","30-39","Property","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Property","Communications","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Property","Digital, Data and Technology","10","10","[c]","[c]"
"In post","2023","30-39","Property","Finance","25","25","41290","40000"
"In post","2023","30-39","Property","Human Resources","15","15","40800","37680"
"In post","2023","30-39","Property","Operational Delivery","310","300","30830","26020"
"In post","2023","30-39","Property","Other","65","60","34130","34370"
"In post","2023","30-39","Property","Policy","15","15","54400","56430"
"In post","2023","30-39","Property","Project Delivery","20","20","51770","50740"
"In post","2023","30-39","Property","Property","955","925","37310","34300"
"In post","2023","30-39","Property","Security","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Property","Unknown","15","15","39650","37680"
"In post","2023","30-39","Security","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Security","Digital, Data and Technology","20","20","53090","50690"
"In post","2023","30-39","Security","Finance","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Security","Human Resources","10","10","45840","36640"
"In post","2023","30-39","Security","Intelligence Analysis","45","45","46350","43740"
"In post","2023","30-39","Security","Knowledge and Information Management","15","15","36830","31260"
"In post","2023","30-39","Security","Legal","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Security","Operational Delivery","5","5","[c]","[c]"
"In post","2023","30-39","Security","Other","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Security","Policy","30","25","48380","53500"
"In post","2023","30-39","Security","Property","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Security","Security","1605","1590","34880","33830"
"In post","2023","30-39","Security","Unknown","165","160","33440","32640"
"In post","2023","30-39","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Communications","45","45","40000","39690"
"In post","2023","30-39","Unknown","Digital, Data and Technology","45","40","34960","32460"
"In post","2023","30-39","Unknown","Economics","15","10","44810","43660"
"In post","2023","30-39","Unknown","Finance","55","50","41190","39690"
"In post","2023","30-39","Unknown","Human Resources","50","50","32260","30610"
"In post","2023","30-39","Unknown","Inspector of Education and Training","10","10","35870","36590"
"In post","2023","30-39","Unknown","Internal Audit","5","5","[c]","[c]"
"In post","2023","30-39","Unknown","Knowledge and Information Management","25","25","36130","32460"
"In post","2023","30-39","Unknown","Legal","55","55","58580","59480"
"In post","2023","30-39","Unknown","Medicine","60","60","48190","45970"
"In post","2023","30-39","Unknown","Operational Delivery","355","340","36950","30660"
"In post","2023","30-39","Unknown","Other","590","585","42240","40690"
"In post","2023","30-39","Unknown","Planning","15","15","37970","39690"
"In post","2023","30-39","Unknown","Policy","565","540","43790","39690"
"In post","2023","30-39","Unknown","Project Delivery","25","25","40890","39690"
"In post","2023","30-39","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Psychology","15","15","47210","49260"
"In post","2023","30-39","Unknown","Science and Engineering","420","415","41760","39890"
"In post","2023","30-39","Unknown","Security","5","5","[c]","[c]"
"In post","2023","30-39","Unknown","Social Research","35","35","46010","45970"
"In post","2023","30-39","Unknown","Statistics","35","35","45640","43660"
"In post","2023","30-39","Unknown","Unknown","5120","4925","39520","35440"
"In post","2023","30-39","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Analysis","Digital, Data and Technology","45","45","46930","43650"
"In post","2023","40-49","Analysis","Economics","185","175","67510","65500"
"In post","2023","40-49","Analysis","Finance","10","10","46970","50620"
"In post","2023","40-49","Analysis","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Analysis","Intelligence Analysis","40","35","43010","42770"
"In post","2023","40-49","Analysis","Knowledge and Information Management","20","20","46180","41500"
"In post","2023","40-49","Analysis","Operational Delivery","165","155","36460","34170"
"In post","2023","40-49","Analysis","Operational Research","170","160","51080","49260"
"In post","2023","40-49","Analysis","Other","155","145","58750","51770"
"In post","2023","40-49","Analysis","Policy","50","45","57540","58370"
"In post","2023","40-49","Analysis","Project Delivery","5","5","[c]","[c]"
"In post","2023","40-49","Analysis","Science and Engineering","335","320","46740","49260"
"In post","2023","40-49","Analysis","Social Research","275","250","50980","51460"
"In post","2023","40-49","Analysis","Statistics","540","505","52520","51600"
"In post","2023","40-49","Analysis","Tax","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Analysis","Unknown","30","30","54470","55150"
"In post","2023","40-49","Commercial","Commercial","1625","1580","52660","44690"
"In post","2023","40-49","Commercial","Communications","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Commercial","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Commercial","Economics","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Commercial","Finance","5","5","[c]","[c]"
"In post","2023","40-49","Commercial","Human Resources","20","20","49680","56430"
"In post","2023","40-49","Commercial","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Commercial","Operational Delivery","75","70","49470","42180"
"In post","2023","40-49","Commercial","Other","50","45","42500","39890"
"In post","2023","40-49","Commercial","Policy","20","20","50100","51290"
"In post","2023","40-49","Commercial","Project Delivery","20","20","41540","34570"
"In post","2023","40-49","Commercial","Property","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Commercial","Science and Engineering","5","5","[c]","[c]"
"In post","2023","40-49","Commercial","Security","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Commercial","Statistics","[c]","[c]","[c]","[c]"
